,CDC42SE1 (56882)
ACH-000477,-0.24439080511742065
ACH-000479,-0.14157063669957834
ACH-000480,-0.6077295482166102
ACH-000481,-0.1874901486040624
ACH-000483,-0.3123657122654437
ACH-000484,-0.4936571986045692
ACH-000485,-0.4233477322193981
ACH-000486,-0.2407123879380189
ACH-000487,-0.3234450345364541
ACH-000488,-0.4142982755248252
ACH-000490,-0.3247002116388589
ACH-000491,-0.4198310348162572
ACH-000495,-0.4010230345666635
ACH-000496,-0.1784410598745731
ACH-000499,-0.2533762229507123
ACH-000500,-0.1968322775693499
ACH-000502,-0.37114086768664206
ACH-000503,-0.33426159586889204
ACH-000505,-0.2831759407721357
ACH-000507,-0.35448207402793896
ACH-000510,-0.3827360726691277
ACH-000511,-0.2705688417077842
ACH-000512,-0.3146590216495959
ACH-000516,-0.4643103373495048
ACH-000517,-0.2736496037284634
ACH-000518,-0.3316127936176849
ACH-000520,-0.3948394496196538
ACH-000521,-0.2033282690899575
ACH-000522,-0.3430652244611335
ACH-000524,-0.3074695187761555
ACH-000527,-0.3782840393248802
ACH-000528,-0.1891867657637126
ACH-000537,-0.2206629457642448
ACH-000541,-0.08915204912935465
ACH-000542,-0.19412907282024044
ACH-000544,-0.35065786479676986
ACH-000545,-0.4226179608254175
ACH-000547,-0.08730028270911272
ACH-000548,-0.3213993274827034
ACH-000549,-0.3623846039569158
ACH-000550,-0.16230686380243167
ACH-000552,-0.17857311249695654
ACH-000556,-0.4078622002973718
ACH-000557,-0.33746928038457497
ACH-000569,-0.22030812017073015
ACH-000570,-0.3875000540129127
ACH-000571,-0.18280578962570074
ACH-000573,-0.14788656120734162
ACH-000576,-0.3594959083585144
ACH-000579,-0.37571828351467657
ACH-000580,-0.3726253286297133
ACH-000584,-0.29536693371150713
ACH-000585,-0.4044930447412207
ACH-000588,-0.17304969252013194
ACH-000589,-0.21340905569118174
ACH-000591,-0.10580516546775906
ACH-000593,-0.3661734641032436
ACH-000600,-0.3364539694104825
ACH-000601,-0.4522027786785885
ACH-000605,-0.29348170034006016
ACH-000606,-0.3791386930001584
ACH-000608,-0.3060429633738113
ACH-000614,-0.216489202289022
ACH-000616,-0.3218351339822466
ACH-000618,-0.33061963147020496
ACH-000619,-0.5133850746120426
ACH-000620,-0.3585029113728589
ACH-000621,-0.2592250629167709
ACH-000622,-0.2349215660853065
ACH-000623,-0.2296972896117927
ACH-000624,-0.28789126213152577
ACH-000627,-0.3878710500909465
ACH-000630,-0.2905333388319522
ACH-000631,-0.2256965635115176
ACH-000632,0.007605063619859863
ACH-000633,-0.3731838778065311
ACH-000637,-0.17699253005943347
ACH-000638,-0.3744597405336267
ACH-000646,-0.4365005052209687
ACH-000647,-0.24385818791326386
ACH-000648,-0.1855868907580687
ACH-000649,-0.2573719943831666
ACH-000651,-0.40924293146187424
ACH-000652,-0.34852235156519795
ACH-000653,-0.36913781943703255
ACH-000657,-0.3938318628342693
ACH-000658,-0.43824812216915415
ACH-000661,-0.2401202075727531
ACH-000662,-0.17004688986824662
ACH-000663,-0.26408642821573075
ACH-000665,-0.3877010230002419
ACH-000671,-0.293285245189505
ACH-000672,-0.3133137683408637
ACH-000673,-0.3929612435458229
ACH-000676,-0.44032740449912905
ACH-000677,-0.200357639810374
ACH-000681,-0.20088133203576294
ACH-000683,-0.5818344877745538
ACH-000684,-0.04360769445821682
ACH-000688,-0.24700818929398244
ACH-000693,-0.16814310001577742
ACH-000694,-0.1660985906310865
ACH-000695,-0.4420873399172856
ACH-000696,-0.4182879769537005
ACH-000697,-0.3646067630299764
ACH-000699,-0.19840177120809152
ACH-000701,-0.29717966362101
ACH-000706,-0.3094980827780148
ACH-000711,-0.4607645428114922
ACH-000713,-0.42006172397286096
ACH-000714,-0.3508671823317593
ACH-000718,-0.2437332621488537
ACH-000720,-0.16636281350739446
ACH-000721,-0.3947289344265037
ACH-000724,-0.6308876896927669
ACH-000725,-0.6975669054008179
ACH-000732,-0.4063738327366189
ACH-000734,-0.31645968178112405
ACH-000735,-0.33795480772630565
ACH-000736,-0.2401825076764457
ACH-000738,-0.21545637705675175
ACH-000746,-0.4179677297402681
ACH-000747,-0.3630945119801473
ACH-000748,-0.3844693521526857
ACH-000753,-0.4367356135216056
ACH-000756,-0.506866400419066
ACH-000757,-0.43288895991120974
ACH-000758,-0.5747767084231866
ACH-000760,-0.7748234230201179
ACH-000762,-0.4972753992033613
ACH-000763,-0.35827529888666504
ACH-000764,-0.246169249121796
ACH-000765,-0.3608771688516494
ACH-000766,-0.2883071180987176
ACH-000767,-0.48306783226799704
ACH-000768,-0.29833505351621314
ACH-000769,-0.3920473048826681
ACH-000770,-0.2950682845241342
ACH-000771,-0.40133423828309656
ACH-000773,-0.6904407622222287
ACH-000776,-0.3388504660568452
ACH-000777,-0.259900231751851
ACH-000778,-0.2850701652202045
ACH-000781,-0.27905894140830845
ACH-000782,-0.2562600304414381
ACH-000783,-0.5284804934819897
ACH-000784,-0.327845515980294
ACH-000785,-0.5365330321844901
ACH-000787,-0.4274430653177737
ACH-000788,-0.21443440720703694
ACH-000791,-0.2983655320400541
ACH-000792,-0.4316665139118935
ACH-000794,-0.3961559836400669
ACH-000796,-0.29519469783326396
ACH-000798,-0.3703161421531835
ACH-000799,-0.4405956830530992
ACH-000800,-0.4396646391252823
ACH-000802,-0.04631367700021699
ACH-000804,-0.3237431895567265
ACH-000805,-0.4134880781341309
ACH-000809,-0.2521120267416331
ACH-000810,-0.11996629631180555
ACH-000811,-0.2813073754118524
ACH-000817,-0.2563275113953061
ACH-000819,-0.3256224513772821
ACH-000820,-0.33474525183429404
ACH-000821,-0.4256116222515036
ACH-000822,-0.35950729382868923
ACH-000823,-0.23897242875358746
ACH-000824,-0.2966745297775097
ACH-000827,-0.33175613707898105
ACH-000829,-0.4027768448926936
ACH-000831,-0.16116440049868294
ACH-000832,-0.4455543405938545
ACH-000833,-0.2654879187472379
ACH-000834,-0.4997462741464542
ACH-000835,-0.2561055882205269
ACH-000836,-0.4301902733804511
ACH-000837,-0.42920322180639453
ACH-000838,-0.16765253657783374
ACH-000839,-0.5540889569449797
ACH-000840,-0.2312150095959245
ACH-000841,-0.2401708029607267
ACH-000843,-0.39061562654840404
ACH-000846,-0.5653115110428125
ACH-000847,-0.13419705404679305
ACH-000848,-0.1977886384622403
ACH-000849,0.006967162296855975
ACH-000851,-0.19605952789627346
ACH-000855,-0.4337114531719783
ACH-000856,-0.17861658923893206
ACH-000858,-0.4383456105425539
ACH-000859,-0.2458542360797063
ACH-000861,-0.2488452595033407
ACH-000862,-0.3010760266657439
ACH-000865,-0.2012055461664698
ACH-000866,-0.3449043382666937
ACH-000867,-0.4229970714403799
ACH-000869,-0.5236258007412019
ACH-000872,-0.1532065817343999
ACH-000873,-0.10026183746812002
ACH-000876,-0.31905410458417344
ACH-000878,-0.13171341561816627
ACH-000880,-0.10668209952516026
ACH-000881,-0.3294466278684263
ACH-000882,-0.21498428951270945
ACH-000884,-0.12148547753798485
ACH-000885,-0.3127406860546563
ACH-000887,-0.4295313896579733
ACH-000889,-0.3473854196239663
ACH-000896,-0.4180618780949383
ACH-000898,-0.2556160017898922
ACH-000900,-0.4869696114341296
ACH-000901,-0.2591929871157837
ACH-000905,-0.3733367401285143
ACH-000906,-0.2799475389991334
ACH-000907,-0.246349074546513
ACH-000910,-0.4262309027395248
ACH-000911,-0.29839859269971003
ACH-000912,-0.3245790512154072
ACH-000913,-0.2746300893242481
ACH-000915,-0.2378461214397899
ACH-000916,-0.437800116743184
ACH-000917,-0.1522145890751379
ACH-000920,-0.3672626583542916
ACH-000921,-0.12997160380020698
ACH-000924,-0.3172806314844641
ACH-000926,-0.5034929491334962
ACH-000928,-0.13168201539627605
ACH-000929,-0.3901013135884058
ACH-000932,-0.2300927702412748
ACH-000935,-0.18353193085036726
ACH-000936,-0.5298366739129827
ACH-000937,-0.33307982663460883
ACH-000938,-0.14362414950490635
ACH-000939,-0.19133382677605748
ACH-000941,-0.2656390886305262
ACH-000943,-0.2128623556508872
ACH-000946,-0.2939637376449967
ACH-000947,-0.2877731162310299
ACH-000948,-0.3569643215675772
ACH-000950,-0.1433667075615561
ACH-000953,-0.3530480420443341
ACH-000954,-0.5184689990386763
ACH-000957,-0.25430617916884146
ACH-000958,-0.4201118276774684
ACH-000960,-0.5121739573716928
ACH-000963,-0.4858495388390184
ACH-000968,-0.4385739202365051
ACH-000969,-0.3745727868316342
ACH-000972,-0.3655002649480049
ACH-000973,-0.2490191011797025
ACH-000974,-0.4180224157521152
ACH-000978,-0.011456963636875948
ACH-000984,-0.30054270000558736
ACH-000986,-0.3175624556970402
ACH-000988,-0.17185204602962653
ACH-000993,-0.4065466769399357
ACH-000994,-0.3388162042635293
ACH-000996,-0.3164448764562183
ACH-001001,-0.3851562844256871
ACH-001020,-0.07529289824375827
ACH-001028,-0.355760627966172
ACH-001031,-0.3420757683698165
ACH-001038,-0.4115189209762991
ACH-001048,-0.28061709426351394
ACH-001050,-0.1728362174902867
ACH-001053,-0.3784266326088752
ACH-001054,-0.3773472276704706
ACH-001061,-0.3291322589837408
ACH-001067,-0.2538678870729799
ACH-001075,-0.3379556353851225
ACH-001096,-0.468578341907083
ACH-001111,-0.6314821960994649
ACH-001119,-0.2373866963610539
ACH-001128,-0.3521547600302473
ACH-001134,-0.30926542997803097
ACH-001151,-0.4280534723717751
ACH-001163,-0.3619362362282249
ACH-001164,-0.24599044896425545
ACH-001183,-0.25139299657849123
ACH-001192,-0.2657914660716805
ACH-001193,-0.352824036304572
ACH-001196,-0.6051553053128784
ACH-001197,-0.22810031734358574
ACH-001205,-0.2899745757690175
ACH-001211,-0.32487881329745616
ACH-001212,-0.028788029349612162
ACH-001228,-0.3659207662982735
ACH-001232,-0.22292091820306292
ACH-001239,-0.3689875826495216
ACH-001270,-0.3605539158370181
ACH-001274,-0.0036146518771612963
ACH-001275,-0.13314377198612815
ACH-001277,-0.3341574561311659
ACH-001278,-0.2469621786697031
ACH-001280,-0.4400980928338093
ACH-001283,-0.2022673418891548
ACH-001289,-0.44144060971899657
ACH-001300,-0.3323936605090243
ACH-001301,-0.4034614013945373
ACH-001302,-0.4525692288992821
ACH-001306,-0.25354462070472755
ACH-001318,-0.43597255534670004
ACH-001322,-0.1183533714765087
ACH-001328,-0.38677993222099977
ACH-001332,-0.3647798387415532
ACH-001336,-0.4604714103482809
ACH-001346,-0.3795290386214668
ACH-001353,-0.3176943728613228
ACH-001354,-0.2219642007556376
ACH-001367,-0.42526335641655305
ACH-001368,-0.31387427057508976
ACH-001374,-0.30900252003856665
ACH-001377,-0.31238026668117796
ACH-001380,-0.24579962629260896
ACH-001391,-0.14291213954327742
ACH-001408,-0.23863932807104002
ACH-001430,-0.4052601038909924
ACH-001431,-0.3272177451037345
ACH-001450,-0.42466166192446586
ACH-001496,-0.2412980876463929
ACH-001500,-0.20970852191107808
ACH-001523,-0.21278212686317727
ACH-001532,-0.18158145546545001
ACH-001550,-0.27477152010274736
ACH-001552,-0.3940402401825255
ACH-001554,-0.3274628623096386
ACH-001654,-0.33177810715828
ACH-001735,-0.37143083230490537
ACH-001736,-0.3548230016571605
ACH-001737,-0.16764778283403375
ACH-001740,-0.3620993640007849
ACH-001745,-0.3431519031460957
ACH-001765,-0.34458048170593664
