,FAM86B1 (85002)
ACH-000004,-0.6016717518810318
ACH-000005,-1.0248931251365672
ACH-000007,-0.6081841577347292
ACH-000009,-0.7638149282282103
ACH-000011,-0.8182867225605025
ACH-000012,-0.9856189594509523
ACH-000013,-0.6374712646526258
ACH-000014,-0.7523784891192415
ACH-000015,-0.6935063468415636
ACH-000017,-0.7167077019566188
ACH-000018,-0.6841381884762201
ACH-000019,-0.7678798321070015
ACH-000021,-0.7518793644622732
ACH-000022,-0.7702055353760756
ACH-000025,-0.6800382402607938
ACH-000028,-0.6836833774717455
ACH-000030,-0.7879200777133561
ACH-000035,-0.652239458381318
ACH-000036,-0.680550102739347
ACH-000037,-0.8501590153500729
ACH-000039,-0.9961246173530532
ACH-000040,-0.5717219890644877
ACH-000041,-0.8083003105710034
ACH-000042,-0.8945537114552963
ACH-000045,-0.8356057315079651
ACH-000047,-0.8982001506593005
ACH-000052,-0.6176298590940372
ACH-000053,-0.7547459362682818
ACH-000054,-0.6640522959220839
ACH-000055,-0.9515697690566304
ACH-000060,-0.949654702956496
ACH-000067,-0.5299556853468156
ACH-000070,-0.4308786425131246
ACH-000075,-0.738388803348262
ACH-000078,-0.716403991175308
ACH-000082,-0.6225874693733594
ACH-000085,-0.4994752502839233
ACH-000086,-0.8277462603046426
ACH-000087,-0.7885532883677273
ACH-000092,-0.7023135723516505
ACH-000095,-0.7451127153003259
ACH-000097,-0.7381814333620998
ACH-000098,-0.6192102352269124
ACH-000099,-0.7424232530383993
ACH-000108,-0.7224252730958959
ACH-000113,-0.7540614892834163
ACH-000116,-0.6181700426663254
ACH-000118,-0.8098469811826654
ACH-000120,-0.7497918822532477
ACH-000123,-0.6777817924473576
ACH-000127,-0.8088229358527002
ACH-000128,-0.7574836309417262
ACH-000132,-0.8051446966885794
ACH-000133,-0.8609357288446108
ACH-000137,-0.7386560913718128
ACH-000138,-0.8019748375169641
ACH-000142,-0.8131147684104719
ACH-000143,-0.7575843239806541
ACH-000146,-0.9152447341396721
ACH-000148,-0.7567240266982955
ACH-000150,-0.8710902106729372
ACH-000152,-0.6691819798048225
ACH-000153,-0.9335050953320718
ACH-000159,-0.7315713897131315
ACH-000160,-0.7396384956760178
ACH-000163,-0.6972370644432074
ACH-000167,-0.6702531235147067
ACH-000168,-1.2550353300896724
ACH-000169,-0.6681970664197796
ACH-000178,-0.7188943170051914
ACH-000183,-0.7065906450496859
ACH-000188,-0.9426671609910476
ACH-000189,-1.085704379324427
ACH-000190,-0.7301679161960982
ACH-000198,-0.7100227386583562
ACH-000203,-0.7927236869402757
ACH-000204,-0.7764260753767181
ACH-000206,-1.1207246920689882
ACH-000207,-0.8185490023828951
ACH-000208,-0.7255463909804601
ACH-000210,-0.9086672048936862
ACH-000211,-0.6671189216586882
ACH-000215,-0.6470748777685222
ACH-000221,-0.8583465277246994
ACH-000222,-0.7005241745526849
ACH-000223,-0.7580478824574125
ACH-000226,-0.7552081864083614
ACH-000227,-0.8138568319412225
ACH-000228,-0.8459998520876084
ACH-000231,-0.6411777918800939
ACH-000232,-0.7342408859798101
ACH-000233,-0.6809016858468352
ACH-000234,-0.9167332722232308
ACH-000235,-0.8169190865083404
ACH-000237,-0.6993235338866454
ACH-000238,-0.6521104662301693
ACH-000242,-0.8289752552822838
ACH-000243,-0.5838733604678082
ACH-000244,-0.6179580049330702
ACH-000246,-0.6979389085969867
ACH-000248,-0.3812367671662726
ACH-000250,-0.7312914180899397
ACH-000251,-1.0568669559735917
ACH-000252,-0.4638339014826212
ACH-000253,-0.7866915292197822
ACH-000255,-0.7533606099507861
ACH-000256,-1.00231582753407
ACH-000257,-0.8886988718654906
ACH-000258,-0.43148746083632
ACH-000259,-0.8065859577775985
ACH-000260,-0.9292348945005034
ACH-000261,-0.7152463395558052
ACH-000262,-0.8915331771656543
ACH-000263,-0.9750053226958116
ACH-000264,-0.7134352707444189
ACH-000265,-0.7269528981644908
ACH-000266,-0.6675436121435977
ACH-000272,-0.6429458747021572
ACH-000274,-0.6446934115166959
ACH-000277,-0.6742345476077719
ACH-000278,-0.8040003853759776
ACH-000279,-0.7770608276372879
ACH-000280,-0.6233205867036317
ACH-000281,-0.6786503298927632
ACH-000288,-0.6429940136703084
ACH-000291,-0.6278167112856322
ACH-000293,-0.8372241489886204
ACH-000294,-0.7150436627256049
ACH-000295,-0.6462818246839513
ACH-000296,-0.8700770710483666
ACH-000302,-0.551230290358181
ACH-000304,-0.8935645517326334
ACH-000307,-0.8542245225513798
ACH-000308,-0.7359808792736385
ACH-000310,-0.5753734826229929
ACH-000311,-0.8273190677410258
ACH-000312,-0.6736669497935912
ACH-000315,-0.8480685928144657
ACH-000316,-0.7423443872204731
ACH-000317,-0.7333199620632995
ACH-000318,-0.9895775691981752
ACH-000319,-0.8443393519930752
