,CDON (50937)
ACH-000004,0.1319724969543203
ACH-000005,-0.44507264827162013
ACH-000007,-0.029445642294034256
ACH-000009,-0.059259362040582936
ACH-000011,-0.0496456199582332
ACH-000012,0.034837109079233555
ACH-000013,-0.08792054101417772
ACH-000014,0.004632092145896526
ACH-000015,-0.05318299829037003
ACH-000017,-0.011828561639636937
ACH-000018,-0.04894362831606669
ACH-000019,-0.16939053773786514
ACH-000021,0.022653391602926082
ACH-000022,-0.013580299416114756
ACH-000025,-0.01764805797909136
ACH-000028,-0.04378929032418935
ACH-000030,-0.020965340788290432
ACH-000035,-0.07032514095919004
ACH-000036,0.03051943395507907
ACH-000037,0.10180118581186537
ACH-000039,-0.057109644103315274
ACH-000040,-0.07976440040695729
ACH-000041,-0.1587575114589515
ACH-000042,-0.033563210588187224
ACH-000045,-0.13076985434862168
ACH-000047,-0.03772122645453849
ACH-000052,-0.04734036674414106
ACH-000053,-0.05583142768878939
ACH-000054,-0.06049941320329955
ACH-000055,-0.05611829923753885
ACH-000060,0.10022343362832
ACH-000067,0.08261266763712233
ACH-000070,-0.04112911136538189
ACH-000075,0.3071882713315489
ACH-000078,-0.14569440364260933
ACH-000082,0.009423442696635231
ACH-000085,-0.07795303124460425
ACH-000086,-0.10935166359774186
ACH-000087,-0.11877004371923232
ACH-000092,0.060559718278671675
ACH-000095,-0.07392488379967163
ACH-000097,-0.04904076014179258
ACH-000098,-0.013903191268335386
ACH-000099,0.003420320027597832
ACH-000108,-0.05643283602438374
ACH-000113,-0.0660391368077767
ACH-000116,-0.051201926139290935
ACH-000118,-0.15125823599515928
ACH-000120,-0.1117049414160592
ACH-000123,0.10422978750611124
ACH-000127,-0.03891839385567316
ACH-000128,-0.08308941520183158
ACH-000132,0.011386786818511671
ACH-000133,-0.04431289207865115
ACH-000137,-0.025377487951728686
ACH-000138,-0.07735287951758106
ACH-000142,0.019833189091711043
ACH-000143,0.08150329890504057
ACH-000146,0.09754264598768014
ACH-000148,0.02061788967936757
ACH-000150,-0.2467393969714884
ACH-000152,0.02059807180115765
ACH-000153,-0.17621797200210254
ACH-000159,-0.07616900490519357
ACH-000160,-0.033209407405674435
ACH-000163,-0.037847319232763896
ACH-000167,0.12513701422104745
ACH-000168,-0.14497965287760292
ACH-000169,-0.06061651415159738
ACH-000178,0.0583962222678148
ACH-000183,-0.0043969495499225795
ACH-000188,-0.17030036928876935
ACH-000189,0.005056765089948849
ACH-000190,-0.061690697000859884
ACH-000198,0.013864295305889049
ACH-000203,-0.1509222660021623
ACH-000204,-0.07371951688443908
ACH-000206,-0.18955201563755905
ACH-000207,-0.11573995741691595
ACH-000208,-0.0187879441914364
ACH-000210,0.105936325543384
ACH-000211,0.016606092006526046
ACH-000215,-0.1312023510492704
ACH-000221,-0.024230469978034876
ACH-000222,0.0415113648030097
ACH-000223,0.011251939634084841
ACH-000226,-0.12218089498686305
ACH-000227,0.11816227244045895
ACH-000228,-0.03641201737534151
ACH-000231,-0.009444585401977887
ACH-000232,-0.04028232607592667
ACH-000233,0.02756302511189464
ACH-000234,-0.07986298534669897
ACH-000235,0.0019197606081265113
ACH-000237,-0.0025029576719362416
ACH-000238,0.02750598947572635
ACH-000242,-0.05849629144329645
ACH-000243,-0.04280674336231558
ACH-000244,0.2323241028172681
ACH-000246,-0.16305243372811112
ACH-000248,-0.19446402520017808
ACH-000250,-0.13239233203341869
ACH-000251,0.15333349096384954
ACH-000252,-0.28001522221814
ACH-000253,-0.1747463070812576
ACH-000255,0.0942347910596038
ACH-000256,-0.1591550181045404
ACH-000257,-0.008157106420092652
ACH-000258,-0.010262316930967314
ACH-000259,-0.010935488191711395
ACH-000260,-0.0036394438206644045
ACH-000261,-0.094721409766213
ACH-000262,0.10149103398531152
ACH-000263,-0.13341218800831772
ACH-000264,-0.03176412254571775
ACH-000265,0.046168210644792484
ACH-000266,-0.0392516163269997
ACH-000272,-0.056333843834059365
ACH-000274,-0.02344235343911421
ACH-000277,-0.01938875869920437
ACH-000278,-0.052169515371977525
ACH-000279,0.012611467164582592
ACH-000280,0.04245124384551712
ACH-000281,-0.06341662887466787
ACH-000288,-0.048109350440968215
ACH-000291,-0.07135255089240325
ACH-000293,0.10116277593920556
ACH-000294,-0.07403568647845815
ACH-000295,0.13627159841765055
ACH-000296,-0.18018356100749505
ACH-000302,0.010023129317140991
ACH-000304,0.03000138652458793
ACH-000307,-0.036569114645978944
ACH-000308,-0.03730468964193133
ACH-000310,-0.09423109039094864
ACH-000311,-0.015436749139212756
ACH-000312,-0.13467837453004708
ACH-000315,0.0785340283671196
ACH-000316,0.025735616496342532
ACH-000317,0.030529773868723513
ACH-000318,-0.04620440693286367
ACH-000319,0.0026410572824848762
ACH-000320,-0.13814579228195184
ACH-000322,0.07196980002101408
ACH-000323,-0.01716608770365769
ACH-000324,-0.06015445949253554
ACH-000329,-0.0174252084675568
ACH-000330,-0.09892512733822392
ACH-000331,-0.00438421905180246
ACH-000332,-0.023839705224847844
ACH-000334,-0.03156439032140336
ACH-000335,0.0931416129071046
ACH-000336,-0.0270681134571916
ACH-000337,-0.08364095248877372
ACH-000338,-0.5258088382626774
ACH-000339,-0.10667659590973116
ACH-000341,-0.0014600909531380256
ACH-000348,0.06440697446809687
ACH-000350,-0.14857164064930145
ACH-000352,-0.004974323039242135
ACH-000356,-0.16119324284136033
ACH-000361,-0.1330153420858172
ACH-000362,-0.060862785636416665
ACH-000363,-0.0712497163536222
ACH-000364,-0.0025674153492626925
ACH-000365,0.039381987064866085
ACH-000366,-0.04112409181176526
ACH-000368,0.15729275672287715
ACH-000374,-0.23445124094825115
ACH-000375,0.04283339329622758
ACH-000376,-0.07685515044201216
ACH-000381,0.08371861179131188
ACH-000383,-0.00013457240539847587
ACH-000387,0.09447240854895288
ACH-000389,-0.003751888142937808
ACH-000390,-0.002414353501920409
ACH-000393,-0.20491001548894092
