,NCAM2 (4685)
ACH-000004,0.044171656724313134
ACH-000005,0.05186233739119248
ACH-000007,0.06504862768593961
ACH-000009,0.1427531508896554
ACH-000011,0.17630210730154985
ACH-000012,0.06158915423232585
ACH-000013,0.19131467766384294
ACH-000014,0.27935457384179513
ACH-000015,0.05004223657525339
ACH-000017,0.06580078867143248
ACH-000018,0.0537647399634584
ACH-000019,0.13694416718493313
ACH-000021,0.17659303048544767
ACH-000022,0.06855979333279515
ACH-000025,0.186226065939778
ACH-000028,0.06556057583305804
ACH-000030,0.060435030419123924
ACH-000035,0.1948060196717391
ACH-000036,0.02437091869052578
ACH-000037,0.04322820072735388
ACH-000039,0.17593351133986854
ACH-000040,0.11882231215313667
ACH-000041,0.2752193460326561
ACH-000042,0.12233887404816922
ACH-000045,0.21478889990720124
ACH-000047,0.13741294191573966
ACH-000052,0.2073979343041893
ACH-000053,0.147571998482833
ACH-000054,0.07796938487806286
ACH-000055,0.17762834907778688
ACH-000060,-0.09894268787581767
ACH-000067,0.06294171999723702
ACH-000070,0.21555657321260535
ACH-000075,0.06535464676404333
ACH-000078,0.16070423301656778
ACH-000082,0.08678657825198542
ACH-000085,0.15404231302711927
ACH-000086,0.10540588633572588
ACH-000087,0.04490139852927194
ACH-000092,0.13456759395468704
ACH-000095,0.1862964894219951
ACH-000097,0.09226180643475024
ACH-000098,0.12535390529953686
ACH-000099,0.12607439911712495
ACH-000108,0.01933193530064985
ACH-000113,0.1526853815881416
ACH-000116,-0.02451084680890148
ACH-000118,0.18984220763289392
ACH-000120,0.024049017295810916
ACH-000123,0.13494284925624594
ACH-000127,0.056292578812175496
ACH-000128,0.2938265268704974
ACH-000132,0.019102015213225045
ACH-000133,0.07042162896034353
ACH-000137,0.048449923043963936
ACH-000138,0.199090759265676
ACH-000142,0.06714046917464013
ACH-000143,-0.1337142486681579
ACH-000146,0.06740844571902299
ACH-000148,0.17586532018251427
ACH-000150,0.09790170791488537
ACH-000152,0.018190287014084046
ACH-000153,0.196524160826262
ACH-000159,0.1223348540997912
ACH-000160,-0.02827573540834344
ACH-000163,0.15123183734165188
ACH-000167,-0.06364247433718509
ACH-000168,0.099276435690326
ACH-000169,0.2210199078661187
ACH-000178,0.08917027782671788
ACH-000183,0.2369418355550925
ACH-000188,0.0041246788594194676
ACH-000189,0.26930958428124274
ACH-000190,-0.0363924224281602
ACH-000198,0.11625531922320292
ACH-000203,0.12996766845581492
ACH-000204,0.2653320863041975
ACH-000206,0.2230772669501792
ACH-000207,0.2784139134627248
ACH-000208,0.08904134009366099
ACH-000210,0.17133099549546826
ACH-000211,0.1501066423633224
ACH-000215,0.04902994665823459
ACH-000221,0.15712061197791907
ACH-000222,0.08953160778564083
ACH-000223,0.13335699442343066
ACH-000226,0.04276164543382572
ACH-000227,0.15156350119457804
ACH-000228,0.01958964872612725
ACH-000231,0.0954181221626552
ACH-000232,0.16740226551359413
ACH-000233,0.18027147979072908
ACH-000234,0.09829364989339104
ACH-000235,0.07291519226265594
ACH-000237,-0.01704763802043269
ACH-000238,-0.01068453490620141
ACH-000242,0.3904606784704195
ACH-000243,0.08796438541345804
ACH-000244,0.10288948593831586
ACH-000246,0.10208118144127834
ACH-000248,0.08675905070502893
ACH-000250,0.05945997592467722
ACH-000251,0.35414872227623195
ACH-000252,0.022307686914236045
ACH-000253,0.13506089521651046
ACH-000255,0.05197134872741654
ACH-000256,0.21871724580471785
ACH-000257,0.003246090525572609
ACH-000258,0.12082117617284223
ACH-000259,0.1260818863529427
ACH-000260,0.01955880951188672
ACH-000261,0.13924649194917674
ACH-000262,0.17389660975135213
ACH-000263,0.21225294839173744
ACH-000264,0.1015004278102366
ACH-000265,0.08442631816425841
ACH-000266,0.08032140281828105
ACH-000272,0.03022293756995005
ACH-000274,0.09301432822288982
ACH-000277,0.031410884337733064
ACH-000278,-0.018517982948441616
ACH-000279,0.16064245924719495
ACH-000280,0.19875686233823955
ACH-000281,0.3355443010957706
ACH-000288,0.09262143570811676
ACH-000291,0.060719071536883974
ACH-000293,0.12917068788386468
ACH-000294,0.2384941887127702
ACH-000295,-0.0656792073839043
ACH-000296,0.19335186625315295
ACH-000302,0.041520691420996986
ACH-000304,-0.19630144585427967
ACH-000307,0.08374738844223234
ACH-000308,0.09421026961517967
ACH-000310,-0.09156351440924623
ACH-000311,0.0471066903091443
ACH-000312,0.17451348919853166
ACH-000315,-0.02223571083767609
ACH-000316,0.07980449548952763
ACH-000317,0.10989884539992116
ACH-000318,0.05439723336824452
ACH-000319,0.10633161925038916
ACH-000320,0.2683004554361584
ACH-000322,-0.11051964554640707
ACH-000323,0.21458606487299933
ACH-000324,0.18779417965096307
