,MSI1 (4440)
ACH-000004,-0.08861904871470712
ACH-000005,-0.014172269631735672
ACH-000007,0.057939849477370325
ACH-000009,-0.09781259405237952
ACH-000011,-0.13517941093343805
ACH-000012,-0.16206902649245006
ACH-000013,-0.02004030041080184
ACH-000014,-0.054948765431510775
ACH-000015,-0.15664800993882164
ACH-000017,-0.11824963003647393
ACH-000018,0.021551944068779083
ACH-000019,-0.14342138107491456
ACH-000021,-0.2194877440103277
ACH-000022,-0.1606662371683825
ACH-000025,-0.09748021348545928
ACH-000028,-0.016069007560329952
ACH-000030,-0.0787388970118163
ACH-000035,-0.03766886738899532
ACH-000036,-0.21217682550917488
ACH-000037,-0.3677696365276936
ACH-000039,0.03560612212464697
ACH-000040,-0.0872720276209076
ACH-000041,-0.2368208624867149
ACH-000042,-0.14729338041541504
ACH-000045,-0.010263373822689678
ACH-000047,-0.02686890722897357
ACH-000052,0.08126550071187305
ACH-000053,-0.0802373079661267
ACH-000054,-0.11370862436371472
ACH-000055,-0.4174763616871167
ACH-000060,-0.2527836344989637
ACH-000067,-0.21155798848146865
ACH-000070,-0.16574272983031638
ACH-000075,-0.0615124925578524
ACH-000078,-0.3899529666435138
ACH-000082,-0.10783076206370723
ACH-000085,-0.22649589893000546
ACH-000086,-0.24527174252362394
ACH-000087,0.04423556276310716
ACH-000092,-0.0682073693709959
ACH-000095,-0.11311018074310306
ACH-000097,-0.0711540558566147
ACH-000098,-0.13549940381811795
ACH-000099,-0.12392837700249935
ACH-000108,-0.16798879152604146
ACH-000113,-0.02666686095270971
ACH-000116,0.004217066640336349
ACH-000118,-0.18072287843655585
ACH-000120,-0.10855625272064873
ACH-000123,0.044598336010450615
ACH-000127,-0.1281535518765901
ACH-000128,-0.2085268300150544
ACH-000132,-0.10609944039743753
ACH-000133,-0.1007810459316207
ACH-000137,-0.2456022557510529
ACH-000138,-0.09627404912195106
ACH-000142,-0.2060833912713724
ACH-000143,-0.09212629093029112
ACH-000146,-0.1794200205167006
ACH-000148,0.04008518551908751
ACH-000150,-0.12388392063152764
ACH-000152,-0.1433100367699994
ACH-000153,0.0007385197594855709
ACH-000159,-0.034682750976252744
ACH-000160,-0.13567460336971496
ACH-000163,-0.011160592588251516
ACH-000167,-0.22866165638561645
ACH-000168,-0.04529053934856276
ACH-000169,-0.2511293844853092
ACH-000178,-0.09703055882867448
ACH-000183,-0.08458426823516156
ACH-000188,-0.10659608196317588
ACH-000189,0.00991179008271938
ACH-000190,0.09499553766078918
ACH-000198,-0.10129544351786453
ACH-000203,-0.11294157717041405
