,CBLL1 (79872)
ACH-000169,-0.5684223967076221
ACH-000178,-0.4655248900625506
ACH-000183,-0.5817124475569132
ACH-000188,-0.7201936954549071
ACH-000189,-0.4618524826313611
ACH-000190,-0.5134826338559539
ACH-000198,-0.6107673402812519
ACH-000203,-0.2881568987443582
ACH-000204,-0.28923380025967393
ACH-000206,-0.3624878838670732
ACH-000207,-0.08197706163498451
ACH-000208,-0.4288327545586776
ACH-000210,-0.3186888972316551
ACH-000211,-0.5458977443801859
ACH-000215,-0.4084361595931644
ACH-000221,-0.4228779569921976
ACH-000222,-0.5151665383212505
ACH-000223,-0.4543313037433702
ACH-000226,-0.5527887854381854
ACH-000227,-0.5019653242568954
ACH-000228,-0.4004645471158196
ACH-000231,-0.29417434431024064
ACH-000232,-0.4699022307836557
ACH-000233,-0.3411206069673171
ACH-000234,-0.5743361732682567
ACH-000235,-0.4694246718656072
ACH-000237,-0.5681882636697516
ACH-000238,-0.4713010940873529
ACH-000242,-0.1849143414919644
ACH-000243,-0.4645998160788262
ACH-000244,-0.2619866408561408
ACH-000246,-0.514207052296268
ACH-000248,-0.4669865171220526
ACH-000250,-0.5622239332439116
ACH-000251,-0.4413042735064868
ACH-000252,-0.5390179461587051
ACH-000253,-0.5197427249073795
ACH-000255,-0.5077709536149149
ACH-000256,-0.5235322935646064
ACH-000257,-0.5617779275967251
ACH-000258,-0.5443483604991823
ACH-000259,-0.4677691587763862
ACH-000260,-0.600148129986099
ACH-000261,-0.14576707084517884
ACH-000262,-0.4297379438075686
ACH-000263,-0.5400079079358487
ACH-000264,-0.30668664484574537
ACH-000265,-0.3387204385597519
ACH-000266,-0.4271688383317733
ACH-000272,-0.608465431099551
ACH-000274,-0.5831480911946589
ACH-000277,-0.13195357507723152
ACH-000278,-0.6263036653547829
ACH-000279,-0.5050266677050419
ACH-000280,-0.30441336346081044
ACH-000281,-0.4487637361647747
ACH-000288,-0.5448040102601568
ACH-000291,-0.5837726636316579
ACH-000293,-0.5349094388409442
ACH-000294,-0.4859184957873242
ACH-000295,-0.3910280106985939
ACH-000296,-0.6375342208221081
ACH-000302,-0.3803219778705288
ACH-000304,-0.23929682210933398
ACH-000307,-0.3354050409246456
ACH-000308,-0.6549263758698313
ACH-000310,-0.2361622760643899
ACH-000311,-0.2547389517824004
ACH-000312,-0.631583915821323
ACH-000315,-0.1950548979020396
ACH-000316,-0.3693966421881458
ACH-000317,-0.5792800468243137
ACH-000318,-0.4854733098252763
ACH-000319,-0.5725855324134885
ACH-000320,-0.3055288013990508
ACH-000322,-0.4900832771683514
ACH-000323,-0.54624101611243
ACH-000324,-0.4295967036408823
ACH-000329,-0.14404949814592186
ACH-000330,-0.6886562594084437
ACH-000331,-0.5608223680066694
ACH-000332,-0.1429692417448879
ACH-000334,-0.4083057924726498
ACH-000335,-0.6949163723044648
ACH-000336,-0.4968972454917458
ACH-000337,-0.633524345329246
ACH-000338,-1.023800302554539
ACH-000339,-0.4265521841354278
ACH-000341,-0.5230001070376903
ACH-000348,-0.515940579227391
ACH-000350,-0.3965261874646676
ACH-000352,-0.30901852375813266
ACH-000356,-0.34543318534664225
ACH-000361,-0.035033499559823114
ACH-000362,-0.6264697469618554
ACH-000363,-0.397968054479128
ACH-000364,-0.5402730097143181
ACH-000365,-0.44920708808260096
ACH-000366,-0.6316212245829014
ACH-000368,-0.4076933905158285
ACH-000374,-0.6874389386028253
ACH-000375,-0.28357585555387005
ACH-000376,-0.2903602337849184
ACH-000381,-0.7991074929184099
ACH-000383,-0.3764988064417129
ACH-000387,-0.4671415213669112
ACH-000389,-0.17837933166004125
ACH-000390,-0.2380446322222537
ACH-000393,-0.3463998617610013
ACH-000395,-0.4438405078993843
ACH-000396,-0.5769485746645476
ACH-000397,-0.8896174890654656
ACH-000401,-0.41694187868454136
ACH-000402,-0.27164465145846073
ACH-000403,-0.6151397816878261
ACH-000404,-0.0813645192139307
ACH-000406,-0.592095080540608
ACH-000407,-0.4998582335547415
ACH-000408,-0.4486416837452782
ACH-000410,-0.4815936810069871
ACH-000411,-0.40980347620474544
ACH-000414,-0.24164465021029286
ACH-000415,-0.5389649955555054
ACH-000416,-0.4671102447981311
ACH-000420,-0.5029119676213349
ACH-000421,-0.3205248781711867
ACH-000424,-0.3554337837469033
ACH-000425,-0.5215592103594646
ACH-000426,-0.5089960440950103
ACH-000427,-0.6595040196824569
ACH-000433,-0.4702547185667466
ACH-000435,-0.6169881850163363
ACH-000436,-0.31970874244141384
ACH-000444,-0.4222007739597747
ACH-000445,-0.5827024217013639
ACH-000448,-0.4786901134983978
ACH-000450,-0.4667023877517846
ACH-000452,-0.43117864955364266
ACH-000454,-0.48949633269922793
ACH-000458,-0.3415009760058272
ACH-000459,-0.3440643400663081
ACH-000460,-0.5482840241422525
ACH-000461,-0.6278663060508735
ACH-000463,-0.2144509187653929
ACH-000464,-0.3907226756244896
ACH-000466,-0.4191281977501718
ACH-000467,-0.4553998342710485
ACH-000468,-0.5335707141882863
ACH-000469,-0.5234600821545995
ACH-000470,-0.6058515008788861
ACH-000471,-0.4789208169901274
ACH-000472,-0.4425962407481738
ACH-000473,-0.29172305003267945
ACH-000475,-0.3643592341512955
ACH-000476,-0.2429184573472184
ACH-000477,-0.5018541105563266
ACH-000479,-0.2798014897206985
ACH-000480,-0.559111941662468
ACH-000481,-0.4483020049781583
ACH-000483,-0.4809698364993605
ACH-000484,-0.2802151725624981
ACH-000485,-0.4390844901758652
ACH-000486,-0.28558336320004546
ACH-000487,-0.7419449508083047
ACH-000488,-0.3754849676518681
ACH-000490,-0.472278405490969
ACH-000491,-0.4975500460233521
ACH-000495,-0.5759867323053448
ACH-000496,-0.5191241887406958
ACH-000499,-0.3028833015240953
ACH-000500,-0.4834679844901317
ACH-000502,-0.638551077048171
ACH-000503,-0.4282763176264101
ACH-000505,-0.3720772307152542
ACH-000507,-0.3466131682403873
ACH-000510,-0.311463114435138
ACH-000511,-0.484760597825986
ACH-000512,-0.7454069704936642
ACH-000516,-0.3036717023521805
ACH-000517,-0.38508623732709657
ACH-000518,-0.4502107532095687
ACH-000520,-0.6314518078411223
ACH-000521,-0.4568721465874424
ACH-000522,-0.5716375402955348
ACH-000524,-0.3316303719520653
ACH-000527,-0.5223985605276439
ACH-000528,-0.9269208644198816
ACH-000537,-0.5497377123097065
ACH-000541,-0.5202090477750028
ACH-000542,-0.13105522765480418
ACH-000544,-0.4662937760355354
ACH-000545,-0.3786230888569612
ACH-000547,-0.2861087093600338
ACH-000548,-0.7413978876603874
ACH-000549,-0.5208521850320648
ACH-000550,-0.7370124734785519
ACH-000552,-0.21924064367830104
ACH-000556,-0.22730862681715064
ACH-000557,-0.4297766487341576
ACH-000569,-0.5796325532774481
ACH-000570,-0.1939865858546128
ACH-000571,-0.4216716181346766
ACH-000573,-0.29198038297210216
ACH-000576,-0.6006004023541905
ACH-000579,-0.5152725058447903
ACH-000580,0.06826836384419474
ACH-000584,-0.4633925031986776
ACH-000585,-0.9405342672776562
ACH-000588,-0.34032206834141404
ACH-000589,-0.6288206498168777
ACH-000591,-0.517960596451012
ACH-000593,-0.4535789660557718
ACH-000600,-0.3985046851324667
ACH-000601,-0.23342209557244756
ACH-000605,-0.09701754220516506
ACH-000606,-0.2653034453082729
ACH-000608,-0.5348649742369085
ACH-000614,-0.7352023635451947
ACH-000616,-0.4530091194114943
ACH-000618,-0.4438091650181205
ACH-000619,-0.6442545382733192
ACH-000620,-0.6924432605109677
ACH-000621,-0.3392532704104279
ACH-000622,-0.30652005993289816
ACH-000623,-0.47360896692293897
ACH-000624,-0.4591970675704855
ACH-000627,-0.5093391241099255
ACH-000630,-0.6147475732752297
ACH-000631,-0.4198703285007748
ACH-000632,-0.715944906370146
ACH-000633,-0.4935756877961972
ACH-000637,-0.1973363455881862
ACH-000638,-0.20106082587096227
ACH-000646,-0.4614808462530481
ACH-000647,-0.3245919847449308
ACH-000648,-0.5578186269027362
ACH-000649,-0.4888563754504845
ACH-000651,-0.4515018635380379
ACH-000652,-0.5814920608769939
ACH-000653,-0.4049512173506993
ACH-000657,-0.3882140187520882
ACH-000658,-0.5045864988210836
ACH-000661,-0.3642132529029444
ACH-000662,-0.6074069852646387
ACH-000663,-0.19110928260252533
ACH-000665,-0.6159282521801034
ACH-000671,-0.2629146207400455
ACH-000672,-0.6113036913454035
ACH-000673,-0.5060032340405725
ACH-000676,-0.6080840813282037
ACH-000677,-0.4062430617348946
ACH-000681,-0.44747713852515797
ACH-000683,-0.4783654009103575
ACH-000684,-0.5816157387862614
ACH-000688,-0.5873630806479543
ACH-000693,-0.34301450195762395
ACH-000694,-0.3255097710308276
ACH-000695,-0.3158198208385258
ACH-000696,-0.6670125736828283
ACH-000697,-0.4748595161470333
ACH-000699,-0.4623075557402032
ACH-000701,-0.5684433339912062
ACH-000706,-0.5255341004019769
ACH-000711,-0.34293652418494464
ACH-000713,-0.3532658516680031
ACH-000714,-0.4282918991875111
ACH-000718,-0.4256117578114561
ACH-000720,-0.5062457745365145
ACH-000721,-0.0436386436020332
ACH-000724,-0.3026576926910951
ACH-000725,-0.5841173951064444
ACH-000732,-0.492160987884356
ACH-000734,-0.2379583069170972
ACH-000735,-0.5602027393232758
ACH-000736,-0.7997496636711272
ACH-000738,-0.6737158412176134
ACH-000746,-0.4304094331609452
ACH-000747,-0.3048011152493043
ACH-000748,-0.3859260021294865
ACH-000753,-0.6638837155441574
ACH-000756,-0.6837571948842552
ACH-000757,-0.3174009037271269
ACH-000758,-0.4777621664305723
ACH-000760,-0.486703604642605
ACH-000762,-0.2670493925556609
ACH-000763,-0.135646754195864
ACH-000764,-0.4690474708425132
ACH-000765,-0.4969757313326162
ACH-000766,-0.3816359756920152
ACH-000767,-0.5859826722236359
ACH-000768,-0.5172274612951283
ACH-000769,-0.3224157861627987
ACH-000770,-0.3882802690040597
ACH-000771,-0.8608943931242282
ACH-000773,-0.16203853519401218
ACH-000776,-0.06254415276704918
ACH-000777,-0.4904171754185863
ACH-000778,-0.3155713521251638
ACH-000781,-0.3551218607390879
ACH-000782,-0.43258505707074896
ACH-000783,-0.5384083611080412
ACH-000784,-0.4579757577335242
ACH-000785,-0.4191377549902893
ACH-000787,-0.5377767441189684
ACH-000788,-0.41894328027458827
ACH-000791,-0.4088829989205792
ACH-000792,-0.5028661984637619
ACH-000794,-0.5686541930603172
ACH-000796,-0.32422478028797624
ACH-000798,-0.7185009148100521
ACH-000799,-0.3123608871318704
ACH-000800,-0.4933891471092163
ACH-000802,-0.4810529975107103
ACH-000804,-0.23942913059591095
ACH-000805,-0.4446322461100249
ACH-000809,-0.3633005439802232
ACH-000810,-0.5935683164387505
ACH-000811,-0.5902587128772459
ACH-000817,-0.5293389711539391
ACH-000819,0.028542404857330225
ACH-000820,0.0457819978378383
ACH-000821,-0.6658710486025192
ACH-000822,-0.4756925490968866
ACH-000823,-0.3655119674339928
ACH-000824,-0.3002915057359217
ACH-000827,-0.3748877773119556
ACH-000829,-0.6398296421513201
ACH-000831,-0.3585502042149936
ACH-000832,-0.5169056655841235
ACH-000833,-0.6435093196109319
ACH-000834,-0.38383194373689816
ACH-000835,-0.3448439079213919
ACH-000836,-0.2991658836069813
ACH-000837,-0.4542808228127363
ACH-000838,-0.07359193023637732
ACH-000839,-0.3155607056509256
ACH-000840,-0.29020629425477
ACH-000841,-0.5598706697148628
ACH-000843,-0.3744638768523734
ACH-000846,-0.5652170988129983
ACH-000847,-0.4233703464241561
ACH-000848,-0.5419900101526002
ACH-000849,-0.5242926427011794
ACH-000851,-0.5815885829917227
ACH-000855,-0.397513831968032
ACH-000856,-0.5345060706309914
ACH-000858,-0.4292862406311748
ACH-000859,0.009234833686169057
ACH-000861,-0.4838110833560733
ACH-000862,-0.4193703972064184
ACH-000865,-0.3464301713796656
ACH-000866,-0.40715034283147183
ACH-000867,-0.2435105943715779
ACH-000869,-0.4284760145785713
ACH-000872,-0.7317774333651247
ACH-000873,-0.5603663397095361
ACH-000876,-0.2684063544955119
ACH-000878,-0.35951790843464765
ACH-000880,-0.4374368880707468
ACH-000881,-0.1638119853799878
ACH-000882,-0.35881689519587884
ACH-000884,-0.4486691300760329
ACH-000885,-0.19329173555030188
ACH-000887,-0.3446132230909523
ACH-000889,-0.32849105474613755
ACH-000896,-0.7675322871473463
ACH-000898,-0.3897045857915283
ACH-000900,-0.3593065426168866
ACH-000901,-0.4277164967894345
ACH-000905,-0.5430559965525027
ACH-000906,-0.16517771519099572
ACH-000907,-0.5926370508482199
ACH-000910,-0.4540465680659094
ACH-000911,-0.3006842867325062
ACH-000912,-0.5697589898993558
ACH-000913,-0.385420100978876
ACH-000915,-0.5022417333568783
ACH-000916,0.07627788839629349
ACH-000917,-0.4632660663920792
ACH-000920,-0.6344910150796851
ACH-000921,-0.2696151695422431
ACH-000924,-0.32236632012019795
ACH-000926,-0.6208366569115944
ACH-000928,-0.6982146490326843
ACH-000929,-0.5256608620592681
ACH-000932,-0.4994060960738005
ACH-000935,-0.4783576535805287
ACH-000936,-0.4912528524546782
ACH-000937,-0.4926923451717907
ACH-000938,-0.2704284225041307
ACH-000939,-0.6772113914257649
ACH-000941,-0.5610613826766763
ACH-000943,-0.4794538461627718
ACH-000946,-0.6888271729066393
ACH-000947,-0.10593536735124988
ACH-000948,-0.5338719514387006
ACH-000950,-0.6124674111623163
ACH-000953,-0.3800647061457701
ACH-000954,-0.4053329801909213
ACH-000957,-0.7197584426827973
ACH-000958,-0.18624397665571552
ACH-000960,-0.4973765586653988
ACH-000963,-0.3313683816889864
ACH-000968,-0.4774258496563937
ACH-000969,-0.6383270302832028
ACH-000972,-0.6110773138752009
ACH-000973,-0.4320817508234927
ACH-000974,-0.3578947877447556
ACH-000978,-0.5414387553061005
ACH-000984,-0.4952120307272269
ACH-000986,-0.5139745578792493
ACH-000988,-0.4031470738263383
ACH-000993,-0.5954699833812664
ACH-000994,-0.4533906387297392
ACH-000996,-0.761707622568237
ACH-001001,-0.4327634006850365
ACH-001020,-0.3321941372108885
ACH-001028,-0.19308759856852584
ACH-001031,-0.3927055324309331
ACH-001038,-0.35198727155657245
ACH-001048,-0.561697247145042
ACH-001050,-0.8969571329353707
ACH-001053,-0.8393326620581444
ACH-001054,-0.587313070988861
ACH-001061,-0.4719504992052237
ACH-001067,-0.288135305181605
ACH-001075,-0.3230388432364974
ACH-001096,-0.634537654818274
ACH-001111,-0.5563565589434496
ACH-001119,-0.7650964516314752
ACH-001128,-0.27100388420754234
ACH-001134,-0.4755575997173789
ACH-001151,-0.27779682087163043
ACH-001163,-0.33163121724284483
ACH-001164,-0.2269667395705201
ACH-001183,-0.3986215934257392
ACH-001192,-0.5064974907786692
ACH-001193,-0.8808718917298238
ACH-001196,-0.38318334280583854
ACH-001197,-0.7171728359519544
ACH-001205,-0.42345708603589177
ACH-001211,-0.27127939893116965
ACH-001212,-0.4977143347018141
ACH-001228,-0.4669878727164147
ACH-001232,-0.3507340632370708
ACH-001239,-0.4666690136628775
ACH-001270,-0.5991995511077765
ACH-001274,-0.5432055725793431
ACH-001275,-0.2058018442244581
ACH-001277,-0.7002302901356353
ACH-001278,-0.06420893382591608
ACH-001280,-0.2605056223784595
ACH-001283,-0.3518847998823988
ACH-001289,-0.31665977097475856
ACH-001300,-0.36031345534750103
ACH-001301,-0.5808976464535394
ACH-001302,-0.6594254630621862
ACH-001306,-0.5590894645094338
ACH-001318,-0.4947634856174424
ACH-001322,-0.2670275058694215
ACH-001328,-0.5356977820522316
ACH-001332,-0.6550671287928009
ACH-001336,-0.3591493363605121
ACH-001346,-0.4995685673709709
ACH-001353,-0.5115825888493796
ACH-001354,-0.43409864465842346
ACH-001367,-0.5970302585588921
ACH-001368,-0.2563973608362541
ACH-001374,-0.4748657850849424
ACH-001377,-0.401898403111934
ACH-001380,-0.5938858102938709
ACH-001391,-0.3708728084143367
ACH-001408,-0.5797287362201008
ACH-001430,-0.8964299006560079
ACH-001431,-0.6023886744195681
ACH-001450,-0.4327912979742859
ACH-001496,-0.5368148662957778
ACH-001500,-0.6712094280119912
ACH-001523,-0.6057869513856451
ACH-001532,-0.4094807887367044
ACH-001550,-0.3330177493380624
ACH-001552,-0.3410593484294281
ACH-001554,-0.31881082927733795
ACH-001654,-0.16718061648827567
ACH-001735,-0.6369677229925164
ACH-001736,-0.7008339911367751
ACH-001737,-0.5786712331710758
ACH-001740,-0.5188185272709156
ACH-001745,-0.4599498650516953
ACH-001765,-0.6610454499341435
