,NFIX (4784)
ACH-000004,0.11110768408605684
ACH-000005,0.3225418816856157
ACH-000007,0.2409986653223875
ACH-000009,0.11866679123097072
ACH-000011,0.24873794836403834
ACH-000012,0.07752737677571449
ACH-000013,0.009576916833684944
ACH-000014,0.1437441433997568
ACH-000015,0.045960257455802456
ACH-000017,0.1284211350255996
ACH-000018,0.04403756944233225
ACH-000019,0.032762316534948224
ACH-000021,0.005654194215236271
ACH-000022,0.10456026217982664
ACH-000025,0.01820559695629861
ACH-000028,-0.049104315552338566
ACH-000030,0.04152422853619297
ACH-000035,-0.04747928522757325
ACH-000036,-0.33681718836065594
ACH-000037,0.10967427511372674
ACH-000039,0.14755744745876215
ACH-000040,-0.5408804359731777
ACH-000041,0.3009967236392375
ACH-000042,0.09346395648055332
ACH-000045,0.050164302051348135
ACH-000047,0.2090720170390508
ACH-000052,0.14659958838808682
ACH-000053,0.10586358043497322
ACH-000054,0.06663850489327884
ACH-000055,-0.11722828111167577
ACH-000060,-0.025542291364627462
ACH-000067,-0.05097496442662448
ACH-000070,-0.10421067951433118
ACH-000075,-0.028097438860665618
ACH-000078,0.11550454386963573
ACH-000082,-0.08234605777133501
ACH-000085,0.061117512661133126
ACH-000086,0.05550577563540777
ACH-000087,0.018887976324325845
ACH-000092,0.02617974489344837
ACH-000095,0.06916457218077299
ACH-000097,0.048999227478361135
ACH-000098,0.1025696041459716
ACH-000099,0.10980362072679092
ACH-000108,-0.00883828356363622
ACH-000113,0.16076165151599814
ACH-000116,-0.002158623229778355
ACH-000118,0.05061988573267085
ACH-000120,0.10929476798697238
ACH-000123,0.09101802195516208
ACH-000127,0.07592839646425263
ACH-000128,-0.07298301995262417
ACH-000132,0.06834357211839526
ACH-000133,0.0939251361351221
ACH-000137,0.1687878102127313
ACH-000138,0.09712513433544173
ACH-000142,0.03507095715584032
ACH-000143,0.010165707286866004
ACH-000146,0.1867996549678035
ACH-000148,0.013327868181762004
ACH-000150,0.04502853754553393
ACH-000152,0.08305279778849946
ACH-000153,0.1374914695829826
ACH-000159,0.203331753450248
ACH-000160,0.14990300571476245
ACH-000163,-0.0979401520333008
ACH-000167,0.3578369036701049
ACH-000168,-0.02997064854758048
ACH-000169,0.22324367508437384
ACH-000178,0.019448579288788827
ACH-000183,0.08132609257465763
ACH-000188,-0.2013515649837508
ACH-000189,-0.015091852636227447
ACH-000190,-0.05851841859220836
ACH-000198,0.2450519421775778
ACH-000203,-0.15615962311762402
ACH-000204,0.10361107232027633
ACH-000206,0.14126665105967848
ACH-000207,0.1068792161480627
ACH-000208,-0.05825975836537973
ACH-000210,0.12641914650807426
ACH-000211,0.1661135433666259
ACH-000215,0.11814361769233316
ACH-000221,0.0866482187346933
ACH-000222,-0.00685624519033447
ACH-000223,0.07918315428384015
ACH-000226,0.24428759998973715
ACH-000227,0.23251413785972605
ACH-000228,-0.06560700677418023
ACH-000231,0.09711602848124527
ACH-000232,-0.14083797020779887
ACH-000233,0.17469252002142566
ACH-000234,0.16240868972445094
ACH-000235,0.06179494478959914
ACH-000237,0.058989241220861965
ACH-000238,0.12091461494371088
ACH-000242,0.2009359485151433
ACH-000243,0.0039767721325003865
ACH-000244,0.13699363499523867
ACH-000246,0.08965818782234489
ACH-000248,0.006814173848750539
ACH-000250,0.06958608289693509
ACH-000251,0.10898331215598
ACH-000252,-0.06429441194893351
ACH-000253,0.07418320909649054
ACH-000255,-0.002812628454804675
ACH-000256,0.2282185609872245
ACH-000257,-0.031518877812323494
ACH-000258,0.2486356796248397
ACH-000259,0.04077834018446857
ACH-000260,0.1591855705656579
ACH-000261,0.005767487262486641
ACH-000262,-0.06757323093507199
ACH-000263,0.0009952277707416858
ACH-000264,0.1855725038097198
ACH-000265,0.09176251195412577
ACH-000266,0.10237442364701614
ACH-000272,0.21229385797743355
ACH-000274,0.08310294882272093
ACH-000277,0.1287228272555417
ACH-000278,-0.059054968581274035
ACH-000279,0.18469286773450366
ACH-000280,0.01491620718238902
ACH-000281,0.04414173207539855
ACH-000288,0.0362123473170458
ACH-000291,0.11405371460491065
ACH-000293,0.1104819388134058
ACH-000294,-0.06875131149986853
ACH-000295,0.066823261630832
ACH-000296,-0.005674608194201574
