,KRT6C (286887)
ACH-000004,0.14166169042219953
ACH-000005,0.2451353688776101
ACH-000007,-0.0051762519335600355
ACH-000009,-0.06271622280569814
ACH-000011,-0.08951672383852116
ACH-000012,0.07229130042824987
ACH-000013,0.025899047910301613
ACH-000014,0.07181831933184572
ACH-000015,-0.07714892269772408
ACH-000017,0.08160375196653515
ACH-000018,-0.1099629384416707
ACH-000019,-0.042020207458986235
ACH-000021,0.006412635681313054
ACH-000022,-0.0029090608138409627
ACH-000025,-0.05295102965645584
ACH-000028,-0.0678105407478863
ACH-000030,0.009401946049303266
ACH-000035,0.04868656762740413
ACH-000036,0.06066135397642941
ACH-000037,0.09539800372482013
ACH-000039,-0.07130941509378982
ACH-000040,-0.13680769463173853
ACH-000041,-0.09119922225602296
ACH-000042,0.04155895137340821
ACH-000045,-0.07044151549350296
ACH-000047,-0.08954671684343371
ACH-000052,0.04529795307709512
ACH-000053,0.05853676421956078
ACH-000054,-0.15239117143420106
ACH-000055,0.0957489442339091
ACH-000060,-0.07421600894204883
ACH-000067,0.06796593509289113
ACH-000070,-0.0824803086631248
ACH-000075,-0.1409338724458954
ACH-000078,0.15269323248975822
ACH-000082,-0.04913297946205571
ACH-000085,0.06425012320112887
ACH-000086,0.09748376891822494
ACH-000087,-0.14044821330303864
ACH-000092,0.07100312356393346
ACH-000095,-0.014414361838559762
ACH-000097,-0.008516381016828596
ACH-000098,-0.021618084402791827
ACH-000099,-0.0315203015422602
ACH-000108,-0.12645963608976765
ACH-000113,0.003983258051523742
ACH-000116,0.014155322644177903
ACH-000118,0.04408041962934616
ACH-000120,-0.00811906216503212
ACH-000123,-0.10658647264393042
ACH-000127,-0.07311081946379308
ACH-000128,-0.03160699974893463
ACH-000132,0.1293055362724587
ACH-000133,-0.17873811327611044
ACH-000137,-0.0010258830147611756
ACH-000138,-0.05807038613762802
ACH-000142,-0.07572316293238014
ACH-000143,-0.018680637458664027
ACH-000146,0.045159754919870496
ACH-000148,-0.051725184494574736
ACH-000150,-0.10970093679508586
ACH-000152,-0.010268683081114423
ACH-000153,-0.15401822732792705
ACH-000159,-0.03450142861596594
ACH-000160,-0.163088768903509
ACH-000163,0.02709783699170165
ACH-000167,-0.04201144197522929
ACH-000168,0.00911709138279823
ACH-000169,0.045212684308564816
ACH-000178,-0.07689606507951442
ACH-000183,0.09215737105434044
ACH-000188,0.02364272209022818
ACH-000189,-0.13402958710248036
ACH-000190,-0.02311352869842872
ACH-000198,-0.01569932789483727
ACH-000203,-0.14272050746715265
ACH-000204,-0.12939091932768024
ACH-000206,0.03838938739429132
ACH-000207,-0.006514288655677917
ACH-000208,-0.16903390830443352
ACH-000210,-0.3234399032769606
ACH-000211,-0.05668012027855227
ACH-000215,0.07876410380886745
ACH-000221,-0.07394984208197522
ACH-000222,-0.0757474760559497
ACH-000223,-0.129682341870231
ACH-000226,0.11555329943982527
ACH-000227,-0.04473948796045208
ACH-000228,0.04414171172259749
ACH-000231,0.0490818885782681
ACH-000232,-0.0003115082647879959
ACH-000233,0.05673516788416909
ACH-000234,0.10368803200407503
ACH-000235,-0.006994476211413577
ACH-000237,-0.11921745828685315
ACH-000238,-0.11472606308137615
ACH-000242,0.07324471435461914
ACH-000243,-0.05875437901815625
ACH-000244,0.05200053002200658
ACH-000246,-0.14650059846014532
ACH-000248,0.07301390473095687
ACH-000250,-0.04170862067061852
ACH-000251,0.023689916842918532
ACH-000252,-0.03196442288459295
ACH-000253,-0.07535751543306299
ACH-000255,0.07135070055521292
ACH-000256,-0.04728073640116033
ACH-000257,-0.008931047001405493
ACH-000258,-0.09327972947101597
ACH-000259,-0.07073737702215464
ACH-000260,0.04951875117753018
ACH-000261,-0.02604298788110537
ACH-000262,-0.026462073654198764
ACH-000263,-0.17926774865292885
ACH-000264,-0.05806509504778725
ACH-000265,0.04794713045877793
ACH-000266,0.003744636900237393
ACH-000272,0.044238923333904084
ACH-000274,-0.0039378287073532185
ACH-000277,0.0086173260143177
ACH-000278,0.05974997182830071
ACH-000279,-0.049499712975931434
ACH-000280,0.020304155496881214
ACH-000281,-0.029710794606627938
ACH-000288,0.023872583219067024
ACH-000291,-0.059610089514248565
ACH-000293,0.09602187281663843
ACH-000294,0.19284793478557294
ACH-000295,0.09686233380857938
ACH-000296,-0.21405356633512884
ACH-000302,0.011624754289984288
ACH-000304,0.03578157210768248
ACH-000307,-0.03011207139108768
ACH-000308,-0.040022900440214906
ACH-000310,0.3287225911951909
ACH-000311,-0.2062902571014873
ACH-000312,-0.07473842666204196
ACH-000315,-0.02584570139475149
ACH-000316,-0.012630426365492164
ACH-000317,-0.24331364257031904
ACH-000318,-0.12927044015206604
ACH-000319,-0.14399404825058856
ACH-000320,0.029116292014457937
ACH-000322,-0.22730932043153956
ACH-000323,0.06497077117858455
ACH-000324,0.012063389385366894
ACH-000329,0.04261659277615558
ACH-000330,0.12626019242812586
ACH-000331,-0.0659419191811118
ACH-000332,-0.03852479670914253
ACH-000334,0.17786080775752688
