,SYT15 (83849)
ACH-000004,-0.6244068879991769
ACH-000005,-0.27210689551009903
ACH-000007,-0.4891054817123859
ACH-000009,-0.3882142385587707
ACH-000011,-0.27778904905633617
ACH-000012,-0.3852081659494072
ACH-000013,-0.2360820414429456
ACH-000014,-0.3765151291102253
ACH-000015,-0.27983644422159343
ACH-000017,-0.2897089940292463
ACH-000018,-0.376136102471928
ACH-000019,-0.2180015466963192
ACH-000021,-0.10646839967318572
ACH-000022,-0.3972700677849404
ACH-000025,-0.3427328422898361
ACH-000028,-0.32787916970717945
ACH-000030,-0.5589825578392458
ACH-000035,-0.3110308318030808
ACH-000036,-0.5438579013477584
ACH-000037,-0.3892956627807118
ACH-000039,-0.018240787992637945
ACH-000040,-0.3941035839338478
ACH-000041,-0.2377208380355779
ACH-000042,-0.31604516163193097
ACH-000045,-0.6081670925283079
ACH-000047,-0.28594834082111337
ACH-000052,-0.4157587673053667
ACH-000053,-0.4578545123619753
ACH-000054,-0.19091704133968532
ACH-000055,-0.14204122991152404
ACH-000060,-0.3508478676700088
ACH-000067,-0.2841293250189564
ACH-000070,-0.2752569853075873
ACH-000075,-0.389705856855873
ACH-000078,-0.4720964835490602
ACH-000082,-0.23926617387116916
ACH-000085,-0.2982813648389893
ACH-000086,-0.4763438651163498
ACH-000087,-0.5656071752889761
ACH-000092,-0.3814359339664089
ACH-000095,-0.3340505741781268
ACH-000097,-0.27983104163133643
ACH-000098,-0.2784428029577017
ACH-000099,-0.3827875938199768
ACH-000108,-0.4126410888143801
ACH-000113,-0.4033494772088242
ACH-000116,-0.22248323346338314
ACH-000118,-0.23524925983470846
ACH-000120,-0.4048199864986724
ACH-000123,-0.2997778970628594
ACH-000127,-0.3732446121504081
ACH-000128,-0.4820227914424725
ACH-000132,-0.33523166573455765
ACH-000133,-0.3471944931998184
ACH-000137,-0.4318516185959549
ACH-000138,-0.3034584326347398
ACH-000142,-0.3622365418297205
ACH-000143,-0.19717613862722644
ACH-000146,-0.37237764046166894
ACH-000148,-0.3848901681523389
ACH-000150,-0.2897789214983321
ACH-000152,-0.3450431005931619
ACH-000153,-0.4172210058887534
ACH-000159,-0.4082704720499721
ACH-000160,-0.3942522863152032
ACH-000163,-0.2130370220740576
ACH-000167,-0.6833518046023129
ACH-000168,-0.32569941260153085
ACH-000169,-0.4552419044717515
ACH-000178,-0.13838047668335024
ACH-000183,-0.3138031824470385
ACH-000188,-0.34549439503752993
ACH-000189,-0.050992487082633375
ACH-000190,-0.2140454018800345
ACH-000198,-0.39851407318374815
ACH-000203,-0.04757932272261058
ACH-000204,-0.08046287619924132
ACH-000206,-0.09495477118851307
ACH-000207,-0.7560628738197377
ACH-000208,-0.4109236252469057
ACH-000210,-0.5134554711737958
ACH-000211,-0.3483766063206706
ACH-000215,-0.2963982044853448
ACH-000221,-0.3350524322334123
ACH-000222,-0.4444854148572038
ACH-000223,-0.3687516265116254
ACH-000226,-0.3438892613158858
ACH-000227,-0.5188510289629333
ACH-000228,-0.4451222796257914
ACH-000231,-0.4318531550294724
ACH-000232,-0.4187555886923704
ACH-000233,-0.5644423289445617
ACH-000234,-0.2910201675120861
ACH-000235,-0.393745938003388
