,NFE2L1 (4779)
ACH-000004,-0.12984250806001074
ACH-000005,-0.1758196844420398
ACH-000007,-0.093754303297169
ACH-000009,-0.09181561869196862
ACH-000011,0.09481495984065684
ACH-000012,-0.11247209447183808
ACH-000013,0.01383045771449869
ACH-000014,0.056849666580788875
ACH-000015,-0.06585672229758427
ACH-000017,-0.17073854591841658
ACH-000018,-0.15676632528686602
ACH-000019,-0.14848051150299535
ACH-000021,-0.09778205977364864
ACH-000022,-0.1845520650041588
ACH-000025,0.008734956544177011
ACH-000028,-0.045291115726859656
ACH-000030,0.024427012279473376
ACH-000035,-0.32130510524723555
ACH-000036,-0.2639833727889924
ACH-000037,0.021095115388998262
ACH-000039,-0.07761243569085803
ACH-000040,-0.2681709421549795
ACH-000041,-0.11105670534335413
ACH-000042,-0.13404292186400335
ACH-000045,-0.010893458778346759
ACH-000047,-0.010514550308135171
ACH-000052,-0.3332121693309232
ACH-000053,0.06792548001138944
ACH-000054,-0.04974363648680266
ACH-000055,-0.19780277829980245
ACH-000060,-0.12774075960866665
ACH-000067,0.023911081367382982
ACH-000070,-0.09886195866599773
ACH-000075,-0.09484902641789232
ACH-000078,-0.004869846022699386
ACH-000082,-0.09708630552994353
ACH-000085,0.10367941777498584
ACH-000086,0.06776377061255516
ACH-000087,-0.1579207597575866
ACH-000092,-0.3694625242504985
ACH-000095,-0.05028814535947612
ACH-000097,-0.1876946517653828
ACH-000098,-0.008412607924851326
ACH-000099,-0.02118338741256715
ACH-000108,0.1029827683622612
ACH-000113,-0.19933311912231505
ACH-000116,-0.2416328745467773
ACH-000118,0.04820056066282157
ACH-000120,-0.3936541811831835
ACH-000123,0.047190057871573016
ACH-000127,0.06837366145526644
ACH-000128,-0.011271798655071668
ACH-000132,0.018525179614625784
ACH-000133,-0.1979132638505939
ACH-000137,-0.1134330894559626
ACH-000138,-0.1890598515754358
ACH-000142,-0.07522657533646003
ACH-000143,-0.06350046489538715
ACH-000146,0.0708342053447206
ACH-000148,-0.17757336656705916
ACH-000150,-0.2276527532153235
ACH-000152,-0.4286452520068694
ACH-000153,-0.08834736092957945
ACH-000159,-0.07315330860068582
ACH-000160,-0.1616040042959273
ACH-000163,-0.2092014856960767
ACH-000167,0.10608748659811644
ACH-000168,-0.07824586662957607
ACH-000169,-0.19159988673252012
ACH-000178,-0.0230183424901786
ACH-000183,-0.08382462138994372
ACH-000188,-0.19066353291495255
ACH-000189,-0.07087683631880974
ACH-000190,0.0483687543252965
ACH-000198,-0.039397715646451496
ACH-000203,0.03320290417155694
ACH-000204,-0.13689554914727958
ACH-000206,-0.07889650476432088
ACH-000207,-0.06254853234122765
ACH-000208,-0.32419114444803143
ACH-000210,-0.1664221065177263
ACH-000211,0.047754047492965725
ACH-000215,-0.15533433065809935
ACH-000221,-0.03134240602512951
ACH-000222,-0.13794870292548772
ACH-000223,0.08917093274845539
ACH-000226,0.1350534579513323
ACH-000227,0.2054611034396974
ACH-000228,-0.0917382861514246
ACH-000231,-0.08616034807868615
ACH-000232,0.02507072679054598
ACH-000233,0.01654399347101777
ACH-000234,-0.07498159121497479
ACH-000235,-0.09281867355636254
ACH-000237,0.028439641744728364
ACH-000238,-0.4053249189275143
ACH-000242,-0.09137451592323197
ACH-000243,-0.045011994311278926
ACH-000244,-0.6668271584461126
ACH-000246,-0.3595027488174331
ACH-000248,-0.3681681819152861
ACH-000250,-0.014376862522352096
ACH-000251,0.003951428008960981
ACH-000252,0.2454834273080028
ACH-000253,0.1371082382550631
ACH-000255,-0.056135568391124935
ACH-000256,0.10843800810731127
ACH-000257,-0.2802038536048559
ACH-000258,-0.1807469791766312
ACH-000259,-0.5771993855763724
ACH-000260,0.07195712969780545
ACH-000261,0.09955139420345596
ACH-000262,-0.14105247243895044
ACH-000263,-0.36086439010794297
ACH-000264,0.0774776435324566
ACH-000265,-0.10493374491373963
ACH-000266,-0.006222441789302985
ACH-000272,-0.009962858826680163
ACH-000274,-0.09595423909930703
ACH-000277,-0.394304903302784
ACH-000278,0.10245904868102937
ACH-000279,-0.42672255208233056
ACH-000280,-0.12943696431731538
ACH-000281,-0.0874464143261478
ACH-000288,-0.3207025781468769
ACH-000291,-0.0956447702032194
ACH-000293,0.19548011567208665
ACH-000294,0.2363753766105581
ACH-000295,-0.21311508716856226
ACH-000296,0.008722433740083007
ACH-000302,0.0523820987311158
ACH-000304,-0.01974192409105647
ACH-000307,0.04708946115591165
ACH-000308,-0.36203793334599066
ACH-000310,0.030363270586575192
ACH-000311,0.026431652947999703
ACH-000312,-0.0729896283059731
ACH-000315,-0.4710703291980928
ACH-000316,0.0588282643308404
ACH-000317,0.02317413142414268
ACH-000318,-0.15383638804759642
ACH-000319,-0.16017582533501626
ACH-000320,0.00297124508563838
ACH-000322,-0.008438697769980005
ACH-000323,-0.04366990962396375
ACH-000324,-0.026956111217597577
ACH-000329,-0.012690467692694694
ACH-000330,-0.007298640076955039
ACH-000331,-0.18357948975352897
ACH-000332,0.00023812775891913983
ACH-000334,-0.09843566588394154
ACH-000335,-0.01204949301898005
ACH-000336,0.05401502634895016
ACH-000337,-0.3587712509418606
ACH-000338,0.2612006476901174
ACH-000339,-0.019989761408804242
ACH-000341,0.07822299752985905
ACH-000348,-6.010452202807179e-05
ACH-000350,0.029394964827495425
ACH-000352,-0.10893722439501563
ACH-000356,-0.13797477766011967
ACH-000361,-0.28287855828465497
ACH-000362,-0.008372144198716461
ACH-000363,-0.05284209154519358
ACH-000364,0.018022217227184712
ACH-000365,0.051748510719917366
ACH-000366,-0.2643095135876738
ACH-000368,-0.2068542751002039
ACH-000374,0.13963224142543693
ACH-000375,-0.058956360128577925
ACH-000376,-0.36103508064651735
ACH-000381,0.00372965448373838
ACH-000383,0.003570866029863149
ACH-000387,0.01593780123675011
ACH-000389,-0.06096994806924475
ACH-000390,-0.12413942468192678
ACH-000393,0.1223138610820934
ACH-000395,-0.13053486752817442
ACH-000396,0.2133630704472664
ACH-000397,-0.12127163769172783
ACH-000401,-0.040630262666667465
ACH-000402,-0.1825100122626218
ACH-000403,-0.02552971758843825
ACH-000404,-0.4129395968384618
ACH-000406,-0.14946294256123355
ACH-000407,-0.09905653915918013
ACH-000408,-0.03457561011458244
ACH-000410,-0.3750588667673265
ACH-000411,-0.1051242634904224
ACH-000414,0.13139433511108206
ACH-000415,-0.11253590508684654
ACH-000416,0.024851322382151615
ACH-000420,0.1015442565943982
ACH-000421,0.08964576122332092
ACH-000424,-0.2281527314328115
ACH-000425,-0.05993949225086793
ACH-000426,-0.1110758649459793
ACH-000427,0.1506907581025873
ACH-000433,-0.2706481286518176
ACH-000435,0.1642095744603208
ACH-000436,0.013445446110074566
ACH-000444,-0.031904343293877334
ACH-000445,-0.07651666866451992
ACH-000448,-0.015099471911027885
ACH-000450,-0.2828905731012267
ACH-000452,-0.1396273250083023
ACH-000454,0.06689803163131558
ACH-000458,0.10654532685388383
ACH-000459,0.2034659502051349
ACH-000460,0.029660005567457837
ACH-000461,-0.008439525453350737
ACH-000463,0.11558503756852916
ACH-000464,-0.0875575279648185
ACH-000466,0.12253151421210648
ACH-000467,0.06615687018165411
ACH-000468,-0.12765277997254088
ACH-000469,0.12894482948115507
ACH-000470,0.07254701359561523
ACH-000471,-0.05197773399704561
ACH-000472,-0.0009579165418303148
ACH-000473,0.028935373323747793
ACH-000475,0.0792473345512652
ACH-000476,0.004060115648051972
ACH-000477,-0.08285907181452695
ACH-000479,0.0040183266113310665
ACH-000480,-0.05891117603590459
ACH-000481,-0.02087444008939332
ACH-000483,0.026387232955335373
ACH-000484,0.2193693107847199
ACH-000485,0.14328414619171945
ACH-000486,-0.033564113371531645
ACH-000487,0.07774213147377644
ACH-000488,0.043875817977675466
ACH-000490,-0.04172567993279022
ACH-000491,0.12740013459472913
ACH-000495,0.12271442986074828
ACH-000496,-0.2245559770958165
ACH-000499,-0.28210706765927035
ACH-000500,0.12495414467210343
ACH-000502,0.10862916583247334
ACH-000503,-0.17491620301207614
ACH-000505,0.02006404973921364
ACH-000507,0.1141423263371926
ACH-000510,0.012418576848971886
ACH-000511,-0.09856333697755056
ACH-000512,-0.2443701777767733
ACH-000516,-0.4139187421437428
ACH-000517,0.04209168990062703
ACH-000518,-0.3189166290923997
ACH-000520,-0.05583891124988341
ACH-000521,-0.2436968251533948
ACH-000522,0.020040878660596246
ACH-000524,-0.18499961214658686
ACH-000527,-0.13141518427782856
ACH-000528,-0.031743429971763056
ACH-000537,0.11104101007666528
ACH-000541,-0.16485457304507045
ACH-000542,0.012910608317998977
ACH-000544,0.07244708637075012
ACH-000545,-0.2634228732779852
ACH-000547,-0.1871960328499945
ACH-000548,0.05309852667053397
ACH-000549,0.06434939369086214
ACH-000550,-0.01097127583431185
ACH-000552,0.05211027680186603
ACH-000556,-0.01840689973758949
ACH-000557,0.08513422964997755
ACH-000569,-0.4270062498801596
ACH-000570,-0.28726140396368244
ACH-000571,0.08140563521062062
ACH-000573,-0.02097384173309102
ACH-000576,-0.026269844566774204
ACH-000579,-0.3602338984185617
ACH-000580,-0.5987976327706934
ACH-000584,-0.07040623646075085
ACH-000585,0.11812268007102646
ACH-000588,-0.2706983767731723
ACH-000589,-0.04347632157797018
ACH-000591,-0.2795986677909052
ACH-000593,-0.05459108383229238
ACH-000600,-0.13466868577064126
ACH-000601,0.04999835736210653
ACH-000605,0.052153090504786205
ACH-000606,0.15455574898726596
ACH-000608,0.051702131160488184
ACH-000614,-0.19725060983717602
ACH-000616,0.03035160828907984
ACH-000618,0.05420691146094146
ACH-000619,0.08901299655346886
ACH-000620,0.01339627602688239
ACH-000621,-0.057020514324306125
ACH-000622,0.07426496557728325
ACH-000623,-0.2368035287626776
ACH-000624,0.18734789663008974
ACH-000627,-0.1606408232503841
ACH-000630,-0.10545435283217923
ACH-000631,-0.07827224875738016
ACH-000632,-0.04246269332660494
ACH-000633,-0.0812313684794839
ACH-000637,0.031422911903773186
ACH-000638,-0.4508240460012278
ACH-000646,-0.07621140746735706
ACH-000647,-0.08150814912013843
ACH-000648,0.024226981376440682
ACH-000649,-0.10888797856879223
ACH-000651,0.001998457899501633
ACH-000652,0.05544461696654419
ACH-000653,-0.055201293928412574
ACH-000657,-0.04976645593353025
ACH-000658,-0.015337713289019141
ACH-000661,-0.07338283095078336
ACH-000662,0.2197250480313616
ACH-000663,0.13221911735426908
ACH-000665,0.09055014272226987
ACH-000671,0.015586052486788888
ACH-000672,-0.14080484027341295
ACH-000673,-0.08786625307652833
ACH-000676,-0.33513110729523915
ACH-000677,0.0919272470967339
ACH-000681,-0.024274421402223845
ACH-000683,0.16105573001636808
ACH-000684,-0.5313909914916504
ACH-000688,-0.11728682837710808
ACH-000693,0.03776854729870967
ACH-000694,-0.0328261054591609
ACH-000695,-0.0033134506811390066
ACH-000696,-0.08969078390165416
ACH-000697,-0.21812505129030127
ACH-000699,0.010445711807526709
ACH-000701,0.22876663259292704
ACH-000706,-0.08388343323686455
ACH-000711,0.06615944525731535
ACH-000713,-0.24763562974940376
ACH-000714,0.004231695580539548
ACH-000718,-0.015362901458557062
ACH-000720,0.02048607918623916
ACH-000721,-0.2865632347546396
ACH-000724,0.13452463194887967
ACH-000725,-0.11235678052849624
ACH-000732,-0.18401929474250872
ACH-000734,0.08466764905966105
ACH-000735,-0.28130099121669383
ACH-000736,0.014758490484338816
ACH-000738,-0.1053089947472786
ACH-000746,-0.06962421599794902
ACH-000747,0.03640761422408892
ACH-000748,0.0851129483992126
ACH-000753,0.08946889683082082
ACH-000756,-0.8229148231649449
ACH-000757,-0.01082209040356056
ACH-000758,-0.18214980642105064
ACH-000760,-0.02415199265215268
ACH-000762,-0.1991432768999698
ACH-000763,-0.048546424630175326
ACH-000764,0.09820864790646894
ACH-000765,-0.054329616219228535
ACH-000766,-0.16965849676093128
ACH-000767,-0.13123764664742898
ACH-000768,0.05303630283391262
ACH-000769,0.005309515140592183
ACH-000770,-0.4722504263539644
ACH-000771,-0.6801317509307555
ACH-000773,-0.010879937807081614
ACH-000776,-0.15244664635480695
ACH-000777,-0.03071283020740488
ACH-000778,-0.03603014248329611
ACH-000781,-0.08805692595274242
ACH-000782,0.0463436624689339
ACH-000783,-0.06678861002969452
ACH-000784,-0.06444878215954919
ACH-000785,0.010031245426207784
ACH-000787,-0.05891619804405141
ACH-000788,-0.0974956107069789
ACH-000791,-0.07424689980362048
ACH-000792,-0.15692208931734775
ACH-000794,0.0006532360441096006
ACH-000796,0.02365140447079508
ACH-000798,0.005762873518147008
ACH-000799,0.13840590985864035
ACH-000800,0.13056798309904732
ACH-000802,-0.0830384061496418
ACH-000804,0.027397540439235486
ACH-000805,-0.35975629974280426
ACH-000809,-0.0103761593823608
ACH-000810,-0.14208455689420554
ACH-000811,-0.20512426245345444
ACH-000817,-0.41076989320138224
ACH-000819,-0.08702494193341236
ACH-000820,-0.4788451234537773
ACH-000821,0.19606304910947234
ACH-000822,0.04626081349507461
