,PF4 (5196)
ACH-000004,-0.04806755220796281
ACH-000005,-0.14608453307800162
ACH-000007,-0.21838676339677204
ACH-000009,-0.1802265264692428
ACH-000011,-0.22208039831561774
ACH-000012,-0.28221212871864365
ACH-000013,-0.07862586771680218
ACH-000014,-0.2716302620042341
ACH-000015,-0.2194015856265208
ACH-000017,-0.2063826392986751
ACH-000018,-0.48054875135035796
ACH-000019,-0.2436771048721981
ACH-000021,-0.16463387072794852
ACH-000022,-0.2044234347038285
ACH-000025,-0.3282126731249221
ACH-000028,-0.16766498611859626
ACH-000030,-0.2512820126210657
ACH-000035,-0.1825188822682416
ACH-000036,-0.15899859455372967
ACH-000037,-0.34424315707330205
ACH-000039,-0.3414729768296698
ACH-000040,-0.2061428118091325
ACH-000041,-0.20128052500778856
ACH-000042,-0.20205273823542685
ACH-000045,-0.0798178142997121
ACH-000047,-0.15924107193394574
ACH-000052,-0.04779388527215349
ACH-000053,-0.2027717797493209
ACH-000054,-0.2354050794840715
ACH-000055,-0.2744050086767234
ACH-000060,-0.4722399769903038
ACH-000067,-0.22868511363215746
ACH-000070,-0.2930325829910249
ACH-000075,-0.2466708689420659
ACH-000078,-0.16717527041703004
ACH-000082,-0.19423098071041295
ACH-000085,-0.19954882632836296
ACH-000086,-0.2258953411877075
ACH-000087,-0.36683517270978333
ACH-000092,-0.1463842921386006
ACH-000095,-0.27468345530186644
ACH-000097,-0.2663337809614932
ACH-000098,-0.34086560037949154
ACH-000099,-0.16581531162924765
ACH-000108,-0.20582968152364212
ACH-000113,-0.12874505632386188
ACH-000116,-0.2978996540414814
ACH-000118,-0.19334174596945564
ACH-000120,-0.2493403410562921
ACH-000123,-0.3113180038851846
ACH-000127,-0.2600615823278724
ACH-000128,-0.3074491085420608
ACH-000132,-0.13621258534920602
ACH-000133,-0.2200117827253772
ACH-000137,-0.3161186908142576
ACH-000138,-0.07831001490749705
ACH-000142,-0.26720906816922585
ACH-000143,-0.3186557165176753
ACH-000146,-0.2685826247077603
ACH-000148,-0.2211996595859164
ACH-000150,-0.3996343155655027
ACH-000152,-0.20397757089833615
ACH-000153,-0.4011779815890098
ACH-000159,-0.32041703324397497
ACH-000160,-0.34051653560130324
ACH-000163,-0.3192374859690583
ACH-000167,-0.4159466713432029
ACH-000168,-0.2460146713616901
ACH-000169,-0.2189943684091465
ACH-000178,-0.12192176765796255
ACH-000183,-0.3107408508865924
ACH-000188,-0.2499899267786741
ACH-000189,-0.6946403820315978
ACH-000190,-0.2480578944644384
ACH-000198,-0.2520835033520869
ACH-000203,-0.28880949023720104
ACH-000204,-0.29092730396025485
ACH-000206,-0.10222972490329542
