,GNA11 (2767)
ACH-000004,-0.3038238012037453
ACH-000005,0.035740710491897566
ACH-000007,-0.02954838830682933
ACH-000009,0.04028452787503026
ACH-000011,-0.10985393360578168
ACH-000012,-0.2036705359877712
ACH-000013,-0.15380893950966776
ACH-000014,-0.3031669025595683
ACH-000015,-0.13819728170588216
ACH-000017,-0.2270285667662427
ACH-000018,-0.3336278265371204
ACH-000019,-0.5889003552803502
ACH-000021,-0.25399899220047883
ACH-000022,-0.16020465836654826
ACH-000025,-0.1434838920365351
ACH-000028,-0.2822456000865412
ACH-000030,-0.051851997784172696
ACH-000035,-0.2954472120457656
ACH-000036,0.05011328214513728
ACH-000037,-0.2648290133099577
ACH-000039,0.017108981990717118
ACH-000040,-0.1645671466065529
ACH-000041,-0.16632384371197606
ACH-000042,-0.1656142738786171
ACH-000045,0.04713800811889903
ACH-000047,-0.34294889583496857
ACH-000052,-0.44613365379305053
ACH-000053,-0.09299173355586493
ACH-000054,-0.2494044640804557
ACH-000055,-0.2368320295862439
ACH-000060,-0.2108250633034548
ACH-000067,-0.20757704943834274
ACH-000070,-0.01617167169041525
ACH-000075,-0.16080698669260993
ACH-000078,-0.1936809456017347
ACH-000082,-0.2842865698330619
ACH-000085,-0.2356569537329693
ACH-000086,-0.2100774827207916
ACH-000087,-0.2543845339866776
ACH-000092,-0.04292515858274417
ACH-000095,-0.19251613774378634
ACH-000097,-0.17252328810473835
ACH-000098,-0.15277914763538816
ACH-000099,-0.15976581146979904
ACH-000108,-0.07666952299768945
ACH-000113,-0.0881124803441902
ACH-000116,-0.06473606704248114
ACH-000118,-0.1396718306779237
ACH-000120,-0.1877234823327758
ACH-000123,-0.24800953697462425
ACH-000127,-0.3623365499014824
ACH-000128,-0.14976008176408434
ACH-000132,-0.16092923494507874
ACH-000133,-0.05985328503202115
ACH-000137,-0.009093259545542536
ACH-000138,-0.08151089659626222
ACH-000142,-0.15897635526824944
ACH-000143,-0.09852892901370194
ACH-000146,-0.2058868562346908
ACH-000148,-0.05374497005259783
ACH-000150,-0.1251726115418765
ACH-000152,-0.03512874740969766
ACH-000153,-0.09351257445017222
ACH-000159,-0.132502957315472
ACH-000160,-0.11007320255092302
ACH-000163,-0.11585026028982155
ACH-000167,0.09673088380309493
ACH-000168,-0.14092723422803718
ACH-000169,-0.1212928373156298
ACH-000178,-0.08606835625336871
ACH-000183,-0.8970885636888827
ACH-000188,-0.2163126325630025
ACH-000189,-0.17439182413219545
ACH-000190,0.060220438319237964
ACH-000198,-0.18740649822329813
ACH-000203,0.04355399197679
ACH-000204,-0.042832662867223766
ACH-000206,-0.05591826266404182
ACH-000207,0.1653953624334132
ACH-000208,0.0025828854162184664
ACH-000210,0.030139517355004367
ACH-000211,-0.05981970577253444
ACH-000215,0.010992365712128223
ACH-000221,-0.09490944745824273
ACH-000222,-0.2621542827094366
ACH-000223,-0.08735920255188243
ACH-000226,-0.4390936211968704
ACH-000227,-0.17780155602840753
ACH-000228,-0.20164862916325227
ACH-000231,-0.08475661476494695
ACH-000232,-0.19365537869398625
ACH-000233,-0.016423226377165496
ACH-000234,-0.11554064145958436
ACH-000235,-0.1474169941183138
ACH-000237,-0.15910391361955284
ACH-000238,-0.2684607093739743
ACH-000242,-0.039236199115365855
ACH-000243,-0.1249001458345234
ACH-000244,-0.21862233908177545
ACH-000246,-0.06386481267228901
ACH-000248,0.013776940899295662
ACH-000250,-0.001990439439891105
ACH-000251,-0.10341874420558772
ACH-000252,-0.051372829954595516
ACH-000253,-0.14722365203175675
ACH-000255,-0.1079774710141254
ACH-000256,-0.11250362385932552
ACH-000257,0.028426378547339023
ACH-000258,-0.13780663356008702
ACH-000259,-0.24521738027823484
ACH-000260,-0.14670549691426468
ACH-000261,-0.1951654213017863
ACH-000262,-0.21002548844503807
ACH-000263,-0.1705746376875371
ACH-000264,-0.09872963541991236
ACH-000265,0.01853594906502042
ACH-000266,-0.18188108687158716
ACH-000272,-0.060764314917948835
ACH-000274,-0.205716544932315
ACH-000277,-0.06930037020951754
ACH-000278,-0.10662560271529513
ACH-000279,-0.11863452014766247
ACH-000280,-0.2665927564402584
ACH-000281,-0.13853129370142322
ACH-000288,0.03473045570513597
ACH-000291,-0.16898045243921353
ACH-000293,-0.20045824630426065
ACH-000294,-0.20503084397794985
ACH-000295,0.07154898065576322
ACH-000296,-0.2337882854430951
ACH-000302,-0.3770066817352532
ACH-000304,-0.2640880230616699
ACH-000307,-0.19174694000750375
ACH-000308,-0.15733043109819556
ACH-000310,-0.1303913626694221
ACH-000311,-0.1917333514918298
ACH-000312,-0.2890266617903092
ACH-000315,-0.37886290547860907
ACH-000316,0.02481740705283915
ACH-000317,0.06198504963197024
ACH-000318,-0.13592129213406814
ACH-000319,-0.1574631506750583
ACH-000320,-0.2958222895415384
ACH-000322,-0.013219003656093216
ACH-000323,-0.16691578379994212
ACH-000324,-0.0827820255340345
ACH-000329,-0.03372198464428428
ACH-000330,-0.13813610656558564
ACH-000331,-0.0760756090525914
ACH-000332,-0.15036842389361496
ACH-000334,-0.3566922497322257
ACH-000335,-0.04456579080385652
ACH-000336,0.3794756161114485
ACH-000337,-0.2599435036346949
ACH-000338,-0.3397618795418188
ACH-000339,-0.18952897197528187
ACH-000341,-0.3394722066731269
ACH-000348,-0.1282789744674814
ACH-000350,-0.1571000666729718
ACH-000352,-0.1664409795626544
ACH-000356,-0.0995752071475512
ACH-000361,-0.2646500669951746
ACH-000362,-0.10251958372970732
ACH-000363,-0.2782666791976182
ACH-000364,-0.17008409545404166
