,RUNDC1 (146923)
ACH-000004,-0.09534302455402552
ACH-000005,0.08790743037085519
ACH-000007,0.1495607803258399
ACH-000009,-0.08331501586579257
ACH-000011,0.007554486692879981
ACH-000012,-0.02003601323890754
ACH-000013,-0.1437234413199909
ACH-000014,0.020410038902736686
ACH-000015,-0.11663831892348822
ACH-000017,-0.02299141230569736
ACH-000018,0.03869003370179838
ACH-000019,0.03580354285197181
ACH-000021,-0.046437114637227
ACH-000022,-0.012626828032070443
ACH-000025,-0.02440061424373377
ACH-000028,-0.040029837669107206
ACH-000030,-0.09257564013198467
ACH-000035,-0.12961753913801524
ACH-000036,0.004376499276718225
ACH-000037,0.007565583892305444
ACH-000039,0.00786740578994115
ACH-000040,-0.1025562708229257
ACH-000041,-0.08368288794873546
ACH-000042,-0.06342471092992649
ACH-000045,0.04236887048733808
ACH-000047,0.017048683734976502
ACH-000052,0.3239090183909873
ACH-000053,0.02873641759076428
ACH-000054,0.07656029605399804
ACH-000055,-0.023442072094487586
ACH-000060,-0.06489311978667732
ACH-000067,-0.1673542809241972
ACH-000070,-0.08993090618411699
ACH-000075,-0.00538310396311985
ACH-000078,-0.06871096281122653
ACH-000082,-0.11784505014028285
ACH-000085,0.0007918302538161336
ACH-000086,-0.08987820773764572
ACH-000087,-0.07049589303207167
ACH-000092,-0.04173327425665935
ACH-000095,-0.17843469641899748
ACH-000097,-0.01265146902814329
ACH-000098,-0.08989470109321121
ACH-000099,0.029937375040350336
ACH-000108,-0.022901101681189643
ACH-000113,0.07403114695368042
ACH-000116,-0.11038596321977616
ACH-000118,0.07998767229371669
ACH-000120,-0.09922247232686307
ACH-000123,-0.12983105650707347
ACH-000127,0.07431987788726901
ACH-000128,-0.013492651792392316
ACH-000132,0.03961220758871994
ACH-000133,0.03150320878494764
ACH-000137,-0.20967931695561595
ACH-000138,-0.09471583796424404
ACH-000142,-0.07153265442016378
ACH-000143,0.08594561497347006
ACH-000146,-0.055877467268811376
ACH-000148,-0.11560195557424355
ACH-000150,-0.013580212225711534
ACH-000152,-0.06679350634572816
ACH-000153,-0.10559384620962486
ACH-000159,-0.054362616487534
ACH-000160,0.08548224398328451
ACH-000163,-0.1374051216581358
ACH-000167,-0.18481623741267986
ACH-000168,-0.10433466535621444
ACH-000169,-0.09128523444498073
ACH-000178,0.07978593291853184
ACH-000183,-0.010086659867653471
ACH-000188,-0.04179818128921015
ACH-000189,-0.2091898259494753
ACH-000190,0.16450592200681494
ACH-000198,-0.07919224628177148
ACH-000203,-0.18737786376625304
ACH-000204,0.020839887771103148
ACH-000206,-0.14473842671721213
ACH-000207,0.04070153813692102
ACH-000208,-0.04792759056522576
ACH-000210,0.05050202564196195
ACH-000211,-0.0912493638192872
ACH-000215,-0.06112399455154108
ACH-000221,-0.21452969879006334
ACH-000222,-0.02758623604935868
ACH-000223,0.04311667056512045
ACH-000226,-0.1285512683662845
ACH-000227,-0.0407303868881642
ACH-000228,-0.12704544613362942
ACH-000231,0.005792861285665505
ACH-000232,-0.035150766681564964
ACH-000233,0.15513857601254194
ACH-000234,0.06144214499255229
ACH-000235,-0.051278474936601384
ACH-000237,0.011124136984088831
ACH-000238,-0.17181096545277671
ACH-000242,-0.034727300654843266
ACH-000243,-0.15810495102721064
ACH-000244,-0.07327654613658262
ACH-000246,0.07585286436739667
ACH-000248,-0.11974413571186394
ACH-000250,0.013382194179594912
ACH-000251,-0.1730645779097195
ACH-000252,-0.026508152506299797
ACH-000253,-0.015343028838028272
ACH-000255,-0.06644939282485271
ACH-000256,-0.10233584139357718
ACH-000257,0.16324055265213538
ACH-000258,-0.026417961265452945
ACH-000259,-0.09825064034011664
ACH-000260,-0.06767771395710502
ACH-000261,-0.03199753255479562
ACH-000262,0.06252552190956567
ACH-000263,0.016602202052776602
ACH-000264,-0.04006760027839359
ACH-000265,-0.15087686665300767
ACH-000266,-0.03680493595775282
ACH-000272,-0.031367789661680176
ACH-000274,-0.199396176714032
ACH-000277,-0.005948678777595265
ACH-000278,-0.015082241188561132
ACH-000279,-0.06001838570694607
ACH-000280,-0.12188776627588208
ACH-000281,0.06718301564084843
ACH-000288,-0.17735520405860816
ACH-000291,-0.09639842852912192
ACH-000293,-0.016646998365278828
ACH-000294,-0.1501820955421336
ACH-000295,-0.05781344255502905
ACH-000296,-0.028791450773767338
ACH-000302,-0.07548452068163812
ACH-000304,0.10084939661141297
ACH-000307,-0.05321969966061546
ACH-000308,-0.06023269042325331
ACH-000310,0.0334795810181647
ACH-000311,0.04843784948197215
ACH-000312,-0.020869676952754497
ACH-000315,0.023729003709808058
ACH-000316,0.10561988949364802
ACH-000317,0.024843723973404036
ACH-000318,0.06771673169822956
ACH-000319,-0.16729995235437678
ACH-000320,-0.056348409144733574
ACH-000322,0.027582855937327767
ACH-000323,-0.08784931595327627
ACH-000324,-0.2654632545043664
ACH-000329,-0.0852233753818016
ACH-000330,0.07522003119000574
ACH-000331,-0.005223946192463036
ACH-000332,0.002238014505593791
ACH-000334,-0.09653152171575767
ACH-000335,0.04880159847778319
ACH-000336,0.14382840838869307
ACH-000337,-0.013229061876586314
ACH-000338,0.3107015462431878
ACH-000339,0.02680470150604827
ACH-000341,0.011559037836827234
ACH-000348,-0.21532110431631088
ACH-000350,-0.11069503936433696
ACH-000352,-0.030991163534325274
ACH-000356,-0.148199047187415
ACH-000361,-0.1765147016528077
ACH-000362,-0.1372568696571881
ACH-000363,-0.1509165033830717
ACH-000364,-0.08165459507001221
ACH-000365,-0.035074906675161735
ACH-000366,-0.05701407211590885
ACH-000368,-0.08438368339778803
ACH-000374,0.11658458199893687
ACH-000375,-0.13299410568214326
ACH-000376,-0.0017638479195634575
ACH-000381,0.0015500384494407846
ACH-000383,-0.039428199283048734
ACH-000387,-0.05129959490498152
ACH-000389,-0.11387423816538135
ACH-000390,-0.09613956025651887
ACH-000393,0.02460230541873101
ACH-000395,-0.042551779442335104
ACH-000396,0.22607683666841294
ACH-000397,-0.15577663203103606
ACH-000401,-0.1370265155989188
ACH-000402,-0.11841732427202105
ACH-000403,-0.025908771019953248
ACH-000404,0.06999236391771158
ACH-000406,0.02201308207614615
ACH-000407,0.013650196634744262
ACH-000408,0.05084582264674687
ACH-000410,-0.005940306640575437
ACH-000411,-0.0451911523638579
ACH-000414,-0.07667847603480035
ACH-000415,-0.11694822204960605
ACH-000416,-0.07433661568024581
ACH-000420,-0.040377641745243976
ACH-000421,-0.013481793139882592
ACH-000424,0.020068356760117874
ACH-000425,-0.0942812515564691
ACH-000426,-0.1033078935076416
ACH-000427,-0.16880874055032324
ACH-000433,0.1815654740789135
ACH-000435,-0.4482493405208006
ACH-000436,-0.169474865800017
ACH-000444,0.02893353428061593
ACH-000445,0.0022534853868598124
ACH-000448,-0.05718112909997415
ACH-000450,0.1617021148178723
ACH-000452,-0.03914779096009484
ACH-000454,0.13961162939456565
ACH-000458,0.004843690651708548
ACH-000459,0.0462892088750459
ACH-000460,-0.012050551736206392
ACH-000461,-0.0361319307571901
ACH-000463,-0.09003901459486888
ACH-000464,-0.1170679416611098
ACH-000466,-0.04004110279556783
ACH-000467,0.02438916801821887
ACH-000468,-0.058492774387897135
