,UAP1 (6675)
ACH-000291,-0.31309136762202017
ACH-000293,-0.3784899781826725
ACH-000294,0.014592276804700703
ACH-000295,-0.1837475366469286
ACH-000296,-0.36475399723132496
ACH-000302,-0.17612505629663053
ACH-000304,-0.14112915879987548
ACH-000307,-0.41637724171782176
ACH-000308,-0.8312223078912035
ACH-000310,-0.19974372077038727
ACH-000311,-0.3682677581085608
ACH-000312,-0.1512421198659074
ACH-000315,0.004811330253856991
ACH-000316,-0.2148716192679751
ACH-000317,-0.5040986087046311
ACH-000318,-0.2378643146558797
ACH-000319,-0.2565212647965728
ACH-000320,-0.16132259146208855
ACH-000322,-0.2555430753872256
ACH-000323,-0.2297832023950341
ACH-000324,-0.16970981750993255
ACH-000329,-0.3352281116428448
ACH-000330,-0.08568962442258354
ACH-000331,-0.23109543919541464
ACH-000332,-0.21037363651682764
ACH-000334,-0.4188801692697849
ACH-000335,-0.38438462768668896
ACH-000336,-0.2372914270260213
ACH-000337,-0.7111818224430029
ACH-000338,-0.6526204721700856
ACH-000339,-0.1992220997380531
ACH-000341,-0.32587446649527096
ACH-000348,-0.25201976524414266
ACH-000350,-0.3017680517469142
ACH-000352,-0.14298122187436574
ACH-000356,-0.5333166745913963
ACH-000361,-0.007235342272253644
ACH-000362,0.10388850387220366
ACH-000363,-0.2294431871220297
ACH-000364,-0.1642505647288813
ACH-000365,-0.17541125932884852
ACH-000366,-0.2122590861291064
ACH-000368,-0.2314308515197404
ACH-000374,-0.591824317342997
ACH-000375,-0.19215537081559395
ACH-000376,-0.3774274913953033
ACH-000381,-0.18509456523497236
ACH-000383,-0.303724102768406
ACH-000387,-0.22954309666679676
ACH-000389,-0.10582059305029257
ACH-000390,-0.5607560427680498
ACH-000393,-0.2895300425997617
ACH-000395,-0.8698464317720851
ACH-000396,-0.41972692965175895
ACH-000397,-0.8693976760720278
ACH-000401,-0.3680356887309795
ACH-000402,-0.2499527433604489
ACH-000403,-0.2612372753824776
ACH-000404,-0.1227851332257781
ACH-000406,-0.13757594657418398
ACH-000407,-0.1997902468954398
ACH-000408,-0.4326984982793284
ACH-000410,-0.42273322295390253
ACH-000411,-0.5969750206335785
ACH-000414,-0.2218481959055616
ACH-000415,-0.24777744650154265
ACH-000416,-0.6024392032156011
ACH-000420,-0.14544030828993593
ACH-000421,-0.17197940978918072
ACH-000424,-0.4539530158600135
ACH-000425,-0.16127395544706255
ACH-000426,-0.5276018704186085
ACH-000427,-0.2566716665515558
ACH-000433,-0.3538859831004367
ACH-000435,-0.8167904918274158
ACH-000436,-0.3389670006056921
ACH-000444,-0.275911234460455
ACH-000445,-0.16584862778071044
ACH-000448,-0.5128631406027102
ACH-000450,-0.3898173285851513
ACH-000452,-0.24458327225344026
ACH-000454,-0.4644268126150712
ACH-000458,-0.3619884894122627
ACH-000459,-0.1810343710073893
ACH-000460,-0.8580547039231944
ACH-000461,-0.229918325265212
ACH-000463,-0.2135842288343272
ACH-000464,-0.237938963514116
ACH-000466,-0.15275288034724738
ACH-000467,-0.5385000226159304
ACH-000468,-0.1366036742412833
ACH-000469,-0.12925727590818487
ACH-000470,-0.2871628589948333
ACH-000471,-0.35093057367086555
ACH-000472,-0.2290664521471641
ACH-000473,-0.13983642779938465
ACH-000475,-0.2477787290095751
ACH-000476,-1.0007782288262927
ACH-000477,-0.20339904782932364
ACH-000479,-0.5346665402084795
ACH-000480,-0.3511048524962315
ACH-000481,-0.18938627385758888
ACH-000483,-0.303651700858956
ACH-000484,-0.5665119199035744
ACH-000485,-0.2589341280315282
ACH-000486,-0.3596848713905155
ACH-000487,-0.24900238424278764
ACH-000488,-0.22473361875075604
ACH-000490,-0.2564954815358093
ACH-000491,0.1424335828400621
ACH-000495,-0.2340367274302811
ACH-000496,-0.1779332321853164
ACH-000499,-0.13071479430366062
ACH-000500,-0.2828546075815476
ACH-000502,-0.4136607036266635
ACH-000503,-0.2767123833029953
ACH-000505,-0.2253515862334385
ACH-000507,-0.08582044022056562
ACH-000510,-0.3297460414242177
ACH-000511,-0.22653535856517226
ACH-000512,-0.2942951673224625
ACH-000516,-0.3483698187153869
ACH-000517,-0.21953669464280254
ACH-000518,-0.2715224810885334
ACH-000520,-0.1361679042111614
ACH-000521,-0.5269243757802337
ACH-000522,-0.2768619520140632
ACH-000524,-0.15357689861961926
ACH-000527,-0.4570791047976017
ACH-000528,-0.1633447264364757
ACH-000537,-1.0192163824278224
ACH-000541,-0.7806580955286031
ACH-000542,-0.1571595614785085
ACH-000544,-0.1869702993724145
ACH-000545,-0.2151686531759474
ACH-000547,-0.4773375316971265
ACH-000548,-0.38512796319677706
ACH-000549,-0.4281304161803853
ACH-000550,-0.2256556951009445
ACH-000552,-0.4700147222473786
ACH-000556,-0.4703160677425633
ACH-000557,-0.18123983008308803
ACH-000569,-0.3051331806375955
ACH-000570,-0.08266373600469057
ACH-000571,-0.39373363895854396
ACH-000573,-0.1917112636326259
ACH-000576,-0.4367918038461797
ACH-000579,-0.3542690239257245
ACH-000580,-0.5791866518660717
ACH-000584,-0.3205120373092432
ACH-000585,-0.3419089050654345
ACH-000588,-0.4818077994505131
ACH-000589,-0.22056711852077732
ACH-000591,0.03014688184606528
ACH-000593,-0.2552498288902901
ACH-000600,-0.1856187219490166
ACH-000601,-0.12872291003557496
ACH-000605,-0.3092104867458227
ACH-000606,-0.2841090173141581
ACH-000608,-0.3094523871005055
ACH-000614,-0.1837477761076204
ACH-000616,-0.16930663269397264
ACH-000618,-0.3107910832558272
ACH-000619,-0.3027447357399308
ACH-000620,-0.28165900199962873
ACH-000621,-0.1927404120068078
ACH-000622,-0.14846358439513233
ACH-000623,-0.1858185038669088
ACH-000624,-0.13366125112391627
ACH-000627,-0.2106517977626104
ACH-000630,-0.15341278928624502
ACH-000631,-0.11808875889363295
ACH-000632,-0.16041800498859926
ACH-000633,-0.3700244296135118
ACH-000637,-0.06330734184219833
ACH-000638,-0.5688202790051297
ACH-000646,-0.3819176962803549
ACH-000647,-0.32360504755843644
ACH-000648,-0.36833332331913465
ACH-000649,-0.2800400912072345
ACH-000651,-0.09139544405994438
ACH-000652,-0.5589937904505523
ACH-000653,-0.2739548078541202
ACH-000657,-0.12634035072208066
ACH-000658,-0.6088072414880079
ACH-000661,-0.1648832206837365
ACH-000662,-0.03669178452649947
ACH-000663,-0.2204347354733811
ACH-000665,-0.2481626971367487
ACH-000671,-0.26628929387474903
ACH-000672,-0.08666147425228883
ACH-000673,-0.2318549816130031
ACH-000676,-0.3580762855811311
ACH-000677,-0.1936498575003076
ACH-000681,-0.17102626976165258
ACH-000683,-0.31330215531255345
ACH-000684,-0.298580991475656
ACH-000688,-0.21822271709972269
ACH-000693,-0.17841743965899334
ACH-000694,-0.3681075886730635
ACH-000695,-0.161315927601018
ACH-000696,-0.21352407203200333
ACH-000697,-0.7116686064390001
ACH-000699,-0.4206881026047197
ACH-000701,-0.7642781067150071
ACH-000706,-0.4516679444844609
ACH-000711,-0.10958616317209688
ACH-000713,-0.40906153200341056
ACH-000714,-0.23401423872284666
ACH-000718,-0.08301886872812121
ACH-000720,-0.25828638580339525
ACH-000721,-0.14552275784503135
ACH-000724,-0.3593381096833965
ACH-000725,-0.24738075518714744
ACH-000732,-0.4570343528150506
ACH-000734,-0.3597646053380485
ACH-000735,-0.6044719058554734
ACH-000736,-0.3373000393968037
ACH-000738,-0.10048403112519014
ACH-000746,-0.2718516493178345
ACH-000747,-0.5002640208296982
ACH-000748,-0.16436999564943652
ACH-000753,-0.4534503425010393
ACH-000756,-0.13635109919366178
ACH-000757,-0.21068111906945508
ACH-000758,-0.3981550651833757
ACH-000760,-0.13406823023896933
ACH-000762,-0.4663148742019692
ACH-000763,-0.3919558258809406
ACH-000764,-0.4645420852186779
ACH-000765,-0.24176588375434646
ACH-000766,-0.3381100530657793
ACH-000767,-0.38729637580981263
ACH-000768,-0.06409155523199084
ACH-000769,-0.23262087286626754
ACH-000770,-0.06268384827346933
ACH-000771,-0.9248045582180928
ACH-000773,-0.5793203724846447
ACH-000776,-0.4319912909193427
ACH-000777,-0.620589965203919
ACH-000778,-0.16509471124767247
ACH-000781,-0.4467907697381338
ACH-000782,-0.7855172026983714
ACH-000783,-0.19862507547133634
ACH-000784,-0.20076429566257264
ACH-000785,-0.8617441627743829
ACH-000787,-0.2652525277961171
ACH-000788,-0.20485997420020494
ACH-000791,-0.4149644292798974
ACH-000792,-0.2026296224915073
ACH-000794,-0.4297845283959804
ACH-000796,-0.09511166651787062
ACH-000798,-0.39320009660901933
ACH-000799,-0.2532238966573481
ACH-000800,-0.5920122983045012
ACH-000802,-0.26620472411739643
ACH-000804,-0.13315466027670292
ACH-000805,-0.19687207979310636
ACH-000809,-0.8242846491359562
ACH-000810,-0.3310549511039298
ACH-000811,-0.3433077040825785
ACH-000817,-0.1769939881548215
ACH-000819,-0.2502696027406621
ACH-000820,-0.37605599620004654
ACH-000821,-0.3580661918691048
ACH-000822,-0.4997804369317454
ACH-000823,-0.11864076932078405
ACH-000824,-0.23418833956393134
ACH-000827,-0.27191053671283705
ACH-000829,-0.8870549310764443
ACH-000831,-0.03310260311305085
ACH-000832,-0.41318263494178187
ACH-000833,-0.07107503461530258
ACH-000834,-0.31244164387806417
ACH-000835,-0.22707178196560146
ACH-000836,-0.44602101045966297
ACH-000837,-0.4870720393781596
ACH-000838,-0.2812743530379609
ACH-000839,-0.27833206780025155
ACH-000840,-0.4952496315619732
ACH-000841,-0.16838324032531912
ACH-000843,-0.8626215185114151
ACH-000846,-0.2561132028722245
ACH-000847,-0.18880273504454528
ACH-000848,-0.6850549028527436
ACH-000849,-0.4416503004289348
ACH-000851,-0.37994467170498775
ACH-000855,-0.3735306195935519
ACH-000856,-0.356374238120756
ACH-000858,-0.2542391879991127
ACH-000859,-0.5670342105169955
ACH-000861,-0.2505169026937249
ACH-000862,-0.20158044852039003
ACH-000865,-0.14888352847235808
ACH-000866,-0.15306899064709162
ACH-000867,-0.33115460042504963
ACH-000869,-0.6352577096661933
ACH-000872,-0.2817187007858857
ACH-000873,-0.4197389833687269
ACH-000876,-0.15355220074041664
ACH-000878,0.024152363933404548
ACH-000880,-0.3372910191205764
ACH-000881,-0.1489892473987509
ACH-000882,0.021158368456272676
ACH-000884,-0.17498350474109226
ACH-000885,-0.2978900166224817
ACH-000887,-0.13696378722188035
ACH-000889,-0.1811521700560096
ACH-000896,-0.5974727179687617
ACH-000898,-0.5335516157102655
ACH-000900,-0.30589476623805634
ACH-000901,-0.08014659285682077
ACH-000905,-0.2541535201913959
ACH-000906,-0.154178524123065
ACH-000907,-0.17104907641379605
ACH-000910,-0.1210177360211421
ACH-000911,-0.32071016969381994
ACH-000912,-0.4264080506525187
ACH-000913,-0.19238638534022695
ACH-000915,-0.25577564907269096
ACH-000916,-0.4291716218537493
ACH-000917,-0.24683746007332802
ACH-000920,0.04014653891184609
ACH-000921,-0.16643956944383606
ACH-000924,-0.09373546475235242
ACH-000926,-0.2890965263351332
ACH-000928,-0.3237971975726026
ACH-000929,-0.3007780277410309
ACH-000932,-0.9367827701354324
ACH-000935,-0.4253785161514603
ACH-000936,-0.2750636914536371
ACH-000937,-0.08231023440822466
ACH-000938,-0.5939980054639422
ACH-000939,-0.20681406715799167
ACH-000941,-0.32602116384397906
ACH-000943,-0.2803664415488968
ACH-000946,-0.6181079434889878
ACH-000947,-0.3150247874930598
ACH-000948,-0.4135970626641951
ACH-000950,-0.17361612825933845
ACH-000953,-0.6551135027426779
ACH-000954,-0.5122633530830476
ACH-000957,-0.5134840166177358
ACH-000958,-0.16238478259122066
ACH-000960,-0.11916706545019587
ACH-000963,-0.27519993963514844
ACH-000968,-0.14729305978419766
ACH-000969,-0.19310807490610227
ACH-000972,-0.3972219105316551
ACH-000973,-0.13322426799822287
ACH-000974,-0.10825217967740323
ACH-000978,-0.19259822239729307
ACH-000984,-0.255122699203302
ACH-000986,-0.4924420941269909
ACH-000988,-0.2371155456702401
ACH-000993,-0.2298694979342049
ACH-000994,-0.2173356222166419
ACH-000996,-0.21013350667537334
ACH-001001,-0.15294700930448382
ACH-001020,-0.08617137301951741
ACH-001028,-0.2797793553452446
ACH-001031,-0.06109546859706092
ACH-001038,-0.1206106478701988
ACH-001048,-0.31356429277100845
ACH-001050,-0.1807819665770788
ACH-001053,-0.25721636110301577
ACH-001054,-0.3476937126470393
ACH-001061,-0.5920525332489193
ACH-001067,-0.2744585541309741
ACH-001075,-0.8243082678700026
ACH-001096,-0.27988368991558576
ACH-001111,-0.06587111811981622
ACH-001119,-0.4271515771111212
ACH-001128,-0.28493965673366944
ACH-001134,-0.353162093798955
ACH-001151,-0.522431428857922
ACH-001163,-0.9170036434560996
ACH-001164,-0.5625388195064436
ACH-001183,-0.051711063529396695
ACH-001192,-0.15846848375451425
ACH-001193,-0.3608287218397914
ACH-001196,-0.1701858205505885
ACH-001197,-0.22104894535923428
ACH-001205,-0.5408891939020903
ACH-001211,-0.6152298323558352
ACH-001212,-0.3476573277128957
ACH-001228,-0.18413956832424835
ACH-001232,-0.13755922497806694
ACH-001239,-0.3448079606902775
ACH-001270,-0.28212868794729284
ACH-001274,-0.2434904590384849
ACH-001275,-0.31461530418016553
ACH-001277,-0.3959201891588747
ACH-001278,0.2908448799742114
ACH-001280,-0.21059337484898247
ACH-001283,-0.2865976715189456
ACH-001289,-0.11596014672570022
ACH-001300,-0.14427706475034716
ACH-001301,-0.25418468120372506
ACH-001302,-0.2726656260989231
ACH-001306,-0.2431159248940261
ACH-001318,-0.1813248446937557
ACH-001322,-0.22905625629535106
ACH-001328,-0.7737526052846194
ACH-001332,-0.10887223349296724
ACH-001336,-0.10934777438438327
ACH-001346,-0.4567795822969691
ACH-001353,-0.20815017258504245
ACH-001354,-0.3579918823046375
ACH-001367,-0.26504840469065344
ACH-001368,-0.7710450650518861
ACH-001374,-0.26961572398994554
ACH-001377,-0.11563464808222425
ACH-001380,-0.6962097229692663
ACH-001391,-0.3852064536680085
ACH-001408,-0.337353151240542
ACH-001430,-0.5436882849814557
ACH-001431,-0.3044479100235413
ACH-001450,0.09057898769709133
ACH-001496,-0.8079258935573734
ACH-001500,-0.1819971307618328
ACH-001523,-0.2868717358651123
ACH-001532,-0.15574273713051429
ACH-001550,-0.29173428525405
ACH-001552,-0.2386643821263135
ACH-001554,-0.2773420922097834
ACH-001654,-0.27077440859813395
ACH-001735,-0.3718463136301427
ACH-001736,-0.16796119739773682
ACH-001737,-0.4448476150158907
ACH-001740,-0.19241864316656784
ACH-001745,-0.2796226729149718
ACH-001765,-0.17363016036264706
