,TMTC3 (160418)
ACH-000004,0.02449479534993413
ACH-000005,0.023490637981945384
ACH-000007,0.03790580500427125
ACH-000009,-0.04687229721153607
ACH-000011,-0.07275088605382904
ACH-000012,0.04607011221632888
ACH-000013,-0.17836174559413848
ACH-000014,-0.036890774619811294
ACH-000015,-0.22395803853843202
ACH-000017,-0.11646058021436564
ACH-000018,-0.11812506634606608
ACH-000019,0.005535560718683705
ACH-000021,-0.15002850251497588
ACH-000022,-0.0435039220820506
ACH-000025,-0.2316328642473199
ACH-000028,0.09077542552988499
ACH-000030,0.02191891057442605
ACH-000035,-0.15220259318595425
ACH-000036,0.05294467544523972
ACH-000037,0.00843611717924995
ACH-000039,0.024903581110124785
ACH-000040,-0.08609366241568417
ACH-000041,-0.02496280282515244
ACH-000042,-0.07627843216261514
ACH-000045,0.02829687738031445
ACH-000047,0.013969837615852012
ACH-000052,-0.14390420063082318
ACH-000053,-0.00925881336477787
ACH-000054,-0.009722133723351609
ACH-000055,-0.10896148527526467
ACH-000060,-0.01178604269053098
ACH-000067,-0.10919758215460484
ACH-000070,-0.10754775920552613
ACH-000075,-0.06419423259672427
ACH-000078,0.043674367429512806
ACH-000082,-0.11984812973460715
ACH-000085,0.11768442083824016
ACH-000086,-0.13554203740785106
ACH-000087,0.07410964827391163
ACH-000092,-0.04649478754203835
ACH-000095,-0.005691824488516404
ACH-000097,-0.02213642544327871
ACH-000098,-0.061826150707408926
ACH-000099,-0.05318487847430104
ACH-000108,0.06368473380591268
ACH-000113,-0.07570214892462082
ACH-000116,-0.05733736372086173
ACH-000118,-0.06435898851473303
ACH-000120,0.09286272811322864
ACH-000123,-0.19504183778498305
ACH-000127,0.0005135643320333434
ACH-000128,-0.06166279982820937
ACH-000132,0.0350079833624313
ACH-000133,-0.12845358601995813
ACH-000137,-0.040554560218678516
ACH-000138,-0.042044336574065394
ACH-000142,-0.0453318843687196
ACH-000143,0.0008902762401115899
ACH-000146,-0.026626165523731468
ACH-000148,-0.0032783180034786576
ACH-000150,-0.023514764093525608
ACH-000152,-0.14790423921445348
ACH-000153,-0.10042471968908397
ACH-000159,-0.08220883354015468
ACH-000160,-0.04050311788834717
ACH-000163,-0.1772266055804111
ACH-000167,-0.2064123553212596
ACH-000168,0.028711281704872114
ACH-000169,-0.06576220702075647
ACH-000178,-0.08047798716323848
ACH-000183,0.028553786650373225
ACH-000188,0.07488345179748153
ACH-000189,0.21613463287905524
ACH-000190,-0.10267627738910716
ACH-000198,-0.07078607576354097
ACH-000203,-0.2745552831115654
ACH-000204,0.27026201364614155
ACH-000206,0.1417219284500532
ACH-000207,0.018990018075466356
ACH-000208,-0.15671893795787747
ACH-000210,0.4106005062467262
ACH-000211,-0.015055097812501847
ACH-000215,0.02194899255486915
ACH-000221,0.010034228479050092
ACH-000222,0.10991290483658613
ACH-000223,-0.1378862156447508
ACH-000226,0.03320692434748185
ACH-000227,-0.11308458087228268
ACH-000228,-0.005068666953723792
ACH-000231,-0.015472819991800944
ACH-000232,-0.09296633680781756
ACH-000233,0.0760130437106662
ACH-000234,-0.01635883610753872
ACH-000235,-0.12746585045135425
ACH-000237,-0.00231408945801517
ACH-000238,-0.013147134838571923
ACH-000242,-0.11478758674609875
ACH-000243,0.08000599055707805
ACH-000244,0.07779527191426037
ACH-000246,0.018984412604099925
ACH-000248,-0.08376283851479979
ACH-000250,0.0071577934878977
ACH-000251,-0.06648066053498904
ACH-000252,-0.05598979109516991
ACH-000253,0.11455790657003648
ACH-000255,0.05397900670620561
ACH-000256,-0.04361196619338365
ACH-000257,-0.1566095624003732
ACH-000258,0.0747382705415438
ACH-000259,-0.023756874247332117
ACH-000260,-0.0368025547326008
ACH-000261,-0.014537624363084603
ACH-000262,0.0534703229768307
