,MAP1LC3B (81631)
ACH-000684,-0.09839654446763436
ACH-000688,-0.3686389145182201
ACH-000693,-0.26614853064280586
ACH-000694,-0.3936722527215392
ACH-000695,-0.4294492206567399
ACH-000696,-0.3149146249839592
ACH-000697,-0.4235960940184591
ACH-000699,-0.33051452652140806
ACH-000701,-0.3400050056934428
ACH-000706,-0.3685883792559973
ACH-000711,-0.27709662715623506
ACH-000713,-0.2894202039266054
ACH-000714,-0.1725923803494138
ACH-000718,-0.19818170286342685
ACH-000720,-0.21301502325464453
ACH-000721,-0.2724617130969783
ACH-000724,-0.2735908135766444
ACH-000725,-0.23891920566300526
ACH-000732,-0.26460742157473144
ACH-000734,-0.1909111311095078
ACH-000735,-0.3023936376801485
ACH-000736,-0.3911406873163068
ACH-000738,-0.3249841472629489
ACH-000746,-0.20184984043537502
ACH-000747,-0.2973509446818638
ACH-000748,-0.3931605501871488
ACH-000753,-0.3795981256230248
ACH-000756,-0.3614077513154413
ACH-000757,-0.2857446772354736
ACH-000758,-0.3985173822219728
ACH-000760,-0.5831771028252889
ACH-000762,-0.3019320936568696
ACH-000763,-0.14667546332886242
ACH-000764,-0.4629329849860799
ACH-000765,-0.3216718669612124
ACH-000766,-0.2828467203914365
ACH-000767,-0.3255213011757098
ACH-000768,-0.4208182825366759
ACH-000769,-0.22886239322636545
ACH-000770,-0.2050645007382911
ACH-000771,-0.27335854663180004
ACH-000773,-0.35662834364188634
ACH-000776,-0.23672770026785314
ACH-000777,-0.48691475839593396
ACH-000778,-0.3353266874458983
ACH-000781,-0.2936082460004871
ACH-000782,-0.26159432727520104
ACH-000783,-0.3654724290403304
ACH-000784,-0.3179330820687153
ACH-000785,-0.5470903507708367
ACH-000787,-0.31661387697423915
ACH-000788,-0.3695692368739256
ACH-000791,-0.25889079849000085
ACH-000792,-0.24267910218176325
ACH-000794,-0.3565049556890942
ACH-000796,-0.32564752229896976
ACH-000798,-0.2449044743968983
ACH-000799,-0.2392080389932944
ACH-000800,-0.3895648496410494
ACH-000802,-0.4135363910174826
ACH-000804,-0.32285563121723804
ACH-000805,-0.2842206803334154
ACH-000809,-0.2841572304371199
ACH-000810,-0.2737320075170675
ACH-000811,-0.3777765687189198
ACH-000817,-0.5147161471773086
ACH-000819,-0.5249560039355724
ACH-000820,-0.2832384135909493
ACH-000821,-0.2626204549442438
ACH-000822,-0.3069944939300921
ACH-000823,-0.3550790913869511
ACH-000824,-0.42817574367581934
ACH-000827,-0.3373787565669925
ACH-000829,-0.298382786401245
ACH-000831,-0.3871640797008926
ACH-000832,-0.19045430414019165
ACH-000833,-0.2299800646734713
ACH-000834,-0.4135548767272905
ACH-000835,-0.2870863373989301
ACH-000836,-0.24870237784721105
ACH-000837,-0.2942603516634908
ACH-000838,-0.10662627155477676
ACH-000839,-0.3363541120678322
ACH-000840,-0.1556341543165203
ACH-000841,-0.28178740071821284
ACH-000843,-0.28262711715001304
ACH-000846,-0.1816242251672832
ACH-000847,-0.3277024517013405
ACH-000848,-0.2971823486996213
ACH-000849,-0.25509818463068473
ACH-000851,-0.32667021304676197
ACH-000855,-0.2488912962975646
ACH-000856,-0.5037111113028477
ACH-000858,-0.2787872764883021
ACH-000859,-0.4091340624810001
ACH-000861,-0.3411281475160983
ACH-000862,-0.42622617953414266
ACH-000865,-0.33277803890491964
ACH-000866,-0.3657369544444895
ACH-000867,-0.229123674483676
ACH-000869,-0.30190755027705624
ACH-000872,-0.30973472979589417
ACH-000873,-0.3921580724509897
ACH-000876,-0.22323646684531295
ACH-000878,-0.16011644954102394
ACH-000880,-0.3207019833873269
ACH-000881,-0.1656493749093778
ACH-000882,-0.34326015209164695
ACH-000884,-0.3180140331072967
ACH-000885,-0.27220110984049684
ACH-000887,-0.2576565264826656
ACH-000889,-0.31361760112648585
ACH-000896,-0.3475741818594397
ACH-000898,-0.26134799452506163
ACH-000900,-0.3616441052666344
ACH-000901,-0.28980771019106816
ACH-000905,-0.26105036409765536
ACH-000906,-0.4283642605081137
ACH-000907,-0.2880374574060218
ACH-000910,-0.22381010777304675
ACH-000911,-0.2573877043007611
ACH-000912,-0.2392040254411769
ACH-000913,-0.2483647708326722
ACH-000915,-0.3689658790611686
ACH-000916,-0.5140216063872927
ACH-000917,-0.31069228295522594
ACH-000920,-0.16478430439860786
ACH-000921,-0.27172294743943104
ACH-000924,-0.3398519257733094
ACH-000926,-0.3872641928359433
ACH-000928,-0.3014020588794952
ACH-000929,-0.25259203234950034
ACH-000932,-0.35981920913833865
ACH-000935,-0.11402236450561938
ACH-000936,-0.4138151023843587
ACH-000937,-0.2993450612695732
ACH-000938,-0.25090192165615466
ACH-000939,-0.5576948020645979
ACH-000941,-0.3553330566641625
ACH-000943,-0.2933069534366551
ACH-000946,-0.3894460780375285
ACH-000947,-0.3733870111827986
ACH-000948,-0.3332975254633748
ACH-000950,-0.13083581086545346
ACH-000953,-0.3382666604599743
ACH-000954,-0.2317079685518011
ACH-000957,-0.3660806259014284
ACH-000958,-0.3980579495364915
ACH-000960,-0.06414437369082232
ACH-000963,-0.2711812446615033
ACH-000968,-0.3169943984141662
ACH-000969,-0.2639529247490667
ACH-000972,-0.29591790963683906
ACH-000973,-0.20207705078610688
ACH-000974,-0.3320725942302427
ACH-000978,-0.34451698971103384
ACH-000984,-0.4559551307785869
ACH-000986,-0.1474071031111439
ACH-000988,-0.35228458426803233
ACH-000993,-0.4005650264341535
ACH-000994,-0.15652663728218874
ACH-000996,-0.5619943672706506
ACH-001001,-0.31636530939834506
ACH-001020,0.0881616824993342
ACH-001028,-0.2480092564305401
ACH-001031,-0.3654385212338421
ACH-001038,-0.4277333355982394
ACH-001048,-0.2896337937201292
ACH-001050,-0.31298397147828805
ACH-001053,-0.3101923438910297
ACH-001054,-0.3156510180928529
ACH-001061,-0.2565963402730849
ACH-001067,-0.13712968649742135
ACH-001075,-0.4946880426773761
ACH-001096,-0.4389628189784244
ACH-001111,-0.12338282584839283
ACH-001119,-0.4887087474455817
ACH-001128,-0.27821338256878697
ACH-001134,-0.3711986533256211
ACH-001151,-0.2836484282630976
ACH-001163,-0.38709774839623895
ACH-001164,-0.17285898243527315
ACH-001183,-0.254823774418938
ACH-001192,-0.2702428836007958
ACH-001193,-0.2531897669399802
ACH-001196,-0.3990545502718579
ACH-001197,-0.3567658932255645
ACH-001205,-0.3717625735841372
ACH-001211,-0.1499913415852239
ACH-001212,-0.3193100567767173
ACH-001228,-0.3345185316448525
ACH-001232,-0.23854435632940624
ACH-001239,-0.27093356953016584
ACH-001270,-0.278539195284825
ACH-001274,-0.2110570889256579
ACH-001275,-0.2539587537169441
ACH-001277,-0.07269749213926671
ACH-001278,-0.3587322131387167
ACH-001280,-0.3373751788212116
ACH-001283,-0.21279851836951785
ACH-001289,-0.3938520725292046
ACH-001300,-0.4505121637487818
ACH-001301,-0.2169141679803171
ACH-001302,-0.2821308857356346
ACH-001306,-0.2442052656387343
ACH-001318,-0.2073828866633288
ACH-001322,-0.32693472372587656
ACH-001328,-0.2146172511560667
ACH-001332,-0.23761981189674106
ACH-001336,-0.3204827728204043
ACH-001346,-0.2698848831427671
ACH-001353,-0.10004038617047943
ACH-001354,-0.3729774808075726
ACH-001367,-0.4198607374876731
ACH-001368,-0.2721996403599465
ACH-001374,-0.6505907347969583
ACH-001377,-0.3941321289994754
ACH-001380,-0.3860974957781244
ACH-001391,-0.5229656433777721
ACH-001408,-0.4638551832914797
ACH-001430,-0.11502399363803728
ACH-001431,-0.29533323553325663
ACH-001450,-0.4099455144361397
ACH-001496,-0.1978554183153113
ACH-001500,-0.17823181728865756
ACH-001523,-0.33533440174914536
ACH-001532,-0.2678327475167556
ACH-001550,-0.3367125821789956
ACH-001552,-0.5485678384410576
ACH-001554,-0.4341710518099863
ACH-001654,-0.23184564412525066
ACH-001735,-0.4078454116935256
ACH-001736,-0.3635265792323101
ACH-001737,-0.2978172968764399
ACH-001740,-0.4444484752620577
ACH-001745,-0.2704781168449879
ACH-001765,-0.24509341073897914
