,CPSF3 (51692)
ACH-000004,-0.7677079390554353
ACH-000005,-0.8610472257834392
ACH-000007,-0.6549762617984792
ACH-000009,-0.7202057166502901
ACH-000011,-0.5588580838859583
ACH-000012,-0.8936984338180631
ACH-000013,-0.7245169653270874
ACH-000014,-0.9930623835268432
ACH-000015,-0.8898398239159446
ACH-000017,-0.8433200086704714
ACH-000018,-0.6885511401005185
ACH-000019,-0.4967771608216862
ACH-000021,-0.83990308127173
ACH-000022,-0.7517534243136286
ACH-000025,-0.9033957034636904
ACH-000028,-0.7505560509130683
ACH-000030,-0.9673421030027752
ACH-000035,-0.9223654885784496
ACH-000036,-0.8178588858535396
ACH-000037,-1.170155233202123
ACH-000039,-0.6943898717678026
ACH-000040,-0.7931293318085967
ACH-000041,-0.8087020003153844
ACH-000042,-1.005482569108601
ACH-000045,-0.8258507047384108
ACH-000047,-0.7327113281187241
ACH-000052,-0.9910049324687679
ACH-000053,-0.960970731664732
ACH-000054,-0.919900240512102
ACH-000055,-0.8690878252906845
ACH-000060,-0.7947919222055423
ACH-000067,-0.85986862129235
ACH-000070,-0.7928052892217667
ACH-000075,-0.9689977730110696
ACH-000078,-1.0234068107363683
ACH-000082,-0.7845109429876341
ACH-000085,-0.8098144164949984
ACH-000086,-0.8646849937271226
ACH-000087,-0.7937167126438837
ACH-000092,-1.0544859563263829
ACH-000095,-0.7692102810853609
ACH-000097,-0.7848317843772452
ACH-000098,-0.83176479811599
ACH-000099,-0.8583830839773755
ACH-000108,-0.6163084863557587
ACH-000113,-0.6778420928250409
ACH-000116,-0.7053095184727026
ACH-000118,-0.8029997818040404
ACH-000120,-0.953191843899093
ACH-000123,-0.8666176610608156
ACH-000127,-0.940145664867889
ACH-000128,-0.9907002670459174
ACH-000132,-0.8614273605620295
ACH-000133,-1.1077619656833009
ACH-000137,-1.0736028240977746
ACH-000138,-0.8911016840051964
ACH-000142,-0.8390736827446467
ACH-000143,-0.8004701201463262
ACH-000146,-0.9669186152624224
ACH-000148,-0.7734607510688235
ACH-000150,-0.8308083679999138
ACH-000152,-0.8835373243199554
ACH-000153,-1.0095766959875117
ACH-000159,-0.7771353679753666
ACH-000160,-0.6902757646808956
ACH-000163,-0.8356705295123181
ACH-000167,-1.0299853514465358
ACH-000168,-0.9741720599387232
ACH-000169,-0.9798398837321298
ACH-000178,-0.8665170453143444
ACH-000183,-1.0616467335453168
ACH-000188,-0.8033801546622271
ACH-000189,-0.7821026856031627
ACH-000190,-0.583268850879219
ACH-000198,-0.8471048448921384
ACH-000203,-1.028866890679627
ACH-000204,-0.8714617607978015
ACH-000206,-1.0195805144171208
ACH-000207,-0.6913375704064483
ACH-000208,-0.8781040873284741
ACH-000210,-0.6058329199027468
ACH-000211,-0.7485261780910968
ACH-000215,-0.854203092965727
ACH-000221,-0.5983798972281756
ACH-000222,-0.7893493225818726
ACH-000223,-1.1031512748405785
ACH-000226,-0.773986606854658
ACH-000227,-0.8611890121377248
ACH-000228,-0.8179450195915784
ACH-000231,-1.0509545379248009
ACH-000232,-0.8899165175773137
ACH-000233,-0.910302866906376
ACH-000234,-0.6950104489146994
ACH-000235,-0.8048994069074006
ACH-000237,-0.8236346685126104
ACH-000238,-1.0393889315213551
ACH-000242,-0.8777201244222502
ACH-000243,-0.9572088464630454
ACH-000244,-0.9144599965578796
ACH-000246,-0.9272560794192092
ACH-000248,-0.8326748606696636
ACH-000250,-0.8659355323180046
ACH-000251,-1.0229707687282037
ACH-000252,-0.9920980016218456
ACH-000253,-0.9522896828220172
ACH-000255,-0.8447669671862521
ACH-000256,-0.7552935720462096
ACH-000257,-1.0243752105092565
ACH-000258,-0.9133327241558662
ACH-000259,-0.5202154283379888
ACH-000260,-1.0188030648921351
ACH-000261,-0.8401553006400861
ACH-000262,-0.7926428945094826
ACH-000263,-0.9886942983048592
ACH-000264,-0.7113826705859903
ACH-000265,-0.7909737041214752
ACH-000266,-0.7678969891914016
ACH-000272,-0.879354709147972
ACH-000274,-0.8642245900539578
ACH-000277,-0.7209314407647326
ACH-000278,-0.8322438370129521
ACH-000279,-0.7739982445579628
ACH-000280,-0.9770583485411848
ACH-000281,-0.970689072807196
ACH-000288,-0.6952098447168074
ACH-000291,-0.6759000633545068
ACH-000293,-0.807340101387067
ACH-000294,-0.6479359420663077
ACH-000295,-0.7779341688962434
ACH-000296,-0.5296421308394185
ACH-000302,-0.8672416439060358
ACH-000304,-0.9733331631798924
ACH-000307,-0.8097133417231676
ACH-000308,-0.95176640816506
ACH-000310,-0.7129783394001528
ACH-000311,-0.8985631568114758
ACH-000312,-0.7420443344122053
ACH-000315,-0.9228959663452544
ACH-000316,-1.01214203626
ACH-000317,-1.1508710501879111
ACH-000318,-0.8734731198429808
ACH-000319,-1.0091756876849407
ACH-000320,-0.8767822668223796
ACH-000322,-0.8971304189017558
ACH-000323,-0.8387984908819992
ACH-000324,-0.8990742321952427
ACH-000329,-0.9537885804962091
ACH-000330,-0.8310624167388655
ACH-000331,-0.7398758664757323
ACH-000332,-0.905570672822558
ACH-000334,-0.6369602954420325
ACH-000335,-0.9302795207203476
ACH-000336,-0.9250228749813496
ACH-000337,-0.9533469698192434
ACH-000338,-0.8974178372306241
ACH-000339,-0.6691890511692221
ACH-000341,-0.7470529724614284
ACH-000348,-0.8075214159881482
ACH-000350,-0.8976530658488161
ACH-000352,-0.6431375771571278
ACH-000356,-0.7814449528801121
ACH-000361,-0.6432219124695177
ACH-000362,-0.9576127803666894
ACH-000363,-0.6910385826281121
ACH-000364,-1.017714031777796
ACH-000365,-0.7573720588167171
ACH-000366,-0.8338542322417115
ACH-000368,-0.9615331956330734
ACH-000374,-1.037430930849417
ACH-000375,-0.6757636713373759
ACH-000376,-0.9590767690029348
ACH-000381,-0.9202000969846288
ACH-000383,-0.6776103871773029
ACH-000387,-0.7734789837052929
ACH-000389,-1.0772688048023844
ACH-000390,-0.9626673138194572
ACH-000393,-0.7723896092921451
ACH-000395,-0.7685727988549813
ACH-000396,-0.8898066727228287
ACH-000397,-1.050473108612986
ACH-000401,-0.5820748589309203
ACH-000402,-0.7321191035341255
ACH-000403,-0.8779431369928726
ACH-000404,-0.6289061705725074
ACH-000406,-0.8804014342705249
ACH-000407,-1.036143327636871
ACH-000408,-1.004489905584128
ACH-000410,-0.9353158083526948
ACH-000411,-0.8259579577638925
ACH-000414,-0.8865581557208508
ACH-000415,-0.874830640750072
ACH-000416,-0.8867943871746906
ACH-000420,-0.9498622876177144
ACH-000421,-0.816818089050722
ACH-000424,-0.7041403941786175
ACH-000425,-0.6950300916484691
ACH-000426,-0.9206352622692942
ACH-000427,-0.9578532549827282
ACH-000433,-0.6738947152483019
ACH-000435,-0.6271767290941264
ACH-000436,-0.8271117967810495
ACH-000444,-0.8375561268389254
ACH-000445,-0.9684142145740628
ACH-000448,-0.7305828533097561
ACH-000450,-0.9732453846557872
ACH-000452,-1.2129827168648628
ACH-000454,-0.8860355664369401
ACH-000458,-0.5907221086045817
ACH-000459,-0.5636560144936715
ACH-000460,-0.7693217858025609
ACH-000461,-0.8389499090950271
ACH-000463,-0.7952925078444775
ACH-000464,-0.7495858660791883
ACH-000466,-0.8531873538627941
ACH-000467,-0.8315858637827729
ACH-000468,-1.0195421460302632
ACH-000469,-0.9283113693789466
ACH-000470,-0.924430867306126
ACH-000471,-0.9060388122079948
ACH-000472,-1.1055270021795274
ACH-000473,-0.7032360672301141
ACH-000475,-0.9136344860635106
ACH-000476,-0.6986840309981265
ACH-000477,-0.5420804222891642
ACH-000479,-0.7555322019371513
ACH-000480,-0.5916078792567254
ACH-000481,-0.922362302050462
ACH-000483,-0.8457052673205192
ACH-000484,-0.8311755820449175
ACH-000485,-0.7840710170612298
ACH-000486,-0.9125514487234376
ACH-000487,-0.7556060181830484
ACH-000488,-0.9587539914980029
ACH-000490,-0.7170593772633775
ACH-000491,-0.8132497947525715
ACH-000495,-1.1449148670381797
ACH-000496,-0.706244286588585
ACH-000499,-1.0450969176825289
ACH-000500,-0.9386065175144224
ACH-000502,-0.8840931167954597
ACH-000503,-0.5795817352240121
ACH-000505,-1.0823959481045031
ACH-000507,-0.7809360175503569
ACH-000510,-0.7408129730580748
ACH-000511,-0.9246652175267988
ACH-000512,-0.9129482284669082
ACH-000516,-1.0266001087551049
ACH-000517,-0.9082422679491012
ACH-000518,-1.014903105841278
ACH-000520,-0.9864304646622478
ACH-000521,-0.614717388903261
ACH-000522,-0.8383942050396356
ACH-000524,-0.6306816780868032
ACH-000527,-0.8367970177870345
ACH-000528,-0.7094721693869883
ACH-000537,-0.8184133383578904
ACH-000541,-0.9386702398422788
ACH-000542,-0.8926733641162166
ACH-000544,-0.9202192379863026
ACH-000545,-0.974949735628883
ACH-000547,-0.7139953860157102
ACH-000548,-0.9301851190289464
ACH-000549,-0.8342332987428069
ACH-000550,-0.7194275374214555
ACH-000552,-1.0485540596797478
ACH-000556,-0.8920785283714816
ACH-000557,-0.7077789195554691
ACH-000569,-0.6914992229106789
ACH-000570,-0.8448763561805589
ACH-000571,-0.7608831499622309
ACH-000573,-0.7999397900786923
ACH-000576,-0.8969491448156929
ACH-000579,-0.4193419508892953
ACH-000580,-0.7475761687624933
ACH-000584,-0.8122482979482875
ACH-000585,-0.8043066076269018
ACH-000588,-0.67536481940836
ACH-000589,-0.8327159305298253
ACH-000591,-0.8923101017969326
ACH-000593,-0.8707036318789538
ACH-000600,-0.5175438092445934
