,ZSWIM1 (90204)
ACH-000004,-0.3696970274990882
ACH-000005,0.23270678291341004
ACH-000007,-0.18180006629431514
ACH-000009,-0.02501728645064951
ACH-000011,-0.08846871237298091
ACH-000012,-0.03683403199302773
ACH-000013,-0.008299409242490313
ACH-000014,-0.09604019653658358
ACH-000015,-0.11876486444448282
ACH-000017,-0.1891449960329267
ACH-000018,-0.16079273491433904
ACH-000019,-0.13637264440796867
ACH-000021,-0.08066130049068378
ACH-000022,-0.04088096260136015
ACH-000025,-0.033431717238898435
ACH-000028,-0.07253506263443665
ACH-000030,-0.03067022419003926
ACH-000035,-0.08284289705496907
ACH-000036,0.052314001318429504
ACH-000037,0.043179122891042136
ACH-000039,-0.10380424446245902
ACH-000040,-0.08272080290600954
ACH-000041,0.004703954363686525
ACH-000042,-0.04533715614404788
ACH-000045,-0.06720939665352554
ACH-000047,-0.06482869810716464
ACH-000052,-0.21716962287868255
ACH-000053,-0.09787515719492997
ACH-000054,-0.07957218843619975
ACH-000055,-0.06017453211427772
ACH-000060,-0.08998413445959515
ACH-000067,-0.025834586115006726
ACH-000070,0.011294520324438331
ACH-000075,-0.17026001369412103
ACH-000078,-0.047747349085901065
ACH-000082,-0.08677124909660415
ACH-000085,-0.2024506656598819
ACH-000086,-0.1784597087406148
ACH-000087,-0.2516022517576804
ACH-000092,-0.08036375556756832
ACH-000095,-0.0029802243144607084
ACH-000097,-0.1327264836055331
ACH-000098,-0.07517470811364887
ACH-000099,-0.10234712404117703
ACH-000108,-0.17105534142147402
ACH-000113,-0.0811647461493793
ACH-000116,-0.06642914660387872
ACH-000118,-0.005863712969816111
ACH-000120,0.1440098346249143
ACH-000123,-0.0248078848074936
ACH-000127,-0.019541760134286396
ACH-000128,-0.051538778913285926
ACH-000132,-0.01694170070490514
ACH-000133,-0.1191778975416618
ACH-000137,-0.059767102850454064
ACH-000138,-0.0918719396032624
ACH-000142,0.044804787395230486
ACH-000143,0.08507466722182261
ACH-000146,-0.12438663680449445
ACH-000148,-0.08488673763130528
ACH-000150,0.04941738963023326
ACH-000152,0.009036864129855805
ACH-000153,-0.08819932722407108
ACH-000159,-0.03949204473367153
ACH-000160,-0.028960364807411664
ACH-000163,-0.24737979767332002
ACH-000167,-0.003039418242808105
ACH-000168,-0.052816479627574985
ACH-000169,-0.13543014040458606
ACH-000178,-0.0373701395952822
ACH-000183,-0.2517869270523275
ACH-000188,-0.009790948657564635
ACH-000189,-0.11656286123510295
ACH-000190,-0.17092248608879312
ACH-000198,-0.10813734183327696
ACH-000203,-0.2849021144482466
ACH-000204,-0.4669962625999433
ACH-000206,-0.1953571119739464
ACH-000207,-0.01716711703741183
ACH-000208,-0.16367520684654271
ACH-000210,0.20645487081137412
ACH-000211,-0.1255627422814986
ACH-000215,-0.008774031586965712
ACH-000221,-0.10118789519853663
ACH-000222,-0.0715119549843083
ACH-000223,-0.015761579985513925
ACH-000226,-0.027106219667520744
ACH-000227,-0.12424065022034753
ACH-000228,-0.10493873025954016
ACH-000231,-0.16339369230087444
ACH-000232,-0.08625510110261604
ACH-000233,-0.01493240834724074
ACH-000234,-0.017157343128271146
ACH-000235,-0.16326822436008376
ACH-000237,0.008351616624559171
ACH-000238,-0.2263536248386105
ACH-000242,0.06701101658571176
ACH-000243,-0.05688330666193244
ACH-000244,-0.17367177227164093
ACH-000246,-0.06517451347636742
ACH-000248,-0.09387174624033756
ACH-000250,-0.11671067116954136
ACH-000251,-0.0820396858336456
ACH-000252,-0.06904758412477405
ACH-000253,-0.02690088251151641
ACH-000255,-0.1690474742239309
ACH-000256,-0.14808680345203892
ACH-000257,-0.1176543838394434
ACH-000258,-0.16281428226332853
ACH-000259,-0.0760273677180863
ACH-000260,-0.14669493191713706
ACH-000261,-0.1531061778724781
ACH-000262,-0.12580600370637285
ACH-000263,0.10623770381036547
ACH-000264,-0.10174297168501292
ACH-000265,-0.030774848138338782
ACH-000266,-0.0496348941417399
ACH-000272,-0.15634094383323496
ACH-000274,-0.16169728262577684
ACH-000277,-0.3446468184047994
ACH-000278,-0.016277419063622046
ACH-000279,-0.04522410737136439
ACH-000280,-0.17229220342752954
ACH-000281,-0.0903999450212868
ACH-000288,-0.013239423540086757
ACH-000291,-0.15373035003337865
ACH-000293,0.03377084234293196
ACH-000294,-0.3739977171176877
ACH-000295,-0.25085578506040274
ACH-000296,-0.24001285512537826
ACH-000302,-0.01151282956841893
ACH-000304,-0.04992460032236011
ACH-000307,-0.12756291802681366
ACH-000308,-0.1446575114732574
ACH-000310,-0.16996424341501726
ACH-000311,-0.11312819569365958
ACH-000312,-0.08347139574920376
ACH-000315,0.12791523754496176
ACH-000316,0.009577148201319031
ACH-000317,-0.3621698256541361
ACH-000318,-0.11543644349936133
ACH-000319,-0.06136737351923665
ACH-000320,-0.00737883100732893
ACH-000322,-0.1392688256725614
ACH-000323,-0.05025595757778993
ACH-000324,-0.07734115654543533
ACH-000329,-0.06676434725137699
ACH-000330,-0.19964024933031785
ACH-000331,-0.05856942381016252
ACH-000332,-0.12101569477799515
ACH-000334,-0.16089599938126234
ACH-000335,0.13885480476608514
ACH-000336,-0.028345754258996495
ACH-000337,0.09236078537437868
ACH-000338,0.1183921584209886
ACH-000339,-0.013139332407035688
ACH-000341,-0.0989357719721473
ACH-000348,-0.09011178076916387
ACH-000350,-0.026328710515505838
ACH-000352,-0.021414863921543542
ACH-000356,-0.06296159949466819
ACH-000361,-0.07544958330057829
ACH-000362,-0.04834120913862412
ACH-000363,-0.20739360842010826
ACH-000364,0.01860780060247924
ACH-000365,-0.08220562842663104
ACH-000366,-0.1349152471428116
ACH-000368,-0.07015930795851075
ACH-000374,-0.021972192862188263
ACH-000375,-0.04239453458396162
ACH-000376,-0.16736658893906012
ACH-000381,-0.045848504975220264
ACH-000383,-0.1126894592881027
ACH-000387,-0.12519954094677338
ACH-000389,-0.2598434556080053
ACH-000390,-0.03745798203046922
ACH-000393,-0.05252862424749734
ACH-000395,-0.14235997668228234
ACH-000396,-0.4194002755445523
ACH-000397,-0.0017309447427820562
ACH-000401,-0.3118719343840905
ACH-000402,-0.03381145587901502
ACH-000403,-0.06251326458395702
ACH-000404,0.011362121101730124
ACH-000406,-0.07581345837647116
ACH-000407,-0.203936877042648
ACH-000408,-0.2122084032886077
ACH-000410,-0.20804747656918654
ACH-000411,-0.2084438071404836
ACH-000414,-0.09241417632308144
ACH-000415,0.002382290872657768
ACH-000416,-0.06601447606264726
ACH-000420,-0.13553941020297475
ACH-000421,-0.03075866903032352
ACH-000424,-0.30561019444063425
ACH-000425,-0.19726573260097954
ACH-000426,-0.30438594045260725
ACH-000427,-0.269623024828456
ACH-000433,0.07489300344151648
ACH-000435,-0.6503467721786825
ACH-000436,0.001062003740887186
ACH-000444,-0.0935006378618712
ACH-000445,0.051766058990306674
ACH-000448,-0.07561354873260287
ACH-000450,-0.2957409116460584
ACH-000452,-0.09193332320484952
ACH-000454,0.1538539802418562
ACH-000458,-0.09179909722584924
ACH-000459,-0.08001732663491419
ACH-000460,-0.13864559791102782
ACH-000461,-0.1694601704664386
ACH-000463,-0.24278925791666625
ACH-000464,-0.14887530930325524
ACH-000466,-0.1288046941385276
ACH-000467,-0.0964563310248552
ACH-000468,-0.08665796399140498
ACH-000469,-0.1197053949897197
ACH-000470,-0.033105508966042925
ACH-000471,-0.1108765147965914
ACH-000472,-0.10991424956845396
ACH-000473,0.010194845556062487
ACH-000475,-0.10474039681090416
ACH-000476,-0.14641269487417105
ACH-000477,0.04607148768943582
ACH-000479,-0.4715358515512912
ACH-000480,-0.019910354536397862
ACH-000481,0.009898618322639163
ACH-000483,-0.07903479666333815
ACH-000484,-0.0006783342490760722
ACH-000485,-0.09103107395878664
ACH-000486,-0.2130523014181009
ACH-000487,-0.2715523780014236
ACH-000488,-0.10368176324538672
ACH-000490,-0.06187713153674754
ACH-000491,-0.0638794881840148
ACH-000495,-0.16296747977101628
