,EVPLL (645027)
ACH-000004,0.05650772069069152
ACH-000005,-0.1096589118889232
ACH-000007,-0.20768014528367834
ACH-000009,-0.21067114834746706
ACH-000011,-0.0571679438815468
ACH-000012,-0.10240480610714044
ACH-000013,-0.27366263638992383
ACH-000014,-0.09569045137189887
ACH-000015,-0.1110770861095594
ACH-000017,-0.0368421662706816
ACH-000018,-0.23423164982182534
ACH-000019,-0.06524200455894967
ACH-000021,-0.06291248374263535
ACH-000022,-0.5517308439689689
ACH-000025,-0.21082101769170636
ACH-000028,-0.08219380345257409
ACH-000030,0.0954429031620715
ACH-000035,-0.1724204612161227
ACH-000036,-0.06773672539503156
ACH-000037,-0.11226959399211688
ACH-000039,-0.2880630408729255
ACH-000040,-0.2091627062932125
ACH-000041,-0.2402434987585061
ACH-000042,-0.26444917690055764
ACH-000045,-0.14389788733518696
ACH-000047,-0.030764552165627162
ACH-000052,0.028477178561278963
ACH-000053,-0.014386634405373588
ACH-000054,0.03006689051187412
ACH-000055,-0.1656262911854984
ACH-000060,-0.2100439134345504
ACH-000067,-0.16304763480186674
ACH-000070,0.0845292803698391
ACH-000075,-0.20624597326892974
ACH-000078,-0.13721481911285882
ACH-000082,-0.23515157286946795
ACH-000085,0.07068911862016003
ACH-000086,-0.06981747850095739
ACH-000087,-0.2268500293161056
ACH-000092,0.028450962165111518
ACH-000095,-0.12600787528923854
ACH-000097,-0.02679375916114996
ACH-000098,-0.13779380182402262
ACH-000099,-0.10357495814323348
ACH-000108,-0.1405702930722078
ACH-000113,-0.03677814151900955
ACH-000116,0.03826932312594816
ACH-000118,0.04663756457803482
ACH-000120,-0.2518005220924325
ACH-000123,-0.047097259797165364
ACH-000127,-0.21973836486740614
ACH-000128,-0.09969072643434253
ACH-000132,-0.03330627758490517
ACH-000133,-0.02748161111844093
ACH-000137,-0.10322519207246847
ACH-000138,-0.2395889155016361
ACH-000142,-0.10276693980082133
ACH-000143,-0.10245997206829026
ACH-000146,-0.08677487112578619
ACH-000148,-0.07567924031637213
ACH-000150,-0.14027553737462778
ACH-000152,-0.16153246209310962
ACH-000153,-0.17457011049086624
ACH-000159,-0.13578258637908286
ACH-000160,0.027914102258778876
ACH-000163,0.0028194071799840285
ACH-000167,-0.09846249632041283
ACH-000168,-0.10552807291239197
ACH-000169,-0.023561282147249386
ACH-000178,-0.16169169805411324
ACH-000183,-0.20826535657645728
ACH-000188,-0.12542463879095134
ACH-000189,-0.14224723445466592
ACH-000190,0.037895537576212134
ACH-000198,-0.13076264096284942
ACH-000203,0.06738488214532395
ACH-000204,0.08140244727491472
ACH-000206,0.17549517204224835
ACH-000207,-0.027508316094957876
ACH-000208,-0.2328236197958932
ACH-000210,-0.3574124995500115
ACH-000211,-0.019762898855803176
ACH-000215,-0.08729541643110933
ACH-000221,-0.14622385168778393
ACH-000222,-0.055730448503825296
ACH-000223,0.0055386870084150105
ACH-000226,-0.18916764098475916
ACH-000227,-0.09564880407810154
ACH-000228,-0.09758410893016814
ACH-000231,-0.09004023444612441
ACH-000232,-0.0625801718449043
ACH-000233,-0.08887490341684824
ACH-000234,-0.08828206239910262
ACH-000235,-0.1383746211990531
ACH-000237,-0.016740610674171885
ACH-000238,-0.2260026130761831
ACH-000242,-0.05908830864939795
ACH-000243,-0.15986401586192472
ACH-000244,0.11916370758697772
ACH-000246,-0.03222127583277207
ACH-000248,-0.0018510115409247523
ACH-000250,-0.03976901740484254
ACH-000251,0.09920838310939896
ACH-000252,-0.1260474306988285
ACH-000253,0.0036345599848701055
ACH-000255,-0.09554240913283847
ACH-000256,0.028502326687595125
ACH-000257,-0.019498950287587462
ACH-000258,-0.07190005145997602
ACH-000259,0.03719623587024992
ACH-000260,-0.17087045686159774
ACH-000261,-0.09199481802873608
ACH-000262,0.03248916637503487
ACH-000263,0.0339476713096048
ACH-000264,-0.015295776187414291
ACH-000265,-0.12648813016675878
ACH-000266,-0.11957453714684592
ACH-000272,-0.04332913112991031
ACH-000274,-0.06324413703712009
ACH-000277,-0.2630759296291302
ACH-000278,-0.0361805099459088
ACH-000279,-0.0742893360804928
ACH-000280,-0.07945588587263262
ACH-000281,-0.05294039938457847
ACH-000288,-0.2552756581263677
ACH-000291,-0.02250151701455614
ACH-000293,0.10597362485795743
ACH-000294,0.017247781468002734
ACH-000295,-0.2865033085682537
ACH-000296,-0.0040848002281086
ACH-000302,-0.08740014801323055
ACH-000304,0.0013201995332797426
ACH-000307,0.0912750144572528
ACH-000308,0.022714265083110037
ACH-000310,-0.06536660059867297
ACH-000311,-0.30321575909546955
ACH-000312,-0.190903144945234
ACH-000315,-0.10632403153388592
ACH-000316,-0.25212874766638
ACH-000317,0.20619392764092695
ACH-000318,-0.15904816076821507
ACH-000319,-0.047626838831619854
ACH-000320,0.0796040423450354
ACH-000322,0.03292185849837116
ACH-000323,-0.2976743822228424
ACH-000324,-0.14608980024810722
ACH-000329,-0.041944725217839714
ACH-000330,0.07129307690703884
ACH-000331,-0.15588628919321865
ACH-000332,0.008726822452335817
ACH-000334,-0.14637753189723238
ACH-000335,0.03704013721724709
ACH-000336,-0.2642627473250892
ACH-000337,-0.15937131244225647
ACH-000338,-0.4345350386282826
ACH-000339,-0.04827585823773263
ACH-000341,-0.2604308182417524
ACH-000348,-0.07114120315083661
ACH-000350,-0.2425671767083221
ACH-000352,-0.016903055171789805
ACH-000356,0.03414243981562354
ACH-000361,0.03311239000198996
ACH-000362,-0.12002367745226385
ACH-000363,-0.10708838182708548
ACH-000364,-0.013338005966523368
ACH-000365,-0.07169406357729449
ACH-000366,0.02686149762313412
ACH-000368,-0.08891991072742178
ACH-000374,-0.038777547400883836
ACH-000375,-0.167125481254131
ACH-000376,0.0010628100224622952
ACH-000381,-0.07659381843409505
ACH-000383,-0.19448473388443
ACH-000387,-0.17487853351116522
ACH-000389,-0.06586366937610612
