,TERF1 (7013)
ACH-000004,-0.4523469571633849
ACH-000005,-0.7187227417674942
ACH-000007,-0.6080123767531019
ACH-000009,-0.23583467512994016
ACH-000011,-0.8023987505579053
ACH-000012,-0.6601664020475042
ACH-000013,-0.4915120841508656
ACH-000014,-0.932741292315642
ACH-000015,-0.5192407991790836
ACH-000017,-0.9416000043924032
ACH-000018,-0.6391212199812226
ACH-000019,-0.3918703574522205
ACH-000021,-0.6770257359709008
ACH-000022,-0.7719603434862427
ACH-000025,-0.4247487169098314
ACH-000028,-0.4879404147765049
ACH-000030,-0.7348363914977507
ACH-000035,-0.5671681016425514
ACH-000036,-0.6704040273907255
ACH-000037,-0.4908947688887394
ACH-000039,-0.4480378574587116
ACH-000040,-0.6401412030162849
ACH-000041,-0.6116715037723781
ACH-000042,-0.7270031288366843
ACH-000045,-0.4989151465815265
ACH-000047,-0.5320934551631606
ACH-000052,-0.5542705565261179
ACH-000053,-0.4479369628599583
ACH-000054,-0.6607936836805167
ACH-000055,-0.7930234489032593
ACH-000060,-0.8187374224685542
ACH-000067,-0.9118925940993179
ACH-000070,-0.5674953661751222
ACH-000075,-0.6644495771421367
ACH-000078,-0.4097000117173049
ACH-000082,-0.6841453983141067
ACH-000085,-0.4888992870687492
ACH-000086,-0.4823026665157709
ACH-000087,-0.6178954341889583
ACH-000092,-0.6414238162892576
ACH-000095,-0.8470677270895614
ACH-000097,-0.6792369610666694
ACH-000098,-0.4599785835356088
ACH-000099,-0.7874050508200547
ACH-000108,-0.7134593977339989
ACH-000113,-0.5117435461326038
ACH-000116,-0.6504334181254198
ACH-000118,-0.6200776111777533
ACH-000120,-0.790897726464493
ACH-000123,-0.841287497492554
ACH-000127,-0.8874571344688715
ACH-000128,-0.4018632048848286
ACH-000132,-0.6160015313782375
ACH-000133,-0.5773768279782033
ACH-000137,-0.3336543710149171
ACH-000138,-0.5195889821366557
ACH-000142,-0.5068231099257674
ACH-000143,-0.6265581151756372
ACH-000146,-0.4772805514009523
ACH-000148,-0.6765118446138011
ACH-000150,-0.7880093406690988
ACH-000152,-0.7039059945781347
ACH-000153,-0.5881446155124711
ACH-000159,-0.8387155573066328
ACH-000160,-0.09104337646685456
ACH-000163,-0.6744914225141342
ACH-000167,-0.6803475652320038
ACH-000168,-0.7338040873836043
ACH-000169,-0.6298973525613121
ACH-000178,-0.7005479537135076
ACH-000183,-0.506941115780397
ACH-000188,-0.8427749596228841
ACH-000189,-0.8809613194775947
ACH-000190,-0.3511546887021565
ACH-000198,-0.8155359242412904
ACH-000203,-0.13553253380438227
ACH-000204,-0.4506965335458604
ACH-000206,-0.8105893091228873
ACH-000207,-0.5440720916088311
ACH-000208,-0.7509931971260525
ACH-000210,-0.8951759569359495
ACH-000211,-0.6365062653832916
ACH-000215,-0.7073351711286526
ACH-000221,-0.8274270942265667
ACH-000222,-0.8476411630458125
ACH-000223,-0.5543512543889635
ACH-000226,-0.7178717919451576
ACH-000227,-0.6627560037026208
ACH-000228,-0.7596139571235618
ACH-000231,-0.8729871960551387
ACH-000232,-0.7584736094864465
ACH-000233,-0.4183890343196859
ACH-000234,-0.8021527885408196
ACH-000235,-0.7848222374797398
ACH-000237,-0.9051077154486954
ACH-000238,-0.8061198526055625
ACH-000242,-0.5069296485348184
ACH-000243,-0.6484085079649223
ACH-000244,-0.8615364083912673
ACH-000246,-0.6871354695451831
ACH-000248,-0.8865626486254103
ACH-000250,-0.7757294892720448
ACH-000251,-0.7903671884653695
ACH-000252,-0.6245859688320994
ACH-000253,-0.4555419400170092
ACH-000255,-0.5789105635170158
ACH-000256,-0.967586022028172
ACH-000257,-0.7990532396845869
ACH-000258,-0.6355944132275843
ACH-000259,-0.7134751540005395
