,PSPH (5723)
ACH-000210,-0.35929443276308715
ACH-000211,-0.16684536450001694
ACH-000215,-0.0972756793101309
ACH-000221,-0.2592926248599074
ACH-000222,-0.06638989940830171
ACH-000223,-0.22095059855072854
ACH-000226,-0.14922814891765515
ACH-000227,-0.24080761432066866
ACH-000228,-0.16060465383190947
ACH-000231,-0.18267610101941084
ACH-000232,-0.2757191758138689
ACH-000233,-0.12111377042173922
ACH-000234,-0.13408725572668706
ACH-000235,-0.2012265466734223
ACH-000237,-0.2610304419234677
ACH-000238,-0.18919498718274208
ACH-000242,-0.4029410663110588
ACH-000243,-0.15061899894899272
ACH-000244,-0.2692164508991348
ACH-000246,-0.15256292974714544
ACH-000248,-0.07868240184451454
ACH-000250,-0.171452616094751
ACH-000251,-0.2081842563977372
ACH-000252,-0.2020080586018736
ACH-000253,-0.16022427091924238
ACH-000255,-0.2351243798324131
ACH-000256,-0.11442258630300088
ACH-000257,-0.1966839657220612
ACH-000258,-0.20033183493438345
ACH-000259,-0.1581609003680793
ACH-000260,-0.05393651429314334
ACH-000261,-0.35529988175107585
ACH-000262,-0.2304532978089744
ACH-000263,-0.2454935145356725
ACH-000264,-0.16077155639504218
ACH-000265,-0.0443310263639573
ACH-000266,-0.28795013462423424
ACH-000272,-0.2594447525617365
ACH-000274,0.3147948523659272
ACH-000277,-0.2804385299463374
ACH-000278,-0.09716494080051727
ACH-000279,-0.15976314208140455
ACH-000280,-0.2827541192281502
ACH-000281,-0.23834368715620194
ACH-000288,-0.1910162925872756
ACH-000291,-0.2739594937069269
ACH-000293,-0.1791651372879329
ACH-000294,-0.3064081615900267
ACH-000295,-0.1008444465833423
ACH-000296,-0.17984402763705454
ACH-000302,-0.19397632797825295
ACH-000304,-0.2658377168293393
ACH-000307,-0.2609953599890498
ACH-000308,-0.3233163954772463
ACH-000310,-0.2837369845980451
ACH-000311,-0.1171408507946159
ACH-000312,-0.2578124028439328
ACH-000315,-0.10452680934435424
ACH-000316,-0.1320806341463516
ACH-000317,0.05310936250090079
ACH-000318,-0.09605282109085823
ACH-000319,-0.11349665234781585
ACH-000320,-0.24367012051356804
ACH-000322,-0.010861362748973973
ACH-000323,-0.12324578766345334
ACH-000324,-0.2824846762249509
ACH-000329,-0.16096079916336015
ACH-000330,-0.15713122262451165
ACH-000331,-0.2377413281953889
ACH-000332,-0.22401105206562244
ACH-000334,-0.17799129473411496
ACH-000335,0.09062918457380496
ACH-000336,-0.26729520863755885
ACH-000337,-0.14261000507465013
ACH-000338,-0.3055727981182054
ACH-000339,-0.21494568316095589
ACH-000341,-0.14572434682726262
ACH-000348,-0.14535665036454806
ACH-000350,-0.2618872339095617
ACH-000352,-0.1072877234001974
ACH-000356,-0.2611776419997458
ACH-000361,0.0038717017357288185
ACH-000362,-0.3207340463707277
ACH-000363,-0.1276880441402595
ACH-000364,-0.21279126589182792
ACH-000365,-0.2594260769629445
ACH-000366,-0.1870140142238198
ACH-000368,0.08034329417432486
ACH-000374,-0.11297261703868255
ACH-000375,-0.07507273635846642
ACH-000376,-0.2407366197029637
ACH-000381,-0.19637615636267813
ACH-000383,-0.14206613834156642
ACH-000387,-0.12478805036529668
ACH-000389,-0.18475528910025624
ACH-000390,-0.26970670768185645
ACH-000393,-0.3043816100549029
ACH-000395,-0.25960664615338
ACH-000396,-0.25826503067002954
ACH-000397,-0.16703346934686364
ACH-000401,-0.10921128408934136
ACH-000402,-0.4049095038916882
ACH-000403,-0.14145447441847278
ACH-000404,-0.2471643535539667
ACH-000406,-0.19559945474073087
ACH-000407,-0.07896163990781213
ACH-000408,-0.17361296993094893
ACH-000410,-0.1475878217599098
ACH-000411,-0.1695733837782792
ACH-000414,-0.1955854587940764
ACH-000415,-0.1748313699517695
ACH-000416,-0.2997788774891203
ACH-000420,-0.16295118486958046
ACH-000421,-0.17467463217502954
ACH-000424,-0.2589058966900484
ACH-000425,-0.21534630119761566
ACH-000426,-0.3698296189661741
ACH-000427,-0.1918649210903277
ACH-000433,-0.12610313725147898
ACH-000435,-0.13901043073219022
ACH-000436,-0.14301608174587996
ACH-000444,-0.27862921373526073
ACH-000445,0.007460202430488301
ACH-000448,-0.12362200466747468
ACH-000450,-0.13391893002859434
ACH-000452,-0.2857125658360926
ACH-000454,-0.19600191606819112
ACH-000458,-0.08515859164108314
ACH-000459,-0.3304177414827245
ACH-000460,-0.2819150172536073
ACH-000461,-0.09951295570796638
ACH-000463,-0.20768544415266596
ACH-000464,-0.1985515475803476
ACH-000466,-0.2751075071882424
ACH-000467,-0.3379121230310341
ACH-000468,-0.12822524672503913
ACH-000469,-0.09286976510200357
ACH-000470,-0.22915477523015765
ACH-000471,-0.22444729170516786
ACH-000472,-0.35948633157994514
ACH-000473,-0.1306572727838231
ACH-000475,-0.17648688339340152
ACH-000476,-0.3338211015362205
ACH-000477,-0.19024751106794094
ACH-000479,-0.16461858670597285
ACH-000480,-0.17585544333543635
ACH-000481,-0.06495273761691152
ACH-000483,-0.2617161239042455
ACH-000484,-0.0995832200353762
ACH-000485,-0.2382386715836083
ACH-000486,-0.21178303240388774
ACH-000487,-0.2033035322387392
ACH-000488,-0.24762216756382044
ACH-000490,-0.2000514886754007
ACH-000491,0.0014344792789630519
ACH-000495,-0.07554993983948992
ACH-000496,-0.20785358260668446
ACH-000499,-0.2388277382661977
ACH-000500,-0.15419749223029774
ACH-000502,-0.20869138798770667
ACH-000503,-0.2679371532597111
ACH-000505,-0.1811776609689268
ACH-000507,-0.12239184790997773
ACH-000510,-0.17423839853013035
ACH-000511,-0.23006446931394026
ACH-000512,-0.14579569958684818
ACH-000516,-0.2121523750588941
ACH-000517,-0.13676635039802165
ACH-000518,-0.13279901317790138
ACH-000520,-0.10044988036760398
ACH-000521,-0.02390562273972304
ACH-000522,-0.5118873651952075
ACH-000524,-0.2441639489154379
ACH-000527,-0.2355564395921219
ACH-000528,-0.2064247443405557
ACH-000537,-0.207448382524014
ACH-000541,-0.10358778751839154
ACH-000542,-0.23923015707416906
ACH-000544,-0.3167764077458069
ACH-000545,-0.10883039329435078
ACH-000547,-0.2845270904968312
ACH-000548,-0.1949783581487812
ACH-000549,-0.21163829334432346
ACH-000550,-0.25136423340654995
ACH-000552,-0.08322909229010303
ACH-000556,-0.05368740983302744
ACH-000557,-0.2764554379143572
ACH-000569,-0.3608185467770464
ACH-000570,-0.05576939239838647
ACH-000571,-0.2860075325190298
ACH-000573,-0.16745408661923766
ACH-000576,-0.030101479023935312
ACH-000579,-0.18862563235874344
ACH-000580,-0.15415032946971752
ACH-000584,-0.15865364723427294
ACH-000585,-0.17548372113224855
ACH-000588,-0.37821434122588216
ACH-000589,-0.1945358269316096
ACH-000591,-0.1288027620264262
ACH-000593,-0.20474003882777544
ACH-000600,-0.08062915699163765
ACH-000601,-0.065399483334534
ACH-000605,-0.3365022622151965
ACH-000606,-0.18735661299817802
ACH-000608,-0.27980914656688144
ACH-000614,-0.10313011934752438
ACH-000616,-0.2853688611381693
ACH-000618,-0.33044457820348416
ACH-000619,-0.04494760060275381
ACH-000620,-0.3651378906069561
ACH-000621,-0.25620772746117065
ACH-000622,-0.27556183627838515
ACH-000623,-0.2003963772376492
ACH-000624,-0.24338351015806944
ACH-000627,-0.2170021042678354
ACH-000630,-0.19751181768123907
ACH-000631,0.008482249716035816
ACH-000632,-0.1630186118450319
ACH-000633,-0.15225294983431095
ACH-000637,-0.4622296418832436
ACH-000638,-0.08073216238791214
ACH-000646,-0.19224644641914784
ACH-000647,-0.05553148254617677
ACH-000648,-0.1817277327149344
ACH-000649,-0.1672338152564449
ACH-000651,-0.23967349934158755
ACH-000652,-0.17747269800016185
ACH-000653,-0.15933932680357885
ACH-000657,-0.2407852889271332
ACH-000658,-0.37709202002370185
ACH-000661,-0.032327695284106256
ACH-000662,-0.07841903852140335
ACH-000663,-0.2383197402145385
ACH-000665,-0.04317682867970167
ACH-000671,-0.15318601381160266
ACH-000672,-0.1957665806612288
ACH-000673,-0.16749719432929852
ACH-000676,-0.16140281597506034
ACH-000677,-0.16621306120354187
ACH-000681,-0.16778171104310627
ACH-000683,-0.26482601521394183
ACH-000684,-0.15712567821970613
ACH-000688,-0.13462505246601386
ACH-000693,-0.12274263681511355
ACH-000694,-0.26938647349323075
ACH-000695,-0.31933231184924793
ACH-000696,-0.105655613604839
ACH-000697,-0.3701161860796348
ACH-000699,-0.1489315458183568
ACH-000701,-0.4051120415398873
ACH-000706,-0.2196173627981864
ACH-000711,-0.1658284764073573
ACH-000713,-0.3031202953815337
ACH-000714,-0.15179870420745414
ACH-000718,-0.17278874375885406
ACH-000720,-0.14080809626290644
ACH-000721,-0.19377695074811327
ACH-000724,-0.3758841005418319
ACH-000725,-0.1645875284242342
ACH-000732,-0.0022948957674677225
ACH-000734,-0.1925361492815987
ACH-000735,-0.10060650871826132
ACH-000736,-0.04716827288020888
ACH-000738,-0.15768578895003593
ACH-000746,-0.3637505582524564
ACH-000747,-0.07525725364809675
ACH-000748,-0.1912992715143649
ACH-000753,-0.2474999653992963
ACH-000756,-0.047050214680822836
ACH-000757,-0.06778112732814498
ACH-000758,-0.022240269089201875
ACH-000760,-0.12410492122453932
ACH-000762,-0.17257887845360012
ACH-000763,-0.3730305580577495
ACH-000764,-0.20445453425706453
ACH-000765,-0.04941240837721031
ACH-000766,-0.3899337240104172
ACH-000767,-0.2513772442126223
ACH-000768,-0.12145739246304428
ACH-000769,-0.02807430588630826
ACH-000770,-0.4362275783159552
ACH-000771,-0.11959585968982647
ACH-000773,-0.11704452721948308
ACH-000776,-0.31032779396374544
ACH-000777,-0.6743564575276957
ACH-000778,-0.17337671231544416
ACH-000781,-0.3199521239387158
ACH-000782,-0.2596321575878697
ACH-000783,-0.16062122833904213
ACH-000784,-0.08876551073352068
ACH-000785,-0.2298470481709811
ACH-000787,-0.10899098313770574
ACH-000788,-0.12741204421868732
ACH-000791,-0.12173723215647632
ACH-000792,-0.10315542973777876
ACH-000794,-0.1570498165358403
ACH-000796,-0.4039990285216579
ACH-000798,-0.3333877433884002
ACH-000799,-0.2590628293175187
ACH-000800,-0.21255867937644266
ACH-000802,-0.2955531209949494
ACH-000804,-0.1787677073945813
ACH-000805,-0.056877583802758626
ACH-000809,-0.17623876519922124
ACH-000810,-0.18013177012627155
ACH-000811,-0.25402968239190954
ACH-000817,-0.2825116724435369
ACH-000819,-0.21393371451781085
ACH-000820,-0.275172872081676
ACH-000821,-0.08176814278425408
ACH-000822,-0.1418189053358506
ACH-000823,-0.12301572760686907
ACH-000824,-0.13421036460035585
ACH-000827,-0.11178429417267063
ACH-000829,-0.011966061505134244
ACH-000831,-0.2020080233973678
ACH-000832,-0.15732667424515168
ACH-000833,-0.1430004680620793
ACH-000834,-0.20489042836075516
ACH-000835,-0.20749334991650745
ACH-000836,-0.3442406325136685
ACH-000837,-0.1415800860559214
ACH-000838,-0.1530117699469263
ACH-000839,-0.3157865222838513
ACH-000840,-0.12836144957150156
ACH-000841,-0.08249793618622281
ACH-000843,-0.29376225623918817
ACH-000846,-0.059189070960721735
ACH-000847,-0.4216877110618904
ACH-000848,-0.1771516915105893
ACH-000849,-0.2215008344227462
ACH-000851,-0.21907205159595092
ACH-000855,-0.2126417966456197
ACH-000856,-0.2640296573934455
ACH-000858,-0.16453756944633086
ACH-000859,-0.06307435909267238
ACH-000861,-0.039200762447293064
ACH-000862,-0.2551435900506751
ACH-000865,-0.3058689313297906
ACH-000866,-0.31348606436125576
ACH-000867,-0.2450873810900458
ACH-000869,-0.11708001179049918
ACH-000872,-0.16851885889620702
ACH-000873,-0.2846028539639253
ACH-000876,-0.18310344588557748
ACH-000878,-0.17377693528775812
ACH-000880,-0.057273401404737474
ACH-000881,-0.13535874906420814
ACH-000882,-0.22218066704444894
ACH-000884,-0.05175224656125098
ACH-000885,-0.11563134706083933
ACH-000887,-0.2599458996436009
ACH-000889,-0.42966001280917576
ACH-000896,-0.2718704945356073
ACH-000898,-0.29384497030176243
ACH-000900,-0.3591045661658553
ACH-000901,-0.15740435089594934
ACH-000905,-0.2393693442808797
ACH-000906,-0.17200932756537402
ACH-000907,-0.0773960604284193
ACH-000910,-0.14238579497855106
ACH-000911,-0.18434764221374367
ACH-000912,-0.10825538641513252
ACH-000913,-0.07356832225606037
ACH-000915,-0.26765728274336364
ACH-000916,0.09093336722874568
ACH-000917,-0.15282040422310225
ACH-000920,-0.16060379572572386
ACH-000921,-0.13900569490343606
ACH-000924,-0.2226173753747427
ACH-000926,-0.25412960708256643
ACH-000928,-0.32782985754777866
ACH-000929,-0.16616969611399265
ACH-000932,-0.29552051262807794
ACH-000935,-0.2729063790632589
ACH-000936,-0.2551525185888299
ACH-000937,-0.09538573170939536
ACH-000938,-0.3282261711359629
ACH-000939,-0.060721229637970525
ACH-000941,-0.17659056359203834
ACH-000943,-0.22545727344009045
ACH-000946,-0.16401696818965267
ACH-000947,-0.2096637427160027
ACH-000948,-0.2919551729552098
ACH-000950,-0.255256063759825
ACH-000953,-0.043792264955484
ACH-000954,-0.3148166533773321
ACH-000957,-0.21516944375865865
ACH-000958,-0.337976583164405
ACH-000960,-0.09996782048888156
ACH-000963,-0.11126292138844347
ACH-000968,-0.10288685866718496
ACH-000969,-0.2176296993679465
ACH-000972,0.029233311983799606
ACH-000973,-0.14649770351287505
ACH-000974,-0.2653370421614735
ACH-000978,-0.1485326370918385
ACH-000984,-0.09989015863681948
ACH-000986,-0.13022529959991486
ACH-000988,-0.04245904076715831
ACH-000993,-0.0859764315964647
ACH-000994,-0.06401208807405431
ACH-000996,-0.07376893891512037
ACH-001001,-0.0639294360137218
ACH-001020,-0.20865810250582845
ACH-001028,-0.2062407358589848
ACH-001031,-0.39582636750564937
ACH-001038,-0.11092811808692432
ACH-001048,-0.15316353122821086
ACH-001050,-0.025517999361161985
ACH-001053,-0.17143763568486806
ACH-001054,-0.10843965641938837
ACH-001061,-0.12243958222442805
ACH-001067,0.005130221008164043
ACH-001075,-0.4929052710957115
ACH-001096,-0.25823350212661056
ACH-001111,-0.382746146948414
ACH-001119,-0.11420105510711015
ACH-001128,-0.21698473446249206
ACH-001134,-0.2476147339511183
ACH-001151,-0.2497806874879564
ACH-001163,-0.19618214214795035
ACH-001164,-0.07434892602721695
ACH-001183,-0.24518161212683695
ACH-001192,-0.16435166615743885
ACH-001193,-0.1586700537304856
ACH-001196,-0.10347421693172976
ACH-001197,-0.1895788269691971
ACH-001205,-0.3678693730632591
ACH-001211,-0.13785465364847171
ACH-001212,-0.2610766164670317
ACH-001228,-0.199730563348145
ACH-001232,-0.24645539918384254
ACH-001239,-0.13074074036431654
ACH-001270,-0.0021331410293757578
ACH-001274,-0.21220608087144205
ACH-001275,-0.31192322337076706
ACH-001277,-0.01472159264905761
ACH-001278,-0.30349475881580856
ACH-001280,-0.37003473505546597
ACH-001283,-0.14436070928908254
ACH-001289,-0.29869129846071024
ACH-001300,-0.34493223218317937
ACH-001301,-0.2043053838081863
ACH-001302,-0.2470011872837079
ACH-001306,-0.36317782804611015
ACH-001318,-0.25643500092111393
ACH-001322,-0.3104959210462119
ACH-001328,-0.2069196681762465
ACH-001332,-0.2827863256074172
ACH-001336,-0.2881957521109163
ACH-001346,-0.11531916739679335
ACH-001353,-0.13012430845995598
ACH-001354,-0.08418920595874624
ACH-001367,-0.061516739593416574
ACH-001368,-0.14903804851486496
ACH-001374,-0.2905072271221527
ACH-001377,-0.21949002693050051
ACH-001380,-0.18618088541639996
ACH-001391,-0.14946126941376345
ACH-001408,-0.06135351617465614
ACH-001430,-0.11829719007857722
ACH-001431,-0.4044896890073039
ACH-001450,-0.09388149253859364
ACH-001496,-0.040625722462193495
ACH-001500,-0.03488191413497372
ACH-001523,-0.3953294555230021
ACH-001532,-0.2047197185849933
ACH-001550,-0.16533145091323204
ACH-001552,-0.07636812958841015
ACH-001554,-0.15234703445913064
ACH-001654,-0.12035739800685315
ACH-001735,-0.24056182786913802
ACH-001736,-0.04169343382431122
ACH-001737,0.13463645160010182
ACH-001740,-0.1590907691688902
ACH-001745,-0.07985292340005913
ACH-001765,-0.16707664655280713
