,OR11H1 (81061)
ACH-000004,-0.6980658665148836
ACH-000005,-0.657356145362099
ACH-000007,-0.6121562806415193
ACH-000009,-0.5755397163056605
ACH-000011,-0.4899533222726814
ACH-000012,-0.560080408219983
ACH-000013,-0.4624238780209081
ACH-000014,-0.3524546201119641
ACH-000015,-0.5426821446610092
ACH-000017,-0.6216599236816229
ACH-000018,-0.6434471051014029
ACH-000019,-0.7521431750197287
ACH-000021,-0.516515668004188
ACH-000022,-0.6345570610660081
ACH-000025,-0.6713095862516502
ACH-000028,-0.5060451245289026
ACH-000030,-0.5332950700507336
ACH-000035,-0.2672019315704977
ACH-000036,-0.4862898498999328
ACH-000037,-0.5453136896687912
ACH-000039,-0.4844886541410692
ACH-000040,-0.620557496769057
ACH-000041,-0.588428860407899
ACH-000042,-0.4363231116754955
ACH-000045,-0.5793921793742792
ACH-000047,-0.4624163614044823
ACH-000052,-0.6747468997093699
ACH-000053,-0.6008287877038485
ACH-000054,-0.4851747535571935
ACH-000055,-0.5952964851017883
ACH-000060,-0.4965642508101215
ACH-000067,-0.5633864541083635
ACH-000070,-0.6976207000245899
ACH-000075,-0.5447124732405769
ACH-000078,-0.4542910777050421
ACH-000082,-0.4093317306627732
ACH-000085,-0.19243711398489732
ACH-000086,-0.5500875110401257
ACH-000087,-0.6386420598952953
ACH-000092,-0.5152642045012098
ACH-000095,-0.6035743579064187
ACH-000097,-0.7024368716347832
ACH-000098,-0.5629955150315503
ACH-000099,-0.528713972846928
ACH-000108,-0.5874102145168001
ACH-000113,-0.5738811434689723
ACH-000116,-0.4167599101231413
ACH-000118,-0.6929203834574522
ACH-000120,-0.5727375152047021
ACH-000123,-0.4815184753586375
ACH-000127,-0.6491726979367729
ACH-000128,-0.6835553997392028
ACH-000132,-0.5244700610893119
ACH-000133,-0.6605064891663196
ACH-000137,-0.5536618756156254
ACH-000138,-0.5218375553782728
ACH-000142,-0.4887109700309491
ACH-000143,-0.8311797652219473
ACH-000146,-0.5702552791027566
ACH-000148,-0.5447292152632365
ACH-000150,-0.2802274390828089
ACH-000152,-0.6355399993816001
ACH-000153,-0.5866307779097947
ACH-000159,-0.6668079808260963
ACH-000160,-0.7399273262577218
ACH-000163,-0.5502776127476179
ACH-000167,-0.7970742561930755
ACH-000168,-0.5213856184217114
ACH-000169,-0.6426618543554408
ACH-000178,-0.5158211876894958
ACH-000183,-0.4748172145512456
ACH-000188,-0.7326690548513444
ACH-000189,-0.4734854324818434
ACH-000190,-0.8454593624557084
ACH-000198,-0.4979730612704768
ACH-000203,-0.8182372503373011
ACH-000204,-0.5258317706438811
ACH-000206,-0.4693650902778127
ACH-000207,-0.5627834078641636
ACH-000208,-0.4766265153431904
ACH-000210,-0.6126021368800322
ACH-000211,-0.491031228456153
ACH-000215,-0.5227402903842453
ACH-000221,-0.5461581295759693
ACH-000222,-0.6458847600066052
ACH-000223,-0.6350789037841517
ACH-000226,-0.7357823302260597
ACH-000227,-0.26427289988583963
ACH-000228,-0.6918322316805837
ACH-000231,-0.5521709848830657
ACH-000232,-0.646689344116343
ACH-000233,-0.6540840952673755
ACH-000234,-0.5613771126686746
ACH-000235,-0.4346951223154865
ACH-000237,-0.4186424914466769
ACH-000238,-0.4514830219551005
ACH-000242,-0.7419691134238144
ACH-000243,-0.6771746210630698
ACH-000244,-0.4091258320311547
ACH-000246,-0.3952902924326339
ACH-000248,-0.8082872591938993
ACH-000250,-0.450378680490515
ACH-000251,-0.4107259456645481
ACH-000252,-0.7596974519983688
ACH-000253,-0.4915131735155386
ACH-000255,-0.37235291705281626
ACH-000256,-0.3624265574027273
ACH-000257,-0.7375807104646606
ACH-000258,-0.5775935750782375
ACH-000259,-0.4016399210300153
ACH-000260,-0.602926753012476
ACH-000261,-0.6338555903435835
ACH-000262,-0.6298992004369173
ACH-000263,-0.5880455305419664
ACH-000264,-0.7890215751534905
ACH-000265,-0.5734277776347935
ACH-000266,-0.5299129952406496
ACH-000272,-0.7198902814441573
ACH-000274,-0.4710361438864162
ACH-000277,-0.5712388284177764
ACH-000278,-0.7218680132608515
ACH-000279,-0.6490928486806387
ACH-000280,-0.5473165813738811
ACH-000281,-0.35268912145791603
ACH-000288,-0.6327465554702307
ACH-000291,-0.7375866892094272
ACH-000293,-0.5724237577337941
ACH-000294,-0.5733875286123059
ACH-000295,-0.5059403701291785
ACH-000296,-0.7927557792379024
ACH-000302,-0.6262683153419171
ACH-000304,-0.3865722519889954
ACH-000307,-0.4915771567715258
ACH-000308,-0.4411494414387143
ACH-000310,-0.5591719560820461
ACH-000311,-0.5607674084622718
ACH-000312,-0.4842479235003612
ACH-000315,-0.8015778403734319
ACH-000316,-0.5811135004545243
ACH-000317,-0.6414223088764192
ACH-000318,-0.8042687980175312
ACH-000319,-0.6026216619388973
ACH-000320,-0.5795331741552368
ACH-000322,-0.5620654742617684
ACH-000323,-0.8611607283163626
ACH-000324,-0.6757431286220401
ACH-000329,-0.5571228418582589
ACH-000330,-0.6564559561796814
ACH-000331,-0.3707151262844691
ACH-000332,-0.5247385141219512
ACH-000334,-0.8123830908679593
ACH-000335,-0.6872387793106011
ACH-000336,-0.7560898865840981
ACH-000337,-0.4218523096327687
ACH-000338,-0.6963573688637701
ACH-000339,-0.5096282977979889
ACH-000341,-0.7840414755686103
ACH-000348,-0.6402358493971647
ACH-000350,-0.2950801284432799
ACH-000352,-0.5978759124318029
ACH-000356,-0.6611387029236748
ACH-000361,-0.4539254447261561
ACH-000362,-0.5770279572080608
ACH-000363,-0.4731503602372358
ACH-000364,-0.4567587752245639
ACH-000365,-0.5261955887525989
ACH-000366,-0.5949184873020072
ACH-000368,-0.6107803735911229
ACH-000374,-0.4800435284290449
ACH-000375,-0.5739947357419253
ACH-000376,-0.6311941082212309
ACH-000381,-0.5508767303613484
ACH-000383,-0.5252392291935416
ACH-000387,-0.4641702062544296
ACH-000389,-0.7991663551266921
ACH-000390,-0.5611937134409974
ACH-000393,-0.6512516092528442
ACH-000395,-0.6578337862713822
ACH-000396,-0.604877860915258
ACH-000397,-0.6554111552461368
ACH-000401,-0.5842194002732614
ACH-000402,-0.6336686777995283
ACH-000403,-0.6529111926267152
ACH-000404,-0.5093813581962775
ACH-000406,-0.4437858202710753
ACH-000407,-0.6624056697608449
ACH-000408,-0.4500488471429285
ACH-000410,-0.5378638545124927
ACH-000411,-0.6661548769298832
ACH-000414,-0.3975076712364664
ACH-000415,-0.3942648764863496
ACH-000416,-0.5527514576460709
ACH-000420,-0.4130763123439181
ACH-000421,-0.5373000456319741
ACH-000424,-0.7186400885851713
ACH-000425,-0.6435889935187843
ACH-000426,-0.4696399738947158
ACH-000427,-0.5672781824417683
ACH-000433,-0.5723659393101965
ACH-000435,-0.4971036794984562
ACH-000436,-0.6471191839187618
ACH-000444,-0.5740743232480421
ACH-000445,-0.5627508415340143
ACH-000448,-0.5143599421705365
ACH-000450,-0.5807629572529389
ACH-000452,-0.34153960736437083
ACH-000454,-0.7872989839008743
ACH-000458,-0.5356752473414716
ACH-000459,-0.4395462075552023
ACH-000460,-0.6103458017960703
ACH-000461,-0.6632310516966401
ACH-000463,-0.8255393878927816
ACH-000464,-0.5206605509250699
ACH-000466,-0.5888181720688661
ACH-000467,-0.5881469975254755
ACH-000468,-0.4036498553398913
ACH-000469,-0.5079879414288349
ACH-000470,-0.39820108407545596
ACH-000471,-0.6513097755772569
ACH-000472,-0.5220761490407427
ACH-000473,-0.6610609384971953
ACH-000475,-0.6260839260124407
ACH-000476,-0.3798219340073558
ACH-000477,-0.5181170227512022
ACH-000479,-0.7229221117966596
ACH-000480,-0.5724424566683161
ACH-000481,-0.7169063125695992
ACH-000483,-0.4566847420387272
ACH-000484,-0.6542183538695325
ACH-000485,-0.5965408004926691
ACH-000486,-0.487424938688029
ACH-000487,-0.3036765602043366
ACH-000488,-0.4525995529449632
ACH-000490,-0.4604859328422999
ACH-000491,-0.4222506847573461
ACH-000495,-0.5128638339943824
ACH-000496,-0.30495429324887674
ACH-000499,-0.5241022831518115
ACH-000500,-0.2803831020788155
ACH-000502,-0.6136890938151737
ACH-000503,-0.8515378138308517
ACH-000505,-0.5052251060703172
ACH-000507,-0.6265915158950088
ACH-000510,-0.6322585353982364
ACH-000511,-0.6135140631849838
ACH-000512,-0.5156297963672138
ACH-000516,-0.7143979328440007
ACH-000517,-0.4900282583833149
ACH-000518,-0.4480909843375601
ACH-000520,-0.4530281372369955
ACH-000521,-0.7331041217412398
ACH-000522,-0.3876840547778154
ACH-000524,-0.4656010494026441
ACH-000527,-0.462285524198909
ACH-000528,-0.5371607048130733
ACH-000537,-0.6266586294657781
ACH-000541,-0.4032266114371081
ACH-000542,-0.7337274754386917
ACH-000544,-0.6102259315108767
ACH-000545,-0.6382113760465542
ACH-000547,-0.5979210629157407
ACH-000548,-0.4563577540138079
ACH-000549,-0.5652914757939502
ACH-000550,-0.4139149005125794
ACH-000552,-0.4806042921066671
ACH-000556,-0.36688272622938095
ACH-000557,-0.2173675678747848
ACH-000569,-0.6823622853074883
ACH-000570,-0.6976008404489423
ACH-000571,-0.5925611276782254
ACH-000573,-0.6552390362217093
ACH-000576,-0.4128332218125034
ACH-000579,-0.7177969602422056
ACH-000580,-0.822702280404813
ACH-000584,-0.5353899713818219
ACH-000585,-0.5053092036188142
ACH-000588,-0.6191289735311567
ACH-000589,-0.5425986060982237
ACH-000591,-0.6535914326535148
ACH-000593,-0.3962163524914951
ACH-000600,-0.5455804012888622
ACH-000601,-0.5173296908293876
ACH-000605,-0.436288414397948
ACH-000606,-0.5781089783308009
ACH-000608,-0.4835646435679434
ACH-000614,-0.5793050199778651
ACH-000616,-0.6679043054548196
ACH-000618,-0.4538608307140326
ACH-000619,-0.4489259299134988
ACH-000620,-0.5678381345716791
ACH-000621,-0.4681186393837778
ACH-000622,-0.7333412752747352
ACH-000623,-0.6406818335975429
ACH-000624,-0.6285250563166893
ACH-000627,-0.4973646067039861
ACH-000630,-0.5334034095945432
ACH-000631,-0.5917469968409107
ACH-000632,-0.7038752076821613
ACH-000633,-0.5761077427950507
ACH-000637,-0.6184038643440827
ACH-000638,-0.5948949584938839
ACH-000646,-0.6211337287790311
ACH-000647,-0.4903481582617558
ACH-000648,-0.7628096591488343
ACH-000649,-0.6476298249902099
ACH-000651,-0.4657618596726663
ACH-000652,-0.4307086650060603
ACH-000653,-0.5986889791336577
ACH-000657,-0.4721999171479184
ACH-000658,-0.2931072402277469
ACH-000661,-0.4349634479610435
ACH-000662,-0.7407592657130676
ACH-000663,-0.5372254527765659
ACH-000665,-0.5800783864083136
ACH-000671,-0.4660780361197336
ACH-000672,-0.5304532739999938
ACH-000673,-0.4815646384600805
ACH-000676,-0.4204881235823561
ACH-000677,-0.5751221187860177
ACH-000681,-0.7322326211600314
ACH-000683,-0.5123047693123705
ACH-000684,-0.5669390022060266
ACH-000688,-0.5506239831244163
ACH-000693,-0.3487728676099121
ACH-000694,-0.7055974655591297
ACH-000695,-0.6087153294450417
