,AGO1 (26523)
ACH-000004,-0.31358013142265945
ACH-000005,-0.4733536953321737
ACH-000007,-0.14689174076607955
ACH-000009,-0.4181509836414426
ACH-000011,-0.3462467008609883
ACH-000012,-0.33695425561616804
ACH-000013,-0.4402667101434834
ACH-000014,-0.3720880036672244
ACH-000015,-0.192032340977857
ACH-000017,-0.20415639386857184
ACH-000018,-0.4336785472032573
ACH-000019,-0.15549806265314473
ACH-000021,-0.25902125130649045
ACH-000022,-0.1319564015191759
ACH-000025,-0.36952438477293137
ACH-000028,-0.1334906174635572
ACH-000030,-0.2247511843551958
ACH-000035,-0.4218350630952303
ACH-000036,-0.6358569799849441
ACH-000037,-0.20262541722862765
ACH-000039,-0.18136523700325946
ACH-000040,-0.3957554372855896
ACH-000041,-0.13268138200527346
ACH-000042,-0.1311152472680609
ACH-000045,-0.3381432764864899
ACH-000047,-0.3398709316850881
ACH-000052,-0.23189642975984665
ACH-000053,-0.2710126072727508
ACH-000054,-0.2781546289294285
ACH-000055,-0.38891897751280896
ACH-000060,-0.3032066132697481
ACH-000067,-0.3284310359916235
ACH-000070,-0.10742773610476776
ACH-000075,-0.30509563427300984
ACH-000078,-0.17021967199232585
ACH-000082,-0.21670706892975308
ACH-000085,-0.35398744544630795
ACH-000086,-0.3804227719838604
ACH-000087,-0.20490834400495986
ACH-000092,-0.5142821590880459
ACH-000095,-0.1959290202433073
ACH-000097,-0.2519494211117279
ACH-000098,-0.1884957344846784
ACH-000099,-0.21695558486885524
ACH-000108,-0.25859412426338896
ACH-000113,-0.2482112264251501
ACH-000116,-0.3076181327120365
ACH-000118,-0.20254706128834934
ACH-000120,-0.37512776809792
ACH-000123,-0.3189401483206817
ACH-000127,-0.2125678718714452
ACH-000128,-0.3102886195015626
ACH-000132,-0.3147632976756095
ACH-000133,-0.2444666126899548
ACH-000137,-0.31944633475096984
ACH-000138,-0.28236975988475355
ACH-000142,-0.4254606110639197
ACH-000143,-0.1957304561522863
ACH-000146,-0.20326734841485825
ACH-000148,-0.25479993069586776
ACH-000150,-0.4496455847020948
ACH-000152,-0.4472270495416503
ACH-000153,-0.29101642181344645
ACH-000159,-0.2530575146663853
ACH-000160,-0.22871376376458594
ACH-000163,-0.2243230263033449
ACH-000167,-0.2508807546747253
ACH-000168,-0.3319296704011848
ACH-000169,-0.25144209043969323
ACH-000178,-0.17694276365118744
ACH-000183,-0.4504133535126192
ACH-000188,-0.32597935830733993
ACH-000189,-0.3686341055248572
ACH-000190,-0.2999798237510713
ACH-000198,-0.272373718641808
ACH-000203,-0.4363042805973447
ACH-000204,-0.3507613741978549
ACH-000206,-0.1809181504566463
ACH-000207,-0.2439048429524346
ACH-000208,-0.1014065496795621
ACH-000210,-0.04123120680676762
ACH-000211,-0.2113165457044948
ACH-000215,-0.2490812649847062
ACH-000221,-0.24371065021004265
ACH-000222,-0.5335430755829794
ACH-000223,-0.14899484094121052
ACH-000226,-0.14919284717902265
ACH-000227,-0.17595734194944815
ACH-000228,-0.2763551173007986
ACH-000231,-0.2348862014677673
ACH-000232,-0.2286448960860147
ACH-000233,-0.26691274031280643
ACH-000234,-0.2407026450591053
ACH-000235,-0.21598705915515976
ACH-000237,-0.39793237832198336
ACH-000238,-0.4115051830936605
ACH-000242,-0.27496006205617696
ACH-000243,-0.2694230589997933
ACH-000244,-0.30240809490335124
ACH-000246,-0.2957766315306384
ACH-000248,-0.2449214165925891
ACH-000250,-0.33915343491389155
ACH-000251,-0.1892752534641856
ACH-000252,-0.2953032052342128
ACH-000253,-0.3403918976046753
ACH-000255,-0.3311273564169383
ACH-000256,-0.3755732942767194
ACH-000257,-0.29534198716657056
ACH-000258,-0.34022026057205795
ACH-000259,-0.305961761342856
ACH-000260,-0.23326408005809826
ACH-000261,-0.23122650834371555
ACH-000262,-0.4282779813624816
ACH-000263,-0.4306894934168525
ACH-000264,-0.2571116185580967
ACH-000265,-0.33462180368081484
ACH-000266,-0.14866846386656696
ACH-000272,-0.433840664389496
ACH-000274,-0.3417719428763402
ACH-000277,-0.3119604149667
ACH-000278,-0.21829598324275049
ACH-000279,-0.2143907960405073
ACH-000280,-0.2707906875929155
ACH-000281,-0.2107431381914008
ACH-000288,-0.3076035381054365
ACH-000291,-0.2827214392399695
ACH-000293,-0.4183245753120636
ACH-000294,-0.16696650028984314
ACH-000295,-0.4352204583530455
ACH-000296,-0.3943133176619858
ACH-000302,-0.3406420854376059
ACH-000304,-0.3384990760912308
ACH-000307,-0.2872799376842507
ACH-000308,-0.1802808811676214
ACH-000310,-0.1939293759954403
ACH-000311,-0.2694863104198919
ACH-000312,-0.3909739658379441
ACH-000315,-0.2377727612110553
ACH-000316,-0.3167405700397675
ACH-000317,-0.27951602144848725
ACH-000318,-0.252785505155316
ACH-000319,-0.12060809549352842
ACH-000320,-0.3967408241544351
ACH-000322,-0.29072494927899617
ACH-000323,-0.4978988020036258
ACH-000324,-0.36399951369518624
ACH-000329,-0.14897812755751766
ACH-000330,-0.4350811407040393
ACH-000331,-0.3015887281614174
ACH-000332,-0.2967303537596302
ACH-000334,-0.19582993777644944
