,PLXNC1 (10154)
ACH-000004,0.036000129912313106
ACH-000005,-0.14535892036142664
ACH-000007,-0.10109888206035324
ACH-000009,0.005384241420207124
ACH-000011,0.12140694110270267
ACH-000012,-0.02737804466179488
ACH-000013,0.02710144006317677
ACH-000014,0.06440367782890946
ACH-000015,-0.06428722280888242
ACH-000017,-0.4139090791862964
ACH-000018,0.019442064320727297
ACH-000019,0.04551317886311665
ACH-000021,-0.11777970356525234
ACH-000022,0.009429886033085064
ACH-000025,-0.12317394488796313
ACH-000028,-0.010883313719928069
ACH-000030,-0.007362514018175338
ACH-000035,-0.19050826038232416
ACH-000036,-0.0551299365247916
ACH-000037,0.008576194763071079
ACH-000039,0.0284083856761267
ACH-000040,-0.008907052999886098
ACH-000041,-0.1900834275378468
ACH-000042,-0.08424833097215552
ACH-000045,-0.1130348633422687
ACH-000047,0.0644553809279174
ACH-000052,-0.0614987801812306
ACH-000053,-0.021628076890265885
ACH-000054,0.0123456789619274
ACH-000055,0.04638746676066058
ACH-000060,-0.030318124854883576
ACH-000067,-0.1450166570847407
ACH-000070,-0.017450511964140682
ACH-000075,-0.1524555120250611
ACH-000078,-0.03344199721740193
ACH-000082,-0.02382405526205727
ACH-000085,-0.004116352188423437
ACH-000086,-0.035420945481952265
ACH-000087,0.0036315991205898655
ACH-000092,-0.038138919036813435
ACH-000095,-0.027319329124309552
ACH-000097,0.0011594872545707337
ACH-000098,-0.008945820576232659
ACH-000099,-1.1691366454028152e-05
ACH-000108,0.07996921404138001
ACH-000113,-0.1253076055945811
ACH-000116,-0.052859707331701665
ACH-000118,0.021885937061628846
ACH-000120,0.10052036410723568
ACH-000123,-0.06979679080631038
ACH-000127,-0.057063769892899525
ACH-000128,-0.10765933322330436
ACH-000132,0.08141726441053103
ACH-000133,0.006093768027933293
ACH-000137,0.09567353449179396
ACH-000138,0.013579318556227007
ACH-000142,-0.0015424371312233506
ACH-000143,-0.20743735710422945
ACH-000146,0.0008604292032604679
ACH-000148,-0.12638439371927568
ACH-000150,-0.07205725341646688
ACH-000152,-0.12367549401676722
ACH-000153,0.025748563476984003
ACH-000159,0.031707909908590286
ACH-000160,0.02947243988794755
ACH-000163,-0.0232822642816658
ACH-000167,0.16327127496347385
ACH-000168,-0.0803857769358595
ACH-000169,-0.007869290488898603
ACH-000178,-0.00379509274132214
ACH-000183,-0.05513021274945476
ACH-000188,0.04474765283717647
ACH-000189,0.051112413985227714
ACH-000190,0.10118770554480767
ACH-000198,-0.1954307154273162
ACH-000203,-0.19251135992035764
ACH-000204,0.12573549457951033
ACH-000206,-0.06289264282741877
ACH-000207,0.009496831908577192
ACH-000208,0.11194628105039
ACH-000210,-0.10926378826821027
ACH-000211,-0.004965262048901172
ACH-000215,-0.10468692906294197
ACH-000221,0.09256218932704458
ACH-000222,0.06667980662062632
ACH-000223,-0.09653200330007997
ACH-000226,-0.04204213432502056
ACH-000227,-0.12010357454585376
ACH-000228,-0.0041435889437105525
ACH-000231,-0.03166965546801796
ACH-000232,-0.19689417036163687
ACH-000233,0.04785514667591665
ACH-000234,-0.07794581737050704
ACH-000235,-0.04988192777898192
ACH-000237,0.05469917028776848
ACH-000238,-0.04208034011386487
ACH-000242,-0.0038192749957618524
ACH-000243,-0.05256425543548495
ACH-000244,-0.04887641017780879
ACH-000246,0.0063526966595879
ACH-000248,-0.4006259612319483
ACH-000250,0.0004631574602995605
ACH-000251,0.13688810910460208
ACH-000252,-0.0054443017402105685
ACH-000253,0.03685638181118755
ACH-000255,0.1831494625158108
ACH-000256,-0.04868253495697286
ACH-000257,-0.10990255463041597
ACH-000258,-0.16492732862165252
ACH-000259,-0.061453523703241135
ACH-000260,-0.055854248643970254
ACH-000261,-0.08498935876878595
ACH-000262,-0.04770783805717381
ACH-000263,-0.10096996053703942
ACH-000264,-0.01699217520929678
ACH-000265,-0.08895440032849243
ACH-000266,-0.017280093956927804
ACH-000272,-0.0227541966475131
ACH-000274,-0.0032449761795785483
ACH-000277,-0.015358961790026247
ACH-000278,-0.16564258963744058
ACH-000279,-0.022913220185610973
ACH-000280,0.01420897941026942
ACH-000281,-0.06276231688915263
ACH-000288,-0.0002714235789541691
ACH-000291,0.005811351787005407
ACH-000293,0.097823177402693
ACH-000294,-0.1105968497052804
ACH-000295,0.09185154219114308
ACH-000296,-0.060097603768217836
ACH-000302,0.028833576008929013
ACH-000304,0.05168438943965231
ACH-000307,0.05627447521969911
ACH-000308,-0.006539379436054753
ACH-000310,-0.12914729013027673
ACH-000311,0.012821649293278056
ACH-000312,0.06702036362798205
ACH-000315,-0.0333990527192512
ACH-000316,-0.10074815883637732
ACH-000317,0.05874893105906585
ACH-000318,-0.2561820705232636
ACH-000319,0.021278410275305724
ACH-000320,-0.01638973777708768
ACH-000322,-0.028099609144054568
ACH-000323,0.0411247831572293
ACH-000324,-0.07775827762166787
ACH-000329,-0.01839643630532217
ACH-000330,-0.014978234776201069
ACH-000331,0.0012187485301337145
ACH-000332,-0.08861996917158466
ACH-000334,-0.12292164516792815
ACH-000335,0.02376856413858026
ACH-000336,-0.2720208967129424
ACH-000337,0.02101937081825249
ACH-000338,-0.1826672036388895
ACH-000339,-0.026121742877344242
