,IFNLR1 (163702)
ACH-000208,-0.15745147227318973
ACH-000210,-0.5697223280100061
ACH-000211,-0.14318002682545689
ACH-000215,-0.3702375939469032
ACH-000221,-0.38854163559812266
ACH-000222,-0.3682325760038924
ACH-000223,-0.21075340998597286
ACH-000226,-0.35679661280914204
ACH-000227,-0.3150051513178958
ACH-000228,-0.26905482836920386
ACH-000231,-0.3060072066500409
ACH-000232,-0.3649407907646012
ACH-000233,-0.192221528223974
ACH-000234,-0.31566010297695896
ACH-000235,-0.3253261005785458
ACH-000237,-0.3427256551713538
ACH-000238,-0.21669298137964055
ACH-000242,-0.4045998850510461
ACH-000243,-0.24579280713651103
ACH-000244,-0.011974528228224422
ACH-000246,-0.403413812631108
ACH-000248,-0.490921002499367
ACH-000250,-0.3608632027651171
ACH-000251,-0.4186214597896777
ACH-000252,-0.513952875868853
ACH-000253,-0.32516975368281115
ACH-000255,-0.4480219425537225
ACH-000256,-0.37909238380282506
ACH-000257,-0.5221821399991445
ACH-000258,-0.3780228475616321
ACH-000259,-0.3197836452812849
ACH-000260,-0.35764554415360816
ACH-000261,-0.3454716903502949
ACH-000262,-0.4218318315625422
ACH-000263,-0.11291657241557372
ACH-000264,-0.2709153500480224
ACH-000265,-0.4680595604643728
ACH-000266,-0.2158232988909648
ACH-000272,-0.3689692655441639
ACH-000274,-0.5333728655128301
ACH-000277,-0.1790434395003109
ACH-000278,-0.463755968251513
ACH-000279,-0.3361329219850261
ACH-000280,-0.2105426736318623
ACH-000281,-0.33201964639215953
ACH-000288,-0.3985612833176641
ACH-000291,-0.3349812325061865
ACH-000293,-0.1982233655298856
ACH-000294,-0.3064079066648754
ACH-000295,-0.0762797755664119
ACH-000296,-0.07810741443918656
ACH-000302,-0.2534639446002082
ACH-000304,-0.4954018915517653
ACH-000307,-0.18535672862678265
ACH-000308,-0.4111595240210669
ACH-000310,-0.4348701531728443
ACH-000311,-0.1979472337513377
ACH-000312,-0.4553948023104689
ACH-000315,-0.2732602118752721
ACH-000316,-0.4216263292386615
ACH-000317,-0.41538675273842296
ACH-000318,-0.27423215412407315
ACH-000319,-0.40003340768737017
ACH-000320,-0.2888648833182687
ACH-000322,-0.3003107108177757
ACH-000323,-0.5453329979673904
ACH-000324,-0.3187202893300076
ACH-000329,-0.3593066533161682
ACH-000330,-0.19969887038383288
ACH-000331,-0.3277787384117664
ACH-000332,-0.37212939392091904
ACH-000334,-0.4355669284909102
ACH-000335,-0.317578223201639
ACH-000336,-0.1803467179185798
ACH-000337,-0.2673315487092961
ACH-000338,-0.0481174827276288
ACH-000339,-0.31397050463980586
ACH-000341,-0.3155843889601565
ACH-000348,-0.3772854224383227
ACH-000350,-0.20032587795637197
ACH-000352,-0.4379169913832479
ACH-000356,-0.20362680758456253
ACH-000361,-0.6169155299892631
ACH-000362,-0.1172471995611244
ACH-000363,-0.5049416980341525
ACH-000364,-0.3954215379846653
ACH-000365,-0.2669489231225935
ACH-000366,-0.313425578416039
ACH-000368,-0.3933254237860056
ACH-000374,-0.09455982902297196
ACH-000375,-0.5197025318018148
ACH-000376,-0.38477352144878224
ACH-000381,-0.2005189018871353
ACH-000383,-0.2450462685834865
ACH-000387,-0.24873054117506704
ACH-000389,-0.2834611166598848
ACH-000390,-0.2691163556447701
ACH-000393,-0.4575540404450854
ACH-000395,-0.6188104105005073
ACH-000396,-0.4977453735128537
ACH-000397,-0.221259355775038
ACH-000401,-0.3188844144980053
ACH-000402,-0.43543063681152333
ACH-000403,-0.13300778211862896
ACH-000404,-0.12125369287925185
ACH-000406,-0.11392180931463362
ACH-000407,-0.44894020766788095
ACH-000408,-0.21019500297612426
ACH-000410,-0.24634303313662795
ACH-000411,-0.3205930130418608
ACH-000414,-0.3826185853756937
ACH-000415,-0.2275622748083105
ACH-000416,-0.2557692480419053
ACH-000420,-0.4129885025733364
ACH-000421,-0.2456523584374312
ACH-000424,-0.450096317236896
ACH-000425,-0.4195404902947775
ACH-000426,-0.17580960186231134
ACH-000427,-0.35212972556619404
ACH-000433,-0.2450082106195672
ACH-000435,-0.26452414420405823
ACH-000436,-0.5841746917764118
ACH-000444,-0.2441294111716239
ACH-000445,-0.5691864104055461
ACH-000448,-0.2569263290807605
ACH-000450,-0.5766356044531851
ACH-000452,-0.2496992847422591
ACH-000454,-0.4132201255116611
ACH-000458,-0.11361930265429478
ACH-000459,-0.0830415659267745
ACH-000460,-0.2391308396840725
ACH-000461,-0.307891569344356
ACH-000463,-0.29462722571613553
ACH-000464,-0.2836386593852624
ACH-000466,-0.2877685301271482
ACH-000467,-0.2716241119053335
ACH-000468,-0.3388136779607859
ACH-000469,-0.2685160362283395
ACH-000470,-0.3507807648569546
ACH-000471,-0.2627558849699509
ACH-000472,-0.3126236932132049
ACH-000473,-0.08057465325398858
ACH-000475,-0.3457736973439097
ACH-000476,-0.4310845197171522
ACH-000477,-0.5609295490053554
ACH-000479,-0.27449580857339784
ACH-000480,-0.4368448720024753
ACH-000481,-0.4509217342927083
ACH-000483,-0.3749514978959518
ACH-000484,-0.2006951596176403
ACH-000485,-0.17503369355804882
ACH-000486,-0.2528988708261213
ACH-000487,-0.3700662243949994
ACH-000488,-0.3748391631212379
ACH-000490,-0.29787480066113065
ACH-000491,-0.3176211308081885
ACH-000495,-0.4256416664771767
ACH-000496,-0.20764303178566704
ACH-000499,-0.3779378061777895
ACH-000500,0.05885810493930686
ACH-000502,-0.29646408670351226
ACH-000503,-0.2234065314135034
ACH-000505,-0.3024557367596101
ACH-000507,-0.5821739220711174
ACH-000510,-0.17583879835878094
ACH-000511,-0.3939254680845344
ACH-000512,-0.4697460912093261
ACH-000516,-0.3309898358955058
ACH-000517,-0.3557306514678095
ACH-000518,-0.23415022212477404
ACH-000520,-0.5352680570737718
ACH-000521,-0.4804496936362845
ACH-000522,-0.35085225861445474
ACH-000524,-0.3811138575764424
ACH-000527,-0.2914472871757037
ACH-000528,-0.2999773819390857
ACH-000537,-0.3836780552624026
ACH-000541,-0.034838056722743836
ACH-000542,-0.2842053879344475
ACH-000544,-0.2036291569336432
ACH-000545,-0.2338123477677889
ACH-000547,-0.4348272502402381
ACH-000548,-0.316330085476052
ACH-000549,-0.4305591721450773
ACH-000550,-0.3749896623411413
ACH-000552,-0.3429856530561963
ACH-000556,-0.3403229721717067
ACH-000557,-0.4737680588722658
ACH-000569,-0.2319867578588423
ACH-000570,-0.21646233629598824
ACH-000571,-0.2657793199779966
ACH-000573,-0.14504988233959412
ACH-000576,-0.3653170905055939
ACH-000579,-0.5096619544041674
ACH-000580,-0.16842989060053934
ACH-000584,-0.3081805545307941
ACH-000585,-0.2471075336427115
ACH-000588,-0.2940752519297421
ACH-000589,-0.2355892751761435
ACH-000591,-0.4470645803342748
ACH-000593,-0.3519483593657532
ACH-000600,-0.3779079423683567
ACH-000601,-0.29905538510853824
ACH-000605,-0.17491105243588365
ACH-000606,-0.15074888511025233
ACH-000608,-0.33759711444610674
ACH-000614,-0.21491555704275792
ACH-000616,-0.3069975820422167
ACH-000618,-0.3193927302328037
ACH-000619,-0.3065655828138217
ACH-000620,-0.3148580976233871
ACH-000621,-0.4368995269357112
ACH-000622,-0.4583234759527611
ACH-000623,-0.2459341113631612
ACH-000624,-0.3315717564141113
ACH-000627,-0.4304978187596681
ACH-000630,-0.35490482571763404
ACH-000631,-0.0851712025644457
ACH-000632,-0.41365722722555975
ACH-000633,-0.4483317283505343
ACH-000637,-0.4483174201804685
ACH-000638,-0.27473269239482817
ACH-000646,-0.5239432431004761
ACH-000647,-0.21754375183306693
ACH-000648,-0.12553405710840396
ACH-000649,-0.302626065975483
ACH-000651,-0.3659393091604599
ACH-000652,-0.40844361231580745
ACH-000653,-0.13830613513625922
ACH-000657,-0.3507141195460595
ACH-000658,-0.3285533233309754
ACH-000661,-0.3813242798960715
ACH-000662,-0.4979331678572798
ACH-000663,-0.16402448757794558
ACH-000665,-0.3232987316883832
ACH-000671,-0.4456031746510758
ACH-000672,-0.4952747748184754
ACH-000673,-0.2790609431128481
ACH-000676,-0.2162038593644253
ACH-000677,-0.15109720166907406
ACH-000681,-0.28396286686723826
ACH-000683,-0.3696884744048238
ACH-000684,-0.2553984024578968
ACH-000688,-0.2440644443134413
ACH-000693,-0.2614714906509186
ACH-000694,-0.17211537337163466
ACH-000695,-0.3016612276102281
ACH-000696,-0.36959274081770427
ACH-000697,-0.5066466143555
ACH-000699,-0.4978638316688256
ACH-000701,-0.3275517961563088
ACH-000706,-0.352594568499444
ACH-000711,-0.450741744241886
ACH-000713,-0.30396875426477643
ACH-000714,-0.3666449196522203
ACH-000718,-0.2933823635718558
ACH-000720,-0.3899778328270286
ACH-000721,-0.27966607310810704
ACH-000724,-0.1826717681761729
ACH-000725,-0.478121590908063
ACH-000732,-0.2871354032694717
ACH-000734,-0.2958139936797232
ACH-000735,-0.24585082521134435
ACH-000736,-0.2882108851570939
ACH-000738,-0.31163450188746505
ACH-000746,-0.2438983608765232
ACH-000747,-0.2588175139449961
ACH-000748,-0.09251596980689716
ACH-000753,-0.2348262466560921
ACH-000756,-0.31083174050801543
ACH-000757,-0.4741416940295284
ACH-000758,-0.4766854560700901
ACH-000760,-0.2794455526897545
ACH-000762,0.03930714068375837
ACH-000763,-0.5266553097352977
ACH-000764,-0.35910959583143715
ACH-000765,-0.422346347543442
ACH-000766,-0.4191072340011197
ACH-000767,-0.4915599396054934
ACH-000768,-0.37399226795693136
ACH-000769,-0.2908292644525681
ACH-000770,-0.3347744910693664
ACH-000771,-0.2945424552885598
ACH-000773,-0.18897636907528187
ACH-000776,-0.3871118594027526
ACH-000777,-0.38107915127360986
ACH-000778,-0.2855153325335236
ACH-000781,-0.2668386614670851
ACH-000782,-0.4217899247773249
ACH-000783,-0.3635564254045317
ACH-000784,-0.32549105692608304
ACH-000785,-0.4932470065782793
ACH-000787,-0.3301147655830317
ACH-000788,-0.2847526421770155
ACH-000791,-0.4021705208716914
ACH-000792,-0.1646900297676286
ACH-000794,-0.1975880779061354
ACH-000796,-0.4714727282938499
ACH-000798,-0.2454437526025058
ACH-000799,-0.21610928224615786
ACH-000800,-0.2255860087331122
ACH-000802,-0.26764489760715016
ACH-000804,-0.2176124196995563
ACH-000805,-0.1599643305575601
ACH-000809,-0.2628726666057684
ACH-000810,-0.7088158875856194
ACH-000811,-0.25591322880945633
ACH-000817,-0.4848798270600469
ACH-000819,-0.2091117815924676
ACH-000820,-0.17721037561886985
ACH-000821,-0.2664569599388128
ACH-000822,-0.4463920300748912
ACH-000823,-0.1797710335209412
ACH-000824,-0.4663953989489997
ACH-000827,-0.3745215674592029
ACH-000829,-0.2333666985568661
ACH-000831,-0.2056538579614491
ACH-000832,-0.24955559696236754
ACH-000833,-0.28579346330427496
ACH-000834,-0.09184945439432007
ACH-000835,-0.30472146823863383
ACH-000836,-0.3180713992761317
ACH-000837,-0.30773458984872143
ACH-000838,-0.1272001836633417
ACH-000839,-0.3306702931498419
ACH-000840,-0.35755453788127656
ACH-000841,-0.32597791546928284
ACH-000843,-0.2788492724701513
ACH-000846,-0.2565092874744155
ACH-000847,-0.2709665588732608
ACH-000848,-0.3992687538132141
ACH-000849,-0.5289717813384719
ACH-000851,-0.4076657965492096
ACH-000855,-0.3549049483650829
ACH-000856,-0.2773167637278015
ACH-000858,-0.14639137077471576
ACH-000859,-0.0663600799148552
ACH-000861,-0.29788758248217984
ACH-000862,-0.2506569538136962
ACH-000865,-0.3447798890769348
ACH-000866,-0.24033614950960094
ACH-000867,-0.3108113784196839
ACH-000869,-0.1321709480842468
ACH-000872,-0.40375788424766745
ACH-000873,-0.3406977067830261
ACH-000876,-0.25430165659745113
ACH-000878,-0.07868550670558475
ACH-000880,-0.09652267835176936
ACH-000881,-0.025604702787785764
ACH-000882,-0.4962898266092093
ACH-000884,-0.4432364451341722
ACH-000885,-0.2437470465134906
ACH-000887,-0.3380431460217024
ACH-000889,-0.2372924658577996
ACH-000896,-0.14624723391509595
ACH-000898,-0.3828190638374523
ACH-000900,-0.3920060689102287
ACH-000901,-0.3596690661268475
ACH-000905,-0.2434042918693309
ACH-000906,-0.3007616580624961
ACH-000907,-0.3342933573442313
ACH-000910,-0.4065140074878096
ACH-000911,-0.19114386771191333
ACH-000912,-0.3170294633246115
ACH-000913,-0.2634025775313388
ACH-000915,-0.21141124349030813
ACH-000916,-0.4734242385135186
ACH-000917,-0.08799302911358955
ACH-000920,-0.03726379258319958
ACH-000921,-0.2682415944221045
ACH-000924,-0.3749874807614903
ACH-000926,-0.33012652567044826
ACH-000928,-0.4307014863617542
ACH-000929,-0.2721113520794584
ACH-000932,-0.33453669288626764
ACH-000935,-0.2832583944337805
ACH-000936,-0.23925858554235865
ACH-000937,-0.3821757377900838
ACH-000938,-0.3880338716263465
ACH-000939,-0.123622838820044
ACH-000941,-0.2916753112056
ACH-000943,-0.23768468771952106
ACH-000946,-0.2039430004537931
ACH-000947,-0.3203280539240211
ACH-000948,-0.1941798381881223
ACH-000950,-0.19432002142546592
ACH-000953,-0.4850991142884126
ACH-000954,-0.5465278315139863
ACH-000957,-0.09600766162985223
ACH-000958,0.1307584234650281
ACH-000960,-0.43480083927579294
ACH-000963,-0.5569448959641102
ACH-000968,-0.2913375069166629
ACH-000969,-0.4118563060297787
ACH-000972,-0.4821259821703659
ACH-000973,-0.2743628996993999
ACH-000974,-0.3408488632263109
ACH-000978,-0.4367073461492559
ACH-000984,-0.3866682939910129
ACH-000986,-0.3985691449808866
ACH-000988,-0.3550430412158284
ACH-000993,-0.2629162274776775
ACH-000994,-0.12897718503477285
ACH-000996,-0.3232570619421354
ACH-001001,-0.4325050514155552
ACH-001020,-0.17644454973200474
ACH-001028,-0.3740901833636536
ACH-001031,-0.18229564453340705
ACH-001038,-0.3442527507834518
ACH-001048,-0.1797748527390976
ACH-001050,-0.22671285374307
ACH-001053,-0.5620726218641715
ACH-001054,-0.290757236785724
ACH-001061,-0.4205862094805764
ACH-001067,-0.2380057176527878
ACH-001075,-0.14147189380384328
ACH-001096,-0.1811151929018442
ACH-001111,-0.19095720746020767
ACH-001119,-0.4443629227181093
ACH-001128,-0.2570771301338803
ACH-001134,-0.3389327198137779
ACH-001151,-0.3811573376476772
ACH-001163,-0.173059701919077
ACH-001164,-0.11680632033351104
ACH-001183,-0.14212844946330716
ACH-001192,-0.2346825527465461
ACH-001193,-0.1862643043762418
ACH-001196,-0.4714211326835532
ACH-001197,-0.3781381460461716
ACH-001205,-0.4036056628195656
ACH-001211,-0.30643635082336945
ACH-001212,-0.07247104528905407
ACH-001228,-0.13809563674568448
ACH-001232,-0.4082330419519086
ACH-001239,-0.5333761107076586
ACH-001270,-0.4602715511696269
ACH-001274,-0.2358081857941513
ACH-001275,-0.4075485175955968
ACH-001277,-0.4192657626926625
ACH-001278,-0.30455306257315656
ACH-001280,-0.3058566679634785
ACH-001283,-0.15818504448061324
ACH-001289,-0.3098183547375102
ACH-001300,-0.4108442904160774
ACH-001301,-0.2730097396391881
ACH-001302,-0.193859309515003
ACH-001306,-0.33732295523147193
ACH-001318,-0.2889468984887674
ACH-001322,-0.31214581134474995
ACH-001328,-0.3364184064166356
ACH-001332,-0.15644304183663527
ACH-001336,-0.2301084146683149
ACH-001346,-0.17802959547462988
ACH-001353,-0.25596681018877
ACH-001354,-0.12421988685673227
ACH-001367,-0.32781494353879403
ACH-001368,-0.42058880618505545
ACH-001374,-0.2751826448473568
ACH-001377,-0.4234111039731823
ACH-001380,-0.4341902559199343
ACH-001391,-0.1951108141399881
ACH-001408,-0.6518924787969728
ACH-001430,-0.4812919713481266
ACH-001431,-0.4852916488818869
ACH-001450,-0.07216980971862384
ACH-001496,-0.1797226829515252
ACH-001500,-0.2941563504133311
ACH-001523,-0.2409688583955887
ACH-001532,-0.26045930429096
ACH-001550,-0.22036039486824205
ACH-001552,-0.30214796724796794
ACH-001554,-0.3386257697704573
ACH-001654,-0.3468276422032253
ACH-001735,-0.3711866335846184
ACH-001736,-0.34462730159268506
ACH-001737,-0.9586829015179096
ACH-001740,-0.3217469294921285
ACH-001745,-0.24892795417369945
ACH-001765,-0.4060035579712367
