,YRDC (79693)
ACH-000004,-1.8993665343831092
ACH-000005,-1.8879894909595936
ACH-000007,-1.221248545749121
ACH-000009,-1.7806551204503718
ACH-000011,-1.5025157818530908
ACH-000012,-1.6604364065969146
ACH-000013,-0.817624795423365
ACH-000014,-1.4985349552746516
ACH-000015,-0.9939497253437032
ACH-000017,-1.7986483969322662
ACH-000018,-1.7048955590431
ACH-000019,-1.5315035204325815
ACH-000021,-1.453897031848135
ACH-000022,-1.7170138706825395
ACH-000025,-1.1386258754655036
ACH-000028,-1.3271680542108262
ACH-000030,-1.71349160812398
ACH-000035,-1.4024848215361625
ACH-000036,-1.4013087221958758
ACH-000037,-0.8197886402947914
ACH-000039,-1.0368599137165049
ACH-000040,-0.9135292648342932
ACH-000041,-1.2237063559017998
ACH-000042,-1.6408686928735683
ACH-000045,-1.440678111022385
ACH-000047,-1.3995996642480426
ACH-000052,-0.8093759417448982
ACH-000053,-1.5599231964963491
ACH-000054,-1.5209446002459188
ACH-000055,-1.3814445956645287
ACH-000060,-1.5396081593086168
ACH-000067,-0.8882351842002183
ACH-000070,-1.5353529161092712
ACH-000075,-1.1303629678291285
ACH-000078,-1.167891059129782
ACH-000082,-0.4025903063247342
ACH-000085,-1.5942028155358288
ACH-000086,-0.6982908241011253
ACH-000087,-1.1819990141033339
ACH-000092,-1.6829000860479943
ACH-000095,-0.9741335768132112
ACH-000097,-1.6186545334715503
ACH-000098,-0.6422354542873002
ACH-000099,-1.6465555388185618
ACH-000108,-1.6944143486822425
ACH-000113,-1.2567564835703295
ACH-000116,-0.670386654805574
ACH-000118,-1.2928825344260713
ACH-000120,-1.3922308933593974
ACH-000123,-1.124695380406493
ACH-000127,-1.5304852711574597
ACH-000128,-0.7414053822087732
ACH-000132,-1.613582581382119
ACH-000133,-0.6789542602505144
ACH-000137,-0.7379631100703716
ACH-000138,-1.6027386632455296
ACH-000142,-1.3662474716819533
ACH-000143,-0.9644278086171254
ACH-000146,-1.987049398950884
ACH-000148,-0.7656944235015618
ACH-000150,-1.1584424652274137
ACH-000152,-0.8426079216483318
ACH-000153,-1.2416190099403757
ACH-000159,-1.6648325328075375
ACH-000160,-0.9111413337698672
ACH-000163,-0.6055061451971824
ACH-000167,-2.1998079542908884
ACH-000168,-1.5365283914623915
ACH-000169,-0.9992584022100676
ACH-000178,-1.3567526019366327
ACH-000183,-1.7555390084932982
ACH-000188,-0.8401547083746078
ACH-000189,-1.6474148790083536
ACH-000190,-0.9884816122704144
ACH-000198,-1.5245840962892938
ACH-000203,-1.6842008687518844
ACH-000204,-1.416868301341729
ACH-000206,-1.50615548560228
ACH-000207,-1.3416274269696262
ACH-000208,-0.9507132936847258
ACH-000210,-1.2960761291715943
ACH-000211,-0.454479173950117
ACH-000215,-0.6255570880135044
ACH-000221,-0.5803981982600817
ACH-000222,-1.350308418620747
ACH-000223,-1.791280084167158
ACH-000226,-1.4598117207381318
ACH-000227,-1.2574108254655807
ACH-000228,-0.8115901757810021
ACH-000231,-0.685276830862057
ACH-000232,-1.1575284293524966
ACH-000233,-1.4762163354940891
ACH-000234,-2.0159165599460933
ACH-000235,-1.6098330345582226
ACH-000237,-0.8148673949348793
ACH-000238,-0.6818158395692104
ACH-000242,-1.7908873692837195
ACH-000243,-1.3633676848366514
ACH-000244,-1.0930865375890768
ACH-000246,-1.4085263447461946
ACH-000248,-1.496109742214539
ACH-000250,-1.6869882138299208
ACH-000251,-1.9744095857953687
ACH-000252,-1.5526842327087675
ACH-000253,-1.6546052352158596
ACH-000255,-0.8755461681712731
ACH-000256,-1.1238344489392067
ACH-000257,-1.631909038229773
ACH-000258,-1.4816711896183248
ACH-000259,-1.7961807293794567
ACH-000260,-1.0667386373868235
ACH-000261,-1.588519703346934
ACH-000262,-1.6860914533990254
ACH-000263,-1.92584728829568
ACH-000264,-0.9921196737987974
ACH-000265,-0.9500702469763732
ACH-000266,-1.5864329684952843
ACH-000272,-1.572221935091939
ACH-000274,-1.7475440962043878
ACH-000277,-2.1156370157362168
ACH-000278,-1.5075878962414373
ACH-000279,-1.240992139030359
ACH-000280,-1.3841268941970826
ACH-000281,-1.4495932695905571
ACH-000288,-1.3398254655927817
ACH-000291,-0.6785051630154858
ACH-000293,-0.9502890458070414
ACH-000294,-2.111468174856549
ACH-000295,-1.8249515847400104
ACH-000296,-1.4042255787555438
ACH-000302,-1.9275310784570256
ACH-000304,-1.7280586911091946
ACH-000307,-1.7547480834731852
ACH-000308,-1.7601078864833914
ACH-000310,-1.574682079599005
ACH-000311,-1.2045022530358995
ACH-000312,-1.4686573341943678
ACH-000315,-1.4871537956004457
ACH-000316,-1.6215677435768343
ACH-000317,-2.040181059421604
ACH-000318,-1.7397745473832766
ACH-000319,-0.6916217248323475
ACH-000320,-1.219393308430007
ACH-000322,-1.658321088886272
ACH-000323,-0.8926794999667869
ACH-000324,-1.3879357195339892
ACH-000329,-1.0788962976533671
ACH-000330,-1.5495715334466649
ACH-000331,-1.4669863196159367
ACH-000332,-1.4715155639167532
ACH-000334,-1.6056084852110428
ACH-000335,-1.3832712800489926
ACH-000336,-1.5005137808398474
ACH-000337,-1.8288261485373525
ACH-000338,-1.6860482145822693
ACH-000339,-1.5099632235369238
ACH-000341,-1.5646423360293782
ACH-000348,-1.9895503640775425
ACH-000350,-1.8091618223205712
ACH-000352,-1.8594729967975892
ACH-000356,-1.3462107546539894
ACH-000361,-1.4465553561668527
ACH-000362,-1.6261699818963355
ACH-000363,-1.8066872880763896
ACH-000364,-0.8880233299233254
ACH-000365,-1.668127540946081
ACH-000366,-1.514289990705474
ACH-000368,-0.7948322329697135
ACH-000374,-1.6056212977249733
ACH-000375,-1.4951016803022947
ACH-000376,-1.1594485386133715
ACH-000381,-1.5547124597811168
