,CCNF (899)
ACH-000004,0.002266811849629798
ACH-000005,-0.14026133323545706
ACH-000007,-0.058815188579222175
ACH-000009,-0.1545053449340997
ACH-000011,-0.4896331874247693
ACH-000012,0.18326756414979456
ACH-000013,-0.0881293256332464
ACH-000014,-0.11801630468884412
ACH-000015,-0.1925392562262976
ACH-000017,-0.522907943558046
ACH-000018,-0.28614643919336863
ACH-000019,0.11705476439497793
ACH-000021,-0.11441417162278232
ACH-000022,-0.25628350659117394
ACH-000025,-0.009630697064853509
ACH-000028,-0.4677845572849923
ACH-000030,-0.19690620115614565
ACH-000035,-0.07104081777950393
ACH-000036,-0.13995088107984074
ACH-000037,-0.11132844098420616
ACH-000039,0.1985195828091254
ACH-000040,-0.10416232619609883
ACH-000041,-0.5377330452098387
ACH-000042,0.16403068754061698
ACH-000045,-0.17659753606216416
ACH-000047,0.49001552636328
ACH-000052,-0.18770650633351102
ACH-000053,-0.22238266265132384
ACH-000054,-0.1192662495912784
ACH-000055,0.030903851808151344
ACH-000060,0.02686982893943413
ACH-000067,-0.2258061866541677
ACH-000070,-0.2037195201930696
ACH-000075,0.09969832871976506
ACH-000078,-0.14517460409135302
ACH-000082,-0.2241789849655968
ACH-000085,-0.4917982597963666
ACH-000086,0.019299171800905124
ACH-000087,-0.2862726678391589
ACH-000092,-0.08860617535927216
ACH-000095,0.05051506762693248
ACH-000097,-0.4118921445626413
ACH-000098,-0.21702840282329855
ACH-000099,-0.4190569453723615
ACH-000108,-0.17802146299603436
ACH-000113,-0.2033358799132457
ACH-000116,-0.3828173040225452
ACH-000118,-0.09913419905180706
ACH-000120,-0.2768752327110528
ACH-000123,-0.04476294484334396
ACH-000127,-0.20395376613899716
ACH-000128,0.5806027837244011
ACH-000132,-0.23336393271959996
ACH-000133,0.019561671151530024
ACH-000137,0.2675160550702806
ACH-000138,-0.02250104791752228
ACH-000142,-0.19039367580332384
ACH-000143,-0.003977927731225665
ACH-000146,-0.43172037966607457
ACH-000148,-0.2924112686947815
ACH-000150,-0.1050896032371665
ACH-000152,0.5370560262886286
ACH-000153,0.08029439657001501
ACH-000159,-0.021434974121147515
ACH-000160,0.04362700135231312
ACH-000163,-0.06871607867323164
ACH-000167,0.13571529555125758
ACH-000168,0.24342926238551105
ACH-000169,-0.3051658018342623
ACH-000178,-0.18822374621302151
ACH-000183,0.08877341979980102
ACH-000188,0.09231153445464367
ACH-000189,0.11510791804680814
ACH-000190,0.08665021948248787
ACH-000198,-0.4709583721397924
ACH-000203,-0.280602743420422
ACH-000204,-0.10117571664478273
ACH-000206,-0.1676016740013372
ACH-000207,-0.3403141234554827
ACH-000208,-0.15781635864370813
