,ADAMDEC1 (27299)
ACH-000004,0.08860314674766535
ACH-000005,0.11196756623398436
ACH-000007,0.12108096497650657
ACH-000009,0.03129547458115332
ACH-000011,0.09275222724132108
ACH-000012,0.0929646629439678
ACH-000013,0.06396815172377973
ACH-000014,0.16042836318270318
ACH-000015,0.08755429834751699
ACH-000017,0.15139426289127786
ACH-000018,0.24787259423291275
ACH-000019,-0.029136723465658657
ACH-000021,0.06104589864167946
ACH-000022,0.06295095186057417
ACH-000025,0.009375807310172206
ACH-000028,0.0069334082922362286
ACH-000030,0.1092659054820355
ACH-000035,0.010720732402472878
ACH-000036,0.2023074523522276
ACH-000037,0.01902306763496681
ACH-000039,0.1473191378646703
ACH-000040,0.19554881825909196
ACH-000041,-0.010741207672874457
ACH-000042,0.11813768547905484
ACH-000045,-0.007579033250813028
ACH-000047,0.06561198262250173
ACH-000052,0.12660159817551414
ACH-000053,0.07035582081797345
ACH-000054,0.11483624112840955
ACH-000055,-0.031135132487965574
ACH-000060,0.10375349466232947
ACH-000067,-0.07990480462412569
ACH-000070,0.135767284931995
ACH-000075,-0.060251926798271585
ACH-000078,-0.003720139406406841
ACH-000082,0.17525945075796973
ACH-000085,0.24511215194744115
ACH-000086,0.10449007050915582
ACH-000087,-0.08803859315505465
ACH-000092,0.10595231765334573
ACH-000095,0.17953087723603653
ACH-000097,0.10241974154926413
ACH-000098,0.1694006291413634
ACH-000099,0.06205545632415789
ACH-000108,-0.050555096683163325
ACH-000113,0.035234235993783614
ACH-000116,0.06831704035364326
ACH-000118,-0.03668142550069235
ACH-000120,0.05515391073670201
ACH-000123,0.055809039071059566
ACH-000127,0.08001490634859736
ACH-000128,0.05937275432966134
ACH-000132,0.1633346591510077
ACH-000133,0.043973659735585716
ACH-000137,0.1765187847290012
ACH-000138,0.045640123945233375
ACH-000142,0.1950072022195364
ACH-000143,0.1143371765457714
ACH-000146,0.07954691096247153
ACH-000148,-0.0537617275084817
ACH-000150,0.014068589503277351
ACH-000152,0.1699133371198665
ACH-000153,0.15155056112125576
ACH-000159,-0.003132424034695804
ACH-000160,0.1405467779745566
ACH-000163,-0.050138778591882864
ACH-000167,0.23574538897795486
ACH-000168,0.16820168599634208
ACH-000169,0.16585881702455374
ACH-000178,-0.02828058079731862
ACH-000183,-0.06043528790684378
ACH-000188,0.12966793325012518
ACH-000189,0.08675162572385843
ACH-000190,0.14133357780441835
ACH-000198,-0.04987702482639518
ACH-000203,-0.3487136582952499
ACH-000204,-0.06690163470028575
ACH-000206,0.09268300279272457
ACH-000207,0.22065999805035552
ACH-000208,0.155360151792463
ACH-000210,-0.18841245099818246
ACH-000211,-0.042171221222099084
ACH-000215,0.06863488287947456
ACH-000221,0.035044193303145975
ACH-000222,0.16372837462037915
ACH-000223,0.1849965294501749
ACH-000226,0.19506479002100166
ACH-000227,-0.0248246099503755
ACH-000228,0.024700398753931388
ACH-000231,0.11489767941460745
ACH-000232,0.02910161254733622
ACH-000233,0.12123306344140625
ACH-000234,0.03844191677735982
ACH-000235,0.07263926698846188
ACH-000237,0.09007768928022512
ACH-000238,-0.0028562921001642353
ACH-000242,-0.1939598120818852
ACH-000243,0.0990726673351476
ACH-000244,0.1422752402710793
ACH-000246,0.1368228659267745
ACH-000248,0.057428414245714064
ACH-000250,0.08372626834702339
ACH-000251,0.13298825305091558
ACH-000252,-0.044647004370633916
ACH-000253,-0.019743416268013514
ACH-000255,0.211553510939242
ACH-000256,0.058296856600130675
ACH-000257,0.01148875319980702
ACH-000258,-0.02466900488070061
ACH-000259,0.09456021939634167
ACH-000260,0.10009358551768777
ACH-000261,0.027037331379504283
ACH-000262,0.20581414949915144
ACH-000263,0.02063847144551363
ACH-000264,0.02886674919516828
ACH-000265,0.043028053755257485
ACH-000266,0.1592987603110021
ACH-000272,0.14237629292924045
ACH-000274,0.028281543968706982
ACH-000277,0.22112376345578952
ACH-000278,0.014277347908844091
ACH-000279,0.16955173819653352
ACH-000280,0.0917053411686983
ACH-000281,0.12808917208724566
ACH-000288,0.1872283124153748
ACH-000291,0.17355030867335827
ACH-000293,-0.13300253035253815
ACH-000294,-0.11139103409863657
ACH-000295,0.15626016909662593
ACH-000296,-0.1125630844539437
ACH-000302,0.06159422841742367
ACH-000304,-0.039197025742887456
ACH-000307,0.004985674173550726
ACH-000308,0.021653307430353826
ACH-000310,-0.009583042807044173
ACH-000311,0.03582327050238688
ACH-000312,0.22431657492709373
ACH-000315,0.046346774129820335
ACH-000316,-0.0360605086096879
ACH-000317,0.19666507325365445
ACH-000318,0.06776948406526569
ACH-000319,0.12235194941774735
ACH-000320,0.060077542005037586
ACH-000322,0.20237542381239176
ACH-000323,0.13765388975633838
ACH-000324,0.07243645089638172
ACH-000329,0.11452044865171035
ACH-000330,-0.018766450735729363
ACH-000331,0.08156149692714275
ACH-000332,0.04034967805691966
ACH-000334,-0.05350015226962891
ACH-000335,0.1663961757047246
ACH-000336,-0.1633545660368136
ACH-000337,0.008421684910477758
ACH-000338,-0.11168862719212824
ACH-000339,0.12644554380088358
ACH-000341,0.17909205551126192
ACH-000348,0.13237367511423948
ACH-000350,0.07441847039578205
ACH-000352,-0.047265965573595733
ACH-000356,0.08031529063051583
ACH-000361,0.012854650294838892
ACH-000362,-0.0681803653593163
ACH-000363,0.04932777206496769
ACH-000364,0.09232569735576092
ACH-000365,0.1314774266359799
ACH-000366,0.1121223231523126
ACH-000368,0.3714680344850343
ACH-000374,0.07031981307581052
ACH-000375,0.0010395309078935662
ACH-000376,0.10706687543108108
ACH-000381,0.139412136995835
ACH-000383,0.04415473434640607
ACH-000387,-0.0024775001700559607
ACH-000389,0.15938167741708847
ACH-000390,-0.036051254249893916
ACH-000393,-0.01309700048283568
ACH-000395,0.016484058825238075
ACH-000396,0.1283887962492702
ACH-000397,-0.03856498368477567
ACH-000401,0.016340213798310056
ACH-000402,0.05474788668291262
ACH-000403,0.028375538846489176
ACH-000404,-0.14504863189234438
ACH-000406,0.0915176619064876
ACH-000407,0.06845624778139862
ACH-000408,0.1404366897460384
ACH-000410,-0.007669092192039366
ACH-000411,0.1801692017797009
ACH-000414,0.08016982659488553
ACH-000415,0.07932829290213547
ACH-000416,0.08748494789269669
ACH-000420,0.09868518378797393
ACH-000421,0.08248363320997912
ACH-000424,0.02097300676216613
ACH-000425,0.14938595240822747
ACH-000426,-0.04592775742607174
ACH-000427,0.055453881182960574
ACH-000433,0.14421359832360542
ACH-000435,0.02980330740087545
ACH-000436,-0.19117189117096528
ACH-000444,-0.05642515685874809
ACH-000445,0.14597318214410346
ACH-000448,0.11553967023353665
ACH-000450,0.3079402625126738
ACH-000452,0.09601119430785574
ACH-000454,0.2425985046299671
ACH-000458,0.13056213967671956
ACH-000459,-0.04663164803761453
ACH-000460,0.2166953364384828
ACH-000461,0.1283100292159608
ACH-000463,0.03840800236805221
ACH-000464,0.03266174667054681
ACH-000466,0.03863843064081028
ACH-000467,-0.0007385610816891999
ACH-000468,0.20489470787448524
ACH-000469,0.03215217173116524
ACH-000470,0.06431709171358138
ACH-000471,0.10021163015084293
ACH-000472,0.05314209432484655
ACH-000473,0.02940632590181308
ACH-000475,-0.024412996830030603
ACH-000476,-0.05751244915310031
