,LY6K (54742)
ACH-000004,-0.05390155029000488
ACH-000005,0.0021675178065385845
ACH-000007,-0.1858080311624087
ACH-000009,-0.11101958449345743
ACH-000011,-0.10236475766815063
ACH-000012,-0.22622054242595974
ACH-000013,-0.16518853991621738
ACH-000014,-0.2954795863240641
ACH-000015,-0.1809316948941979
ACH-000017,-0.18740725460853
ACH-000018,-0.12510071394513486
ACH-000019,0.08055336441069387
ACH-000021,-0.17804950161730845
ACH-000022,-0.15750652513265734
ACH-000025,-0.3260868607057108
ACH-000028,-0.09004067741239836
ACH-000030,-0.12506210724772068
ACH-000035,-0.11280327492911105
ACH-000036,-0.17416974443795968
ACH-000037,-0.2579983698470442
ACH-000039,-0.13502119870866156
ACH-000040,-0.20396289966250808
ACH-000041,-0.2412441119944285
ACH-000042,-0.1857983861919159
ACH-000045,-0.09041972088921812
ACH-000047,-0.2418789858587745
ACH-000052,-0.2358462372501986
ACH-000053,-0.0846231423954101
ACH-000054,-0.1625503163453498
ACH-000055,-0.25465160358555605
ACH-000060,-0.19746525366225826
ACH-000067,-0.07544345278643108
ACH-000070,-0.2477749136315944
ACH-000075,-0.1373904342760427
ACH-000078,-0.2330212748205143
ACH-000082,-0.11305502765938395
ACH-000085,-0.13755747551986344
ACH-000086,-0.13300832442773422
ACH-000087,-0.061963404577001335
ACH-000092,-0.19484951877725845
ACH-000095,-0.09858841049899117
ACH-000097,-0.08070098506850291
ACH-000098,-0.11657981248844095
ACH-000099,-0.15694593091883324
ACH-000108,-0.2055508143458422
ACH-000113,-0.20474189001679016
ACH-000116,-0.2306092953349294
ACH-000118,-0.2009372876436616
ACH-000120,-0.22508209819282676
ACH-000123,-0.05751476225034196
ACH-000127,-0.19934191008039626
ACH-000128,-0.15967468067301802
ACH-000132,-0.10867607063718747
ACH-000133,-0.07307522991573775
ACH-000137,-0.1924247545596203
ACH-000138,-0.16525936060775645
ACH-000142,-0.11615527737823385
ACH-000143,-0.2375642553751403
ACH-000146,-0.25344309082550737
ACH-000148,-0.2764685496546328
ACH-000150,-0.5340780895365115
ACH-000152,-0.2074018765765204
ACH-000153,-0.2326376419197263
ACH-000159,-0.12995582308415102
ACH-000160,-0.14761280299291335
ACH-000163,-0.14728065337849885
ACH-000167,-0.17270961488552022
ACH-000168,-0.05626926935574268
ACH-000169,-0.11599015099576505
ACH-000178,-0.2061151545533816
ACH-000183,-0.08498068920057328
ACH-000188,-0.1873342144534152
ACH-000189,-0.19315167676834502
ACH-000190,-0.07749179153861542
ACH-000198,-0.03905132136100965
ACH-000203,0.1484631432824634
ACH-000204,-0.05452729173896916
ACH-000206,-0.2327254908524147
ACH-000207,-0.3426329512153329
ACH-000208,-0.06435774020299792
ACH-000210,-0.2245966417612137
