,COX7C (1350)
ACH-000004,-0.8622242664189345
ACH-000005,-0.8299990753500096
ACH-000007,-0.6580626481617099
ACH-000009,-0.6509665535636164
ACH-000011,-0.6195882045835561
ACH-000012,-0.6680478798122961
ACH-000013,-0.7644786705661742
ACH-000014,-0.8469687304893981
ACH-000015,-0.906741354012726
ACH-000017,-0.7240310941489041
ACH-000018,-0.7160019714560636
ACH-000019,-0.8211355900824386
ACH-000021,-0.7618040805683884
ACH-000022,-0.6826439848879599
ACH-000025,-0.7724148300409085
ACH-000028,-0.8223178427725861
ACH-000030,-0.8602065572374694
ACH-000035,-0.7198484924286672
ACH-000036,-0.5361125315240163
ACH-000037,-0.6672543303032014
ACH-000039,-0.8353688272003654
ACH-000040,-0.4271469861919885
ACH-000041,-0.9038499264480718
ACH-000042,-0.5997297319856049
ACH-000045,-0.6585683692769727
ACH-000047,-1.1344990434904718
ACH-000052,-0.5620560248827127
ACH-000053,-0.7495896403241058
ACH-000054,-0.6697624361729942
ACH-000055,-0.7328925892450424
ACH-000060,-0.6594173257335281
ACH-000067,-0.6696996970921893
ACH-000070,-1.0066235140133664
ACH-000075,-0.6869544260749446
ACH-000078,-0.8724811895365243
ACH-000082,-0.5375414186812247
ACH-000085,-0.4441055746232997
ACH-000086,-0.8365372894034722
ACH-000087,-0.8426414462081916
ACH-000092,-0.5852715690212621
ACH-000095,-0.657763836506112
ACH-000097,-0.6333910950158856
ACH-000098,-0.5854618831977234
ACH-000099,-0.7763605393426024
ACH-000108,-0.5919764858371129
ACH-000113,-0.7063027474158259
ACH-000116,-0.8812077607105505
ACH-000118,-0.8715042365959209
ACH-000120,-0.6926085890734023
ACH-000123,-0.5896304169232504
ACH-000127,-0.8186799620735888
ACH-000128,-0.8541448034298562
ACH-000132,-0.7029781286497886
ACH-000133,-0.6205275612884587
ACH-000137,-0.4923289496040586
ACH-000138,-0.8108563563256368
ACH-000142,-0.5769523663564737
ACH-000143,-0.6807615306195298
ACH-000146,-1.0407648536045269
ACH-000148,-0.6957245603901451
ACH-000150,-0.7597785278805522
ACH-000152,-0.7000160891914537
ACH-000153,-0.6846194994114572
ACH-000159,-0.7133273531073059
ACH-000160,-0.8117391438609317
ACH-000163,-0.5376583925239432
ACH-000167,-0.8529885534759263
ACH-000168,-0.5927564196375094
ACH-000169,-0.6693748934347645
ACH-000178,-0.6537226805596207
ACH-000183,-0.8571354466659231
ACH-000188,-0.7268900772228923
ACH-000189,-0.4920714668518201
ACH-000190,-0.8479556875448135
ACH-000198,-0.7870791424250838
ACH-000203,-0.6168373883946076
ACH-000204,-0.6039338805553238
ACH-000206,-0.7036747783206628
ACH-000207,-0.7419836517074517
ACH-000208,-1.0037770449189478
