,CSNK1E (1454)
ACH-000004,-0.07281184386936779
ACH-000005,-0.16399590446093473
ACH-000007,-0.021836077858246712
ACH-000009,-0.037512043443704665
ACH-000011,-0.07324146629070401
ACH-000012,-0.08154734043669144
ACH-000013,-0.13639837154262285
ACH-000014,-0.2476994714445401
ACH-000015,-0.09799398736647663
ACH-000017,-0.058174291029815424
ACH-000018,-0.06336280362205893
ACH-000019,-0.24877104549152299
ACH-000021,-0.014360995359866596
ACH-000022,-0.14250832728705548
ACH-000025,0.054487830338195285
ACH-000028,-0.10569991094398133
ACH-000030,-0.17437201155967785
ACH-000035,-0.07880124840671528
ACH-000036,-0.04130524979174364
ACH-000037,0.07031943516478728
ACH-000039,-0.11805607149740673
ACH-000040,0.0749086861415321
ACH-000041,-0.10701820466416068
ACH-000042,-0.13654742052457008
ACH-000045,-0.03410238613924778
ACH-000047,-0.11578558807400348
ACH-000052,0.14293189423005825
ACH-000053,-0.02406723119774281
ACH-000054,0.04178081611363799
ACH-000055,-0.2417844735242071
ACH-000060,-0.038795276512532416
ACH-000067,-0.07335187975651505
ACH-000070,0.05220584284322589
ACH-000075,-0.14980093101378755
ACH-000078,-0.02937864766887161
ACH-000082,0.009375219250749212
ACH-000085,-0.2413900556564857
ACH-000086,-0.09699846647404957
ACH-000087,-0.1350314826590667
ACH-000092,-0.07435903813804176
ACH-000095,0.0445040126784303
ACH-000097,-0.045576639713253736
ACH-000098,0.008453899436489538
ACH-000099,0.012413712954436705
ACH-000108,-0.09261872577443593
ACH-000113,0.0037828498591831634
ACH-000116,-0.018415686395728638
ACH-000118,-0.09037748370588748
ACH-000120,-0.161058703340534
ACH-000123,-0.12243184908682793
ACH-000127,0.07486102400488433
ACH-000128,0.025755882261902584
ACH-000132,-0.09588848646715817
ACH-000133,-0.07245685165105396
ACH-000137,-0.045429070754285934
ACH-000138,0.17770512866545102
ACH-000142,0.014138587824317454
ACH-000143,0.08362001405036706
ACH-000146,-0.002814792276370765
ACH-000148,0.05992280204545425
ACH-000150,0.12119099378983275
ACH-000152,-0.005988348885603362
ACH-000153,0.1990254320994518
ACH-000159,0.047642938656337605
ACH-000160,-0.08633905528578684
ACH-000163,-0.06436819021180527
ACH-000167,0.2103716300697836
ACH-000168,-0.1196910499860226
ACH-000169,-0.05381547766944013
ACH-000178,0.020393145623641383
ACH-000183,-0.1661376492455371
ACH-000188,-0.1068483770783008
ACH-000189,0.12069166144148764
ACH-000190,-0.047268985441863864
ACH-000198,-0.06459621037220584
ACH-000203,-0.26986036517401313
ACH-000204,0.044133591671304234
ACH-000206,0.13460565687376952
ACH-000207,0.1335980433773506
ACH-000208,-0.013471864069547463
ACH-000210,0.19204158177018246
ACH-000211,0.060579284011117125
ACH-000215,-0.02711536120244332
ACH-000221,-0.03614106996005898
ACH-000222,-0.11442023965945447
ACH-000223,-0.08372151164621525
ACH-000226,-0.042013083705062314
ACH-000227,0.06205505335501664
ACH-000228,-0.04895803052362816
ACH-000231,-0.05844071314123826
ACH-000232,0.02172439427979156
ACH-000233,-0.02497100723807423
ACH-000234,-0.05169347082799052
ACH-000235,-0.011472402081269184
ACH-000237,-0.033006144367031864
ACH-000238,-0.22216038538468166
ACH-000242,-0.1458668776379872
ACH-000243,-0.05719471101637374
ACH-000244,0.006058417877586879
ACH-000246,-0.02559688638964865
ACH-000248,-0.08517165097691824
ACH-000250,0.05731543946859333
ACH-000251,0.16825091925592592
ACH-000252,-0.2781894976926628
ACH-000253,-0.0044858272601693405
ACH-000255,-0.0913316945231652
ACH-000256,-0.09987568421628236
ACH-000257,-0.041417113625376235
ACH-000258,-0.16777802228871735
ACH-000259,0.03891449034337551
ACH-000260,0.02317862748091124
ACH-000261,-0.11336025464638405
ACH-000262,-0.02172831776062917
ACH-000263,-0.04531956061893375
ACH-000264,-0.10991623848807998
ACH-000265,-0.07990676601289175
ACH-000266,0.008794869811851075
ACH-000272,-0.04429853184111317
ACH-000274,-0.1475963296230451
ACH-000277,0.1261842512392332
ACH-000278,-0.11225263542420877
ACH-000279,-0.047492201711850465
ACH-000280,-0.10787572111099393
ACH-000281,-0.15156578926203707
ACH-000288,-0.0729735475188882
ACH-000291,-0.1216029583106124
ACH-000293,-0.060513986385565835
ACH-000294,-0.00027345947138796223
ACH-000295,-0.0571489863801069
ACH-000296,-0.11950202477761045
ACH-000302,-0.13556086535074646
ACH-000304,-0.20939251453342655
ACH-000307,0.015239551407433832
ACH-000308,-0.06110109207465885
ACH-000310,-0.08555456039045728
ACH-000311,0.030488925421543658
ACH-000312,-0.04713943702735724
ACH-000315,-0.14683491904472395
ACH-000316,-0.2177472418657336
ACH-000317,-0.008769577845891892
ACH-000318,-0.12477585039911028
ACH-000319,-0.11523180285718312
ACH-000320,-0.11555118698902075
ACH-000322,0.13753917641857286
ACH-000323,-0.16630115709598306
ACH-000324,-0.12215554212684045
ACH-000329,0.04570235906714284
ACH-000330,-0.07113545566084467
ACH-000331,-0.012078150071102956
ACH-000332,-0.14487473196600695
ACH-000334,0.014100415419294446
ACH-000335,0.0596368143143725
ACH-000336,0.2294932557667429
ACH-000337,-0.035178459002600096
ACH-000338,0.6473146341841871
ACH-000339,-0.004848490335194204
ACH-000341,-0.03802386359916704
ACH-000348,-0.011695225182659008
ACH-000350,-0.011510834739679126
ACH-000352,-0.0710764927320486
ACH-000356,-0.12163944533275538
ACH-000361,-0.09625307371857796
ACH-000362,-0.05467593107501555
ACH-000363,0.03479315296656789
ACH-000364,0.04964081224429056
ACH-000365,-0.03226324767692435
