,TCF7L1 (83439)
ACH-000004,-0.2967962439717738
ACH-000005,0.10410093726083673
ACH-000007,0.012725799189129626
ACH-000009,-0.035141087580882344
ACH-000011,-0.14009338950633582
ACH-000012,-0.03400790014170292
ACH-000013,-0.04843042018440453
ACH-000014,-0.06730637170171437
ACH-000015,-0.08304312114915177
ACH-000017,-0.047747478603665225
ACH-000018,0.09224887444070792
ACH-000019,-0.18664579407194595
ACH-000021,-0.12450816295952725
ACH-000022,-0.17476579231269326
ACH-000025,-0.010431339688755236
ACH-000028,-0.15804094188115578
ACH-000030,-0.13417044041172713
ACH-000035,-0.12768889628034166
ACH-000036,-0.08855931843503016
ACH-000037,-0.13004251335243208
ACH-000039,-0.04522242224410648
ACH-000040,-0.1546210371992862
ACH-000041,0.05921605933705599
ACH-000042,-0.05857337909197643
ACH-000045,-0.08317074371909153
ACH-000047,0.13589585480084287
ACH-000052,-0.07583248258068989
ACH-000053,-0.10577541858931222
ACH-000054,-0.08316687981755748
ACH-000055,0.09924074968373607
ACH-000060,-0.08409171943085729
ACH-000067,-0.022175798271797983
ACH-000070,0.0036856251631782904
ACH-000075,-0.026171231538420096
ACH-000078,0.01412674812405063
ACH-000082,-0.05631798299540415
ACH-000085,-0.1158686591969504
ACH-000086,-0.036134829509764835
ACH-000087,-0.2256545853866627
ACH-000092,-0.19072511345256704
ACH-000095,-0.09803632361129813
ACH-000097,-0.05835153334770254
ACH-000098,0.08988028254738117
ACH-000099,-0.0646033724080945
ACH-000108,-0.006178538548860394
ACH-000113,-0.09624672328765073
ACH-000116,-0.07379157075983721
ACH-000118,-0.17484107098672946
ACH-000120,-0.18305136673563066
ACH-000123,-0.13783996782962554
ACH-000127,-0.07702282706973021
ACH-000128,-0.09956361312756846
ACH-000132,-0.18568614031148653
ACH-000133,-0.06772157870552357
ACH-000137,-0.2352952368009766
ACH-000138,-0.08967296452945897
ACH-000142,-0.0020147892226258708
ACH-000143,-0.03890221690253006
ACH-000146,-0.07503166322238489
ACH-000148,-0.09534711013099832
ACH-000150,-0.007603854955508884
ACH-000152,-0.20696522202169335
ACH-000153,0.2670449329996588
ACH-000159,-0.1335311995394133
ACH-000160,-0.10766480015388452
ACH-000163,-0.17130056182349418
ACH-000167,0.1787925234570402
ACH-000168,0.001533885664369609
ACH-000169,-0.01316905293932594
ACH-000178,-0.07470043774482794
ACH-000183,-0.1909301965614457
ACH-000188,-0.08544951773161252
ACH-000189,-0.3252352046934876
ACH-000190,-0.2401055512789731
ACH-000198,-0.15271645697047226
ACH-000203,0.12917926606266247
ACH-000204,-0.06630754678038171
ACH-000206,-0.15163399059708332
ACH-000207,0.06260380750718147
ACH-000208,-0.4689244804020732
ACH-000210,-0.13664341450700832
ACH-000211,-0.12151297369051513
ACH-000215,-0.056389510346496224
ACH-000221,-0.1714135751792772
ACH-000222,-0.1059849710202449
ACH-000223,-0.10818045533535
ACH-000226,-0.18331098553362807
ACH-000227,0.0495743062266929
ACH-000228,-0.2169496188791506
ACH-000231,-0.008497914939391117
ACH-000232,-0.057743444393718486
ACH-000233,-0.13997532422268638
ACH-000234,-0.09718715225819388
ACH-000235,-0.051492680122552106
ACH-000237,-0.09515200553284968
ACH-000238,-0.0241762060196019
ACH-000242,-0.23422889567037455
ACH-000243,-0.11762842226578768
ACH-000244,-0.2894079754926363
ACH-000246,-0.1033572983990638
ACH-000248,-0.05663510235603241
ACH-000250,-0.16631953909778913
ACH-000251,-0.10432569110397442
ACH-000252,-0.07895985914214515
ACH-000253,-0.25794117965205016
ACH-000255,-0.2858787134020837
ACH-000256,-0.024574865225479442
ACH-000257,0.02505356176610253
ACH-000258,-0.07558296773584773
ACH-000259,-0.041900161131683884
ACH-000260,-0.07965380682871744
ACH-000261,-0.1012920311033571
ACH-000262,-0.053684697541070484
ACH-000263,-0.2338078551552125
ACH-000264,-0.07659635767510864
ACH-000265,-0.06141639593198539
ACH-000266,-0.1145331334999078
ACH-000272,-0.2419664473234032
ACH-000274,-0.09410178737227536
ACH-000277,-0.07244849163461743
ACH-000278,-0.13545039780917445
ACH-000279,-0.01577972568561526
ACH-000280,0.04246236282430076
ACH-000281,0.08720323294634792
ACH-000288,-0.11188504794614736
ACH-000291,0.01366662329340476
ACH-000293,-0.1051206234848743
ACH-000294,0.017422897441031274
ACH-000295,-0.034297898968224085
ACH-000296,-0.15915927639727231
ACH-000302,0.048833255621845637
ACH-000304,0.09411573656479484
ACH-000307,-0.07365903821831546
ACH-000308,0.1775314687126435
ACH-000310,-0.01787281564432327
ACH-000311,-0.07012147883424209
ACH-000312,-0.12574589992135746
ACH-000315,-0.11865050050448785
ACH-000316,0.03724212196165273
ACH-000317,-0.19878106966940864
ACH-000318,0.06979935068630437
ACH-000319,-0.08143080944145313
ACH-000320,0.06270329930582635
ACH-000322,-0.03379341943649372
ACH-000323,-0.056863536957493126
ACH-000324,-0.13327671969472124
ACH-000329,-0.08815437778593532
ACH-000330,-0.2743389268797988
ACH-000331,-0.1893196891933519
ACH-000332,-0.1011756557949628
ACH-000334,-0.008401548491404983
ACH-000335,-0.0930531209519226
ACH-000336,-0.008741571635019051
ACH-000337,-0.016765953000723626
ACH-000338,-0.1574199092356463
ACH-000339,-0.04667449016494581
ACH-000341,-0.05054518574865985
ACH-000348,-0.1197894915210086
ACH-000350,0.029829117125911943
ACH-000352,0.06378698817898834
ACH-000356,-0.26606482512839125
ACH-000361,-0.07342008905770599
ACH-000362,0.01975766609310094
ACH-000363,-0.1317000395258746
ACH-000364,-0.06221365958375887
ACH-000365,-0.09614533585759504
ACH-000366,-0.0891645566206757
ACH-000368,-0.1928179899235816
ACH-000374,-0.10613387491254736
ACH-000375,-0.09748073116236833
ACH-000376,-0.1663718300587977
ACH-000381,-0.16155911512166585
ACH-000383,-0.03777540119563616
ACH-000387,-0.15929659005544133
ACH-000389,-0.10125832016199633
ACH-000390,-0.1813691316099373
ACH-000393,-0.1599762757767897
ACH-000395,-0.011967919648810887
ACH-000396,-0.1681321217734645
ACH-000397,-0.08699305341150337
ACH-000401,-0.08466533984428802
ACH-000402,0.1017035818134921
ACH-000403,-0.1505343486383883
ACH-000404,0.03618579279019776
ACH-000406,-0.06735309363985803
ACH-000407,-0.15898544929503874
ACH-000408,-0.38282534642049776
ACH-000410,-0.14916974953578366
ACH-000411,-0.02702140041839626
ACH-000414,-0.054308862403788134
ACH-000415,-0.19607505379888507
ACH-000416,-0.09037753565132804
ACH-000420,-0.023087663331993198
ACH-000421,-0.11082292392936342
ACH-000424,-0.3351767964360885
ACH-000425,0.03286084409286436
ACH-000426,-0.1356886903946297
ACH-000427,-0.05044281433865841
ACH-000433,0.007041910371202553
ACH-000435,-0.42001157665013855
ACH-000436,-0.1337703856196886
ACH-000444,-0.15697332729471294
ACH-000445,-0.03410378413967627
ACH-000448,0.023901422529813487
ACH-000450,0.0821545962857764
ACH-000452,-0.059416107792361714
ACH-000454,-0.2444225731733056
ACH-000458,0.023979748799128703
ACH-000459,0.0005287367472440821
ACH-000460,-0.16598176251283125
ACH-000461,-0.0697293570232873
ACH-000463,-0.0550873126685426
ACH-000464,-0.0660741146341592
ACH-000466,0.03931917501106928
ACH-000467,-0.07775404803919853
ACH-000468,-0.13863858957283282
ACH-000469,-0.0025104657352756628
ACH-000470,-0.17880191343731253
ACH-000471,-0.1290548697174131
ACH-000472,-0.11346126558422975
ACH-000473,-0.09322364933900752
ACH-000475,-0.09949321913856364
ACH-000476,-0.2788741005667717
ACH-000477,-0.1245529441126461
ACH-000479,0.10396105943671444
ACH-000480,0.006192273059764066
ACH-000481,-0.12407139402478864
ACH-000483,-0.10864358940105563
ACH-000484,-0.14718863035135502
ACH-000485,-0.09241915941802904
ACH-000486,-0.05372795541827096
ACH-000487,-0.0740228745176778
ACH-000488,-0.12236635795414295
ACH-000490,-0.022471809249359657
ACH-000491,-0.10389647926251017
ACH-000495,-0.10320664090581408
ACH-000496,-0.1843672951799887
ACH-000499,-0.22494379990473312
ACH-000500,-0.07438671437405944
ACH-000502,-0.15155659333563967
ACH-000503,-0.14739375058840828
ACH-000505,-0.0947477549522615
ACH-000507,-0.1826137633252664
ACH-000510,-0.04838288524714885
ACH-000511,-0.1428463727843669
ACH-000512,-0.2046412599304192
ACH-000516,0.15762714815043874
ACH-000517,-0.10077316373643244
ACH-000518,-0.09502665720270907
ACH-000520,-0.1209746518304456
ACH-000521,0.009476225437999142
ACH-000522,0.023394951885702682
ACH-000524,-0.1415392047774099
ACH-000527,-0.14152330603278726
ACH-000528,-0.08540579712139212
ACH-000537,-0.1563504019011943
ACH-000541,-0.3650122088613005
ACH-000542,-0.06416857212827158
ACH-000544,-0.1135346046232778
ACH-000545,-0.1820187978256688
ACH-000547,0.08435688478837497
ACH-000548,-0.1948074110472617
ACH-000549,-0.15582209813334955
ACH-000550,-0.02866774753611175
ACH-000552,-0.2369088491738645
ACH-000556,-0.08800805693571047
ACH-000557,-0.10390617295685574
ACH-000569,-0.2858826527459038
ACH-000570,0.029579849002281618
ACH-000571,-0.014751705058716232
ACH-000573,-0.10052529997198456
ACH-000576,-0.09882807788576724
ACH-000579,0.0434509936177659
ACH-000580,0.016601170651413612
ACH-000584,-0.15573466143534115
ACH-000585,-0.21105303370671136
ACH-000588,-0.014102970299349276
ACH-000589,-0.17692998896002196
ACH-000591,-0.1280168238643613
ACH-000593,-0.1348952754604787
ACH-000600,-0.1102776198402644
ACH-000601,-0.043391132205106764
ACH-000605,0.09057479250380196
ACH-000606,-0.07277242048760514
ACH-000608,-0.10128055961656476
ACH-000614,-0.2540989530160974
ACH-000616,-0.09112302866452564
ACH-000618,-0.12986086145838951
ACH-000619,0.0780291579931135
ACH-000620,-0.06764816962851401
ACH-000621,-0.014868436494450209
ACH-000622,0.00882993173235865
ACH-000623,-0.043801617799606216
ACH-000624,-0.020084638352342626
ACH-000627,0.02711272368036306
ACH-000630,0.03663856319187686
ACH-000631,0.17633967779537904
ACH-000632,-0.14233959247709696
ACH-000633,-0.07623968780417839
ACH-000637,-0.22660960772699154
ACH-000638,-0.21611317933917815
ACH-000646,-0.1348488553251034
