,UQCRB (7381)
ACH-000424,-0.5817772187690526
ACH-000425,-0.6510063785545513
ACH-000426,-0.5710729236533192
ACH-000427,-0.4150099188904285
ACH-000433,-0.4130871513710583
ACH-000435,-0.5219769315560201
ACH-000436,-0.3635800179813185
ACH-000444,-0.429886035473752
ACH-000445,-0.12941181454130798
ACH-000448,-0.44846152721784704
ACH-000450,-0.6042462720224301
ACH-000452,-0.3516313964308048
ACH-000454,-0.6483503617739161
ACH-000458,-0.2899446895770568
ACH-000459,-0.8256267691378757
ACH-000460,-0.6668291646360411
ACH-000461,-0.5016923855850923
ACH-000463,-0.36845784456575376
ACH-000464,-0.4949542570377807
ACH-000466,-0.2643801067386683
ACH-000467,-0.8067832140843842
ACH-000468,-0.45154053399965993
ACH-000469,-0.5678608238014662
ACH-000470,-0.4693996995926486
ACH-000471,-0.18234944730507044
ACH-000472,-0.4949079785313306
ACH-000473,-0.3758960435303445
ACH-000475,-0.5637367934445586
ACH-000476,-0.4936850712191269
ACH-000477,-0.6044680295352141
ACH-000479,-0.7203371726787626
ACH-000480,-0.6651854115199286
ACH-000481,-0.4047135220982804
ACH-000483,-0.6700017425059046
ACH-000484,-0.301403416738198
ACH-000485,-0.41193894644695134
ACH-000486,-0.5699361411920065
ACH-000487,-0.7074711487628923
ACH-000488,-0.6904604264562495
ACH-000490,-0.4739385930861938
ACH-000491,-0.6802405045325263
ACH-000495,-0.2512998615164808
ACH-000496,-0.30690910646243313
ACH-000499,-0.4832316826149222
ACH-000500,-0.6256920676061469
ACH-000502,-0.3849147157547776
ACH-000503,-0.4183004257647668
ACH-000505,-0.4839126862513672
ACH-000507,-0.498689716298623
ACH-000510,-0.44627509014593625
ACH-000511,-0.33869607127334783
ACH-000512,-0.6023370049505139
ACH-000516,-0.3908007017947552
ACH-000517,-0.3294209895169532
ACH-000518,-0.3485177326738188
ACH-000520,-0.30519695756990395
ACH-000521,-0.4149668446044023
ACH-000522,-0.5121456827778389
ACH-000524,-0.30141491903706985
ACH-000527,-0.33033287883901485
ACH-000528,-0.7314230610413804
ACH-000537,-0.6435267708816151
ACH-000541,-0.2347817823172768
ACH-000542,-0.2542921305308757
ACH-000544,-0.4694419909313638
ACH-000545,-0.54380930065638
ACH-000547,-0.7443798872330485
ACH-000548,-0.4088745614249031
ACH-000549,-0.7523887013823963
ACH-000550,-0.3403850089207345
ACH-000552,-0.6036180902217096
ACH-000556,-0.6578059092025689
ACH-000557,-0.4877276799165723
ACH-000569,-0.5990816510902626
ACH-000570,-0.4617636823730552
ACH-000571,-0.4947130710884698
ACH-000573,-0.6521156067176538
ACH-000576,-0.35214686588767063
ACH-000579,-0.9264526205610859
ACH-000580,-0.3954959891671917
ACH-000584,-0.5201944627148203
ACH-000585,-0.4387488606403343
ACH-000588,-0.4728476153306975
ACH-000589,-0.6103560971195009
ACH-000591,-0.5766798402378871
ACH-000593,-0.4753553859091737
ACH-000600,-0.41088919910859856
ACH-000601,-0.7966720592518135
ACH-000605,-0.3926024795521759
ACH-000606,-0.4806220479491449
ACH-000608,-0.3864652521271843
ACH-000614,-0.6088258766819002
ACH-000616,-0.4399962530570519
ACH-000618,-0.7243757943975869
ACH-000619,-0.42981144958328055
ACH-000620,-0.6327622810623029
ACH-000621,-0.4238664680506688
ACH-000622,-0.4601845903481464
ACH-000623,-0.2906262362401185
ACH-000624,-0.6893373149089594
ACH-000627,-0.5107572524217511
ACH-000630,-0.4471046556953657
ACH-000631,-0.3836489133876436
ACH-000632,-0.407333165246849
ACH-000633,-0.559531230523671
ACH-000637,-0.3579956044461727
ACH-000638,-0.6727419232843286
ACH-000646,-0.6397607519771388
ACH-000647,-0.5519352039331836
ACH-000648,-0.5048966575676335
ACH-000649,-0.22382706278528114
ACH-000651,-0.7751849857080205
ACH-000652,-0.427537071013443
ACH-000653,-0.465403400808876
ACH-000657,-0.5399732613392839
ACH-000658,-0.5499309334333842
ACH-000661,-0.5036725978304166
ACH-000662,-0.5966690983576353
ACH-000663,-0.6606375726028655
ACH-000665,-0.4566023188515991
ACH-000671,-0.5801195091469968
ACH-000672,-0.4560785022944953
ACH-000673,-0.2885503649512833
ACH-000676,-0.6844750956672457
ACH-000677,-0.8246559283606002
ACH-000681,-0.3145422419094591
ACH-000683,-0.4228982173643823
ACH-000684,-0.6123996356318493
ACH-000688,-0.4834766170642436
ACH-000693,-0.516546483304043
ACH-000694,-0.5915810828402159
ACH-000695,-0.5668753504316507
ACH-000696,-0.3719276496537132
ACH-000697,-0.3478285493910771
ACH-000699,-0.4961250658148914
ACH-000701,-0.36622324817800617
ACH-000706,-0.6795291286402295
ACH-000711,-0.4497183953052397
ACH-000713,-0.4603097835555952
ACH-000714,-0.3796627387388364
ACH-000718,-0.5608269424848229
ACH-000720,-0.4184467729724072
ACH-000721,-0.5463092489086883
ACH-000724,-0.7709368303828542
ACH-000725,-0.6173913919720881
ACH-000732,-0.5369861741283053
ACH-000734,-0.7379021572959132
ACH-000735,-0.3640935837720474
ACH-000736,-0.5078835684443291
ACH-000738,-0.6997956504546776
ACH-000746,-0.8377559002913404
ACH-000747,-0.619004256692156
ACH-000748,-0.20789854179033215
ACH-000753,-0.7484618004426846
ACH-000756,-0.10259185687474667
ACH-000757,-0.6914259173577129
ACH-000758,-0.5009881153341597
ACH-000760,-0.44755925764183857
ACH-000762,-0.3686803443984705
ACH-000763,-0.5563222921073986
ACH-000764,-0.2857740222733408
ACH-000765,-0.6873265201433318
ACH-000766,-0.28149783966047776
ACH-000767,-0.4323722120207814
ACH-000768,-0.7419901076125359
ACH-000769,-0.4308174113954818
ACH-000770,-0.5833689146037692
ACH-000771,-0.2452523011246252
ACH-000773,-0.6566114974939089
ACH-000776,-0.1396470732185121
ACH-000777,-0.39484921462827793
ACH-000778,-0.43754198693303137
ACH-000781,-0.4239235118198977
ACH-000782,-0.504514525147556
ACH-000783,-0.3251317569668356
ACH-000784,-0.4912267168692292
ACH-000785,-0.3803827082704369
ACH-000787,-0.3912161014792704
ACH-000788,-0.1982781591780028
ACH-000791,-0.3695150159725813
ACH-000792,-0.4550333626822649
ACH-000794,-0.2792976513981971
ACH-000796,-0.5577733287727481
ACH-000798,-0.4951772452263416
ACH-000799,-0.4660911580077682
ACH-000800,-0.6740398305913875
ACH-000802,-0.5086348566386882
ACH-000804,-0.4390327593964901
ACH-000805,-0.4637877448013869
ACH-000809,-0.6357341479863944
ACH-000810,-0.3705688685950623
ACH-000811,-0.41614681394112174
ACH-000817,-0.5371212158695865
ACH-000819,-0.3323820902368574
ACH-000820,-0.5915681858244775
ACH-000821,-0.5363163549818106
ACH-000822,-0.5380064581697297
ACH-000823,-0.4985288996693656
ACH-000824,-0.32107779053438884
ACH-000827,-0.2730248969715172
ACH-000829,-0.5808755174231788
ACH-000831,-0.5927883568829589
ACH-000832,-0.5203411830992878
ACH-000833,-0.6399368102040902
ACH-000834,-0.6126252018824694
ACH-000835,-0.3363557651480615
ACH-000836,-0.34981422175608484
ACH-000837,-0.6412499573191701
ACH-000838,-0.4332102780577393
ACH-000839,-0.3216293640056577
ACH-000840,-0.6909924392708291
ACH-000841,-0.28581539484019425
ACH-000843,-0.5561233847707944
ACH-000846,-0.5625657121008462
ACH-000847,-0.4812967828919063
ACH-000848,-0.747964346135924
ACH-000849,-0.6791356083150417
ACH-000851,-0.6817191609832962
ACH-000855,-0.6694438331676464
ACH-000856,-0.5207313503566942
ACH-000858,-0.7634578687394001
ACH-000859,-0.5223997624308971
ACH-000861,-0.331739154020723
ACH-000862,-0.7086364286374234
ACH-000865,-0.36823427664022657
ACH-000866,-0.8007095127737514
ACH-000867,-0.5144022095640021
ACH-000869,-0.4413191649983035
ACH-000872,-0.3681240663115996
ACH-000873,-0.7369071113635416
ACH-000876,-0.8159360814758724
ACH-000878,-0.552935416338068
ACH-000880,-0.6339291382181921
ACH-000881,-0.3278726416259791
ACH-000882,-0.5370574579271626
ACH-000884,-0.5603407154205177
ACH-000885,-0.5794359744722363
ACH-000887,-0.5344249551246163
ACH-000889,-0.6841509820190922
ACH-000896,-0.5871138138908382
ACH-000898,-0.7896029090621909
ACH-000900,-0.6943362001790676
ACH-000901,-0.4877814540908528
ACH-000905,-0.4987113591466421
ACH-000906,-0.5605750620205505
ACH-000907,-0.5704743282077009
ACH-000910,-0.6801616278130482
ACH-000911,-0.6323400490563273
ACH-000912,-0.4276222893533704
ACH-000913,-0.3458704661536464
ACH-000915,-1.0439097895073293
ACH-000916,-0.6717644353054731
ACH-000917,-0.4378232087296798
ACH-000920,-0.5797814903102307
ACH-000921,-0.7492404769080923
ACH-000924,-0.7986899883890398
ACH-000926,-0.4875978865892946
ACH-000928,-0.229596168629746
ACH-000929,-0.4454366829304545
ACH-000932,-0.5921976633299781
ACH-000935,-0.5468312718860366
ACH-000936,-0.6776208970783754
ACH-000937,-0.6709539248606241
ACH-000938,-0.7551658617813046
ACH-000939,-0.5002805427968479
ACH-000941,-0.6403854395331435
ACH-000943,-0.5820354354311184
ACH-000946,-0.4968621474669028
ACH-000947,-0.6894818450081704
ACH-000948,-0.5063181072848842
ACH-000950,-0.306511092656822
ACH-000953,-0.7599594327871328
ACH-000954,-0.5035749005546389
ACH-000957,-0.7834431158028398
ACH-000958,-0.5664940601277781
ACH-000960,-0.4802133378489092
ACH-000963,-0.6031208840606392
ACH-000968,-0.8215731368754203
ACH-000969,-0.7223880377592165
ACH-000972,-0.6807141962945941
ACH-000973,-0.6653123333331477
ACH-000974,-0.4080174306079581
ACH-000978,-0.6218102720083993
ACH-000984,-0.4465805552238486
ACH-000986,-0.5921632781255612
ACH-000988,-0.38456009132483737
ACH-000993,-0.2334611773253692
ACH-000994,-0.4538420881095775
ACH-000996,-0.33945967026687746
ACH-001001,-0.9199955523316004
ACH-001020,-0.3918057190435705
ACH-001028,-0.6531729275126457
ACH-001031,-0.31970878809064623
ACH-001038,-0.6730693292327979
ACH-001048,-0.4984817366455303
ACH-001050,-0.1500448965848629
ACH-001053,-0.4726434779145417
ACH-001054,-0.5500661266675453
ACH-001061,-0.5644328590846113
ACH-001067,-0.20362747928202987
ACH-001075,-0.2288705300566249
ACH-001096,-0.6483087652445085
ACH-001111,-0.3285910704309397
ACH-001119,-0.6130802358805064
ACH-001128,-0.7597385996621057
ACH-001134,-0.6309748348901131
ACH-001151,-0.3909295235111897
ACH-001163,-0.5514771736485798
ACH-001164,-0.4307377844409024
ACH-001183,-0.3408873960400564
ACH-001192,-0.6249148245725322
ACH-001193,-0.3810466919928014
ACH-001196,-0.5227151788133855
ACH-001197,-0.3491298005428992
ACH-001205,-0.43708514215772015
ACH-001211,-0.3482253945108343
ACH-001212,-0.2389818490816159
ACH-001228,-0.518116835411602
ACH-001232,-0.3727152035837173
ACH-001239,-0.5963113431558783
ACH-001270,-0.5347742314835889
ACH-001274,-0.5851285532208932
ACH-001275,-0.39685542389341416
ACH-001277,-0.5925233893209159
ACH-001278,-0.5383506902492979
ACH-001280,-0.713789807246852
ACH-001283,-0.5646316379331614
ACH-001289,-0.3987109725417344
ACH-001300,-0.39348261178835
ACH-001301,-0.4472481415724169
ACH-001302,-0.6761859235954061
ACH-001306,-0.319968883984776
ACH-001318,-0.6635351059110194
ACH-001322,-0.4559639236924186
ACH-001328,-0.5935148965725086
ACH-001332,-0.6196191209297418
ACH-001336,-0.28258838195477004
ACH-001346,-0.3339474296236489
ACH-001353,-0.09176377685273424
ACH-001354,-0.16363542147464302
ACH-001367,-0.5759324356142022
ACH-001368,-0.4579870340143826
ACH-001374,-0.4271257081864054
ACH-001377,-0.35066701361284364
ACH-001380,-0.5519556020225455
ACH-001391,-0.3743086559636298
ACH-001408,-0.10997869799754638
ACH-001430,-0.6236015894431467
ACH-001431,-0.6700898304788149
ACH-001450,-0.6350928546268838
ACH-001496,-0.6835749486202791
ACH-001500,-0.7587763415127529
ACH-001523,-0.6375447713025147
ACH-001532,-0.4549487933906852
ACH-001550,-0.6313782298572166
ACH-001552,-0.5299273127600154
ACH-001554,-0.5995088308425439
ACH-001654,-0.1959769446835542
ACH-001735,-0.6565538723676708
ACH-001736,-0.6956755425240837
ACH-001737,-0.3979928914056534
ACH-001740,-0.5156562453023706
ACH-001745,-0.4900247163403781
ACH-001765,-0.5985879454296847
