,AP3S1 (1176)
ACH-000004,-0.2633080658273647
ACH-000005,-0.14374216468530593
ACH-000007,-0.2540315327236892
ACH-000009,-0.09353144027087794
ACH-000011,-0.10088309803210906
ACH-000012,-0.17917809351868785
ACH-000013,-0.19601801748113315
ACH-000014,-0.2636720249342984
ACH-000015,-0.1752702724683916
ACH-000017,0.019869205668173587
ACH-000018,-0.32226084085060863
ACH-000019,-0.14407079698806124
ACH-000021,-0.06682515767197983
ACH-000022,-0.11913217263862745
ACH-000025,0.08797314424202254
ACH-000028,0.03931182689967933
ACH-000030,-0.0631811982849478
ACH-000035,-0.16511246743346386
ACH-000036,-0.1071805161999638
ACH-000037,-0.20509525486005975
ACH-000039,0.13054222403068091
ACH-000040,0.1591920632666564
ACH-000041,0.017576614052978192
ACH-000042,-0.2539398017619274
ACH-000045,-0.15196347116831627
ACH-000047,-0.05648510632214285
ACH-000052,-0.16711913761882582
ACH-000053,-0.07732712696680585
ACH-000054,-0.14156062780659653
ACH-000055,-0.2557340056840241
ACH-000060,-0.12476431531457838
ACH-000067,-0.2125626763708327
ACH-000070,0.09370477127298434
ACH-000075,-0.2185760173130544
ACH-000078,-0.27656216128973143
ACH-000082,-0.21445825231587906
ACH-000085,-0.15145047032769254
ACH-000086,-0.17569267731474875
ACH-000087,-0.13839763234466534
ACH-000092,-0.12997159070894215
ACH-000095,-0.28835711044239243
ACH-000097,-0.14485986961163536
ACH-000098,-0.25417109137176025
ACH-000099,-0.1463649237015871
ACH-000108,-0.12054881454736956
ACH-000113,0.0169231237905255
ACH-000116,-0.18751694958083584
ACH-000118,-0.05396837466411645
ACH-000120,-0.39109094159380137
ACH-000123,-0.006881884951796828
ACH-000127,-0.1613997058440968
ACH-000128,-0.03872906474388906
ACH-000132,-0.0451110143066233
ACH-000133,-0.03990929461409521
ACH-000137,-0.17917297420722395
ACH-000138,-0.11764242330650335
ACH-000142,-0.04242625874998626
ACH-000143,-0.18930011901371052
ACH-000146,-0.0537259848167371
ACH-000148,-0.16992651884861334
ACH-000150,0.04144498647874011
ACH-000152,-0.091529835395416
ACH-000153,-0.06714328256590671
ACH-000159,-0.061185554583120486
ACH-000160,-0.10530158167058283
ACH-000163,-0.19627852224885345
ACH-000167,-0.07407658651457122
ACH-000168,-0.05449093542572291
ACH-000169,-0.2147742495672044
ACH-000178,-0.18195520746811167
ACH-000183,-0.3269663541136601
ACH-000188,-0.06325656016200917
ACH-000189,-0.2062403820608764
ACH-000190,-0.055709585730358814
ACH-000198,-0.11276413777015387
ACH-000203,-0.09319734749192286
