,PPM1M (132160)
ACH-000259,-0.1318775745336234
ACH-000260,-0.05419872901786248
ACH-000261,-0.14326144967280469
ACH-000262,-0.14308152964530668
ACH-000263,-0.3163169159955641
ACH-000264,-0.19612904241768986
ACH-000265,-0.11815552117885116
ACH-000266,-0.16031302331620556
ACH-000272,-0.14121348546790718
ACH-000274,-0.2227417439257072
ACH-000277,0.004267779846305856
ACH-000278,-0.05546135225313322
ACH-000279,-0.09288234929765857
ACH-000280,-0.1323402419212478
ACH-000281,-0.21404417413991605
ACH-000288,-0.0921057753277264
ACH-000291,-0.10021026329437266
ACH-000293,-0.04180313595557016
ACH-000294,-0.234861870644176
ACH-000295,-0.15040291092452238
ACH-000296,-0.17594263893043138
ACH-000302,-0.17921848817025662
ACH-000304,-0.04489988953354236
ACH-000307,-0.1194197132407348
ACH-000308,-0.1314989588382844
ACH-000310,-0.2758681175811881
ACH-000311,-0.2590310300659872
ACH-000312,-0.03980123333805699
ACH-000315,0.05719140306483105
ACH-000316,-0.14149307259092428
ACH-000317,-0.0015864958359726206
ACH-000318,-0.12492493976018075
ACH-000319,-0.14158833531650786
ACH-000320,-0.15469652215394153
ACH-000322,0.06738630510171052
ACH-000323,-0.10761408006631433
ACH-000324,-0.12114602836969306
ACH-000329,-0.16639924667512468
ACH-000330,-0.07723906036573522
ACH-000331,-0.17100013001555944
ACH-000332,-0.14041416574554502
ACH-000334,-0.07209442957857028
ACH-000335,-0.04409951238028385
ACH-000336,-0.2283839136171981
ACH-000337,-0.3225555091507891
ACH-000338,0.16648452522604346
ACH-000339,-0.13082434738263507
ACH-000341,-0.1130031740726277
ACH-000348,-0.12572493860397194
ACH-000350,-0.013802121732790804
ACH-000352,-0.1554053997089995
ACH-000356,-0.1456819505009828
ACH-000361,0.004930630510112176
ACH-000362,-0.0663170991474997
ACH-000363,-0.2309742760832773
ACH-000364,-0.1886881774279764
ACH-000365,-0.044691613639255605
ACH-000366,-0.10395999022063056
ACH-000368,-0.12637876748180787
ACH-000374,-0.10211290411871067
ACH-000375,-0.08830963977987621
ACH-000376,-0.2210916345466248
ACH-000381,-0.10035495281052552
ACH-000383,-0.18453622587690247
ACH-000387,-0.18624118346000346
ACH-000389,-0.0607855680398328
ACH-000390,-0.1245898632282031
ACH-000393,-0.06276799692875751
ACH-000395,-0.07785178267513451
ACH-000396,0.0680360415387904
ACH-000397,-0.1977801707471935
ACH-000401,-0.0721825710181167
ACH-000402,-0.4991840064990622
ACH-000403,-0.2400765610513564
ACH-000404,0.00512256022439901
ACH-000406,-0.15883608503779448
ACH-000407,-0.1227315135294618
ACH-000408,-0.1762468502221747
ACH-000410,-0.242356522909808
ACH-000411,-0.04110127252383502
ACH-000414,-0.12065055561816472
ACH-000415,-0.3371885345153205
ACH-000416,-0.11840061282787953
ACH-000420,-0.09143155495309133
ACH-000421,-0.1130786573179799
ACH-000424,-0.03944720111215902
ACH-000425,-0.14731421221816485
ACH-000426,-0.2616387072047497
ACH-000427,-0.18408621866764646
ACH-000433,-0.28442053803823264
ACH-000435,-0.42915857472456176
ACH-000436,-0.07111471068581543
ACH-000444,-0.17380056012119444
ACH-000445,-0.09259358365333092
ACH-000448,-0.16511132318372396
ACH-000450,-0.1346950769795521
ACH-000452,-0.2640952218296555
ACH-000454,-0.24723648188677405
ACH-000458,-0.1147958858496601
ACH-000459,-0.05886675162657538
ACH-000460,-0.03884974770785839
ACH-000461,-0.05548942644562569
ACH-000463,-0.03189706826687739
ACH-000464,-0.16955093805299706
ACH-000466,-0.08251711649075
ACH-000467,-0.14392903431322132
ACH-000468,-0.13081143618860253
ACH-000469,-0.15375373595357614
ACH-000470,-0.1683303562218045
ACH-000471,-0.05511161501427371
ACH-000472,-0.12906942697989668
ACH-000473,-0.11093844298273826
ACH-000475,-0.11133754714002378
ACH-000476,-0.040494430034021485
ACH-000477,-0.11094394597687098
ACH-000479,-0.10725381406001198
ACH-000480,-0.17154693190838285
ACH-000481,-0.1752210431983204
ACH-000483,-0.2806804033442496
ACH-000484,0.05365081484259054
ACH-000485,-0.14163492109628356
ACH-000486,-0.18781695355108802
ACH-000487,-0.1046148272699432
ACH-000488,-0.15065952602628474
ACH-000490,-0.2373160578772083
ACH-000491,-0.12158056935916403
ACH-000495,-0.38724758156664985
ACH-000496,-0.14559055905660134
ACH-000499,-0.03717710086644085
ACH-000500,-0.2510792821166987
ACH-000502,-0.03822529556306465
ACH-000503,0.1775927826097925
ACH-000505,-0.1385823038768967
ACH-000507,0.002991955340753375
ACH-000510,-0.12984704239220626
ACH-000511,-0.2120089485303012
ACH-000512,-0.18394965144383765
ACH-000516,-0.17569104579984438
ACH-000517,-0.1677694715933362
ACH-000518,-0.1850760342546019
ACH-000520,-0.06212148460778452
ACH-000521,-0.11907576300196962
ACH-000522,-0.12390024006378245
ACH-000524,-0.15732531504733333
ACH-000527,-0.01909405626607933
ACH-000528,-0.06671646557905331
ACH-000537,-0.10733105124652767
ACH-000541,-0.3317933707683901
ACH-000542,-0.16977866809350428
ACH-000544,-0.13294859565839715
ACH-000545,-0.10718353449517433
ACH-000547,-0.10483575743928757
ACH-000548,-0.09246472420203013
ACH-000549,-0.12208151491255576
ACH-000550,-0.2698948737667328
ACH-000552,-0.2480375445402952
ACH-000556,-0.19259722014265707
ACH-000557,-0.0642355986654351
ACH-000569,-0.15936243703808098
ACH-000570,-0.0741757157606627
ACH-000571,-0.20144658716520175
ACH-000573,-0.1655769626960783
ACH-000576,-0.2961273232100657
ACH-000579,-0.1182089458707414
ACH-000580,-0.031848532025221664
ACH-000584,-0.1434580596238631
ACH-000585,-0.13071046020863644
ACH-000588,-0.0957087447887833
ACH-000589,-0.13978919058322253
ACH-000591,0.04451530942551625
ACH-000593,-0.08129118537458482
ACH-000600,-0.21258775427285684
ACH-000601,-0.1558552913170629
ACH-000605,-0.09027398480399654
ACH-000606,-0.1889740963959795
ACH-000608,-0.22728038448266666
ACH-000614,-0.04329782236951128
ACH-000616,-0.1685366228891325
ACH-000618,-0.10135983685502403
ACH-000619,-0.2450777432007417
ACH-000620,-0.09751490269565956
ACH-000621,-0.08892021435568502
ACH-000622,-0.09536475309872083
ACH-000623,-0.10412861219147906
ACH-000624,-0.14507828124000802
ACH-000627,-0.1107147007099802
ACH-000630,-0.17121031996129402
ACH-000631,-0.2489854970154068
ACH-000632,-0.10962381718099763
ACH-000633,-0.004713165908342346
ACH-000637,0.09156347199457072
ACH-000638,-0.16446247640659875
ACH-000646,0.14902259154047304
ACH-000647,-0.16800477265833075
ACH-000648,-0.1109425223106724
ACH-000649,-0.08973938735325017
ACH-000651,-0.04290855455479408
ACH-000652,-0.06652177315792251
ACH-000653,-0.2592554351216111
ACH-000657,-0.08536465705269705
ACH-000658,-0.1584385058632471
ACH-000661,0.04082712869746587
ACH-000662,0.07460802121458121
ACH-000663,0.033423161541764786
ACH-000665,-0.1974950543525656
ACH-000671,-0.1693497347110013
ACH-000672,-0.1391655578638508
ACH-000673,-0.2033968373544841
ACH-000676,-0.14060185881352494
ACH-000677,-0.23360569872260664
ACH-000681,0.052937198661259316
ACH-000683,-0.2342864524316733
ACH-000684,-0.17950280068206584
ACH-000688,-0.3382234905911979
ACH-000693,-0.0836779475956054
ACH-000694,-0.12800962940602045
ACH-000695,-0.1036974192953363
ACH-000696,-0.2393865559657805
ACH-000697,-0.21494260259570444
ACH-000699,-0.1869771699557327
ACH-000701,-0.16674029019081713
ACH-000706,-0.21675626563856934
ACH-000711,-0.1986048038333724
ACH-000713,-0.12908696397870492
ACH-000714,-0.10818991630277018
ACH-000718,-0.1834705136841502
ACH-000720,-0.10230491290327663
ACH-000721,-0.1803697632565276
ACH-000724,-0.029202775466925988
ACH-000725,-0.07147293718721548
ACH-000732,-0.2502333777282661
ACH-000734,-0.10643648147379098
ACH-000735,-0.19709095691945755
ACH-000736,-0.3595341722645051
ACH-000738,-0.26865414540323274
ACH-000746,-0.08124334593910443
ACH-000747,-0.07412780039690416
ACH-000748,-0.23144224284525505
ACH-000753,-0.17201852746363044
ACH-000756,-0.007596843184824001
ACH-000757,-0.15678479962154096
ACH-000758,-0.11587217975937675
ACH-000760,-0.13150672704512487
ACH-000762,-0.07236089344763863
ACH-000763,-0.13016407263330265
ACH-000764,-0.17862014547171062
ACH-000765,-0.04088714945685961
ACH-000766,-0.22489290259182504
ACH-000767,-0.093091771376774
ACH-000768,-0.16777434145724446
ACH-000769,-0.03165567178344653
ACH-000770,-0.12730377053431546
ACH-000771,-0.04224668972949524
ACH-000773,-0.043475103294707836
ACH-000776,0.04894119820786782
ACH-000777,-0.033337645320930816
ACH-000778,-0.17410259743870524
ACH-000781,-0.10953590064365433
ACH-000782,-0.19698920829576366
ACH-000783,-0.17522098524122334
ACH-000784,-0.08983285396166417
ACH-000785,-0.1316795881856126
ACH-000787,-0.1517262233440146
ACH-000788,-0.07864862668735632
ACH-000791,-0.19144276463160126
ACH-000792,-0.3158596293432153
ACH-000794,-0.15398650770872266
ACH-000796,-0.19047409490116549
ACH-000798,0.006782016903908211
ACH-000799,-0.14624164146468174
ACH-000800,-0.07629308718547709
ACH-000802,-0.08540835762727474
ACH-000804,-0.18048384616116173
ACH-000805,-0.2383097180693239
ACH-000809,-0.2392640169384833
ACH-000810,-0.028941051044606488
ACH-000811,-0.2382631327932828
ACH-000817,-0.4228765052865544
ACH-000819,-0.1952535477826951
ACH-000820,-0.20981420248451668
ACH-000821,-0.3146938808193576
ACH-000822,-0.2746023236045969
ACH-000823,-0.07493509271803753
ACH-000824,-0.09078452049497722
ACH-000827,-0.17376290177259415
ACH-000829,-0.24890276346983276
ACH-000831,-0.18124511895736625
ACH-000832,-0.2374139600209875
ACH-000833,-0.13152831620112335
ACH-000834,-0.1095676460143891
ACH-000835,-0.07647245355239714
ACH-000836,-0.15456095272627046
ACH-000837,-0.1672183993522145
ACH-000838,-0.03979503618229928
ACH-000839,-0.34277015539091965
ACH-000840,-0.14180855832543662
ACH-000841,-0.07664402665711342
ACH-000843,-0.06714647367815821
ACH-000846,-0.32861753426889456
ACH-000847,-0.0224758893840979
ACH-000848,-0.04029942078159493
ACH-000849,-0.06680609213278757
ACH-000851,-0.0807189528971057
ACH-000855,-0.10489099879434594
ACH-000856,-0.10855269746241936
ACH-000858,-0.06428072354171048
ACH-000859,-0.13668960796301582
ACH-000861,-0.04792177354364422
ACH-000862,-0.12286329621500995
ACH-000865,-0.10440740106346956
ACH-000866,-0.12032490446292933
ACH-000867,-0.05737036585464118
ACH-000869,-0.05850672875318338
ACH-000872,0.02002192803963557
ACH-000873,-0.007490760091229019
ACH-000876,-0.1840329504639525
ACH-000878,-0.034887045966986614
ACH-000880,-0.07771243249422485
ACH-000881,-0.0869577243818843
ACH-000882,-0.08063185494283145
ACH-000884,-0.14711665715703198
ACH-000885,0.04262397208641303
ACH-000887,-0.239361582713398
ACH-000889,-0.16530832348191296
ACH-000896,-0.1557433241464454
ACH-000898,-0.09232309796890344
ACH-000900,-0.19195410362037574
ACH-000901,-0.11792958350985465
ACH-000905,-0.14186668511852188
ACH-000906,-0.16505435956384593
ACH-000907,-0.0918682175828688
ACH-000910,0.024085843809747418
ACH-000911,-0.10665296677234164
ACH-000912,-0.0882084308132093
ACH-000913,-0.0012034742261207714
ACH-000915,-0.1621017533839596
ACH-000916,-0.12181111454221685
ACH-000917,-0.13918952826900896
ACH-000920,-0.1428335936713899
ACH-000921,-0.19834975511508374
ACH-000924,-0.2488336260481392
ACH-000926,-0.20464675053987133
ACH-000928,-0.0951959440716485
ACH-000929,0.25194944444186906
ACH-000932,-0.05485047637174385
ACH-000935,-0.14055853421349962
ACH-000936,-0.08686443797776103
ACH-000937,-0.14280852040896186
ACH-000938,0.07228016356555901
ACH-000939,-0.007203181013129191
ACH-000941,-0.11982511559674842
ACH-000943,-0.12964889045362354
ACH-000946,-0.17566356046255713
ACH-000947,-0.042763463946455776
ACH-000948,-0.119022825538342
ACH-000950,-0.2009485486793048
ACH-000953,-0.10705717822099252
ACH-000954,-0.11481466434590992
ACH-000957,-0.3109438383525014
ACH-000958,-0.28321741148470125
ACH-000960,-0.18410768957933046
ACH-000963,0.04414792110217858
ACH-000968,-0.0941265604716648
ACH-000969,-0.11577154058377476
ACH-000972,-0.2829636149858253
ACH-000973,-0.21078258707684394
ACH-000974,-0.14460885421277558
ACH-000978,0.04873572879257088
ACH-000984,-0.15632049061194442
ACH-000986,-0.11533918162637108
ACH-000988,-0.21253394093121175
ACH-000993,-0.1886060916995966
ACH-000994,-0.18464641852038788
ACH-000996,-0.1750928322094172
ACH-001001,-0.11953362894797198
ACH-001020,-0.05593156692439275
ACH-001028,-0.17423551446295102
ACH-001031,-0.0695756532408564
ACH-001038,-0.07981875384250646
ACH-001048,-0.15361362448363464
ACH-001050,-0.10713336946048473
ACH-001053,0.0409001176683715
ACH-001054,0.021468002096013083
ACH-001061,-0.037645562978619616
ACH-001067,-0.17890218393199606
ACH-001075,-0.06615684528868622
ACH-001096,-0.12101918158961987
ACH-001111,-0.2090911094517603
ACH-001119,-0.06724785551373434
ACH-001128,-0.33430215962270265
ACH-001134,-0.10915813610272193
ACH-001151,-0.13916008210301062
ACH-001163,-0.2402048863796717
ACH-001164,-0.1298896997872496
ACH-001183,0.026415724088803667
ACH-001192,-0.18728636544027796
ACH-001193,0.03529029004989343
ACH-001196,-0.05652206606733285
ACH-001197,0.04201370438073498
ACH-001205,-0.07019562901167295
ACH-001211,-0.2333296944775265
ACH-001212,-0.19830753025741246
ACH-001228,-0.1259190851197474
ACH-001232,-0.13414102498299707
ACH-001239,-0.1282146480248632
ACH-001270,-0.21123501031674294
ACH-001274,-0.10062605621023762
ACH-001275,-0.10141188155705727
ACH-001277,-0.26112420505298645
ACH-001278,-0.06483334064242714
ACH-001280,-0.1011632312793058
ACH-001283,-0.06662998433774034
ACH-001289,-0.17982615912654584
ACH-001300,-0.13303055903297284
ACH-001301,-0.1290477126384292
ACH-001302,-0.05425419787403307
ACH-001306,-0.012151407755110423
ACH-001318,-0.1193825324172403
ACH-001322,-0.2772460440627917
ACH-001328,-0.10983959290216506
ACH-001332,-0.2524089880506133
ACH-001336,-0.12190185603854373
ACH-001346,-0.07390590868583417
ACH-001353,-0.0751641180736755
ACH-001354,-0.017908128970170318
ACH-001367,-0.20477041469222532
ACH-001368,-0.15563214465390846
ACH-001374,-0.4022823480784246
ACH-001377,-0.10415987191934516
ACH-001380,-0.2302855950799552
ACH-001391,-0.15785406957701612
ACH-001408,-0.0905926989953069
ACH-001430,-0.3137776661568327
ACH-001431,0.16857847545488075
ACH-001450,-0.13431055225032534
ACH-001496,-0.09355989960645916
ACH-001500,-0.1060034583565189
ACH-001523,-0.14239963311210466
ACH-001532,-0.21523448106200596
ACH-001550,-0.1048864735192209
ACH-001552,-0.2567541376875451
ACH-001554,-0.15834666137911715
ACH-001654,-0.07546899393752078
ACH-001735,-0.18761825283139272
ACH-001736,-0.09054797084470596
ACH-001737,-0.3720112326450287
ACH-001740,-0.1884395381605892
ACH-001745,-0.2594183969728695
ACH-001765,-0.14873543787337826
