,FH (2271)
ACH-000837,-0.2912854916080171
ACH-000838,-0.2015246776923375
ACH-000839,-0.02820764819224587
ACH-000840,-0.266906816376377
ACH-000841,-0.2515248236354544
ACH-000843,-0.2442571230694163
ACH-000846,-0.25090669891141626
ACH-000847,-0.2926059293456835
ACH-000848,-0.258482055418205
ACH-000849,-0.633990898413727
ACH-000851,-0.2369271726679431
ACH-000855,-0.4681299524100127
ACH-000856,-0.5401387333786319
ACH-000858,-0.018184804650943225
ACH-000859,-0.4656575887635771
ACH-000861,-0.1954419375493364
ACH-000862,-0.2627842518520225
ACH-000865,-0.13228991870130707
ACH-000866,-0.07571135500985962
ACH-000867,-0.2199314828639573
ACH-000869,-0.24577685771943095
ACH-000872,-0.32387864440408204
ACH-000873,-0.015238704211039787
ACH-000876,-0.2536515813033903
ACH-000878,-0.002071734362121332
ACH-000880,-0.2960088817174191
ACH-000881,-0.16481979123461524
ACH-000882,-0.565697789717194
ACH-000884,-0.383506855750232
ACH-000885,-0.3788207890316576
ACH-000887,-0.3547545547170642
ACH-000889,-0.3874469442716566
ACH-000896,-0.39908545512209137
ACH-000898,-0.4534587782601629
ACH-000900,-0.09706145144810367
ACH-000901,-0.14634060589584014
ACH-000905,-0.19132392677441504
ACH-000906,-0.3399475011114451
ACH-000907,-0.2680271049366111
ACH-000910,-0.4459810014558369
ACH-000911,-0.2991229547586492
ACH-000912,-0.36531540443642296
ACH-000913,-0.35488493769117285
ACH-000915,-0.5480459347117389
ACH-000916,0.24434120337475496
ACH-000917,-0.3259607079828817
ACH-000920,-0.3939193528598174
ACH-000921,-0.3495652903400037
ACH-000924,-0.5459439103314261
ACH-000926,-0.17954209205203372
ACH-000928,-0.118226712897721
ACH-000929,-0.3399740963980129
ACH-000932,-0.2922888053823076
ACH-000935,-0.3780271972779122
ACH-000936,-0.4478646299248071
ACH-000937,-0.5251984439468319
ACH-000938,-0.5273160231869656
ACH-000939,-0.3705442426823087
ACH-000941,-0.3779783325643203
ACH-000943,-0.403861615047796
ACH-000946,-0.39786342957830695
ACH-000947,-0.29091307111251136
ACH-000948,-0.3896370365602764
ACH-000950,-0.06084909595002876
ACH-000953,-0.30804771101110506
ACH-000954,-0.21936599718953773
ACH-000957,-0.4899276433680511
ACH-000958,-0.15817952431313528
ACH-000960,-0.4509091873892077
ACH-000963,-0.4611153858661872
ACH-000968,-0.3845836572938455
ACH-000969,-0.3174302822150053
ACH-000972,-0.1459629625977105
ACH-000973,-0.320838182788924
ACH-000974,-0.4464647788106396
ACH-000978,-0.13076441992033175
ACH-000984,-0.5316839752073751
ACH-000986,-0.14347866675601625
ACH-000988,-0.3030928386339313
ACH-000993,-0.30100594579856943
ACH-000994,-0.0961112461923348
ACH-000996,-0.08818686648364248
ACH-001001,-0.2806562370390025
ACH-001020,-0.08986929988002051
ACH-001028,-0.4320441952788189
ACH-001031,-0.07490403281683322
ACH-001038,-0.5108551667421811
ACH-001048,-0.3953827503145748
ACH-001050,-0.22234472457194948
ACH-001053,-0.3967465718077911
ACH-001054,-0.4600593593625874
ACH-001061,-0.38089572854595977
ACH-001067,-0.2097160981431884
ACH-001075,-0.1489004961993277
ACH-001096,-0.3096187536705609
ACH-001111,-0.32615192168529783
ACH-001119,-0.48495924542364
ACH-001128,-0.7735587148184164
ACH-001134,-0.2372838872021391
ACH-001151,-0.32694123078372506
ACH-001163,-0.2811134266861767
ACH-001164,-0.12921706680400466
ACH-001183,-0.2971516982137962
ACH-001192,-0.17119524153668447
ACH-001193,-0.34775838508143075
ACH-001196,-0.1702020746218479
ACH-001197,-0.06492502380099265
ACH-001205,-0.5664275032587464
ACH-001211,-0.19959216366279467
ACH-001212,-0.06921326680868352
ACH-001228,-0.204020388063474
ACH-001232,-0.04917288238684199
ACH-001239,-0.4280798872182399
ACH-001270,-0.3230450300474056
ACH-001274,-0.3818009784141264
ACH-001275,-0.2982826522371673
ACH-001277,-0.3213488302375752
ACH-001278,-0.18044624328934408
ACH-001280,-0.33106329755663905
ACH-001283,0.014696782260259044
ACH-001289,-0.4241488171341825
ACH-001300,-0.2804185395392648
ACH-001301,-0.3026836385844125
ACH-001302,-0.1847183194277229
ACH-001306,-0.25196621174183026
ACH-001318,-0.4000671517048957
ACH-001322,0.009739815136465008
ACH-001328,-0.2760654940304426
ACH-001332,-0.7192089487973445
ACH-001336,-0.1274310076471785
ACH-001346,-0.2435256693810679
ACH-001353,-0.30120862207297505
ACH-001354,-0.521822722796144
ACH-001367,-0.6621501593187927
ACH-001368,-0.2346304210540189
ACH-001374,-0.1566585631179567
ACH-001377,-0.14833964662480578
ACH-001380,-0.4787364431827895
ACH-001391,-0.3374517218898319
ACH-001408,-0.14639789684917434
ACH-001430,-0.5421496634308889
ACH-001431,-0.4425508676474647
ACH-001450,-0.8115905864153741
ACH-001496,-0.4289043084653301
ACH-001500,-0.44634590446145
ACH-001523,-0.3040978075020252
ACH-001532,-0.3855914387084011
ACH-001550,-0.31225895070711474
ACH-001552,-0.23336427346860586
ACH-001554,-0.2658300368134807
ACH-001654,-0.1699421714677162
ACH-001735,-0.3240387371426997
ACH-001736,-0.552137376520984
ACH-001737,-0.037387522182785016
ACH-001740,-0.4643880635545208
ACH-001745,-0.4250707138152465
ACH-001765,-0.4830609315894904
