,TPM2 (7169)
ACH-000004,-0.1702487647876686
ACH-000005,-0.07758331923787679
ACH-000007,-0.13959065687112898
ACH-000009,-0.4182210477232672
ACH-000011,-0.258074850088122
ACH-000012,-0.17789351957729688
ACH-000013,-0.18004334486407647
ACH-000014,-0.30871125905936386
ACH-000015,-0.26945760235636
ACH-000017,-0.32299917579104986
ACH-000018,-0.2888178600060031
ACH-000019,-0.1992713546936936
ACH-000021,-0.3024938278321678
ACH-000022,-0.2346945623249725
ACH-000025,-0.2457645564136718
ACH-000028,-0.2434315106639057
ACH-000030,-0.3684006263748644
ACH-000035,-0.14118740065677246
ACH-000036,-0.3069090114908901
ACH-000037,-0.301915947197182
ACH-000039,-0.2951817975034057
ACH-000040,-0.3370834810887146
ACH-000041,-0.24379457222007425
ACH-000042,-0.28240614002463765
ACH-000045,-0.22755882039405406
ACH-000047,-0.227894374997007
ACH-000052,-0.06747894483605052
ACH-000053,-0.1491114277295884
ACH-000054,-0.2938570404047865
ACH-000055,-0.4973193764510713
ACH-000060,-0.27328348702041083
ACH-000067,-0.16385522983836903
ACH-000070,-0.352511444918892
ACH-000075,-0.4418779704712578
ACH-000078,-0.3635311181976853
ACH-000082,-0.3845674907692648
ACH-000085,-0.12309108184589992
ACH-000086,-0.4465036175779406
ACH-000087,-0.3299355216189306
ACH-000092,-0.3332259570039616
ACH-000095,-0.2480172085490713
ACH-000097,-0.3019486502393602
ACH-000098,-0.3988923548558668
ACH-000099,-0.3193791810478124
ACH-000108,-0.094385262542762
ACH-000113,-0.05614973650518911
ACH-000116,-0.06437469529961944
ACH-000118,-0.2029171566924332
ACH-000120,-0.16977450747550635
ACH-000123,-0.23963415917444145
ACH-000127,-0.17927452923368908
ACH-000128,-0.12643791291609646
ACH-000132,-0.4055674066511669
ACH-000133,-0.2925227967305129
ACH-000137,-0.050540769280648
ACH-000138,-0.11259428820671477
ACH-000142,0.020130053981995046
ACH-000143,-0.049564382452415415
ACH-000146,-0.2602644859292389
ACH-000148,-0.2912743210426708
ACH-000150,-0.4869728101288287
ACH-000152,-0.3556593667449289
ACH-000153,-0.1737794356586946
ACH-000159,-0.2354643680373689
ACH-000160,-0.3916831030015685
ACH-000163,-0.30048699466618106
ACH-000167,-0.10268927871455756
ACH-000168,-0.3869084153087499
ACH-000169,-0.1026326058889826
ACH-000178,-0.11651391860324672
ACH-000183,-0.36769211524949996
ACH-000188,-0.4295026046470164
ACH-000189,-0.22127357750234333
ACH-000190,-0.6106572049160812
ACH-000198,-0.0978588935623265
ACH-000203,-0.1932450715280216
ACH-000204,-0.1934890377757052
ACH-000206,-0.3544049626191757
ACH-000207,-0.33124086479502834
ACH-000208,-0.24155637119241544
ACH-000210,-0.2193632689606744
ACH-000211,-0.3052102288410898
ACH-000215,-0.3470314322662397
ACH-000221,-0.26960894652852224
ACH-000222,-0.5573875787991122
ACH-000223,-0.3494071507676345
ACH-000226,-0.3380491662421145
ACH-000227,-0.37433661464063983
ACH-000228,-0.29643005476910805
ACH-000231,-0.25964780699733153
ACH-000232,-0.2530644868814327
ACH-000233,-0.13286029604956695
ACH-000234,-0.16793831381655047
ACH-000235,-0.3159840060900192
ACH-000237,-0.2479092275784735
ACH-000238,-0.29259165361641937
ACH-000242,0.24991563413614326
ACH-000243,-0.2677790369343737
ACH-000244,-0.5085298320392909
ACH-000246,-0.28276840285796395
ACH-000248,-0.4605624259105048
ACH-000250,-0.323421472692386
ACH-000251,-0.2850158062275069
ACH-000252,-0.4391698245595767
ACH-000253,-0.3942371102301431
ACH-000255,-0.3397466315040921
ACH-000256,-0.2590089273875488
ACH-000257,-0.2384834865556069
ACH-000258,-0.13467764643537966
ACH-000259,-0.2428723166854265
ACH-000260,-0.11990746003158854
ACH-000261,-0.361244097651788
ACH-000262,0.06205963813006471
ACH-000263,-0.4027716056772347
ACH-000264,-0.3329527904519693
ACH-000265,-0.2487551587454672
ACH-000266,-0.2924978152014173
ACH-000272,-0.3324877469295099
ACH-000274,-0.4587755781850701
ACH-000277,-0.4410459318985739
ACH-000278,-0.2753340793269256
ACH-000279,-0.25293805234751404
ACH-000280,-0.3585577823780143
ACH-000281,-0.39041081869624616
ACH-000288,-0.2203681728287486
ACH-000291,-0.2877861373993654
ACH-000293,-0.09141777941622534
ACH-000294,0.0015419047511704381
ACH-000295,-0.15383060209462948
ACH-000296,-0.3168042048899369
ACH-000302,-0.09909929906190154
ACH-000304,-0.4894626636875676
ACH-000307,-0.16347404022875756
ACH-000308,-0.3167464678125872
ACH-000310,-0.22409852908543312
ACH-000311,-0.3431616415157571
ACH-000312,-0.1873870513469009
ACH-000315,-0.1944077026776949
ACH-000316,-0.35078853541352417
ACH-000317,-0.21329961646513734
ACH-000318,-0.2357286219980996
ACH-000319,-0.2516019598586713
ACH-000320,-0.1359723570144422
ACH-000322,-0.3850117750359858
ACH-000323,-0.31679787716576274
ACH-000324,-0.20553914654922115
ACH-000329,-0.1874616840486168
ACH-000330,-0.15343714162843802
ACH-000331,-0.2932782336896261
ACH-000332,-0.3617957849965239
ACH-000334,-0.0994673739325204
ACH-000335,-0.2922723871282133
ACH-000336,-0.4893330987380338
ACH-000337,-0.36090195244226503
ACH-000338,0.19609318757469724
ACH-000339,-0.34388165451452624
ACH-000341,-0.22904363104249215
ACH-000348,-0.3183923262814663
ACH-000350,-0.2425634239254725
ACH-000352,-0.3133296391978057
ACH-000356,-0.3613695335054259
ACH-000361,-0.4425643916946785
ACH-000362,-0.058118325219141675
ACH-000363,-0.3246765249185251
ACH-000364,-0.3520965300785858
ACH-000365,-0.2884754781736802
ACH-000366,-0.3729647150406672
ACH-000368,-0.3997084823412128
ACH-000374,-0.12541191395873086
ACH-000375,-0.4767463695321965
ACH-000376,-0.2940720527553011
ACH-000381,-0.2995597426113543
ACH-000383,-0.2116476361748668
ACH-000387,-0.2837255815977582
ACH-000389,-0.1990001107841819
ACH-000390,-0.4064191399048692
ACH-000393,-0.0639809322455107
ACH-000395,-0.032899140868656584
ACH-000396,-0.2798725116987183
ACH-000397,-0.27587572712365915
ACH-000401,-0.4084597185993967
ACH-000402,-0.1695955511881577
ACH-000403,-0.3671844461066213
ACH-000404,-0.6106559943685984
ACH-000406,-0.20491289701522647
ACH-000407,-0.19303152784040506
ACH-000408,-0.27363260044084625
ACH-000410,-0.4068065546865048
ACH-000411,-0.4359875590797139
ACH-000414,-0.3108516839285264
ACH-000415,-0.11227958192516832
ACH-000416,-0.342208128306157
ACH-000420,-0.4769252246754218
ACH-000421,-0.14848404396064427
ACH-000424,-0.24761050687382874
ACH-000425,-0.35412584302996103
ACH-000426,-0.3902273678144649
ACH-000427,-0.2921622504988545
ACH-000433,-0.2691784509694027
ACH-000435,-0.3052577710869067
ACH-000436,-0.40110349051559596
ACH-000444,-0.4044511452654104
ACH-000445,-0.41933230746508493
ACH-000448,-0.2879305240329563
ACH-000450,-0.30467271167409465
ACH-000452,-0.20198153375382485
ACH-000454,-0.25219040764851264
ACH-000458,-0.0712101091878122
ACH-000459,-0.1339359676862427
ACH-000460,-0.22017890471969728
ACH-000461,-0.06430639322309101
ACH-000463,-0.2522324102960408
ACH-000464,-0.2509999614399821
ACH-000466,-0.3308696304623431
ACH-000467,-0.16287704764287694
ACH-000468,-0.2076190035106472
ACH-000469,-0.31408117987211
ACH-000470,-0.4163507768318621
ACH-000471,-0.2527845151849423
ACH-000472,-0.2269227486851527
ACH-000473,-0.1370665835633843
ACH-000475,-0.31443268435742483
ACH-000476,-0.2647987733696577
ACH-000477,-0.3889254283043237
ACH-000479,-0.3488813280368823
ACH-000480,-0.2895193530207707
ACH-000481,-0.22898167303360664
ACH-000483,-0.22469357234869347
ACH-000484,-0.1618071699584481
ACH-000485,-0.3135287338201474
ACH-000486,-0.15067693310550456
ACH-000487,-0.3044855330235296
ACH-000488,-0.2448557509039073
ACH-000490,-0.1646280305200418
ACH-000491,-0.1559825503189707
ACH-000495,-0.23716871201437434
ACH-000496,-0.1988269670233679
ACH-000499,-0.2918541668378081
ACH-000500,-0.7100251160976343
ACH-000502,-0.3783938674517897
ACH-000503,-0.3210526362737298
ACH-000505,-0.2530339692407965
ACH-000507,-0.2663537245853064
ACH-000510,-0.21744377774213292
ACH-000511,-0.2404474862943799
ACH-000512,-0.04455663142100052
ACH-000516,-0.3987971218700385
ACH-000517,-0.22351624888864435
ACH-000518,-0.05386388160940208
ACH-000520,-0.2466001881527695
ACH-000521,-0.4208092746903673
ACH-000522,-0.3038662314600775
ACH-000524,-0.28969695684656405
ACH-000527,-0.1700091764274694
ACH-000528,-0.18067725809734528
ACH-000537,-0.10318202603332537
ACH-000541,-0.39117519808070267
ACH-000542,-0.2523053920779006
ACH-000544,-0.14680391011753144
ACH-000545,-0.16947582042847867
ACH-000547,-0.4247239702562177
ACH-000548,-0.016987169775836437
ACH-000549,-0.4758941039176864
ACH-000550,-0.2733184421791052
ACH-000552,-0.20112285797505886
ACH-000556,-0.3354788458902002
ACH-000557,-0.25583316823844104
ACH-000569,-0.31193353696153514
