,STAM (8027)
ACH-000004,-0.04082539596546241
ACH-000005,0.2891362977637638
ACH-000007,0.05995317080238144
ACH-000009,0.1271898052433648
ACH-000011,0.0565950889617396
ACH-000012,0.2492255948336741
ACH-000013,0.17798721993643066
ACH-000014,0.13541144868399668
ACH-000015,0.1636629045854689
ACH-000017,0.023416402308516143
ACH-000018,0.1940641995862756
ACH-000019,0.05880917113337781
ACH-000021,0.04538544024705825
ACH-000022,0.1592958327559224
ACH-000025,0.24762727234179785
ACH-000028,0.24434692059430024
ACH-000030,0.044425623266304975
ACH-000035,0.12891090606126684
ACH-000036,0.3375955363036087
ACH-000037,0.04442058602792418
ACH-000039,-0.003431484007931766
ACH-000040,0.15258018529645914
ACH-000041,0.20460324083638687
ACH-000042,0.10985274953787974
ACH-000045,0.045502008310627284
ACH-000047,0.1928091829777174
ACH-000052,0.268084512775964
ACH-000053,0.21341244938506196
ACH-000054,0.09729787829175483
ACH-000055,0.17000633062248216
ACH-000060,0.07376878735689757
ACH-000067,0.18933390645453435
ACH-000070,-0.09885174982682153
ACH-000075,0.07403101201695846
ACH-000078,0.11679970790118742
ACH-000082,0.2609324414609574
ACH-000085,0.13997568499783442
ACH-000086,0.26220594294802463
ACH-000087,0.2219572242468244
ACH-000092,0.1899940377067585
ACH-000095,0.24932255090586286
ACH-000097,0.14049867681888856
ACH-000098,0.21408648056385146
ACH-000099,0.057751652451936815
ACH-000108,0.1237435120344719
ACH-000113,0.08042231487207124
ACH-000116,0.05845307651826976
ACH-000118,0.1069760438020501
ACH-000120,0.22099608448159574
ACH-000123,0.024596744488954225
ACH-000127,0.04249936174672735
ACH-000128,0.3616258419933659
ACH-000132,0.2363299970017125
ACH-000133,0.21243753675487284
ACH-000137,0.0973607111438067
ACH-000138,0.09021617700512308
ACH-000142,0.2578950426215137
ACH-000143,0.16172662671571306
ACH-000146,0.02146439493570886
ACH-000148,0.11978151646756025
ACH-000150,0.0795237061152718
ACH-000152,0.20989046524756108
ACH-000153,0.12532720320512575
ACH-000159,0.1341434932865002
ACH-000160,0.24516564721709735
ACH-000163,0.10048707523269453
ACH-000167,-0.20897546536954648
ACH-000168,0.08475829602898552
ACH-000169,-0.06805121089992985
ACH-000178,0.06531135948343418
ACH-000183,0.2033095741625902
ACH-000188,0.020260533505007103
ACH-000189,0.17173775839256428
ACH-000190,0.21009865857978927
ACH-000198,-0.009367264769928562
ACH-000203,0.03659132291871349
ACH-000204,0.30335650088592725
ACH-000206,0.09274714295759487
ACH-000207,-0.05978859530430718
ACH-000208,0.28081630922085066
ACH-000210,0.057167194969396734
ACH-000211,0.11035665429930136
ACH-000215,0.04751555827168358
ACH-000221,0.2971796770363885
ACH-000222,0.38811834575622056
ACH-000223,0.13854342074258907
ACH-000226,0.2892057445101679
ACH-000227,0.09266983220218486
ACH-000228,0.17153111873313412
ACH-000231,0.21697980511289872
ACH-000232,0.12879472100185915
ACH-000233,0.1329228884640076
ACH-000234,0.16031486428312375
ACH-000235,0.1655433054843791
ACH-000237,0.14280715889753778
ACH-000238,0.15255000587995887
ACH-000242,0.5607148983875113
ACH-000243,0.1361661896452834
ACH-000244,0.2769606869555947
ACH-000246,0.27624692161516035
ACH-000248,0.05223425197336512
ACH-000250,0.2446016379948733
ACH-000251,0.06440725665664956
ACH-000252,0.1476926272430436
ACH-000253,0.19153271209029388
ACH-000255,0.2696555616054909
ACH-000256,0.280595181787125
ACH-000257,-0.057521467185794775
ACH-000258,0.03510317595864272
ACH-000259,0.2262230809862673
ACH-000260,0.16447473078552033
ACH-000261,0.15202563893653634
ACH-000262,0.23088920728349066
ACH-000263,-0.1436350547327354
ACH-000264,0.15596302844089194
ACH-000265,0.27056165982278474
ACH-000266,0.101291402277938
ACH-000272,0.056879253646240274
ACH-000274,0.10145371867592884
ACH-000277,-0.07581107850276182
ACH-000278,0.2286083783763543
ACH-000279,0.18801255484276333
ACH-000280,0.18492794023783013
ACH-000281,-0.09240086816866296
ACH-000288,0.15388309477666326
ACH-000291,0.19055338086194767
ACH-000293,0.10195887377495147
ACH-000294,0.05088980367328323
ACH-000295,0.3038547288965149
ACH-000296,0.20272590914614252
ACH-000302,0.03177505744088651
ACH-000304,0.3263892018825102
ACH-000307,0.10878373248869523
ACH-000308,0.13510881135344635
ACH-000310,0.16460188970276451
ACH-000311,0.14731766689465187
ACH-000312,0.2786940249271944
ACH-000315,-0.08046025339653907
ACH-000316,0.1722566265798948
ACH-000317,0.2482310191002384
ACH-000318,0.03062876710023449
ACH-000319,0.12385951273831255
ACH-000320,0.250097724783528
ACH-000322,0.09264855966247043
ACH-000323,0.16289828433563902
ACH-000324,0.11789423689746108
ACH-000329,0.2340251454046016
ACH-000330,0.09679638232864228
ACH-000331,0.12332982974774973
ACH-000332,0.10207534976226297
ACH-000334,0.13502166847257646
ACH-000335,0.45237687956434497
ACH-000336,0.118530544666553
ACH-000337,0.008899710996885378
ACH-000338,0.6884494244098557
ACH-000339,0.18152480104634008
ACH-000341,0.14542326482805548
ACH-000348,0.11460240712863952
ACH-000350,0.20222047786589714
ACH-000352,0.1023120813912905
ACH-000356,0.23102115820992544
ACH-000361,0.12053002398354044
ACH-000362,0.06121757586561038
ACH-000363,0.24432666570633854
ACH-000364,0.048127298867323406
ACH-000365,0.2176535072876516
ACH-000366,0.23955730621966004
ACH-000368,0.15298541360824258
ACH-000374,0.2186740528397012
ACH-000375,0.22454532307894595
ACH-000376,0.13006819776801762
ACH-000381,0.2067839640549834
ACH-000383,0.14785649731904432
ACH-000387,0.15396545119492522
ACH-000389,0.13738166119028028
ACH-000390,0.19528507514436036
ACH-000393,0.3209058372808914
ACH-000395,-0.01862330494381513
ACH-000396,-0.10187643769923606
ACH-000397,-0.0005197343526690828
ACH-000401,0.0939669095639702
ACH-000402,0.0020011535630697504
ACH-000403,0.20317957321108188
ACH-000404,0.10629038194568208
ACH-000406,0.14222185301419332
ACH-000407,0.18056334063597995
ACH-000408,0.34910561250933336
ACH-000410,0.06269498122032756
ACH-000411,0.0839905158290648
ACH-000414,0.1488911771332362
ACH-000415,0.17096305161137815
ACH-000416,0.02966199076843733
ACH-000420,0.12502520861898786
ACH-000421,0.1643988303185487
ACH-000424,-0.006879550000134353
ACH-000425,0.1721537402275498
ACH-000426,0.3499802860159024
ACH-000427,0.09246201083666253
ACH-000433,0.2998112922568814
ACH-000435,0.2401539309293495
ACH-000436,-0.12734076979471648
ACH-000444,0.32833539820050994
ACH-000445,0.13493927503128772
ACH-000448,0.21614248292996344
ACH-000450,0.0643920282434351
ACH-000452,0.15843933827770784
ACH-000454,-0.04410735331145312
ACH-000458,0.00944857849902758
ACH-000459,0.17340686849712356
ACH-000460,0.035279389433845586
ACH-000461,-0.056565897377654877
ACH-000463,-0.028270654420934363
ACH-000464,0.2186432946530941
ACH-000466,0.10175777386037198
ACH-000467,0.0464201014580097
ACH-000468,0.05137229911205194
ACH-000469,0.12733201002190336
ACH-000470,-0.017403503713876896
ACH-000471,0.17197208886831755
ACH-000472,0.20410383759300524
ACH-000473,0.07010579182294105
ACH-000475,0.17351778937482454
ACH-000476,0.2316136657631813
ACH-000477,0.17707715845511346
ACH-000479,0.1282372058956257
ACH-000480,0.16146291991204073
ACH-000481,0.11158438091881964
ACH-000483,0.16237807846922267
ACH-000484,0.21726728254109706
ACH-000485,0.13428653104702007
ACH-000486,0.15365983399797434
ACH-000487,0.2309558351493334
ACH-000488,0.2226272443461413
ACH-000490,-0.016261162004923106
ACH-000491,0.284672950748813
ACH-000495,0.1269667564595392
ACH-000496,0.2497894574137661
ACH-000499,0.14120071597414072
ACH-000500,0.2517215451653381
ACH-000502,0.051121032812083404
ACH-000503,0.10710164155498723
ACH-000505,0.2011449440506435
ACH-000507,0.1032588573463779
ACH-000510,0.20146184155330546
ACH-000511,-0.016205128422759774
ACH-000512,0.03446526596497525
ACH-000516,0.1613058117701478
ACH-000517,0.11340023778507792
ACH-000518,0.09157903586212457
ACH-000520,0.15204143715569324
ACH-000521,0.07733494178004623
ACH-000522,0.1446002948454254
ACH-000524,0.060785670943227364
ACH-000527,0.1573218693562851
ACH-000528,0.09766353726000096
ACH-000537,0.22204981973254267
ACH-000541,-0.05394523211708205
ACH-000542,0.14022600810336958
ACH-000544,-0.012150094503285472
ACH-000545,0.1728623686748123
ACH-000547,-0.02116512800652684
ACH-000548,-0.08637698752405427
ACH-000549,0.30360695634646223
ACH-000550,0.08337742373383496
ACH-000552,0.09926866977363644
ACH-000556,0.18541492377785165
ACH-000557,0.16580700693354428
ACH-000569,0.3849338894230842
ACH-000570,0.09845904893777437
ACH-000571,-0.039745345640290856
ACH-000573,0.11764219856567712
ACH-000576,0.268063129074885
ACH-000579,0.17756555516822528
ACH-000580,-0.030808017202122732
ACH-000584,0.17479359632845132
ACH-000585,0.17064063565952273
ACH-000588,0.3101604432740551
ACH-000589,0.25617739259959715
ACH-000591,0.19676532503835845
ACH-000593,0.0943641704849824
ACH-000600,0.1279168050187281
ACH-000601,0.22140602247469815
ACH-000605,-0.16799610689673275
ACH-000606,0.14363974387055253
ACH-000608,0.16804046303607387
ACH-000614,0.17715214050899675
ACH-000616,0.14484597465059168
ACH-000618,0.15941819948622138
ACH-000619,-0.0028801548595370104
ACH-000620,0.22506718280760027
ACH-000621,0.1615164454246237
ACH-000622,0.20666616840601806
ACH-000623,0.0529019653294474
ACH-000624,0.244187036740807
ACH-000627,0.2462745160916328
ACH-000630,0.11645131794765445
ACH-000631,0.03513905564613326
ACH-000632,0.2602387485723868
ACH-000633,0.06377291762724112
ACH-000637,0.18913440264710565
ACH-000638,0.03807056138439936
ACH-000646,-0.05677259415756359
ACH-000647,0.10798650561943138
ACH-000648,0.114486583648793
ACH-000649,0.13676688649194035
ACH-000651,0.2559962149904861
ACH-000652,0.12504826490658655
ACH-000653,0.04991417324519635
ACH-000657,0.2726653362168001
ACH-000658,0.15864986198599546
ACH-000661,0.0766374668260225
ACH-000662,-0.049691557252804434
ACH-000663,0.2271263311437353
ACH-000665,0.16708062601946294
ACH-000671,0.11386495778881345
ACH-000672,0.4293355129952416
ACH-000673,0.19602365957462076
ACH-000676,0.218282868929282
ACH-000677,0.10619995008882126
ACH-000681,0.2632355899576703
ACH-000683,0.0780877612844973
ACH-000684,0.015309609427072612
ACH-000688,0.04453809784533799
ACH-000693,0.2694739038009221
