,SMPDL3B (27293)
ACH-000004,0.06356902132967558
ACH-000005,-0.06645503851356235
ACH-000007,-0.019907728696846254
ACH-000009,-0.09212859691331456
ACH-000011,-0.11377541684888505
ACH-000012,-0.22868612086028134
ACH-000013,-0.20199675892343733
ACH-000014,-0.04481861578398828
ACH-000015,-0.04761261582960431
ACH-000017,-0.030099586509144245
ACH-000018,-0.12442531937593045
ACH-000019,0.07948780698098559
ACH-000021,-0.055390680599126406
ACH-000022,-0.09845072377881547
ACH-000025,-0.034324198186705644
ACH-000028,-0.10870567948726692
ACH-000030,-0.10426763604336356
ACH-000035,-0.2570095061383938
ACH-000036,0.10446530623931594
ACH-000037,-0.0702733951981399
ACH-000039,0.0303625032550263
ACH-000040,-0.19886641136053973
ACH-000041,0.06440604127286363
ACH-000042,0.05865605067223994
ACH-000045,-0.07618032593381395
ACH-000047,-0.09597364483210423
ACH-000052,-0.10659758360964353
ACH-000053,-0.11568495350315733
ACH-000054,-0.009725341381423749
ACH-000055,-0.0640599797991047
ACH-000060,-0.17004039198448556
ACH-000067,-0.24641055422019026
ACH-000070,-0.105380013327719
ACH-000075,0.14229629917203826
ACH-000078,-0.050552343405860116
ACH-000082,-0.13052661670401558
ACH-000085,-0.28437091737652664
ACH-000086,-0.0720247946557589
ACH-000087,0.1233781991902542
ACH-000092,-0.17160847043854366
ACH-000095,-0.005085438712511489
ACH-000097,-0.0390733517588654
ACH-000098,-0.03521906764841132
ACH-000099,0.038727310572881264
ACH-000108,0.023398739484897943
ACH-000113,-0.13906023576952772
ACH-000116,-0.03169061760199233
ACH-000118,-0.049603895991772035
ACH-000120,-0.12073322078181985
ACH-000123,-0.052696814933850714
ACH-000127,0.019232201197455667
ACH-000128,-0.1380875736496183
ACH-000132,-0.12668602424183809
ACH-000133,-0.045852045809788175
ACH-000137,-0.08492101860693224
ACH-000138,-0.015369213974865303
ACH-000142,0.07968733093291971
ACH-000143,0.13011572675777006
ACH-000146,-0.1176058357759176
ACH-000148,-0.023802695377160038
ACH-000150,-0.2620950249604401
ACH-000152,-0.17766449366056405
ACH-000153,-0.10735129917722776
ACH-000159,-0.12491075628046575
ACH-000160,0.04343031537997767
ACH-000163,-0.07814761905980515
ACH-000167,-0.01275018096856733
ACH-000168,0.018359051787896385
ACH-000169,-0.2279074264424612
ACH-000178,-0.044100065273217616
ACH-000183,-0.016082001470819503
ACH-000188,-0.10128157974655973
ACH-000189,-0.007394826410160259
ACH-000190,-0.1395792090745053
ACH-000198,-0.0906121222472643
ACH-000203,0.3830272941422027
ACH-000204,-0.2166091853230846
ACH-000206,0.12783336434725304
ACH-000207,-0.09099131138513612
ACH-000208,-0.13855345094823454
ACH-000210,0.1238592430909676
ACH-000211,0.018331791268323763
ACH-000215,-0.10304943811961567
ACH-000221,0.0045041332017937506
ACH-000222,-0.2459368057193099
ACH-000223,0.012761803479216679
ACH-000226,-0.08004215945545072
ACH-000227,-0.12464864843854245
ACH-000228,-0.058942115206056876
ACH-000231,-0.06467282003727391
ACH-000232,0.02186243316264436
ACH-000233,-0.05320139553775243
ACH-000234,0.006455963471337849
ACH-000235,-0.06884131100331986
ACH-000237,-0.2028581030061293
ACH-000238,-0.204229347743352
ACH-000242,-0.29919125691029563
ACH-000243,-0.06761843375711019
ACH-000244,-0.06150446960958054
ACH-000246,-0.023702886729413244
ACH-000248,-0.059486893552067786
ACH-000250,-0.1004766671889616
ACH-000251,-0.03106067087691831
ACH-000252,-0.30674986925252196
ACH-000253,-0.10252883675314066
ACH-000255,-0.1062531923514106
ACH-000256,0.05402399513448308
ACH-000257,-0.05044882883634758
ACH-000258,-0.1956850953801094
ACH-000259,-0.09214641976406536
ACH-000260,-0.16728554389112166
ACH-000261,-0.06756721052585339
ACH-000262,0.13186605587948833
ACH-000263,-0.16970885326563592
ACH-000264,-0.06898345469387376
ACH-000265,-0.02918922967304726
ACH-000266,-0.05618579608050271
ACH-000272,-0.03331372903333922
ACH-000274,-0.1189395429769063
ACH-000277,-0.048158977714432116
ACH-000278,-0.041650503582692
ACH-000279,-0.11132622863082904
ACH-000280,-0.1552606910010082
ACH-000281,-0.019738093874189188
ACH-000288,-0.2304165334324437
ACH-000291,0.06106394318572578
ACH-000293,-0.15521430217454765
ACH-000294,-0.07567585921972911
ACH-000295,0.1371128821307775
ACH-000296,-0.23441529976336845
ACH-000302,-0.18945220911771327
ACH-000304,-0.08467060350111459
ACH-000307,-0.26451940666512685
ACH-000308,-0.08540089712382336
ACH-000310,-0.03817936693744272
ACH-000311,0.016872085927312166
ACH-000312,-0.10552041581410823
ACH-000315,0.0038971274609642986
ACH-000316,-0.0603530939031269
ACH-000317,-0.013394657287575277
ACH-000318,-0.06892975762003821
ACH-000319,-0.06680799773549753
ACH-000320,-0.06197419514986186
ACH-000322,-0.1751729351648136
ACH-000323,-0.10716226006188352
ACH-000324,-0.09494465489188936
ACH-000329,0.0038697738297397157
ACH-000330,0.040749582809177474
ACH-000331,-0.15611997298940727
ACH-000332,-0.10054315230558143
ACH-000334,-0.14110506821762273
ACH-000335,-0.2745509261906658
ACH-000336,-0.187924376912714
ACH-000337,-0.15976184894093065
ACH-000338,-0.4060260953115377
ACH-000339,-0.044514677876359925
ACH-000341,-0.2236192339893675
ACH-000348,-0.005174348312636161
ACH-000350,-0.043887078652413376
ACH-000352,-0.08879738800868002
ACH-000356,-0.31273935843701484
ACH-000361,-0.12237619906456833
ACH-000362,-0.2618642965206472
ACH-000363,-0.0585548129701289
ACH-000364,-0.16840330291889713
ACH-000365,-0.005292793514997823
ACH-000366,-0.1415663844122327
ACH-000368,-0.1995906956688601
ACH-000374,-0.030381196361705186
ACH-000375,-0.013438094159012572
ACH-000376,-0.1133122861313202
ACH-000381,0.0723627058774306
ACH-000383,-0.17893265887980275
ACH-000387,-0.08890564287272773
ACH-000389,-0.062452780165905414
ACH-000390,-0.047278081659377136
ACH-000393,0.00951860030923747
ACH-000395,-0.06090582859658965
ACH-000396,-0.11700395332851027
ACH-000397,-0.03612475342471006
ACH-000401,0.10654548537122567
ACH-000402,-0.08306172909155222
ACH-000403,0.016415570760847133
ACH-000404,-0.22851254609069765
ACH-000406,-0.0334256079365317
ACH-000407,-0.2981911088197537
ACH-000408,-0.39293189512558985
ACH-000410,-0.00566090523913699
ACH-000411,-0.11160781564386674
ACH-000414,0.011319313902237144
ACH-000415,-0.03778108099030522
ACH-000416,-0.036645975912670034
ACH-000420,-0.11477465657713667
ACH-000421,-0.14994287091192754
ACH-000424,-0.08182506657284326
ACH-000425,-0.05527865156495862
ACH-000426,-0.1491270282318788
ACH-000427,-0.15555221274698244
ACH-000433,0.08376264081731491
ACH-000435,-0.0347332115130284
ACH-000436,-0.1388515976704517
ACH-000444,0.0812485380358479
ACH-000445,-0.05891835868543278
ACH-000448,-0.13932306777361736
ACH-000450,-0.14799939550397254
ACH-000452,-0.07291291072604852
ACH-000454,-0.09204593222553628
ACH-000458,-0.0036510993014750096
ACH-000459,-0.2910032452460896
ACH-000460,-0.16315396225022838
ACH-000461,-0.20691485197637846
ACH-000463,-0.03244129271413687
ACH-000464,-0.06850405220668565
ACH-000466,-0.098674703798902
ACH-000467,-0.15674829210433375
ACH-000468,-0.05814601070911034
ACH-000469,-0.2403114381990269
ACH-000470,-0.20738405150261527
ACH-000471,-0.05339926444902839
ACH-000472,-0.000968466567312211
ACH-000473,0.01925337408679176
ACH-000475,-0.08016141624863232
ACH-000476,-0.10328380617331227
ACH-000477,-0.07178391005174015
ACH-000479,-0.09349954316630127
ACH-000480,-0.15289922066236455
ACH-000481,0.032013293229545096
ACH-000483,-0.03414826486537738
ACH-000484,-0.02360505968048333
ACH-000485,0.08700276918130605
ACH-000486,0.02954048043100807
ACH-000487,-0.08825590950371832
ACH-000488,-0.13610432418350388
ACH-000490,-0.056116628044282295
ACH-000491,-0.029860776415580343
ACH-000495,-0.2152323440514812
ACH-000496,-0.10480453505259593
ACH-000499,-0.16173134731128638
ACH-000500,0.2428076550873949
ACH-000502,-0.03566901614159634
ACH-000503,-0.09633580807377844
ACH-000505,-0.17214149066292211
ACH-000507,-0.10520645398520216
ACH-000510,-0.058261877577054026
ACH-000511,-0.06404352748377705
ACH-000512,-0.08756858588925875
ACH-000516,0.008245619041349498
ACH-000517,-0.09318769956699748
ACH-000518,0.02269818957519423
ACH-000520,-0.012527742410717049
ACH-000521,-0.005334264516086082
ACH-000522,-0.06772744927477284
ACH-000524,-0.07201569630991461
ACH-000527,-0.18497118981166805
ACH-000528,-0.11761518859808065
ACH-000537,-0.017148129053752226
ACH-000541,-0.042233085519804106
ACH-000542,-0.07586624894969196
ACH-000544,0.05272085656706342
ACH-000545,-0.05100938007991005
ACH-000547,-0.16083399405419008
ACH-000548,-0.1179193442885946
ACH-000549,-0.09958591694407558
ACH-000550,-0.11861325136643773
ACH-000552,-0.03038029557561948
ACH-000556,0.018340867064996963
ACH-000557,0.016194137189624657
ACH-000569,-0.17772563678189898
ACH-000570,-0.13935333212630427
ACH-000571,-0.0773977533421932
ACH-000573,-0.011486713362834305
ACH-000576,-0.13591076608468253
ACH-000579,-0.02598445714316638
ACH-000580,-0.0654282284023729
ACH-000584,-0.12177630761102885
ACH-000585,-0.10503134120833812
ACH-000588,9.579928909891444e-05
ACH-000589,-0.039437586326385665
ACH-000591,-0.014916535974684812
ACH-000593,-0.3178723757284424
ACH-000600,0.014862273804912118
ACH-000601,-0.1051095119304045
ACH-000605,-0.008233422326278795
ACH-000606,-0.0376709692576542
ACH-000608,-0.060939859465606386
ACH-000614,-0.24171818886227306
ACH-000616,-0.07718154585370507
ACH-000618,-0.05238862909221431
ACH-000619,-0.02281513943764249
ACH-000620,-0.14048806838868524
ACH-000621,-0.15415207782376825
ACH-000622,-0.043630270382902965
ACH-000623,-0.04732482039971952
ACH-000624,-0.10045635519579478
ACH-000627,-0.12010188386423798
ACH-000630,-0.19988532221512956
ACH-000631,-0.2665199605663542
ACH-000632,-0.0417718399403824
ACH-000633,-0.10075663337774728
ACH-000637,-0.18902023575481214
ACH-000638,-0.03529163409918689
ACH-000646,-0.11725254785711164
ACH-000647,-0.06240395944047347
ACH-000648,-0.21776756387283489
ACH-000649,-0.051957336675859785
ACH-000651,-0.06949562805943409
ACH-000652,-0.2035390331052682
ACH-000653,-0.2591864078511696
ACH-000657,-0.01359584681959812
ACH-000658,-0.0993488326880487
ACH-000661,-0.07387537400945011
ACH-000662,-0.02144896680696029
ACH-000663,-0.08435723798794159
ACH-000665,-0.08872256969582402
ACH-000671,-0.057733357418845416
ACH-000672,-0.13499900332777326
ACH-000673,-0.1442668135874405
ACH-000676,-0.011063292498781062
ACH-000677,-0.15053430697418865
ACH-000681,0.005478485690342877
ACH-000683,-0.11276716166006613
ACH-000684,-0.058357328206394166
ACH-000688,-0.02063792433843424
ACH-000693,-0.09195813836626526
ACH-000694,-0.10661676781950802
ACH-000695,0.03265713400443096
ACH-000696,-0.036566680583075335
ACH-000697,-0.03786280334724655
ACH-000699,-0.184659885075004
ACH-000701,-0.1103713170607002
ACH-000706,-0.09084777574336204
ACH-000711,-0.1002239168192016
ACH-000713,0.05817957860805086
ACH-000714,-0.09138438663185494
ACH-000718,-0.07226243616732707
ACH-000720,-0.07201977152577473
ACH-000721,-0.11570582065020832
ACH-000724,-0.0715247360561168
ACH-000725,-0.0662580533192593
ACH-000732,-0.18605296563343
ACH-000734,-0.14567216401776406
ACH-000735,-0.07344320664506042
ACH-000736,-0.03558740682646225
ACH-000738,-0.10551431628895336
ACH-000746,0.052792126241144766
ACH-000747,-0.07373403189741855
ACH-000748,0.08956023858358096
ACH-000753,-0.06344561342725527
ACH-000756,-0.03294431900009796
ACH-000757,-0.058118032900254996
ACH-000758,-0.14689808137059074
ACH-000760,-0.09758255369146132
ACH-000762,-0.07487814064154763
ACH-000763,-0.043620456944146034
ACH-000764,-0.04708559613418335
ACH-000765,-0.09055754107975887
ACH-000766,-0.13067154723146754
ACH-000767,-0.032139892389726185
ACH-000768,-0.0035856114299774085
ACH-000769,-0.22258404582846328
ACH-000770,0.041050610079057866
ACH-000771,0.06305777343520881
ACH-000773,-0.12297714575591555
ACH-000776,-0.16488879486794109
ACH-000777,0.002127454817991589
ACH-000778,0.022405429164434595
ACH-000781,0.03097295830248277
ACH-000782,-0.23323515885648466
ACH-000783,0.014288390386259044
ACH-000784,-0.027439000521824488
ACH-000785,-0.020349820683410482
ACH-000787,-0.06954776439257931
ACH-000788,-0.07204462206096619
ACH-000791,-0.18717130088281864
ACH-000792,-0.13279289541841735
ACH-000794,-0.11982185199741545
ACH-000796,-0.016267681358216227
ACH-000798,-0.1689518130271414
ACH-000799,0.030098583824331494
ACH-000800,-0.07467794910424756
ACH-000802,-0.04109053743228217
ACH-000804,-0.11979505570506778
ACH-000805,-0.1374408213159334
ACH-000809,-0.06682728902644998
ACH-000810,-0.04564807373346052
ACH-000811,-0.08693881978942891
ACH-000817,-0.24268705338012064
ACH-000819,-0.19560901604868527
ACH-000820,0.02926769768978708
ACH-000821,-0.2357744907135446
ACH-000822,-0.07447074638795326
ACH-000823,-0.07374000973183234
ACH-000824,-0.014561044511365088
ACH-000827,-0.07527464603411597
ACH-000829,0.007723861419604646
ACH-000831,-0.11328073861409033
ACH-000832,-0.11927561162290885
ACH-000833,-0.09732350662245108
ACH-000834,-0.041022289786352514
ACH-000835,-0.0060620006129728605
ACH-000836,-0.12174072416898807
ACH-000837,-0.19095907821017075
ACH-000838,-0.14644031117911285
ACH-000839,-0.2249950707907754
ACH-000840,-0.041868380305918634
ACH-000841,0.16861386048919785
ACH-000843,-0.21992806423790195
ACH-000846,0.019508170947361028
ACH-000847,-0.11076446386092233
ACH-000848,-0.01273479658482102
ACH-000849,-0.019960560475977752
ACH-000851,-0.09101615661693577
ACH-000855,-0.18093141184896008
ACH-000856,-0.11078905894468832
ACH-000858,-0.16383455788721948
ACH-000859,-0.015878386293753686
ACH-000861,-0.16305878993777465
ACH-000862,-0.02093674083494027
ACH-000865,-0.13329254454510445
ACH-000866,-0.12128393128153768
ACH-000867,-0.03259429921417105
ACH-000869,-0.12176548995363252
ACH-000872,-0.09215965281445647
ACH-000873,-0.04409518848178155
ACH-000876,-0.1076374939391316
ACH-000878,0.1826823880483188
ACH-000880,-0.2434300748724276
ACH-000881,-0.07928076683033214
ACH-000882,-0.17589284826186086
ACH-000884,-0.08138935056820165
ACH-000885,-0.15423421292194334
ACH-000887,-0.12486790658833705
ACH-000889,-0.027812196330017844
ACH-000896,0.015013038424357928
ACH-000898,0.0009165568106261756
ACH-000900,0.04553361709949967
ACH-000901,-0.1362813570005077
ACH-000905,-0.1047237019022932
ACH-000906,-0.041625408923344036
ACH-000907,-0.008232828034368533
ACH-000910,-0.1165069990614491
ACH-000911,0.037560968726644765
ACH-000912,-0.18547050322659445
ACH-000913,-0.18498698972290145
ACH-000915,-0.08070651096542021
ACH-000916,0.14121499009024954
ACH-000917,-0.11892006394436927
