,SPC25 (57405)
ACH-000004,-0.8404059966851445
ACH-000005,-0.7351262514988608
ACH-000007,-1.1049340006815622
ACH-000009,-1.0292621179878199
ACH-000011,-0.9049109621913214
ACH-000012,-1.167191860507956
ACH-000013,-1.0763714760727976
ACH-000014,-0.8339076989005388
ACH-000015,-0.7761183205844077
ACH-000017,-1.2160149781031189
ACH-000018,-0.946108932996759
ACH-000019,-0.7404511202220881
ACH-000021,-0.9295148354189388
ACH-000022,-0.9636369731133616
ACH-000025,-0.9889868862227604
ACH-000028,-0.8344203887835915
ACH-000030,-1.0717709157117676
ACH-000035,-0.812953505534819
ACH-000036,-0.7766704792602791
ACH-000037,-0.7974880133706184
ACH-000039,-0.8809581641881941
ACH-000040,-1.1254603794786298
ACH-000041,-0.845282026180783
ACH-000042,-0.9477507270261144
ACH-000045,-0.9576940238600536
ACH-000047,-1.1009049115448293
ACH-000052,-1.2787337795583331
ACH-000053,-0.99336517797824
ACH-000054,-1.0086314560540457
ACH-000055,-0.8795528502797033
ACH-000060,-0.8611839679750141
ACH-000067,-0.9438091826556224
ACH-000070,-0.918207361728785
ACH-000075,-0.9323803017462192
ACH-000078,-0.925778118832043
ACH-000082,-1.049686829322505
ACH-000085,-1.138471498808404
ACH-000086,-0.97231140583959
ACH-000087,-1.0519530954025726
ACH-000092,-0.7682310379258208
ACH-000095,-0.9355303620259446
ACH-000097,-0.9249538794868885
ACH-000098,-0.9000555732371764
ACH-000099,-0.7715431764194742
ACH-000108,-1.1549466627692062
ACH-000113,-0.8861206137420032
ACH-000116,-0.9253205420396741
ACH-000118,-0.8799664579464457
ACH-000120,-1.0136101615146964
ACH-000123,-0.9880515901801304
ACH-000127,-0.8234390006338136
ACH-000128,-0.8288106038100718
ACH-000132,-0.7940599359521877
ACH-000133,-0.98224916129826
ACH-000137,-1.0453629386898862
ACH-000138,-0.9552580289506128
ACH-000142,-0.9946046916699623
ACH-000143,-1.227198514079224
ACH-000146,-1.1851957753618776
ACH-000148,-1.0693004118794949
ACH-000150,-0.8342720523038867
ACH-000152,-0.9753989331167862
ACH-000153,-1.2082734338520371
ACH-000159,-1.043734385580076
ACH-000160,-0.6581396982340472
ACH-000163,-0.9889753378350429
ACH-000167,-1.6804834300733182
ACH-000168,-1.1026952768538023
ACH-000169,-0.8461450535601528
ACH-000178,-0.916727764312262
ACH-000183,-1.125032212928922
ACH-000188,-0.9633501092064636
