,CPA1 (1357)
ACH-000004,-0.011403207757399614
ACH-000005,0.20155557033050248
ACH-000007,0.08092349793822326
ACH-000009,0.04613000544461051
ACH-000011,-0.0271865840838687
ACH-000012,-0.017609070186372776
ACH-000013,0.11451530523764045
ACH-000014,-0.3836168110741556
ACH-000015,0.00016445815379794658
ACH-000017,-0.0028903964326847764
ACH-000018,0.0665037210326165
ACH-000019,-0.05278494731975948
ACH-000021,-0.3007448286024851
ACH-000022,-0.027411639509931376
ACH-000025,-0.026803083460290467
ACH-000028,0.02366194655063466
ACH-000030,0.10391189550699532
ACH-000035,-0.09431645945279823
ACH-000036,0.01844314822996242
ACH-000037,-0.03715023802304927
ACH-000039,0.17119309127723267
ACH-000040,-0.07271322032434653
ACH-000041,-0.1372914081717673
ACH-000042,0.005564691281737678
ACH-000045,0.010553438817148606
ACH-000047,0.046944624194985865
ACH-000052,-0.026607997166114672
ACH-000053,-0.02035585566269636
ACH-000054,-0.07971653979256617
ACH-000055,0.09069393866677906
ACH-000060,0.0352662866246163
ACH-000067,-0.06905306804005121
ACH-000070,-0.06198658256479981
ACH-000075,-0.112278086312727
ACH-000078,0.05773953127453504
ACH-000082,0.033813466536307436
ACH-000085,-0.15672671901551313
ACH-000086,0.10699080803487526
ACH-000087,-0.017259002878923305
ACH-000092,0.09377955582198534
ACH-000095,0.04668407511386269
ACH-000097,-0.025507591072127567
ACH-000098,-0.07776728084498415
ACH-000099,-0.014916019347691243
ACH-000108,0.018164946619458118
ACH-000113,-0.07901451135239206
ACH-000116,0.08599398703240306
ACH-000118,0.08129310965195563
ACH-000120,-0.1409346497680648
ACH-000123,0.046688100716208686
ACH-000127,0.08933216260014178
ACH-000128,0.0795161794411936
ACH-000132,-0.0821016565799607
ACH-000133,-0.06945573803993732
ACH-000137,-0.1439412005104582
ACH-000138,0.0702598183890973
ACH-000142,0.062119532436806416
ACH-000143,-0.092139030891623
ACH-000146,-0.0003824047823284098
ACH-000148,-0.07290728157567992
ACH-000150,0.03497165994053415
ACH-000152,-0.017062573523113196
ACH-000153,0.108058841440985
ACH-000159,-0.006065998371188621
ACH-000160,0.0887152184993036
ACH-000163,0.0635233442775134
ACH-000167,0.15590265485437174
ACH-000168,0.05461587438621362
ACH-000169,-0.003138073442545388
ACH-000178,-0.06598804495982424
ACH-000183,0.05838583625247965
ACH-000188,-0.04879691376182042
ACH-000189,0.17145184252950832
ACH-000190,0.05056068386417413
ACH-000198,0.04412152645435647
ACH-000203,-0.29232395673054845
ACH-000204,-0.03735340113379286
ACH-000206,0.17116620657093146
ACH-000207,0.0061081428793289885
ACH-000208,-0.09012913497245956
ACH-000210,0.1194662807693046
ACH-000211,-0.05714710899162107
ACH-000215,0.05046682275685166
ACH-000221,0.02454746257628183
ACH-000222,-0.0273213007606972
ACH-000223,0.030559187103107024
ACH-000226,0.04849478728902426
ACH-000227,0.08826917839236034
ACH-000228,0.2251081353978908
ACH-000231,0.016166350288770278
ACH-000232,-0.13897908345439136
ACH-000233,-0.008421201892307995
ACH-000234,0.03414751442453818
ACH-000235,-0.045777916784357935
ACH-000237,-0.08598799457907222
ACH-000238,0.09690001209789817
ACH-000242,0.09750389404537517
ACH-000243,0.02252128807680174
ACH-000244,-0.1402976621125263
ACH-000246,-0.013538822618971337
ACH-000248,0.017650962990668675
ACH-000250,-0.10930250838003618
ACH-000251,-0.27505961227054143
ACH-000252,-0.13393056378094514
ACH-000253,0.011318964904366171
ACH-000255,0.009398467343394754
ACH-000256,0.1035424829186494
ACH-000257,-0.1055897381733088
ACH-000258,-0.21817608152052506
ACH-000259,-0.0481607228212087
ACH-000260,-0.03150267155693318
ACH-000261,-0.016510417435940512
ACH-000262,0.04058720025651449
ACH-000263,-0.16147530863282533
ACH-000264,0.0248955943994652
ACH-000265,0.06468865713692046
ACH-000266,0.011835696907417686
ACH-000272,-0.1784617931964177
ACH-000274,0.029576408381579593
ACH-000277,0.16013849009670944
ACH-000278,-0.1098002921165039
ACH-000279,-0.06440438027465806
ACH-000280,-0.03762987025287407
ACH-000281,-0.07342560123673064
ACH-000288,0.005125036495087776
ACH-000291,-0.0469963666368078
ACH-000293,-0.01750738640011191
ACH-000294,-0.05931674289691975
ACH-000295,-0.16118595408043296
ACH-000296,0.07660677217506383
ACH-000302,-0.04508833290949713
ACH-000304,-0.011553375253470534
