,FOXD4 (2298)
ACH-000004,-1.0460470446179475
ACH-000005,-0.8478571182979591
ACH-000007,-1.1255501855406154
ACH-000009,-1.139727169254227
ACH-000011,-1.166252947926146
ACH-000012,-0.9606288173868296
ACH-000013,-0.9679605739734738
ACH-000014,-1.0331935585470915
ACH-000015,-0.9923081608015424
ACH-000017,-1.0101616244295542
ACH-000018,-1.2320016923671746
ACH-000019,-0.9968513662588652
ACH-000021,-1.0648942642928951
ACH-000022,-1.0142063689834102
ACH-000025,-0.7860684240815967
ACH-000028,-1.0494593180173692
ACH-000030,-1.0662695549065981
ACH-000035,-1.0253493273568886
ACH-000036,-1.003806556661561
ACH-000037,-1.2202733691622392
ACH-000039,-1.0138886000036909
ACH-000040,-0.9549353220225608
ACH-000041,-0.985013891255256
ACH-000042,-0.9696673481084922
ACH-000045,-0.8738838841548376
ACH-000047,-1.0409958937249817
ACH-000052,-0.8309369164631335
ACH-000053,-1.021595218447194
ACH-000054,-0.9768898306618884
ACH-000055,-0.900757843818592
ACH-000060,-0.7907905925857887
ACH-000067,-1.0120564684791893
ACH-000070,-1.1023867449594271
ACH-000075,-1.1713183279430266
ACH-000078,-1.0386096496694257
ACH-000082,-1.0823491830014045
ACH-000085,-1.0663592498033907
ACH-000086,-1.182944923262796
ACH-000087,-1.0102283550214786
ACH-000092,-1.0697434404049828
ACH-000095,-0.9952404061711192
ACH-000097,-1.0986709831487167
ACH-000098,-1.1291376535278277
ACH-000099,-1.0184768866921206
ACH-000108,-1.0300773582477938
ACH-000113,-1.0433054151738628
ACH-000116,-0.9651806967884732
ACH-000118,-0.9346575315269908
ACH-000120,-0.9376898581120848
ACH-000123,-0.8492804577138137
ACH-000127,-0.9757196718801256
ACH-000128,-0.8902465213762675
ACH-000132,-1.1469694209994523
ACH-000133,-1.0402710204870016
ACH-000137,-0.7949973495299932
ACH-000138,-1.0223132735795228
ACH-000142,-0.8826051223073667
ACH-000143,-1.0592264635974198
ACH-000146,-1.2453873505731006
ACH-000148,-1.1417577530757148
ACH-000150,-0.6112843876194684
ACH-000152,-0.9906757221436252
ACH-000153,-0.922776455924426
ACH-000159,-0.8759335864483154
ACH-000160,-1.2194815745132672
ACH-000163,-1.0720792562560837
ACH-000167,-1.5335096786510607
ACH-000168,-1.1286198850064588
ACH-000169,-1.1371605957470232
ACH-000178,-1.017672933019947
ACH-000183,-0.9866287976003464
ACH-000188,-0.9989132435400322
ACH-000189,-0.9946803216574244
ACH-000190,-0.9476885257176492
ACH-000198,-0.8720995108004548
ACH-000203,-0.7689225150327333
ACH-000204,-0.7507580780688338
ACH-000206,-0.8687459209985369
ACH-000207,-0.9192546895384848
ACH-000208,-0.9636768440509446
ACH-000210,-1.0694990330285776
ACH-000211,-0.9930740761112282
ACH-000215,-1.1046227650045422
ACH-000221,-1.386089705831928
ACH-000222,-0.820069357762841
ACH-000223,-1.0332123899086625
ACH-000226,-0.9555547546827582
ACH-000227,-1.1000284985691338
ACH-000228,-1.1058444661176168
ACH-000231,-1.1029481521546232
ACH-000232,-1.1091948876980036
ACH-000233,-0.8106569579729613
ACH-000234,-0.9912428948536908
ACH-000235,-0.9228736026011
ACH-000237,-1.1600591635305155
ACH-000238,-1.244215717131986
ACH-000242,-1.0481748261632904
ACH-000243,-1.0975404570549356
ACH-000244,-1.0598035014112013
ACH-000246,-0.9765307775404548
ACH-000248,-0.9053190802645946
ACH-000250,-0.9137565488248596
ACH-000251,-1.0367283640122285
ACH-000252,-0.8356958894841093
ACH-000253,-1.1126675108437127
ACH-000255,-0.906810035766802
ACH-000256,-0.8474098384317421
ACH-000257,-1.0972827713392486
ACH-000258,-0.8591487501486517
ACH-000259,-0.9052301615472174
ACH-000260,-0.9441098841279912
ACH-000261,-1.0295044542748255
ACH-000262,-1.128240664327519
ACH-000263,-1.419738931561928
ACH-000264,-1.0680286401986228
ACH-000265,-0.6492299693236164
ACH-000266,-1.1237491408393858
ACH-000272,-0.9341556305692372
ACH-000274,-1.212300696928468
ACH-000277,-1.1771454886810655
ACH-000278,-1.0681785037545153
ACH-000279,-1.128552996574029
ACH-000280,-1.135323009121469
ACH-000281,-0.9266385368026632
ACH-000288,-0.9670894066162246
ACH-000291,-0.8440796775563203
ACH-000293,-1.0427115590837506
ACH-000294,-1.2321399268915982
ACH-000295,-1.3278450102782893
ACH-000296,-1.0716128034959975
ACH-000302,-1.0272651076461472
ACH-000304,-1.1236730575656866
ACH-000307,-0.8907447642983984
ACH-000308,-1.2295408411070363
ACH-000310,-1.0877923126592663
ACH-000311,-0.989008432858723
ACH-000312,-1.0009102626470947
ACH-000315,-1.0270788598363896
ACH-000316,-0.9613773516743628
ACH-000317,-0.9632843462407228
ACH-000318,-0.9374375298516964
ACH-000319,-0.8084773647952522
ACH-000320,-0.9895927831233878
ACH-000322,-0.8953298549416515
ACH-000323,-1.1204781718140877
ACH-000324,-1.1530844801590068
ACH-000329,-1.0144554674855921
