,CPNE9 (151835)
ACH-000004,0.022994794953152053
ACH-000005,0.016294524769515137
ACH-000007,0.06411383618168831
ACH-000009,0.0167942502263145
ACH-000011,-0.06846639165380634
ACH-000012,-0.04870315128876889
ACH-000013,0.034707737843149684
ACH-000014,0.07942098209549084
ACH-000015,0.007607445345671738
ACH-000017,0.04813576329665921
ACH-000018,-0.1495919318438298
ACH-000019,-0.01813782794971905
ACH-000021,-0.013978189216162564
ACH-000022,-0.05106873835052573
ACH-000025,-0.05816021221541515
ACH-000028,-0.07629244832999536
ACH-000030,-0.038286766232151
ACH-000035,0.09143541779927916
ACH-000036,-0.20340906338062675
ACH-000037,-0.2310275239169284
ACH-000039,0.016373708315878706
ACH-000040,-0.07011797187097646
ACH-000041,-0.02345367336760593
ACH-000042,-0.12202318948926312
ACH-000045,-0.1096408461843561
ACH-000047,0.06428577038637663
ACH-000052,0.051069156543495885
ACH-000053,0.061130507621392126
ACH-000054,-0.14565791847832535
ACH-000055,0.14867509977632842
ACH-000060,-0.07051719890175856
ACH-000067,-0.16955305884248653
ACH-000070,0.039753346336207605
ACH-000075,-0.023351718448909257
ACH-000078,-0.06342000118061818
ACH-000082,-0.0017132615276025164
ACH-000085,0.06722800081172405
ACH-000086,0.02750918286418579
ACH-000087,0.08308114505167652
ACH-000092,-0.014684406215441063
ACH-000095,0.004476659650322939
ACH-000097,-0.0471430169030948
ACH-000098,-0.03031889980504743
ACH-000099,-0.20630483825387835
ACH-000108,-0.06555322109344845
ACH-000113,-0.04566832017388889
ACH-000116,-0.05040490163668405
ACH-000118,-0.03480042369421394
ACH-000120,-0.04742074602006476
ACH-000123,0.06478759756509447
ACH-000127,-0.04071249535585391
ACH-000128,0.03950705382348362
ACH-000132,-0.1476471673089659
ACH-000133,-0.023332650952736983
ACH-000137,-0.047736668708885384
ACH-000138,-0.002738934569567656
ACH-000142,-0.05334826265607205
ACH-000143,-0.13038347758567312
ACH-000146,-0.004589242112188834
ACH-000148,0.010513564035566593
ACH-000150,-0.14167166139212775
ACH-000152,-0.04851180155477336
ACH-000153,-0.004761453961256669
ACH-000159,-0.058403826210979365
ACH-000160,0.06102035139212774
ACH-000163,-0.053502515139090566
ACH-000167,0.2025925248213261
ACH-000168,-0.15715140867605773
ACH-000169,0.059369001431217434
ACH-000178,-0.027303492169046092
ACH-000183,0.06652414412458685
ACH-000188,-0.054555902418199964
ACH-000189,-0.1154384404450506
ACH-000190,-0.16298473337610062
ACH-000198,-0.04971923326311059
ACH-000203,0.31326354099782555
ACH-000204,-0.01990946743552489
ACH-000206,0.17264867385064012
ACH-000207,-0.025982040126072626
ACH-000208,0.2466930904791494
ACH-000210,-0.18231773200443968
ACH-000211,-0.08290816602624558
ACH-000215,-0.07151022414163713
ACH-000221,0.045202770211474605
ACH-000222,0.078256047962761
ACH-000223,-0.030233674958427117
ACH-000226,0.0636883152056121
ACH-000227,-0.06428689866625573
ACH-000228,-0.05908684614643062
ACH-000231,-0.06703903330476528
ACH-000232,-0.07514842792147884
ACH-000233,0.06426363164828572
ACH-000234,0.020897475856308696
ACH-000235,-0.033909528244015184
ACH-000237,-0.1136624767296289
ACH-000238,-0.25193952077002885
ACH-000242,0.08638317289409787
ACH-000243,0.04245022216347672
ACH-000244,-0.02194205349853614
ACH-000246,-0.15276493053123005
ACH-000248,-0.024848985448167236
ACH-000250,-0.05964065617241007
ACH-000251,-0.03960507049538327
ACH-000252,-0.10969300473325272
ACH-000253,0.041339635150657375
ACH-000255,-0.007036818017013599
ACH-000256,-0.15472875324381072
ACH-000257,0.037838622732774864
ACH-000258,-0.09116713574039832
ACH-000259,0.08130701761454431
ACH-000260,0.013655229430965624
ACH-000261,0.025037149650050217
ACH-000262,0.04057650733011366
ACH-000263,-0.1268368356029199
ACH-000264,-0.02082465002254068
ACH-000265,-0.09437703502800304
ACH-000266,-0.04339693308858965
ACH-000272,-0.08094682721045424
ACH-000274,-0.10910888598846626
ACH-000277,-0.15102578446580892
ACH-000278,-0.045114818816240056
ACH-000279,-0.005972237987219951
ACH-000280,-0.14898558289431674
ACH-000281,-0.1058524772494997
ACH-000288,-0.0489656754754082
ACH-000291,-0.032312904050411866
ACH-000293,0.07898325484992097
ACH-000294,0.026573697179620544
ACH-000295,-0.10740145446456853
ACH-000296,-0.06640645065096164
ACH-000302,-0.09565224240821464
ACH-000304,-0.14375209592346588
ACH-000307,-0.03378812398880825
ACH-000308,-0.07767614294524805
ACH-000310,-0.18460913595684966
ACH-000311,-0.05316315943890017
