,CA5A (763)
ACH-000004,-0.4013856242374586
ACH-000005,-0.6314841041836526
ACH-000007,-0.3819736484176843
ACH-000009,-0.22214929946898607
ACH-000011,-0.2564614411796992
ACH-000012,-0.3440712919334271
ACH-000013,-0.3600211278262005
ACH-000014,-0.3480389896545835
ACH-000015,-0.2500357881127823
ACH-000017,-0.2796308577067612
ACH-000018,-0.30100750509918345
ACH-000019,-0.4039354268933962
ACH-000021,-0.4011651714184993
ACH-000022,-0.4195927058948157
ACH-000025,-0.4671072402578241
ACH-000028,-0.2438891431822741
ACH-000030,-0.20243178041477328
ACH-000035,-0.3115487196438639
ACH-000036,-0.4874222107091672
ACH-000037,-0.2739135040126282
ACH-000039,-0.22390582627850866
ACH-000040,-0.349000854802588
ACH-000041,-0.12680304789692629
ACH-000042,-0.3410388293067015
ACH-000045,-0.19168850238950366
ACH-000047,-0.3497895415424745
ACH-000052,-0.3284568703227341
ACH-000053,-0.2478707625951843
ACH-000054,-0.34679989206139783
ACH-000055,-0.3061695420238967
ACH-000060,-0.32591502777088743
ACH-000067,-0.27455012682968355
ACH-000070,-0.3213639888317231
ACH-000075,-0.5089238156157728
ACH-000078,-0.2329616690051489
ACH-000082,-0.309235384053654
ACH-000085,-0.4712946171536572
ACH-000086,-0.2122927498660236
ACH-000087,-0.3164289462360122
ACH-000092,-0.1969413840444045
ACH-000095,-0.3280641339215428
ACH-000097,-0.44912456063016376
ACH-000098,-0.2348360975690759
ACH-000099,-0.3387355345780804
ACH-000108,-0.3090645958948509
ACH-000113,-0.2871628303869421
ACH-000116,-0.28583613148302056
ACH-000118,-0.2503860494715775
ACH-000120,-0.2759378776094953
ACH-000123,-0.27051293277848204
ACH-000127,-0.6239903146965894
ACH-000128,-0.3604689098279688
ACH-000132,-0.33834990075220983
ACH-000133,-0.3559456249082483
ACH-000137,-0.30737530746392583
ACH-000138,-0.354092383051172
ACH-000142,-0.3252213886431854
ACH-000143,-0.3223844866264697
ACH-000146,-0.21423095007199394
ACH-000148,-0.3110936752045416
ACH-000150,-0.4141991377464837
ACH-000152,-0.21936003334967205
ACH-000153,-0.3427679764446495
ACH-000159,-0.29420189234559835
ACH-000160,-0.21926153617977595
ACH-000163,-0.32925322726065825
ACH-000167,-0.09806170169155903
ACH-000168,-0.3193065548611371
ACH-000169,-0.3387753072490899
ACH-000178,-0.3724865658554893
ACH-000183,-0.4790878467295586
ACH-000188,-0.1617902093967546
ACH-000189,-0.16956337799776028
ACH-000190,-0.3337215305809361
ACH-000198,-0.3542206744287165
ACH-000203,-0.5803962251551575
ACH-000204,-0.2692963426249772
ACH-000206,-0.1473710269764
ACH-000207,-0.1875980394104011
ACH-000208,-0.5940956150616166
ACH-000210,-0.4612248348251248
ACH-000211,-0.33035643773457785
ACH-000215,-0.2741773154795525
ACH-000221,-0.4544377844531386
ACH-000222,-0.35368972770658497
ACH-000223,-0.1886014055283796
ACH-000226,-0.27878952740646185
ACH-000227,-0.4477289288576013
ACH-000228,-0.3647541913769278
ACH-000231,-0.2358224051539987
ACH-000232,-0.2802649767304879
ACH-000233,-0.33064649036073634
ACH-000234,-0.28368148946154603
ACH-000235,-0.305680038567166
ACH-000237,-0.3376381877930547
ACH-000238,-0.12806843492499334
ACH-000242,-0.22320513309249354
ACH-000243,-0.3298293069764784
ACH-000244,-0.14620884933863393
ACH-000246,-0.3671560662366419
ACH-000248,-0.31207546494325383
ACH-000250,-0.3421371563280078
ACH-000251,-0.182050893494953
ACH-000252,-0.4753904703211887
ACH-000253,-0.2523388913708649
ACH-000255,-0.13374541129856105
ACH-000256,-0.10425579855543607
ACH-000257,-0.2653012911658741
ACH-000258,-0.4018644409752266
ACH-000259,-0.2651337839051197
ACH-000260,-0.3611920440602195
ACH-000261,-0.2923645884861313
ACH-000262,-0.4004759348956495
ACH-000263,-0.16685831132751136
ACH-000264,-0.3246527452610985
ACH-000265,-0.2555457897734601
ACH-000266,-0.27275932558468874
ACH-000272,-0.3099363161924528
ACH-000274,-0.26456341591237353
ACH-000277,-0.3840090681215775
ACH-000278,-0.2614996433443177
ACH-000279,-0.3132728517519681
ACH-000280,-0.4068243689335898
ACH-000281,-0.3543642355644893
ACH-000288,-0.4141311065349014
ACH-000291,-0.2924603865452355
ACH-000293,-0.20886834794680512
ACH-000294,-0.3385964625233257
ACH-000295,-0.5371017617806517
ACH-000296,-0.140823528516813
ACH-000302,-0.2632980559851965
ACH-000304,-0.18745237925157754
ACH-000307,-0.3810795707726297
ACH-000308,-0.36511269527004414
ACH-000310,-0.2603238648848464
ACH-000311,-0.31819661761656115
ACH-000312,-0.2969754371874351
ACH-000315,-0.2342782650345198
ACH-000316,-0.437568759522208
ACH-000317,-0.3270582147609544
ACH-000318,-0.11318823170899725
ACH-000319,-0.23950061755818305
ACH-000320,-0.19264107059447189
ACH-000322,-0.4655251389929302
ACH-000323,-0.3289227266655517
ACH-000324,-0.3700412765690079
ACH-000329,-0.3874566698034113
ACH-000330,-0.4008969301859658
ACH-000331,-0.32302503960448703
ACH-000332,-0.2854360105886976
ACH-000334,-0.3402472599352183
ACH-000335,-0.3760104674260786
ACH-000336,-0.3615451195276505
ACH-000337,-0.3620183424202703
ACH-000338,0.1177988691037594
ACH-000339,-0.4253848082971277
ACH-000341,-0.2250101753922253
ACH-000348,-0.3246665342618426
ACH-000350,-0.45201169262573493
ACH-000352,-0.2921792567096055
ACH-000356,-0.3488177333871441
ACH-000361,-0.27868740071439924
ACH-000362,-0.21305142369435948
ACH-000363,-0.33690712287446073
ACH-000364,-0.3211010725710083
ACH-000365,-0.3745269412375037
ACH-000366,-0.3514354224701063
ACH-000368,-0.27444205337140193
ACH-000374,-0.3701603534404905
ACH-000375,-0.3808652346378225
ACH-000376,-0.21566638416757425
ACH-000381,-0.3136748255631215
ACH-000383,-0.30410826815043523
ACH-000387,-0.4006829626928163
ACH-000389,-0.425977499909064
ACH-000390,-0.5224258606771528
ACH-000393,-0.24845827874231205
ACH-000395,-0.4857010108047536
ACH-000396,-0.15488865481914485
ACH-000397,-0.5448780108044771
ACH-000401,-0.3033036059520264
ACH-000402,-0.2184631967134515
ACH-000403,-0.27912372412688113
ACH-000404,-0.034419262466949256
ACH-000406,-0.34186055017148875
ACH-000407,-0.25744559673750544
ACH-000408,-0.479189866804509
ACH-000410,-0.19901721358601168
ACH-000411,-0.31070725372297125
ACH-000414,-0.20538878705454025
ACH-000415,-0.2708255254842783
ACH-000416,-0.25347695255628994
ACH-000420,-0.4912857837565597
ACH-000421,-0.4113073919197659
ACH-000424,-0.3570226269179269
ACH-000425,-0.2448975432385699
ACH-000426,-0.3026776559615069
ACH-000427,-0.18922058854676985
ACH-000433,-0.3422755426262985
ACH-000435,-0.8263425810297468
ACH-000436,-0.5032618353712963
ACH-000444,-0.3329723896759379
ACH-000445,-0.3664121876782889
ACH-000448,-0.339326936848359
ACH-000450,-0.19541365621298498
ACH-000452,-0.3173664365720424
ACH-000454,-0.11667867050409322
ACH-000458,-0.3964122037260043
ACH-000459,-0.29367082765923125
ACH-000460,-0.40385115411119976
ACH-000461,-0.29200247741758184
ACH-000463,-0.3490239715747377
ACH-000464,-0.08923767961644963
ACH-000466,-0.3761337055987124
ACH-000467,-0.31124841489003985
ACH-000468,-0.4265112448170706
ACH-000469,-0.3674166630680205
ACH-000470,-0.13014615173584734
ACH-000471,-0.4053378941285623
ACH-000472,-0.5343149910005519
ACH-000473,-0.20720979707369735
ACH-000475,-0.3954678138308565
ACH-000476,-0.22820498135696474
ACH-000477,-0.14552770580463353
ACH-000479,-0.43350380036285785
ACH-000480,-0.2250620754529484
ACH-000481,-0.2803581967294551
ACH-000483,-0.3295232018165781
ACH-000484,-0.4219852743841411
ACH-000485,-0.4060060612612664
ACH-000486,-0.358486011167841
ACH-000487,-0.22856625757974905
ACH-000488,-0.33294581469376666
ACH-000490,-0.2415706928643989
ACH-000491,-0.19245856428015007
ACH-000495,-0.469058168076789
ACH-000496,-0.3573174101521951
ACH-000499,-0.5820343828160179
ACH-000500,-0.01790945018329973
ACH-000502,-0.3689631682870835
ACH-000503,-0.3121952846707421
ACH-000505,-0.3871759656413963
ACH-000507,-0.2922939744790038
ACH-000510,-0.3974271069010619
ACH-000511,-0.2448104426498101
ACH-000512,-0.31858601153300625
ACH-000516,-0.3591904491854413
ACH-000517,-0.2984334342008204
ACH-000518,-0.3480656329159286
ACH-000520,-0.5230035474253142
ACH-000521,-0.2775335248945541
ACH-000522,-0.2876719846294617
ACH-000524,-0.2599735127339867
ACH-000527,-0.3912163850856562
ACH-000528,-0.3822613374061245
ACH-000537,-0.4517467199827569
ACH-000541,-0.43317616003121456
ACH-000542,-0.3928366974027758
ACH-000544,-0.4171729681876935
ACH-000545,-0.26154875593390303
ACH-000547,-0.3828617304883954
ACH-000548,-0.3540500332935794
ACH-000549,-0.42116784072645336
ACH-000550,-0.29567236597679913
ACH-000552,-0.3039755915339953
ACH-000556,-0.4727726767646203
ACH-000557,-0.3594080030170675
ACH-000569,-0.5114431697167738
ACH-000570,-0.23209630068097245
ACH-000571,-0.27899172308864073
ACH-000573,-0.33847772829343464
ACH-000576,-0.2508519927766569
ACH-000579,-0.2108811598165144
ACH-000580,-0.1815733678954252
ACH-000584,-0.3997597058263464
ACH-000585,-0.3977030244482656
ACH-000588,-0.31531866065574626
ACH-000589,-0.3973741811843602
ACH-000591,-0.31388838566026284
ACH-000593,-0.4083929029936409
ACH-000600,-0.3574953472699832
ACH-000601,-0.3604144935049395
ACH-000605,-0.31456280508159684
ACH-000606,-0.2481261045041247
ACH-000608,-0.3330168485137444
ACH-000614,-0.2021076337501088
ACH-000616,-0.30679679075912786
ACH-000618,-0.32853380796467585
ACH-000619,-0.32300463861030904
ACH-000620,-0.4504349765129868
ACH-000621,-0.4312221071409441
ACH-000622,-0.21691487616765245
ACH-000623,-0.271132063680974
ACH-000624,-0.3650337654702813
ACH-000627,-0.07011584943276085
ACH-000630,-0.2830077834714433
ACH-000631,-0.3402650273157476
ACH-000632,-0.3625496326876829
ACH-000633,-0.2331857882240941
ACH-000637,-0.3970353960530947
ACH-000638,-0.3409720086448827
ACH-000646,-0.4926936821415516
ACH-000647,-0.3581539591253164
ACH-000648,-0.19598177448808973
ACH-000649,-0.3200653065249729
ACH-000651,-0.2652015294931244
ACH-000652,-0.4546591665282805
ACH-000653,-0.3749588001381526
ACH-000657,-0.2857439829663027
ACH-000658,-0.454659712337477
ACH-000661,-0.44104267532866903
ACH-000662,-0.19352782292245446
ACH-000663,-0.4009580687891017
ACH-000665,-0.33078135037399825
ACH-000671,-0.4181011159964795
ACH-000672,-0.4320989185048478
ACH-000673,-0.2598869889790719
ACH-000676,-0.3372414961894604
ACH-000677,-0.27135224320734874
ACH-000681,-0.2820270677452493
ACH-000683,-0.5231219265430026
ACH-000684,-0.2003279589628398
ACH-000688,-0.2718170975417299
ACH-000693,-0.29530835691054724
ACH-000694,-0.17898230784787494
ACH-000695,-0.4412053371552031
ACH-000696,-0.2273243667378045
ACH-000697,-0.3689096749041151
ACH-000699,-0.2776368162434321
ACH-000701,-0.3372278020575731
ACH-000706,-0.3482167712089279
ACH-000711,-0.3367827882932853
ACH-000713,-0.4046272975206764
ACH-000714,-0.4673423092765056
ACH-000718,-0.4258797032084705
ACH-000720,-0.29015664526657764
ACH-000721,-0.27642135572228443
ACH-000724,-0.4627890360227844
ACH-000725,-0.4744814177796746
ACH-000732,-0.2947505706479676
ACH-000734,-0.2830122262760774
ACH-000735,-0.19346242546152764
ACH-000736,-0.18695164957419555
ACH-000738,-0.1655513228316933
ACH-000746,-0.3958471545328082
ACH-000747,-0.3941972486886805
ACH-000748,-0.4112299643625113
ACH-000753,-0.4482889192947204
ACH-000756,-0.2882340711166193
ACH-000757,-0.4122140208330031
ACH-000758,-0.3742713922253918
ACH-000760,-0.2156173110232952
ACH-000762,-0.2867787722574722
ACH-000763,-0.3706826716056261
ACH-000764,-0.4409120242557973
ACH-000765,-0.16225954935205122
ACH-000766,-0.2553455556286002
ACH-000767,-0.4292277079792233
ACH-000768,-0.30329775858614305
ACH-000769,-0.3465825268581529
ACH-000770,-0.3190040241209124
ACH-000771,-0.30235256986758857
ACH-000773,-0.12302379997656185
ACH-000776,-0.4333699737555123
ACH-000777,-0.3471040972917331
ACH-000778,-0.2600450680506565
ACH-000781,-0.2882328059901272
ACH-000782,-0.2669861729500055
ACH-000783,-0.3497765793600291
ACH-000784,-0.4662940981549662
ACH-000785,-0.3390544060994982
ACH-000787,-0.21620933335485948
ACH-000788,-0.3454086978461879
ACH-000791,-0.2724614131694877
ACH-000792,-0.1346336312350189
ACH-000794,-0.2867660217576111
ACH-000796,-0.3320864394479924
ACH-000798,-0.2540509676021105
ACH-000799,-0.17657132859806945
ACH-000800,-0.331861486244904
ACH-000802,-0.3129734331125658
ACH-000804,-0.2797486720483891
ACH-000805,-0.3757356022275658
ACH-000809,-0.3173233559425407
ACH-000810,-0.5214515998635694
ACH-000811,-0.4106111528642057
ACH-000817,-0.2728875451196938
ACH-000819,-0.4209030295151641
ACH-000820,-0.5995615987535806
ACH-000821,-0.35521262979766205
ACH-000822,-0.30966187597325884
ACH-000823,-0.2720821048616728
ACH-000824,-0.3183638553687521
ACH-000827,-0.3681857399525978
ACH-000829,-0.2205712113819741
ACH-000831,-0.2762531104604236
ACH-000832,-0.3244829226976323
ACH-000833,-0.21106546670829104
ACH-000834,-0.2948231526100377
ACH-000835,-0.28528719547886944
ACH-000836,-0.3599156353882331
ACH-000837,-0.2967780997980862
ACH-000838,-0.29874032287946245
ACH-000839,-0.19543378848729184
ACH-000840,-0.4252970312382881
ACH-000841,-0.4193743491029725
ACH-000843,-0.441704663939891
ACH-000846,-0.2744177029654242
ACH-000847,-0.35277864831245176
ACH-000848,-0.20060403792828024
ACH-000849,-0.2863436928969081
ACH-000851,-0.32206450586333196
ACH-000855,-0.09887627648256894
ACH-000856,-0.4417560501204568
ACH-000858,-0.2304049296380536
ACH-000859,-0.09816577982112927
ACH-000861,-0.3309624677550199
ACH-000862,-0.3274776312237218
ACH-000865,-0.3222385914037502
ACH-000866,-0.2116093726072482
ACH-000867,-0.2931689896145933
ACH-000869,-0.3505089277170281
ACH-000872,-0.4379804040482674
ACH-000873,-0.4194006163332163
ACH-000876,-0.30205012900206474
ACH-000878,-0.011763331568336614
ACH-000880,-0.29554275033249433
ACH-000881,-0.31891414803188955
ACH-000882,-0.33556452863288244
ACH-000884,-0.4071416878550267
ACH-000885,-0.3155647389577555
ACH-000887,-0.20810774977197016
ACH-000889,-0.5066451553548146
ACH-000896,-0.4312822110357989
ACH-000898,-0.36563409922044177
ACH-000900,-0.260358353381945
ACH-000901,-0.4467193353184433
ACH-000905,-0.4763744181771304
ACH-000906,-0.30440777488253146
ACH-000907,-0.4045726260945808
ACH-000910,-0.4412075339207177
ACH-000911,-0.3176871029571634
ACH-000912,-0.2397173530141512
ACH-000913,-0.2826839588164937
ACH-000915,-0.25487472254371485
ACH-000916,-0.21540132334640646
ACH-000917,-0.32241460849708714
ACH-000920,-0.4644614102035358
ACH-000921,-0.2307915077530665
ACH-000924,-0.3054685803370156
ACH-000926,-0.44583802714565945
ACH-000928,-0.3734564427783345
ACH-000929,-0.3079171188987547
ACH-000932,-0.2816778608630735
ACH-000935,-0.30098797687194045
ACH-000936,-0.3992039744650113
ACH-000937,-0.14600233049308847
ACH-000938,-0.29862472475243035
ACH-000939,-0.22261005863725344
ACH-000941,-0.4144712308865403
ACH-000943,-0.3915474626207041
ACH-000946,-0.3543703072101813
ACH-000947,-0.36904706356924943
ACH-000948,-0.4380912181122626
ACH-000950,-0.2717105823954557
ACH-000953,-0.32715213196625964
ACH-000954,-0.5001479061795119
ACH-000957,-0.1945484211919952
ACH-000958,-0.27396270110187737
ACH-000960,-0.0545699399480632
ACH-000963,-0.06968418497967567
ACH-000968,-0.39319750886047933
ACH-000969,-0.3058107044706233
ACH-000972,-0.5036039667891834
ACH-000973,-0.3660330223022734
ACH-000974,-0.3485205067959642
ACH-000978,-0.4032077851512469
