,FYN (2534)
ACH-000004,0.046516390643694464
ACH-000005,0.14310346952644445
ACH-000007,-0.2551915498654491
ACH-000009,-0.0015478638376740892
ACH-000011,0.06403741587383711
ACH-000012,0.0765623609835693
ACH-000013,0.07151676553835004
ACH-000014,0.16050810832823073
ACH-000015,0.06287739828977773
ACH-000017,-0.07278951906335697
ACH-000018,0.16066808578751632
ACH-000019,-0.002902363116042765
ACH-000021,0.02155838783617359
ACH-000022,0.016594454597026964
ACH-000025,-0.08565667701745759
ACH-000028,0.1027544910755108
ACH-000030,0.008638788579482155
ACH-000035,0.12428436671260573
ACH-000036,-0.0012647751415441086
ACH-000037,0.1626643974907131
ACH-000039,-0.16762020162630914
ACH-000040,0.034327897646370564
ACH-000041,-0.04464047640633958
ACH-000042,0.024072277075489416
ACH-000045,0.14539739315058736
ACH-000047,0.019138159311647723
ACH-000052,-0.019479058913177416
ACH-000053,0.04441256043428902
ACH-000054,0.0117842470439058
ACH-000055,-0.08080469245465012
ACH-000060,0.02284004517530344
ACH-000067,0.06387627741457792
ACH-000070,0.1149653301066353
ACH-000075,0.2059980240791686
ACH-000078,-0.0649100404123938
ACH-000082,-0.008957722444099727
ACH-000085,0.07067439741747067
ACH-000086,0.13170132590306258
ACH-000087,-0.10472010333892302
ACH-000092,-0.03729828088438693
ACH-000095,0.054178526979661135
ACH-000097,-0.02263289468243811
ACH-000098,0.10353129156548294
ACH-000099,0.10314696102664156
ACH-000108,0.18574325138094955
ACH-000113,0.004942453147477028
ACH-000116,-0.09894340877337512
ACH-000118,0.027859213121639848
ACH-000120,-0.027861952743426892
ACH-000123,0.09152836751957806
ACH-000127,0.10133774669502874
ACH-000128,0.008414925043932805
ACH-000132,0.12372413996614998
ACH-000133,0.00721593822732693
ACH-000137,0.19190610259254032
ACH-000138,0.0918243272051626
ACH-000142,0.1824867939014399
ACH-000143,-0.10176063469965843
ACH-000146,0.12991270251094464
ACH-000148,0.086988330848774
ACH-000150,-0.05616116525382919
ACH-000152,0.16771520911996562
ACH-000153,0.08487659873671508
ACH-000159,0.08655862338103927
ACH-000160,0.13695361640848294
ACH-000163,0.09952762045501476
ACH-000167,0.217617201123447
ACH-000168,-0.10484493336615902
ACH-000169,0.23592452911426445
ACH-000178,0.05758058645817717
ACH-000183,-0.12446529189449465
ACH-000188,0.03925936077764152
ACH-000189,0.16410422619314474
ACH-000190,0.2373231907004022
ACH-000198,0.01835498954539732
ACH-000203,-0.11770884654294266
ACH-000204,-0.0442699959479284
ACH-000206,0.05636513525135114
ACH-000207,0.04658535242068194
ACH-000208,0.13545206549962854
ACH-000210,0.3660457476434469
ACH-000211,0.06484319084565163
ACH-000215,0.016158563051036558
ACH-000221,0.27537440536497554
ACH-000222,0.12484132732590493
ACH-000223,0.0956357562688782
ACH-000226,-0.05700121054198929
ACH-000227,-0.0031853512871759557
ACH-000228,-0.011432621558974045
ACH-000231,0.09223414194301842
ACH-000232,0.04009437603421273
ACH-000233,0.046941404917815135
ACH-000234,0.011921980687374031
ACH-000235,0.01944302603739248
ACH-000237,0.0248187072559891
ACH-000238,0.08979112097340892
ACH-000242,0.08089290251298918
ACH-000243,0.09610921395958633
ACH-000244,0.17729517370719908
ACH-000246,0.05748849136654876
ACH-000248,0.034950044718121034
ACH-000250,0.06060527347637493
ACH-000251,0.01104741520820243
ACH-000252,0.14047015992863926
ACH-000253,-0.042602267576319616
ACH-000255,-0.02587984860610194
ACH-000256,-0.064553521873138
ACH-000257,0.19995873253306384
ACH-000258,0.1706481193463922
ACH-000259,-0.05728242075246873
ACH-000260,0.024072089911198524
ACH-000261,0.04117470053925845
ACH-000262,0.16597589508652533
ACH-000263,-0.08983075199314082
ACH-000264,0.03357938412514843
ACH-000265,0.08973180580714231
ACH-000266,0.0781593505841867
ACH-000272,0.09155996101211338
ACH-000274,0.057304656871923286
ACH-000277,0.02606502380567793
ACH-000278,0.12776204484910647
ACH-000279,-0.013241276649815198
ACH-000280,0.03065013326266249
ACH-000281,0.11855110829848214
ACH-000288,0.00967124561308468
ACH-000291,0.2599081258780208
ACH-000293,0.03578393426788952
ACH-000294,0.07550169077536824
ACH-000295,-0.12079020583848595
ACH-000296,0.01435530772027793
ACH-000302,0.024605458300497318
ACH-000304,0.06310839668561248
ACH-000307,-0.12993419190341435
ACH-000308,0.016276988906706397
ACH-000310,0.05407946849337355
ACH-000311,0.17895572914808705
ACH-000312,0.02357955874964953
ACH-000315,-0.07609718538346527
ACH-000316,0.0484379691087932
ACH-000317,0.19537176342671506
ACH-000318,-0.058484342627592174
ACH-000319,-0.11462674348811848
ACH-000320,-0.046263821050131236
ACH-000322,0.060789466191109726
ACH-000323,0.13140332071500116
ACH-000324,0.09233289199799986
ACH-000329,-0.004954402871141604
ACH-000330,-0.10385503099492174
ACH-000331,0.2165669555224748
ACH-000332,0.04121411884665559
ACH-000334,0.16825573149007705
ACH-000335,-0.15619822860292595
ACH-000336,0.06843688081362913
ACH-000337,0.15333790362729627
ACH-000338,0.15205591516101646
ACH-000339,-0.04040561962896057
ACH-000341,0.1305796793254779
ACH-000348,0.02280399422380698
ACH-000350,-0.0041810505700333005
ACH-000352,0.09002629978893949
ACH-000356,-0.08064710091751212
ACH-000361,0.18551136485271755
ACH-000362,0.04242597963201161
ACH-000363,0.048154184423044616
ACH-000364,0.04995107591620333
ACH-000365,-0.022656506647447082
ACH-000366,0.1400935380606617
