,TBCC (6903)
ACH-000004,-0.8589715800256501
ACH-000005,-0.7814275790414119
ACH-000007,-1.2104099096598104
ACH-000009,-0.7149335989821605
ACH-000011,-1.0818885354709245
ACH-000012,-0.9869404761623491
ACH-000013,-1.038494395063957
ACH-000014,-0.6140738355190151
ACH-000015,-0.7533268275712155
ACH-000017,-1.0836407160724593
ACH-000018,-1.004072745158021
ACH-000019,-0.8050484777364606
ACH-000021,-0.7961058175505544
ACH-000022,-0.8173598916073082
ACH-000025,-0.8099952949312186
ACH-000028,-0.7531265307235828
ACH-000030,-0.9077501509179337
ACH-000035,-0.9502893519321024
ACH-000036,-0.883569787910665
ACH-000037,-0.4202846016416997
ACH-000039,-0.8293765324500012
ACH-000040,-0.8510543686296547
ACH-000041,-0.7080511241162766
ACH-000042,-0.8695891769000981
ACH-000045,-0.9366248999501746
ACH-000047,-0.7767822306956694
ACH-000052,-1.035367170290236
ACH-000053,-1.1053797223227677
ACH-000054,-0.8916098286606132
ACH-000055,-0.7744021785173418
ACH-000060,-0.7870431937377712
ACH-000067,-0.8125537138401031
ACH-000070,-0.855134455806697
ACH-000075,-0.8400348840387138
ACH-000078,-0.5947093386371355
ACH-000082,-1.0346321174404804
ACH-000085,-0.8955637266425684
ACH-000086,-0.7949199152897739
ACH-000087,-0.9541163433470512
ACH-000092,-0.7202668510673853
ACH-000095,-0.8134399332592029
ACH-000097,-0.9851650524799208
ACH-000098,-0.7228690356695946
ACH-000099,-0.6864009784833665
ACH-000108,-0.9634259104962071
ACH-000113,-0.8845955950123251
ACH-000116,-1.1281716326058062
ACH-000118,-1.1558546680921362
ACH-000120,-0.8579466048967977
ACH-000123,-0.8407882712696829
ACH-000127,-0.8704810330916061
ACH-000128,-0.8514377263430061
ACH-000132,-1.068086451715717
ACH-000133,-0.9452944370537696
ACH-000137,-0.9880006964603248
ACH-000138,-0.749690317425768
ACH-000142,-0.9035849871029592
ACH-000143,-0.8918553146863545
ACH-000146,-0.8793842040479688
ACH-000148,-0.9165774643827216
ACH-000150,-0.7178440383751146
ACH-000152,-0.7306455815826739
ACH-000153,-0.8808323251646298
ACH-000159,-0.8974808232806899
ACH-000160,-0.9657726375297524
ACH-000163,-0.9152959549340705
ACH-000167,-1.456499575122775
ACH-000168,-1.0516854242479274
ACH-000169,-0.9874436853841608
ACH-000178,-0.8816659267668353
ACH-000183,-1.0671893954431462
ACH-000188,-0.8452720360497928
ACH-000189,-0.6855397304501047
ACH-000190,-0.8727118210939165
ACH-000198,-0.7780198808637847
ACH-000203,-0.5806784996818227
ACH-000204,-0.8321729407674441
ACH-000206,-0.9143462034038304
ACH-000207,-0.9938262946318072
ACH-000208,-1.0285617562570608
ACH-000210,-0.7992644331371695
ACH-000211,-1.0082018504676882
ACH-000215,-0.6579047098586929
ACH-000221,-0.8069895791170311
ACH-000222,-1.0396022281434407
ACH-000223,-0.9321463561325856
ACH-000226,-0.7325885153789561
ACH-000227,-0.6660650695291919
ACH-000228,-1.230810529846033
ACH-000231,-0.8298050280683004
ACH-000232,-0.8644242746499654
ACH-000233,-0.9992851182801284
ACH-000234,-0.4914545120618923
ACH-000235,-0.9292237918755829
ACH-000237,-0.7796984595825426
ACH-000238,-1.1214135303305213
ACH-000242,-0.7356069230976977
ACH-000243,-0.9786318135864471
ACH-000244,-1.2088902160141586
ACH-000246,-0.8643416632288088
ACH-000248,-0.9419252577122602
ACH-000250,-1.0307441496729357
ACH-000251,-0.6971238275945079
ACH-000252,-0.7483168312757397
ACH-000253,-0.5057599227593511
ACH-000255,-0.8730663319569469
ACH-000256,-0.7314099838248016
ACH-000257,-0.870645241396119
ACH-000258,-0.8612847122433589
ACH-000259,-0.9908534130366058
ACH-000260,-0.9063826851167538
ACH-000261,-0.8976625971694742
ACH-000262,-0.7316677739762302
ACH-000263,-0.9567845594174396
ACH-000264,-1.0720746212737986
ACH-000265,-0.8563576358278497
ACH-000266,-0.8070706473656287
ACH-000272,-0.710826046362088
ACH-000274,-0.7841008065981063
ACH-000277,-0.7573453623845842
ACH-000278,-0.8659080998593308
ACH-000279,-0.7252650014682602
ACH-000280,-0.8463017393433769
ACH-000281,-0.6750449099882208
ACH-000288,-0.7819799618134312
ACH-000291,-0.8759659236052286
ACH-000293,-1.07906057613285
ACH-000294,-0.7742133487656381
ACH-000295,-0.5185695878438497
ACH-000296,-0.9571572963348596
ACH-000302,-0.8122341885604267
ACH-000304,-0.6534574306294334
ACH-000307,-0.9722282263680366
ACH-000308,-1.045080977724922
ACH-000310,-0.7496166593190458
ACH-000311,-0.7155626042900033
ACH-000312,-0.8725083784871663
ACH-000315,-1.2326160989374126
ACH-000316,-0.8170802606130906
ACH-000317,-1.0692598028934983
ACH-000318,-0.8451901738879308
ACH-000319,-0.9560177024083432
ACH-000320,-0.9613102494134548
ACH-000322,-0.7498379876406663
ACH-000323,-0.9737925699142048
ACH-000324,-0.9116340893313482
ACH-000329,-0.7033892253019304
ACH-000330,-0.8864292092731841
ACH-000331,-1.077485191109827
ACH-000332,-0.6306155110977262
ACH-000334,-1.1393688405821956
ACH-000335,-1.0296175184059215
ACH-000336,-1.028679302640771
ACH-000337,-0.7688996014188729
ACH-000338,-0.2012762219878114
ACH-000339,-0.7379092337092348
ACH-000341,-0.9366284448683834
ACH-000348,-0.9967684615546111
ACH-000350,-0.9171091512447892
ACH-000352,-0.8496748897568505
ACH-000356,-0.9162669046342472
ACH-000361,-0.8329396347294812
ACH-000362,-0.6858380558102335
ACH-000363,-0.9411893409143354
ACH-000364,-0.8990977322728947
ACH-000365,-0.9485609562051284
ACH-000366,-0.7103551341653019
ACH-000368,-0.8363967508095362
ACH-000374,-0.8821120256397578
ACH-000375,-0.9240233085353168
ACH-000376,-1.0023085943151144
ACH-000381,-0.7241872805538575
ACH-000383,-0.6816003324171598
ACH-000387,-0.8193252975218159
ACH-000389,-0.7119525351245545
ACH-000390,-0.7409042807979963
ACH-000393,-0.9109689706608508
ACH-000395,-0.8660779973826426
ACH-000396,-0.923104065171392
ACH-000397,-0.8817641977794974
ACH-000401,-0.9158293198118744
ACH-000402,-0.7535754936594724
ACH-000403,-0.8569379538788479
ACH-000404,-1.0690122983322914
ACH-000406,-0.6073251440921292
ACH-000407,-0.8239019832917612
ACH-000408,-0.8232783460674563
ACH-000410,-0.9878491767919038
ACH-000411,-0.8223202875335742
ACH-000414,-1.0421880323816888
ACH-000415,-1.0020874674045976
ACH-000416,-0.9721955045559048
ACH-000420,-0.8300803472185964
ACH-000421,-0.9540903382737044
ACH-000424,-0.824601071061684
ACH-000425,-0.982614954459698
ACH-000426,-1.3774410063964246
ACH-000427,-1.1032015229976937
ACH-000433,-0.9505172675398053
ACH-000435,-0.7597167851637512
ACH-000436,-0.9382934803132952
ACH-000444,-0.7617760229846468
ACH-000445,-0.7615774051160471
ACH-000448,-0.7221341769285369
ACH-000450,-1.0097653031517309
ACH-000452,-0.9004886903595947
ACH-000454,-0.7462748705629051
ACH-000458,-0.9386452537064128
ACH-000459,-0.8536096540851441
ACH-000460,-0.8732568771986673
ACH-000461,-0.4226503280083528
ACH-000463,-0.8887922506984033
ACH-000464,-0.966537372913942
ACH-000466,-0.9398108559464852
ACH-000467,-0.9050865043486482
ACH-000468,-0.7039774789971087
ACH-000469,-0.8345828833913219
ACH-000470,-0.9872136612922612
ACH-000471,-0.7714216811494203
ACH-000472,-0.6547114053375567
ACH-000473,-1.0510518687530233
ACH-000475,-0.8217421017755338
ACH-000476,-0.9902352321007756
ACH-000477,-1.0268094122438949
ACH-000479,-0.6305488208166252
ACH-000480,-1.0076023169058952
ACH-000481,-1.0080889596627205
ACH-000483,-0.9643580555900833
ACH-000484,-1.0413652137074574
ACH-000485,-0.6580015866624768
ACH-000486,-0.8413765121724579
ACH-000487,-0.8599881798731959
ACH-000488,-1.0835769827100208
ACH-000490,-0.9115157350851082
ACH-000491,-0.8659748886625672
ACH-000495,-1.0283733508256407
ACH-000496,-0.9262823813056584
ACH-000499,-0.7562089295894553
ACH-000500,-1.1938083831968382
ACH-000502,-0.7631155863442233
ACH-000503,-0.8809100626898441
ACH-000505,-0.8981201130370404
ACH-000507,-0.9198014828061596
ACH-000510,-0.7797049627098555
ACH-000511,-0.9719762842319564
ACH-000512,-0.8693645264027555
ACH-000516,-1.013730117254835
ACH-000517,-0.9300929605752504
ACH-000518,-1.0429959914689064
ACH-000520,-0.7597303630804659
ACH-000521,-0.7910220998271228
ACH-000522,-0.8397922293295074
ACH-000524,-1.0120382968170336
ACH-000527,-0.8746745551040568
ACH-000528,-0.9565047716639848
ACH-000537,-1.152901240837085
ACH-000541,-0.7810730958353677
ACH-000542,-0.8211883819334997
ACH-000544,-0.8703498174956192
ACH-000545,-0.9102158044302802
ACH-000547,-0.7642224335180209
ACH-000548,-1.0291689359712122
ACH-000549,-1.0183548733048888
ACH-000550,-1.201071166278213
ACH-000552,-0.9556576073431562
ACH-000556,-1.017176173032607
ACH-000557,-0.8971091588016726
ACH-000569,-1.073290372808352
ACH-000570,-0.8060095343703559
ACH-000571,-0.7379573976694506
ACH-000573,-1.0261937796596443
ACH-000576,-0.91319572944596
ACH-000579,-0.8707412785528923
ACH-000580,-1.0509486324777946
ACH-000584,-0.7907171207261428
ACH-000585,-0.8508164985128202
ACH-000588,-0.8616633295359906
ACH-000589,-0.9289391344246852
ACH-000591,-0.9168145830360436
ACH-000593,-0.7366034033798938
ACH-000600,-0.6899367993049893
ACH-000601,-0.7680379043040662
ACH-000605,-0.7835582008958222
ACH-000606,-1.0233883482624124
ACH-000608,-0.9436208074226674
ACH-000614,-0.6896694279980344
ACH-000616,-0.903973457528835
ACH-000618,-1.0473200214233171
ACH-000619,-0.8835477253854139
ACH-000620,-0.7686003346810475
