,NGLY1 (55768)
ACH-000004,-0.4080303079421583
ACH-000005,-0.08227917574236861
ACH-000007,-0.03442809890487249
ACH-000009,-0.003272381500324935
ACH-000011,-0.2886211066860068
ACH-000012,-0.3219832325584248
ACH-000013,-0.2738730381675321
ACH-000014,-0.4369293988543287
ACH-000015,-0.4381363180769069
ACH-000017,-0.2746736897112553
ACH-000018,-0.1842726446503377
ACH-000019,-0.2743358153599
ACH-000021,-0.297812378791386
ACH-000022,-0.09951100866842297
ACH-000025,-0.2565542107079906
ACH-000028,-0.35084062703701485
ACH-000030,-0.1696189278213636
ACH-000035,-0.3047158254775964
ACH-000036,-0.5262255187915211
ACH-000037,-0.16900526016426953
ACH-000039,-0.2423554294416808
ACH-000040,-0.2770375435608119
ACH-000041,-0.13747522977290547
ACH-000042,-0.3961947005944863
ACH-000045,-0.13220048878029358
ACH-000047,-0.10260565545236376
ACH-000052,-0.5297249710139371
ACH-000053,-0.12253038337800665
ACH-000054,-0.050301040587284115
ACH-000055,-0.2396255553277697
ACH-000060,-0.30103387611515403
ACH-000067,-0.14200003263659533
ACH-000070,-0.06458862807335662
ACH-000075,-0.2869080226572347
ACH-000078,-0.13694766666964048
ACH-000082,-0.07654327135194015
ACH-000085,0.0014585923212807265
ACH-000086,-0.24890792249426485
ACH-000087,-0.5034372148245321
ACH-000092,-0.2499271808713887
ACH-000095,-0.08439429146336082
ACH-000097,-0.2131069407241101
ACH-000098,-0.2309786733086945
ACH-000099,-0.06285008058603919
ACH-000108,-0.06845842995913053
ACH-000113,-0.304530974412192
ACH-000116,-0.5083065889191277
ACH-000118,-0.10653653194523682
ACH-000120,-0.3729483688674699
ACH-000123,-0.1256984971567762
ACH-000127,0.006235299924611757
ACH-000128,-0.1489825279601704
ACH-000132,-0.26449617601873304
ACH-000133,-0.20945060425999049
ACH-000137,-0.2190305454229872
ACH-000138,-0.5549154735246288
ACH-000142,-0.1533993474100463
ACH-000143,-0.46978270417769397
ACH-000146,-0.12633458133824252
ACH-000148,-0.3717881300502705
ACH-000150,-0.4040860865390743
ACH-000152,-0.4513822526541472
ACH-000153,-0.26562326502421635
ACH-000159,-0.3190944551843111
ACH-000160,-0.17274201517442295
ACH-000163,-0.5080635903126155
ACH-000167,-0.4176858070339411
ACH-000168,-0.06668430496808347
ACH-000169,-0.2960442394388076
ACH-000178,-0.022616223278552224
ACH-000183,-0.20332256518156228
ACH-000188,-0.5757847407174768
ACH-000189,-0.26379631223051914
ACH-000190,-0.3444674560417729
ACH-000198,-0.16280706825635236
ACH-000203,-0.5261686428514221
ACH-000204,-0.4156038301539407
ACH-000206,-0.3498030934459269
ACH-000207,-0.2549783499899853
ACH-000208,-0.6571255100985088
ACH-000210,0.27531730999079224
ACH-000211,-0.00827060595202111
ACH-000215,-0.2786933662863149
ACH-000221,-0.09996951992225536
ACH-000222,-0.21617156448687866
ACH-000223,-0.18062862087590129
ACH-000226,-0.19308643964138672
ACH-000227,-0.07017939287000229
ACH-000228,-0.1711853830832467
ACH-000231,-0.22133826295750456
ACH-000232,-0.15206839417250406
ACH-000233,-0.19784190174552616
ACH-000234,-0.16405752384881298
ACH-000235,-0.32904644760327845
ACH-000237,-0.2552328936723558
ACH-000238,-0.6027834059756281
ACH-000242,-0.14794832285555368
ACH-000243,-0.12603533580649187
ACH-000244,-0.6653737243239439
ACH-000246,-0.5898527403021531
ACH-000248,-0.5937977207732237
ACH-000250,-0.3423305238472671
ACH-000251,-0.09799711384570828
ACH-000252,-0.10894713430229587
ACH-000253,-0.019042145975571436
ACH-000255,-0.11761712121244045
ACH-000256,-0.2762001090572371
ACH-000257,-0.19776166377460705
ACH-000258,-0.3754189055558917
ACH-000259,-0.8493658472305525
ACH-000260,-0.017020521018774708
ACH-000261,-0.2760994830796611
ACH-000262,-0.5935663280962866
ACH-000263,0.05875603955259592
ACH-000264,-0.03885159421835166
ACH-000265,-0.2388241973422221
ACH-000266,-0.09374192174439666
ACH-000272,-0.3817451978081748
ACH-000274,-0.2549997396647934
ACH-000277,-0.3131179257809888
ACH-000278,-0.33659962090882595
ACH-000279,-0.5823751658334099
ACH-000280,-0.1812094599938215
ACH-000281,0.041157793746086385
ACH-000288,-0.31315788036915826
ACH-000291,-0.17151687708558222
ACH-000293,-0.04442621473794027
ACH-000294,-0.04516174719564914
ACH-000295,-0.4914137599960791
ACH-000296,0.061542317075786765
ACH-000302,-0.006862154353256956
ACH-000304,-0.0915467615935365
ACH-000307,-0.097463946538428
ACH-000308,-0.8491181454476092
ACH-000310,-0.23636522159470774
ACH-000311,-0.08630662703834084
ACH-000312,-0.13169817469399686
ACH-000315,-0.21503270340338604
ACH-000316,-0.21696760406466112
ACH-000317,-0.08329589899979642
ACH-000318,-0.2388312239413044
ACH-000319,-0.1882505781148284
ACH-000320,-0.27926011427450353
ACH-000322,-0.4187095627268725
ACH-000323,-0.3453097172944632
ACH-000324,-0.007960640000683871
ACH-000329,-0.15666827653905555
ACH-000330,-0.10709705534889
ACH-000331,-0.7592985519181306
ACH-000332,-0.2968577235373659
ACH-000334,-0.2317631310607528
ACH-000335,-0.21808140156201924
ACH-000336,-0.5281631081802829
ACH-000337,-0.8307587498613417
ACH-000338,-0.10490744810964577
ACH-000339,-0.1414735668511437
ACH-000341,-0.29370076594816313
ACH-000348,-0.07801427404266532
ACH-000350,-0.05639008896332695
ACH-000352,-0.30319898535949164
ACH-000356,-0.017487080566230218
ACH-000361,-0.19179538142388156
ACH-000362,-0.2215714147000124
ACH-000363,-0.20539903528560569
ACH-000364,-0.3735327691309658
ACH-000365,-0.1224892267607305
ACH-000366,-0.3716884687020747
ACH-000368,-0.12436144009619532
ACH-000374,-0.5069890667582667
ACH-000375,-0.2309925522207411
ACH-000376,-0.2393479027812184
ACH-000381,-0.2602920672509855
ACH-000383,-0.2073064797114806
ACH-000387,-0.22577895253449645
ACH-000389,-0.15599531241063613
ACH-000390,-0.19811740800515668
ACH-000393,-0.20750177613111945
ACH-000395,-0.2203858751660672
ACH-000396,-0.3111203133977041
ACH-000397,-0.35125934384030283
ACH-000401,-0.3996552534542586
ACH-000402,0.02938693557412715
ACH-000403,-0.13032819489823566
ACH-000404,-0.5390873396993157
ACH-000406,-0.35387074695483395
ACH-000407,-0.30029128105174696
ACH-000408,-0.0029906370944321513
ACH-000410,-0.300187374318638
ACH-000411,-0.3725359090423778
ACH-000414,-0.2420582254741194
ACH-000415,-0.16334214580317555
ACH-000416,-0.19142956539123165
ACH-000420,-0.04299883409299207
ACH-000421,-0.0982112572071322
ACH-000424,-0.19307641080763616
ACH-000425,-0.15668176328551814
ACH-000426,-0.2909898951662894
ACH-000427,-0.12037675158031876
ACH-000433,-0.02809302902710057
ACH-000435,-0.08325429923829886
ACH-000436,-0.21428541951042515
