,IGF2BP2 (10644)
ACH-000004,-0.08708911083343598
ACH-000005,-0.4632057459016256
ACH-000007,-0.12226911922818172
ACH-000009,-0.29247366287322185
ACH-000011,-0.1938719095766464
ACH-000012,-0.2271288083144096
ACH-000013,-0.17593968495431422
ACH-000014,-0.3986142210441561
ACH-000015,-0.19714435853120413
ACH-000017,-0.09552579972881384
ACH-000018,-0.4302839801135898
ACH-000019,-0.15422100207609188
ACH-000021,-0.12145624709966756
ACH-000022,-0.3615880660420823
ACH-000025,-0.4623528294514247
ACH-000028,-0.2453946704344749
ACH-000030,-0.30296184589961306
ACH-000035,-0.2220296829226509
ACH-000036,-0.27808120965495897
ACH-000037,-0.12786726932796205
ACH-000039,-0.35076245358434344
ACH-000040,-0.4076345118310029
ACH-000041,-0.3356707767256225
ACH-000042,-0.3325186954678056
ACH-000045,-0.3668683412960607
ACH-000047,-0.3866040022379173
ACH-000052,-0.2410901889680781
ACH-000053,-0.18895331274543709
ACH-000054,-0.3170914037678918
ACH-000055,0.03277950321878119
ACH-000060,-0.21544259916230013
ACH-000067,-0.2692099835197305
ACH-000070,-0.09853226801680864
ACH-000075,-0.3616274479239364
ACH-000078,-0.27981837135239224
ACH-000082,-0.3017970820695509
ACH-000085,-0.14269943553621364
ACH-000086,-0.2477259541437599
ACH-000087,-0.2808977347303448
ACH-000092,-0.3133415723694176
ACH-000095,-0.3016147647018068
ACH-000097,-0.21373434017910448
ACH-000098,-0.34658062758218544
ACH-000099,-0.15945189800351475
ACH-000108,-0.1308711778298955
ACH-000113,-0.13383138313881385
ACH-000116,-0.2687531249908673
ACH-000118,-0.134465698678876
ACH-000120,-0.19496871804490296
ACH-000123,-0.29392054768643483
ACH-000127,-0.2505477254889665
ACH-000128,-0.32888440704357885
ACH-000132,-0.20645913239538471
ACH-000133,-0.25032080089407005
ACH-000137,-0.2562920770981406
ACH-000138,-0.24269162340320974
ACH-000142,-0.2830285627531863
ACH-000143,-0.18297531616664806
ACH-000146,-0.23945821084062446
ACH-000148,-0.356397250581076
ACH-000150,-0.14910797380196533
ACH-000152,-0.26570864138908257
ACH-000153,-0.2654333232267842
ACH-000159,-0.30680213330868844
ACH-000160,-0.2827221612745636
ACH-000163,-0.2645574650398944
ACH-000167,-0.4930255851186224
ACH-000168,-0.442388612659445
ACH-000169,-0.2959765858905926
ACH-000178,-0.2306004329538445
ACH-000183,-0.2352878202613785
ACH-000188,-0.04618901546564207
ACH-000189,-0.4769675168679354
ACH-000190,-0.10832574802242544
ACH-000198,-0.1947751874398894
ACH-000203,0.24677497178192065
ACH-000204,-0.10553986630847914
ACH-000206,-0.04786373072076972
ACH-000207,-0.2864918989995822
ACH-000208,-0.19104348936112245
ACH-000210,-0.39499324525927904
ACH-000211,-0.3328579974196484
ACH-000215,-0.2114490505609543
ACH-000221,-0.26427119214324785
ACH-000222,-0.18642306555828533
ACH-000223,-0.2244320530447748
ACH-000226,-0.12856475166773673
ACH-000227,-0.2710095284579073
ACH-000228,-0.011203117618423792
ACH-000231,-0.2553785323607233
ACH-000232,-0.21167983604431548
ACH-000233,-0.028238038894073912
ACH-000234,-0.27873479163518744
ACH-000235,-0.24449539787243865
ACH-000237,-0.3084950588452493
ACH-000238,-0.3141364709105289
ACH-000242,-0.4137860325925156
ACH-000243,-0.16656947657966426
ACH-000244,-0.22337087029761826
ACH-000246,-0.16694141964925654
ACH-000248,-0.17727282733516644
ACH-000250,-0.1874213974590788
ACH-000251,-0.15869789002145535
ACH-000252,-0.538004670587252
ACH-000253,-0.14584646308168445
ACH-000255,-0.2093015084696209
ACH-000256,-0.22327509273499865
ACH-000257,0.15565510114254744
ACH-000258,-0.2741878640352093
ACH-000259,-0.2378036799995777
ACH-000260,-0.2136522361620847
ACH-000261,-0.26639560692701203
ACH-000262,-0.3418900228045997
ACH-000263,-0.3223541068109645
ACH-000264,-0.2619287649388931
ACH-000265,-0.053539961871798734
ACH-000266,-0.2483222615538168
ACH-000272,-0.2751498267132793
ACH-000274,-0.3157636590254215
ACH-000277,-0.3698208914513398
ACH-000278,-0.32510349981974523
ACH-000279,-0.3699698196935707
ACH-000280,-0.39618287015216985
ACH-000281,-0.2837057910317473
ACH-000288,-0.3108993478330929
ACH-000291,-0.2823453683925909
ACH-000293,-0.2767442565172449
ACH-000294,-0.15768445150503374
ACH-000295,-0.0581375572524348
ACH-000296,-0.2221711381966339
ACH-000302,-0.188651940336176
ACH-000304,-0.276341453632956
ACH-000307,-0.30610717103376445
ACH-000308,-0.32230567396172843
ACH-000310,-0.3796246421944291
ACH-000311,-0.30981914397398275
ACH-000312,-0.17739632801017013
ACH-000315,-0.2588807778175979
ACH-000316,-0.2210614840237241
ACH-000317,-0.3098205660660761
ACH-000318,-0.3595173283575607
ACH-000319,-0.2559976386413434
ACH-000320,-0.1694062687043761
ACH-000322,-0.1466990213700295
ACH-000323,-0.0834603715076584
ACH-000324,-0.3191447952681947
ACH-000329,-0.2066957428389428
ACH-000330,-0.22756769634963514
ACH-000331,-0.2717832942862745
ACH-000332,-0.38315251342989604
ACH-000334,0.01681983802025119
ACH-000335,-0.18631115350999508
ACH-000336,-0.14679149917521048
ACH-000337,-0.21343084005990745
ACH-000338,-0.042897045497337055
ACH-000339,-0.20054188418637225
ACH-000341,-0.3455685492954238
ACH-000348,-0.12014893257081652
ACH-000350,-0.20272028901505093
ACH-000352,-0.35444403615614795
ACH-000356,-0.1922591495190936
ACH-000361,-0.17627643775825408
ACH-000362,-0.3414524811320172
ACH-000363,-0.3210044301411373
ACH-000364,-0.2780101126836087
ACH-000365,-0.21322302006308344
ACH-000366,-0.17599064915755308
ACH-000368,-0.2184098977295989
ACH-000374,-0.15732518646870838
ACH-000375,-0.09781917307642696
ACH-000376,-0.25338595186648394
ACH-000381,-0.16473083152732715
ACH-000383,-0.29409610647105194
ACH-000387,-0.2600831404946031
ACH-000389,-0.4526278882715809
ACH-000390,-0.10599721422529006
ACH-000393,-0.2444989157981486
ACH-000395,-0.1138092830619064
ACH-000396,-0.4662351256651241
ACH-000397,-0.3394662518806509
ACH-000401,-0.3224723951876769
ACH-000402,0.24470006936043406
ACH-000403,-0.1740372834286357
ACH-000404,0.012879765647843105
ACH-000406,-0.2416032829616304
ACH-000407,-0.2535827577690198
ACH-000408,-0.3276178498079141
ACH-000410,-0.20393019085983574
ACH-000411,-0.149608894426863
ACH-000414,-0.4128795628159225
ACH-000415,-0.2421451722202224
ACH-000416,-0.2817926364149637
ACH-000420,-0.3040738424732285
ACH-000421,-0.19090849467172696
ACH-000424,-0.2480733604895869
ACH-000425,-0.20482531827231748
ACH-000426,-0.2131242331331315
ACH-000427,-0.28437271660251684
ACH-000433,-0.2057891825617062
ACH-000435,-0.33739719920175776
ACH-000436,-0.1830069847900547
ACH-000444,-0.1832072435439068
ACH-000445,-0.04652271199235517
ACH-000448,-0.4427109928051651
ACH-000450,-0.13974455051647547
ACH-000452,-0.2074675839389414
ACH-000454,-0.3921064106985705
ACH-000458,-0.22481378551459733
ACH-000459,-0.0943900192152172
ACH-000460,-0.23496283994321415
ACH-000461,-0.13266647863723535
ACH-000463,-0.27587222117633536
ACH-000464,-0.3216677630717049
ACH-000466,-0.21571440922808435
ACH-000467,-0.2997030998153085
ACH-000468,-0.2337396623665136
ACH-000469,-0.28629624238113605
ACH-000470,-0.1319424430145381
ACH-000471,-0.31542397685525425
ACH-000472,-0.2849863634835551
ACH-000473,-0.27122035864307725
ACH-000475,-0.30652299189487825
ACH-000476,-0.28493413743644863
ACH-000477,-0.2986932005852441
ACH-000479,-0.11831541842780666
ACH-000480,-0.2212257528044456
ACH-000481,-0.2770138948810712
ACH-000483,-0.25384944284003697
ACH-000484,-0.2112071673479892
ACH-000485,-0.3424929308651623
ACH-000486,-0.20604175068827396
ACH-000487,-0.12266841244434405
ACH-000488,-0.21111201551252265
ACH-000490,-0.2515188475857325
ACH-000491,-0.1497813369911601
ACH-000495,-0.199814030053203
ACH-000496,-0.15994527434800665
ACH-000499,-0.1754019860164715
ACH-000500,-0.1706454575507943
ACH-000502,-0.2439186603898123
ACH-000503,-0.3264298565595182
ACH-000505,-0.23287861357308004
ACH-000507,-0.160439885757449
ACH-000510,-0.19715840885774927
ACH-000511,-0.32080136595789266
ACH-000512,-0.09283345342002584
ACH-000516,-0.2403659282096829
ACH-000517,-0.25458823933669394
ACH-000518,-0.3256359684001825
ACH-000520,-0.35473208087784536
ACH-000521,-0.07703076350388742
