,DHX8 (1659)
ACH-000004,-1.2145029829822178
ACH-000005,-1.4491117112490173
ACH-000007,-1.3084284658995524
ACH-000009,-1.1270833339008692
ACH-000011,-1.0461424218725637
ACH-000012,-1.0309937695645102
ACH-000013,-1.2736888356299922
ACH-000014,-1.0466966792933965
ACH-000015,-1.1650872532369942
ACH-000017,-1.2630564171360843
ACH-000018,-0.9169943666438436
ACH-000019,-1.0381389524878977
ACH-000021,-1.2982941402019272
ACH-000022,-1.1869603910314463
ACH-000025,-1.0378586553134848
ACH-000028,-1.1934680014114236
ACH-000030,-1.2056334984466253
ACH-000035,-1.1753377606684612
ACH-000036,-1.2079604466951166
ACH-000037,-1.5305262537109618
ACH-000039,-0.8968144674874466
ACH-000040,-1.137114364346408
ACH-000041,-1.015149828948292
ACH-000042,-0.9180669886466564
ACH-000045,-1.189825016426424
ACH-000047,-1.1345670690086422
ACH-000052,-1.3614393355028191
ACH-000053,-1.2763461994001368
ACH-000054,-1.3053480775329078
ACH-000055,-1.071920101524874
ACH-000060,-1.0216086583313988
ACH-000067,-1.2389152206659746
ACH-000070,-1.1088241408827482
ACH-000075,-1.1071456268288191
ACH-000078,-1.0425823813572606
ACH-000082,-1.1820384249172111
ACH-000085,-1.180495398343557
ACH-000086,-1.1081178703614791
ACH-000087,-1.4116284171071498
ACH-000092,-0.973109470511792
ACH-000095,-0.8971923289505868
ACH-000097,-1.1490241169614592
ACH-000098,-0.8330219892429429
ACH-000099,-0.9709428707169372
ACH-000108,-1.2057806684792816
ACH-000113,-1.1122566560851848
ACH-000116,-1.2563662466242058
ACH-000118,-1.2852647730060942
ACH-000120,-1.2077073351430925
ACH-000123,-1.0222791860642453
ACH-000127,-1.0491360229250863
ACH-000128,-0.8485911450097932
ACH-000132,-1.1264756661045814
ACH-000133,-1.1965362887578397
ACH-000137,-1.0511446835697689
ACH-000138,-0.8881440041173236
ACH-000142,-1.024434146804617
ACH-000143,-1.1272906878104167
ACH-000146,-1.0536715209233538
ACH-000148,-1.2064181764082542
ACH-000150,-1.1749297353871802
ACH-000152,-1.1166531609407058
ACH-000153,-1.283778118689644
ACH-000159,-1.0232180165801497
ACH-000160,-1.3458445857928385
ACH-000163,-1.0898678591922142
ACH-000167,-0.8348715132353322
ACH-000168,-1.0532306209321445
ACH-000169,-1.4555276186639208
ACH-000178,-1.1798432037322255
ACH-000183,-1.284927658470321
ACH-000188,-1.0945858169807057
ACH-000189,-1.169996327977575
