,TNR (7143)
ACH-000004,0.00013181231870452656
ACH-000005,0.39217356205504106
ACH-000007,0.37672180714698505
ACH-000009,0.153312162950884
ACH-000011,0.27669147416289586
ACH-000012,0.20380831942037425
ACH-000013,0.2210018911209505
ACH-000014,0.11878928672382158
ACH-000015,0.2909313877733453
ACH-000017,0.22944875302846696
ACH-000018,0.16481436431258958
ACH-000019,0.2432299223871241
ACH-000021,0.2694693074870869
ACH-000022,0.16857830815433408
ACH-000025,0.1460028944750026
ACH-000028,0.18953629257616025
ACH-000030,0.13505367866103055
ACH-000035,0.20200213966339065
ACH-000036,0.11314026858696792
ACH-000037,0.18465481344596613
ACH-000039,-0.056949922205462834
ACH-000040,0.35652691253073016
ACH-000041,0.21831156443336194
ACH-000042,0.3263679536167092
ACH-000045,0.3099293342955706
ACH-000047,0.1203224755155036
ACH-000052,0.12784764831066364
ACH-000053,0.15570037292103306
ACH-000054,0.15131003583173616
ACH-000055,0.3062994956539815
ACH-000060,0.3049532765817791
ACH-000067,0.2994036177786136
ACH-000070,0.07709627150486657
ACH-000075,0.2987847437863353
ACH-000078,0.24421012652079002
ACH-000082,0.3084849430753253
ACH-000085,0.16119492815900735
ACH-000086,0.10887216741940232
ACH-000087,0.3387045091799648
ACH-000092,0.17383148785332558
ACH-000095,0.30490028097068805
ACH-000097,0.26946588907589303
ACH-000098,0.18409765926149985
ACH-000099,0.14217506806880725
ACH-000108,0.31333269335422725
ACH-000113,0.20325808814891835
ACH-000116,0.09423205020057084
ACH-000118,0.33077732056820125
ACH-000120,0.31480056435848497
ACH-000123,0.28983084769965595
ACH-000127,0.3128534211552912
ACH-000128,0.24744923194102345
ACH-000132,0.006797666874869925
ACH-000133,0.2362549228690984
ACH-000137,0.17300485009675848
ACH-000138,0.3132108073611925
ACH-000142,0.20287410836529374
ACH-000143,0.17931338915861236
ACH-000146,0.08296741473575334
ACH-000148,0.24235818532726197
ACH-000150,0.12360346644603792
ACH-000152,0.11268759939643933
ACH-000153,0.36930173657007054
ACH-000159,0.17074257452658742
ACH-000160,0.12739435676603922
ACH-000163,0.36653976453559817
ACH-000167,-0.1944660602668527
ACH-000168,0.2626278227177055
ACH-000169,0.31623166272011777
ACH-000178,0.24407877202546716
ACH-000183,0.14294463394849746
ACH-000188,0.14888970388167913
ACH-000189,0.22768261222906236
ACH-000190,0.17041000780426965
ACH-000198,0.23316217182253365
ACH-000203,0.3741421924957892
ACH-000204,-0.09187883293310416
ACH-000206,0.06518194233055324
ACH-000207,0.3967849801569534
ACH-000208,0.13560532702321199
ACH-000210,0.3032410772143875
ACH-000211,0.20081053415498665
ACH-000215,0.2548225675352242
ACH-000221,0.16574729257669055
ACH-000222,0.4835555427128127
ACH-000223,0.2771494343841992
ACH-000226,0.05340198008801718
ACH-000227,0.3067801592789741
ACH-000228,0.37163209323028457
ACH-000231,0.1897888426802634
ACH-000232,0.2728157652977065
ACH-000233,0.2785470273951149
ACH-000234,0.3812697882278951
ACH-000235,0.2672019517698176
ACH-000237,0.2173764690960556
ACH-000238,0.07115335808128087
ACH-000242,0.5614797207017777
ACH-000243,0.2750241457381441
ACH-000244,0.12874320280984586
ACH-000246,0.18551274452140626
ACH-000248,0.18696159600796064
ACH-000250,0.2314871056875837
ACH-000251,0.05556794871631431
ACH-000252,0.035361237076328336
ACH-000253,0.2356170627955829
ACH-000255,0.0949576892434195
ACH-000256,0.1790777676070719
ACH-000257,0.2625630340473933
ACH-000258,0.2195026448289535
ACH-000259,0.2168818669601968
ACH-000260,0.1897391030519546
ACH-000261,0.20133290427714806
ACH-000262,0.21158324344209065
ACH-000263,0.19206441171614136
ACH-000264,0.1591479550474449
ACH-000265,0.31861279000836434
ACH-000266,0.2253042063106523
ACH-000272,0.2715074654480425
ACH-000274,0.21268174611784452
ACH-000277,0.18015952132221744
ACH-000278,0.09044186436471713
ACH-000279,0.2769538777469875
ACH-000280,0.34751353319495465
ACH-000281,0.28057877645641605
ACH-000288,0.2818837027187133
ACH-000291,0.213635398856684
ACH-000293,0.016223715328343515
ACH-000294,0.12102646924756474
ACH-000295,0.2770668968474699
ACH-000296,0.3136075626076198
ACH-000302,0.2031895244678924
ACH-000304,0.03681886292382314
ACH-000307,0.2258440522781747
ACH-000308,0.2544930502388453
ACH-000310,-0.00606165766438626
ACH-000311,0.3866288925236558
ACH-000312,0.3218971764539541
ACH-000315,0.3465801521612316
ACH-000316,0.35055936441584473
ACH-000317,0.10047912758682538
ACH-000318,0.2280743090730873
ACH-000319,0.2258205017749106
ACH-000320,0.3618634954104392
