,ELTD1 (64123)
ACH-000004,0.05902129987277231
ACH-000005,0.07964790192442986
ACH-000007,-0.10526496001236524
ACH-000009,0.10014293825315383
ACH-000011,0.13518241849180965
ACH-000012,0.17076454277273273
ACH-000013,0.1875809998764175
ACH-000014,0.19165824663270967
ACH-000015,0.10414693937336564
ACH-000017,0.14341948987383688
ACH-000018,0.032886844056082686
ACH-000019,0.20781754228508245
ACH-000021,0.1512110573665319
ACH-000022,0.06303941427608444
ACH-000025,0.057866055841716814
ACH-000028,0.06021554369703685
ACH-000030,0.12386572403815665
ACH-000035,0.02408769007425908
ACH-000036,0.18269872309466986
ACH-000037,0.07877640444583728
ACH-000039,-0.0745284013159114
ACH-000040,0.1824630444075532
ACH-000041,0.006494348814802874
ACH-000042,0.13724866901258864
ACH-000045,0.0202424604134566
ACH-000047,0.10993573429070297
ACH-000052,0.06801797599652534
ACH-000053,0.07704113375825224
ACH-000054,0.0768253005223817
ACH-000055,-0.015829448936894988
ACH-000060,0.15842607353037744
ACH-000067,0.11781876349097678
ACH-000070,0.22819735163185265
ACH-000075,-0.01117843633980838
ACH-000078,0.19536178204515128
ACH-000082,0.09622402678625164
ACH-000085,0.04161927441102997
ACH-000086,0.2911190292447652
ACH-000087,-0.049203254933464856
ACH-000092,0.1704739432646957
ACH-000095,0.20400999440288875
ACH-000097,0.14864416633397234
ACH-000098,0.15930016834839572
ACH-000099,0.2597281686511801
ACH-000108,0.12747831097974455
ACH-000113,0.11500601534168706
ACH-000116,0.18965359697333195
ACH-000118,0.0011233639700931072
ACH-000120,0.2973325587398497
ACH-000123,0.1214511366532259
ACH-000127,0.11986902428116572
ACH-000128,0.029754737418708363
ACH-000132,0.10027934171883343
ACH-000133,0.020261063675334857
ACH-000137,0.0423346564013323
ACH-000138,0.20058842698755688
ACH-000142,0.14942353979610287
ACH-000143,0.2090012738682005
ACH-000146,0.14406141135541034
ACH-000148,0.17531975572925232
ACH-000150,-0.05767129215471424
ACH-000152,0.1033908733611102
ACH-000153,0.05646228736830852
ACH-000159,0.06408395294952297
ACH-000160,0.06844717428447361
ACH-000163,0.2887280264868638
ACH-000167,0.2361302673642672
ACH-000168,0.20714967521867592
ACH-000169,0.1813996969180392
ACH-000178,0.11978305950598915
ACH-000183,0.20336054130378145
ACH-000188,0.17246096586787246
ACH-000189,0.03918476769449515
ACH-000190,0.2622679927427636
ACH-000198,0.12283063274941805
ACH-000203,0.07548834558581753
ACH-000204,0.2990867524100884
ACH-000206,-0.032838572194757235
ACH-000207,0.0604726798222775
ACH-000208,0.0413781581977558
ACH-000210,-0.3259626269474881
ACH-000211,0.09693534702289136
ACH-000215,0.14960821749656408
ACH-000221,0.1959542164248435
ACH-000222,-0.05115961222269458
ACH-000223,0.12887048680651456
ACH-000226,0.2493949373680556
ACH-000227,0.2234760921179758
ACH-000228,0.12477074468581945
ACH-000231,0.12810069549293604
ACH-000232,0.16658990975898105
ACH-000233,0.1586676261466269
ACH-000234,0.14966455268854628
