,TAF4B (6875)
ACH-000004,0.20394930853227292
ACH-000005,0.24224105149179298
ACH-000007,0.0805347657201048
ACH-000009,0.12975477185567455
ACH-000011,-0.010377956163722429
ACH-000012,0.27635406784143635
ACH-000013,0.14255417672608922
ACH-000014,0.23246081938080154
ACH-000015,0.20310593032355456
ACH-000017,0.16140819020213726
ACH-000018,-0.04307428671645749
ACH-000019,0.005780084143235503
ACH-000021,0.17357025310663013
ACH-000022,0.02616426865812941
ACH-000025,0.032326347827431955
ACH-000028,0.054558775785484175
ACH-000030,0.04687499244580391
ACH-000035,0.06039802138713745
ACH-000036,-0.06670163522538612
ACH-000037,0.16991648726358402
ACH-000039,0.1267005707719003
ACH-000040,0.07592995810033171
ACH-000041,0.09769699858115748
ACH-000042,0.06787038905797406
ACH-000045,0.007523249010703297
ACH-000047,0.134154624987056
ACH-000052,0.19559352826713614
ACH-000053,0.2121709198874573
ACH-000054,0.06768865107195766
ACH-000055,0.20320972380041213
ACH-000060,0.0807826688915478
ACH-000067,0.08116693987075317
ACH-000070,0.062205589826481264
ACH-000075,0.3396110166156308
ACH-000078,-0.001827502397926968
ACH-000082,0.1062041917843259
ACH-000085,0.14427705929599371
ACH-000086,0.10390456558577583
ACH-000087,0.15447653257622773
ACH-000092,0.12235843469740937
ACH-000095,0.05569499863060921
ACH-000097,0.04880827735852365
ACH-000098,0.17235334148688713
ACH-000099,0.12259610674255668
ACH-000108,0.13828203440680306
ACH-000113,-0.01431185693485819
ACH-000116,0.12089957998471433
ACH-000118,0.1163908678055922
ACH-000120,0.1874118943276306
ACH-000123,0.006026663585565054
ACH-000127,0.04938467775558509
ACH-000128,0.1695013292950993
ACH-000132,0.1123783160931467
ACH-000133,0.19748489072632555
ACH-000137,0.1660250181753387
ACH-000138,0.13344279817720198
ACH-000142,0.18426875426183106
ACH-000143,0.040672579915722665
ACH-000146,0.21449774609671327
ACH-000148,0.15243160662209276
ACH-000150,0.14278383869507993
ACH-000152,0.15633752420186106
ACH-000153,0.15007222861801034
ACH-000159,0.14411773006486428
ACH-000160,0.4357715132256565
ACH-000163,0.09635439394624246
ACH-000167,0.7806535520247999
ACH-000168,-0.06201624961685286
ACH-000169,0.02503251486476744
ACH-000178,0.19273160401488712
ACH-000183,0.2735939441908285
ACH-000188,0.06862894514029096
ACH-000189,0.033115256102780474
ACH-000190,0.3844365564485271
ACH-000198,0.0517028066933709
ACH-000203,-0.5331913939812523
ACH-000204,0.2191344462098304
ACH-000206,0.0857260474317483
ACH-000207,0.21643898465187889
ACH-000208,0.10807225354522017
ACH-000210,-0.12915028430277398
ACH-000211,0.09763648177322637
ACH-000215,0.043571731594565864
ACH-000221,0.2258154843098096
ACH-000222,-0.09316270702118347
ACH-000223,0.06855880901858305
ACH-000226,0.1610078782975349
ACH-000227,0.14246485554049804
ACH-000228,0.07768343727721548
ACH-000231,0.1833769637845331
ACH-000232,0.056112903065564115
ACH-000233,0.1399102824699189
ACH-000234,0.1915889227778404
ACH-000235,0.1566274649312851
ACH-000237,0.13313119678633284
ACH-000238,0.15408474589725912
ACH-000242,0.3054781176500053
ACH-000243,0.12349586132651855
ACH-000244,0.19027123719652825
ACH-000246,0.021502619254705837
ACH-000248,0.015028504686200669
ACH-000250,0.14521554071202514
ACH-000251,0.24669202607723065
ACH-000252,-0.05397738142370359
ACH-000253,0.15809396154567726
ACH-000255,0.0171493878744858
ACH-000256,0.13857146961200373
ACH-000257,0.10873392764023716
ACH-000258,0.18836649141540432
ACH-000259,0.010869071948563251
ACH-000260,0.1912429119298664
ACH-000261,0.07588830798168125
ACH-000262,0.17413624766554398
ACH-000263,0.1751604201277208
ACH-000264,0.07114213531511245
ACH-000265,0.08264935669232219
ACH-000266,0.08638798605840556
ACH-000272,0.10555992718484873
ACH-000274,0.13750257447077954
ACH-000277,0.045601415929354384
