,RIOK3 (8780)
ACH-000004,0.18664422826356392
ACH-000005,0.3564314817985604
ACH-000007,-0.10205298068586947
ACH-000009,-0.1442703473682316
ACH-000011,-0.0004248262064965366
ACH-000012,-0.09511587513944868
ACH-000013,-0.0433067951086745
ACH-000014,-0.012371248953740236
ACH-000015,0.06464128585949545
ACH-000017,0.08865104701994314
ACH-000018,0.15059567876000576
ACH-000019,-0.06639708427364202
ACH-000021,0.010155528309472072
ACH-000022,-0.11163974546821756
ACH-000025,-0.025048750186289555
ACH-000028,-0.0162812080679983
ACH-000030,0.014113928244117916
ACH-000035,-0.12691674560668018
ACH-000036,0.026230009017381404
ACH-000037,0.0325731695486982
ACH-000039,0.14503839157415122
ACH-000040,0.03569122490407943
ACH-000041,-0.011071057525243642
ACH-000042,-0.03666446577004977
ACH-000045,-0.026245212443989217
ACH-000047,0.0628265185505783
ACH-000052,-0.1980631221409116
ACH-000053,0.06357571835121624
ACH-000054,-0.0018891211141458953
ACH-000055,0.09454902043925296
ACH-000060,-0.04929136278686702
ACH-000067,0.028717333232695194
ACH-000070,-0.11128698605189324
ACH-000075,0.007892423488975009
ACH-000078,0.03914934616983831
ACH-000082,-0.04016427439436341
ACH-000085,-0.09210199345432153
ACH-000086,0.059421623497060774
ACH-000087,-0.09586796971768644
ACH-000092,0.03737855693831276
ACH-000095,0.08475457922982091
ACH-000097,-0.08035321288749239
ACH-000098,-0.020675150275553
ACH-000099,0.004574812278587087
ACH-000108,0.10824046269825237
ACH-000113,-0.06763286423909777
ACH-000116,-0.06511968343459743
ACH-000118,0.07671470347800764
ACH-000120,0.1004525280905888
ACH-000123,-0.1329145181028979
ACH-000127,-0.004449819479832245
ACH-000128,0.14577567295131413
ACH-000132,-0.17498858796960806
ACH-000133,0.06929680264218173
ACH-000137,-0.05210645212998897
ACH-000138,0.06000248861137322
ACH-000142,0.028207858233863486
ACH-000143,-0.21754405975582056
ACH-000146,-0.00266675329922508
ACH-000148,-0.009984176080073768
ACH-000150,-0.07941177009995684
ACH-000152,0.05168689070711606
ACH-000153,-0.06638370822167752
ACH-000159,-0.0016471376778727216
ACH-000160,-0.02286945983573739
ACH-000163,-0.01470116264020614
ACH-000167,0.11633801208840824
ACH-000168,0.2675254270346914
ACH-000169,0.012138170114972223
ACH-000178,0.08443106035009516
ACH-000183,0.15065339411291287
ACH-000188,-0.13537322280472489
ACH-000189,-0.04980133322079768
ACH-000190,-0.12550190471422518
ACH-000198,0.09524664501293714
ACH-000203,-0.17981372213995586
ACH-000204,0.06645307281153573
ACH-000206,0.08651949398597708
ACH-000207,0.21736909395189896
ACH-000208,-0.17007444973726735
ACH-000210,-0.2356048118892185
ACH-000211,-0.03426625742953119
ACH-000215,0.022609259609455392
ACH-000221,0.010731888557829096
ACH-000222,-0.06298653315839621
ACH-000223,-0.05019003936307948
ACH-000226,0.010910792357827123
ACH-000227,-0.04733379537715702
ACH-000228,-0.1689459088366373
ACH-000231,0.06553528910441607
ACH-000232,-0.11480584651917627
ACH-000233,-0.010522817957644143
ACH-000234,-0.023759094581358112
ACH-000235,0.017227110418394212
ACH-000237,-0.09876511498918274
ACH-000238,0.04016037913021404
ACH-000242,-0.17699246707259458
ACH-000243,-0.022459261948057616
ACH-000244,0.029762991535756983
ACH-000246,-0.03026305358084984
ACH-000248,0.048671527234226235
ACH-000250,-0.07757712328810881
ACH-000251,-0.10887661556117116
ACH-000252,-0.07268384380951443
ACH-000253,0.0010745371918114731
ACH-000255,0.005190972759384215
ACH-000256,0.07224165871391662
ACH-000257,0.0834836470980331
ACH-000258,-0.16102978981721347
ACH-000259,-0.05459786194255131
ACH-000260,0.08321031917669051
ACH-000261,0.007319879714338627
ACH-000262,0.00977174513800884
ACH-000263,0.029139098737856136
ACH-000264,-0.0547877496836198
ACH-000265,-0.1395510232676317
ACH-000266,0.04477514242726319
ACH-000272,-0.02481354240645488
ACH-000274,0.02745835937157221
ACH-000277,-0.014853417587211844
ACH-000278,0.12919925415807532
ACH-000279,0.03307172529598382
ACH-000280,0.06790258083251148
ACH-000281,-0.12587914893369895
ACH-000288,0.09650409725179517
ACH-000291,0.01053174644498933
ACH-000293,0.2786497909161593
ACH-000294,0.044748374447533434
ACH-000295,0.2443930535032885
ACH-000296,-0.006228153167057438
ACH-000302,0.02866999460416607
ACH-000304,0.19942212840547416
ACH-000307,0.05492920003946339
ACH-000308,0.020183123087423212
ACH-000310,0.029585296446541013
ACH-000311,0.15476249722227994
ACH-000312,0.041170970349677136
ACH-000315,0.19249134144568827
ACH-000316,0.03713045136126232
ACH-000317,0.15071394133065652
ACH-000318,0.09812087925788401
ACH-000319,-0.09808795088754152
ACH-000320,-0.05349742544237397
ACH-000322,0.07438155965560955
ACH-000323,0.057439727875764485
ACH-000324,-0.0045938157050881105
ACH-000329,0.046788586310939705
ACH-000330,-0.04771325879806694
ACH-000331,0.01678921006459807
ACH-000332,-0.07348482470228589
ACH-000334,-0.1490617978252619
ACH-000335,0.16473845891370462
