,TM9SF1 (10548)
ACH-000004,-0.0338635168183126
ACH-000005,-0.07039704499342876
ACH-000007,-0.026310375075366
ACH-000009,-0.0714154627876635
ACH-000011,0.07093348595723803
ACH-000012,0.013549882186913362
ACH-000013,0.015265777086573666
ACH-000014,-0.014980542517702162
ACH-000015,0.06262274406454346
ACH-000017,-0.1528327457841321
ACH-000018,-0.08670954118430775
ACH-000019,0.1086754505829762
ACH-000021,0.017387587833156297
ACH-000022,0.02694848607991129
ACH-000025,0.012903013678738098
ACH-000028,7.849564399448916e-05
ACH-000030,-0.026666498680508573
ACH-000035,-0.03234439729493733
ACH-000036,0.044756488878072896
ACH-000037,0.09080378296159652
ACH-000039,0.08067348545253254
ACH-000040,-0.098567047024588
ACH-000041,-0.0360120362370237
ACH-000042,-0.03433995639701843
ACH-000045,-0.14604594453262226
ACH-000047,-0.06916169114586634
ACH-000052,-0.09932700562250164
ACH-000053,-0.11387375981145915
ACH-000054,-0.060455414266093924
ACH-000055,-0.05930561582261764
ACH-000060,-0.0726843235503074
ACH-000067,0.08317460383502677
ACH-000070,-0.12577968685757354
ACH-000075,0.061092472850257776
ACH-000078,-0.015338078521245385
ACH-000082,-0.03001872205281327
ACH-000085,-0.03644438412207618
ACH-000086,0.021034609209666863
ACH-000087,0.006744422108000546
ACH-000092,-0.081914153495039
ACH-000095,-0.09475697630948744
ACH-000097,-0.08646860973421648
ACH-000098,-0.10721237236689382
ACH-000099,-0.0168929723908699
ACH-000108,0.017846702296502204
ACH-000113,0.01678286690864437
ACH-000116,-0.023420049194229117
ACH-000118,-0.08057697929017818
ACH-000120,-0.08115024164829074
ACH-000123,-0.053687974583919135
ACH-000127,-0.1080271778349381
ACH-000128,-0.010275957571994692
ACH-000132,0.09310088438038933
ACH-000133,-0.13547837377844613
ACH-000137,-0.059366892767005026
ACH-000138,-0.033007525210903145
ACH-000142,-0.027553001387083283
ACH-000143,-0.1601759829467038
ACH-000146,0.0032354363022017818
ACH-000148,-0.02708801238504853
ACH-000150,0.1252225184673144
ACH-000152,0.0526962937888316
ACH-000153,-0.1304141969551634
ACH-000159,0.06974163406612739
ACH-000160,-0.3677748997001941
ACH-000163,0.08634308443608815
ACH-000167,-0.32777354365478056
ACH-000168,-0.07161024815095136
ACH-000169,0.03297212783590765
ACH-000178,0.06065273933636198
ACH-000183,0.05424605422501007
ACH-000188,0.05081074425131963
ACH-000189,-0.12540842330401372
ACH-000190,0.09819847805783596
ACH-000198,0.08649755582875884
ACH-000203,0.3278934044373313
ACH-000204,-0.1421001041035741
ACH-000206,0.028621933936611995
ACH-000207,-0.17222674364668086
ACH-000208,-0.1758607237382228
ACH-000210,-0.2203726268207191
ACH-000211,-0.09180532696035908
ACH-000215,-0.0472482734635233
ACH-000221,-0.010911664836894364
ACH-000222,-0.11462701432349695
ACH-000223,-0.06764163567095482
ACH-000226,-0.01544543340084588
ACH-000227,0.10818907586486652
ACH-000228,-0.036379382844560534
ACH-000231,-0.061415394493301766
ACH-000232,-0.002819038254924128
ACH-000233,-0.016942011738121602
ACH-000234,-0.0567083086448763
ACH-000235,-0.05542842470924585
ACH-000237,0.10179732020541901
ACH-000238,-0.08725956120102206
ACH-000242,-0.08213206671583996
ACH-000243,-0.21716179423826312
ACH-000244,0.0002538314012989242
ACH-000246,-0.031704055006137814
ACH-000248,-0.22162932027624302
ACH-000250,-0.054306228562075363
ACH-000251,0.2800740244653533
ACH-000252,-0.0702446930947944
ACH-000253,-0.08999174661111496
ACH-000255,0.02388704343776767
ACH-000256,-0.08375660101576142
ACH-000257,-0.1832506744477484
ACH-000258,0.041248309077133234
ACH-000259,-0.06173907101495794
ACH-000260,-0.021422004363953168
ACH-000261,-0.08769709252271553
ACH-000262,-0.05494278724574212
ACH-000263,0.09528146187185957
ACH-000264,-0.05898811900194935
ACH-000265,-0.06490196806009135
ACH-000266,-0.00807637978175172
ACH-000272,-0.12090855754655233
ACH-000274,0.05171201170576527
ACH-000277,-0.0937837632504058
ACH-000278,-0.011700335537095423
ACH-000279,-0.01636565209459404
ACH-000280,-0.040252729663467546
ACH-000281,0.18805022841464766
ACH-000288,-0.051561687224366985
ACH-000291,-0.022163371888418448
ACH-000293,-0.10819373798888203
ACH-000294,-0.15741462417503052
ACH-000295,0.14521519021988058
ACH-000296,-0.0265173160955137
ACH-000302,0.010229591926953609
ACH-000304,-0.1605088293848538
ACH-000307,-0.14875371775804735
ACH-000308,0.006335749384946478
ACH-000310,0.06531519780489074
ACH-000311,-0.061266490725340024
ACH-000312,-0.0302592774356736
ACH-000315,-0.1682959685670554
ACH-000316,0.035426399504355166
ACH-000317,-0.3391564430191611
ACH-000318,-0.05924775815557853
ACH-000319,-0.02297909648212401
ACH-000320,0.03314314538610237
ACH-000322,-0.13784446912270465
ACH-000323,0.12452461091537875
ACH-000324,-0.07333294032045158
ACH-000329,-0.0003514919703958384
ACH-000330,-0.0870934535667703
ACH-000331,0.08332458836075385
ACH-000332,-0.03779235848137265
ACH-000334,-0.09839065422641924
ACH-000335,0.008290483759576875
ACH-000336,-0.014848473179566656
ACH-000337,-0.25289636365533397
ACH-000338,-0.5256519157659854
ACH-000339,0.01918250630136473
ACH-000341,-0.050226161956043916
ACH-000348,-0.0484218599629216
ACH-000350,0.045599262958105964
ACH-000352,-0.10534353342555663
ACH-000356,-0.16668872480013824
ACH-000361,0.012624189298172571
ACH-000362,0.03275047237656741
ACH-000363,0.01712901245806832
ACH-000364,0.026578945388815226
