,WBP11 (51729)
ACH-000004,-1.1210728963302452
ACH-000005,-0.6103165002632962
ACH-000007,-0.9280248190375098
ACH-000009,-1.082143262496738
ACH-000011,-1.0729604183046066
ACH-000012,-0.9681472420979944
ACH-000013,-1.1658464949015448
ACH-000014,-1.0754223518911146
ACH-000015,-1.1797589960886996
ACH-000017,-1.3703978024770491
ACH-000018,-1.0536264674741538
ACH-000019,-1.160806894442484
ACH-000021,-1.2574018742913315
ACH-000022,-1.1861410633278904
ACH-000025,-1.3753303658639944
ACH-000028,-1.1570634606264552
ACH-000030,-0.9526136071776432
ACH-000035,-1.02083559861646
ACH-000036,-1.150992282792947
ACH-000037,-1.3340386706036675
ACH-000039,-1.0922682193867863
ACH-000040,-1.1955274534467042
ACH-000041,-1.0455705127805084
ACH-000042,-1.138394488341398
ACH-000045,-1.1156054025457067
ACH-000047,-1.0684841959996343
ACH-000052,-1.0269367813138044
ACH-000053,-1.0176000765959023
ACH-000054,-0.9933535048170831
ACH-000055,-0.9570678505836596
ACH-000060,-1.1514522169396846
ACH-000067,-1.0297998966690491
ACH-000070,-1.302885904214479
ACH-000075,-1.1940134922266576
ACH-000078,-1.1381656218460676
ACH-000082,-1.0548622569931898
ACH-000085,-1.1591862195860738
ACH-000086,-0.9771087884721934
ACH-000087,-0.9823000032695606
ACH-000092,-1.0545979070252864
ACH-000095,-0.9487311912665132
ACH-000097,-0.9037273142104636
ACH-000098,-1.1720960134275458
ACH-000099,-0.9743941899859664
ACH-000108,-1.0558251185192022
ACH-000113,-1.2377745746678468
ACH-000116,-1.1822675393190636
ACH-000118,-0.9753374785909024
ACH-000120,-1.0955418927276959
ACH-000123,-1.0442079091915313
ACH-000127,-1.145461036916417
ACH-000128,-1.19835549939341
ACH-000132,-1.14817954472159
ACH-000133,-1.012414823187615
ACH-000137,-1.1515733916332118
ACH-000138,-1.2374705462924955
ACH-000142,-0.8672224803425359
ACH-000143,-1.2140534478421372
ACH-000146,-1.313723797064368
ACH-000148,-1.0569721937725585
ACH-000150,-1.1563336405317746
ACH-000152,-1.3312713430678893
ACH-000153,-0.9127358573595248
ACH-000159,-0.9670326672604251
ACH-000160,-1.1879425726716168
ACH-000163,-1.1190107870968906
ACH-000167,-1.5583924754379814
ACH-000168,-1.2983287154903014
ACH-000169,-0.9277881890971716
ACH-000178,-1.1595591055581
ACH-000183,-1.0403048684552838
ACH-000188,-1.0558113394866435
ACH-000189,-1.0508810764564174
ACH-000190,-1.1848073359182203
ACH-000198,-1.3153624132225508
ACH-000203,-0.8670242910993868
ACH-000204,-0.8751792501069172
ACH-000206,-1.2544807873948682
ACH-000207,-1.1728323226485196
ACH-000208,-1.0594588200046684
ACH-000210,-0.894413600138487
ACH-000211,-0.7927254541238623
ACH-000215,-1.1893040180528
ACH-000221,-1.3979281372140182
ACH-000222,-1.2875482482086251
ACH-000223,-1.4145696187383656
ACH-000226,-1.1998807625011572
ACH-000227,-1.1875890396418078
ACH-000228,-1.1098706799871083
ACH-000231,-1.291317283052521
ACH-000232,-1.154353437162511
ACH-000233,-1.1276867319375456
ACH-000234,-1.1491171907056916
ACH-000235,-1.031809800720811
ACH-000237,-1.0859019866649788
ACH-000238,-1.288650028785354
ACH-000242,-0.8420168436234219
ACH-000243,-1.1562696354252973
ACH-000244,-1.2280188682876318
ACH-000246,-1.159792982658444
ACH-000248,-1.1722330293320846
ACH-000250,-0.850338568907804
ACH-000251,-1.3458789559947166
ACH-000252,-1.0897416978070649
ACH-000253,-1.1024195832034518
ACH-000255,-1.195912078927592
ACH-000256,-1.2360807876868047
ACH-000257,-1.1028061463150864
ACH-000258,-1.0217191728383828
ACH-000259,-1.0978580349014142
ACH-000260,-1.0194837572400215
ACH-000261,-1.0172876026315956
ACH-000262,-0.8979396139660043
ACH-000263,-1.5174270783604604
ACH-000264,-1.0049247690825631
ACH-000265,-1.0713430673644788
ACH-000266,-0.8965037854383532
ACH-000272,-0.9144792593885738
ACH-000274,-0.999454362694735
ACH-000277,-1.091642799539251
ACH-000278,-1.0570837982966672
ACH-000279,-1.0921653392931467
ACH-000280,-1.0892850963583032
ACH-000281,-0.9622099010886552
ACH-000288,-1.2796238591607665
ACH-000291,-1.0743705206568193
ACH-000293,-1.1819229203358292
ACH-000294,-1.4618900240239916
ACH-000295,-1.4779293366113844
ACH-000296,-1.109589275799705
ACH-000302,-1.1665597662159637
ACH-000304,-1.5736959467782254
ACH-000307,-0.8738213298460601
ACH-000308,-1.0517153785016864
ACH-000310,-1.027383000452281
ACH-000311,-1.3113949301954528
ACH-000312,-1.1171307629220553
ACH-000315,-1.4336974485396383
ACH-000316,-0.8803250132432552
ACH-000317,-1.1990842957979813
ACH-000318,-1.0088359046258863
ACH-000319,-1.0721782016128325
ACH-000320,-1.3436179590570123
ACH-000322,-1.1408268350571924
ACH-000323,-1.4706735921310383
ACH-000324,-1.0462498805891374
ACH-000329,-1.2458930207546788
ACH-000330,-1.074000719007961
ACH-000331,-1.2061005314218645
ACH-000332,-1.188768602184639
ACH-000334,-1.393050235969389
ACH-000335,-1.0589323987089674
ACH-000336,-1.206433985676219
ACH-000337,-0.9969353319017702
ACH-000338,-1.0097201199977557
ACH-000339,-1.2188011965560934
ACH-000341,-1.0089119130262147
ACH-000348,-1.0969866872513614
ACH-000350,-0.9252911448934498
ACH-000352,-0.9446410626740376
ACH-000356,-0.993956493150002
ACH-000361,-1.0513060925850986
ACH-000362,-1.3109023202483772
ACH-000363,-1.109709481683541
ACH-000364,-1.1305828616071631
ACH-000365,-1.2834077067750775
ACH-000366,-1.0409393178319142
ACH-000368,-1.164465223207845
ACH-000374,-1.3321526280283498
ACH-000375,-1.1076921400883721
ACH-000376,-1.1696643779662514
ACH-000381,-1.0825510786318864
ACH-000383,-1.247004093574145
ACH-000387,-1.194852623317241
ACH-000389,-0.9073270255094004
ACH-000390,-1.0580627766969892
ACH-000393,-0.8752941730553583
ACH-000395,-1.4688295001406422
ACH-000396,-1.0402696312632187
ACH-000397,-1.22297021886004
ACH-000401,-1.2584228082239797
ACH-000402,-1.1021135298993785
ACH-000403,-1.0883926465090294
ACH-000404,-1.219245697931451
ACH-000406,-1.5813229175273322
ACH-000407,-1.2624285334711467
ACH-000408,-1.1247976938955666
