,DLGAP5 (9787)
ACH-000004,-0.09410513489088508
ACH-000005,0.08938061268180089
ACH-000007,-0.03456465617597162
ACH-000009,-0.2346086065202047
ACH-000011,-0.4319204719816752
ACH-000012,-0.22484882498772746
ACH-000013,-0.1692641445471099
ACH-000014,-0.08601878757649246
ACH-000015,-0.14267909833290424
ACH-000017,-0.2572185540563785
ACH-000018,-0.08521577509874304
ACH-000019,-0.1253882533487075
ACH-000021,-0.14327508819586696
ACH-000022,-0.11237813192558163
ACH-000025,-0.19021792643775945
ACH-000028,-0.029978478272545857
ACH-000030,-0.3625561099898164
ACH-000035,-0.041208088996618035
ACH-000036,-0.057216496841811626
ACH-000037,-0.16641647973573356
ACH-000039,-0.04344805940752068
ACH-000040,-0.14962289073133278
ACH-000041,-0.19994780611195115
ACH-000042,-0.23632676270070185
ACH-000045,0.1013422546972534
ACH-000047,-0.4717267574454729
ACH-000052,0.05802046605811745
ACH-000053,-0.2406954686738097
ACH-000054,-0.4447693126619995
ACH-000055,-0.10296271915550473
ACH-000060,-0.4068303463263163
ACH-000067,0.07344460122791012
ACH-000070,-0.06311548272955049
ACH-000075,-0.14456858966067798
ACH-000078,-0.18708420953837493
ACH-000082,-0.20284062331896013
ACH-000085,-0.3405804474972388
ACH-000086,-0.3170351756580725
ACH-000087,0.2520479110745729
ACH-000092,-0.1731777452555471
ACH-000095,-0.3633163007242643
ACH-000097,-0.43073565879009296
ACH-000098,-0.02448362454415456
ACH-000099,-0.1960729684620041
ACH-000108,-0.4797286350799511
ACH-000113,-0.14152629072618406
ACH-000116,-0.18374198468864225
ACH-000118,-0.15363411784299866
ACH-000120,-0.16725499272512734
ACH-000123,-0.3289414456035025
ACH-000127,-0.06923956786567234
ACH-000128,-0.11652318189687255
ACH-000132,-0.07786731315399327
ACH-000133,-0.26299236705306017
ACH-000137,-0.12420266220744873
ACH-000138,-0.21294100729548515
ACH-000142,-0.35157181423350603
ACH-000143,0.018962255479575942
ACH-000146,-0.32062683256028196
ACH-000148,-0.01596792645182149
ACH-000150,-0.003654773240795618
ACH-000152,-0.2131782695632717
ACH-000153,-0.20438585563389736
ACH-000159,-0.05070911185159645
ACH-000160,-0.15730735452424055
ACH-000163,-0.19528867442157352
ACH-000167,-0.4724961319346784
ACH-000168,-0.10330456768446107
ACH-000169,-0.13061615097758122
ACH-000178,-0.20544790252673392
ACH-000183,-0.019745510498508503
ACH-000188,-0.21040184754380686
ACH-000189,-0.3532046393348701
ACH-000190,-0.1184312367130944
ACH-000198,-0.3452480753631151
ACH-000203,-0.04125111843955799
ACH-000204,-0.13981436952585152
ACH-000206,-0.013045489742718934
ACH-000207,-0.3931314402033809
ACH-000208,0.0841694960495358
ACH-000210,-0.1714073332283614
ACH-000211,-0.31302306784721584
ACH-000215,-0.13622477218338042
ACH-000221,-0.005751787514431385
ACH-000222,-0.2271998462126706
ACH-000223,-0.21658197570223994
ACH-000226,-0.1286909358703294
ACH-000227,-0.15824058395696494
ACH-000228,-0.2864239111969897
ACH-000231,-0.2889568349156094
ACH-000232,0.019305041106568888
ACH-000233,-0.15440557618892028
ACH-000234,-0.12131422711022005
ACH-000235,-0.09338996885019572
ACH-000237,-0.3778491234693387
ACH-000238,-0.2963827478367079
ACH-000242,-0.17882927523328662
ACH-000243,-0.21549703901281636
ACH-000244,-0.3880514300079825
ACH-000246,-0.43853213352458303
ACH-000248,-0.32032121247776113
ACH-000250,-0.3989005217271423
ACH-000251,0.020168236144079688
ACH-000252,-0.20110323491276302
ACH-000253,-0.1737831132374688
ACH-000255,-0.1861567657812941
ACH-000256,-0.2914829354189885
ACH-000257,-0.11938072888970246
ACH-000258,0.008508347498167642
ACH-000259,-0.19030455369551488
ACH-000260,-0.6075228961957738
ACH-000261,-0.4515983749697702
ACH-000262,-0.3234357711624165
ACH-000263,-0.056923447234835035
ACH-000264,-0.2896940985709958
ACH-000265,-0.12820997654395574
ACH-000266,-0.21089978464120096
ACH-000272,-0.09318442090241773
ACH-000274,-0.13512396906194568
ACH-000277,-0.08371267855889912
ACH-000278,-0.2631627482687809
ACH-000279,-0.2666403480600785
ACH-000280,-0.14887114073486418
ACH-000281,-0.19392887732682132
ACH-000288,-0.26681505716563103
ACH-000291,-0.04877268988480616
ACH-000293,-0.281511720328832
ACH-000294,-0.10289709382957687
ACH-000295,0.004187857532702351
ACH-000296,-0.23525448917398425
ACH-000302,-0.1668777778504563
ACH-000304,-0.1043789304960404
ACH-000307,-0.04312133570026766
ACH-000308,-0.18987828970369824
ACH-000310,-0.2197954075934185
ACH-000311,-0.2832300579294714
ACH-000312,-0.21025418367384072
ACH-000315,-0.32417691556464445
ACH-000316,-0.19325507516104015
ACH-000317,-0.029324120732210725
ACH-000318,-0.16717371730554
ACH-000319,-0.1379809637602366
ACH-000320,-0.06455891459655985
ACH-000322,-0.36946821897149584
ACH-000323,-0.09643934184163973
ACH-000324,-0.3146478265708405
ACH-000329,-0.2522045643844194
ACH-000330,-0.016739400316686855
ACH-000331,-0.10235185357076942
ACH-000332,-0.2006505295423772
ACH-000334,-0.3845512627241295
ACH-000335,-0.2853197141878567
ACH-000336,0.047644220058999764
ACH-000337,-0.1094487155355454
ACH-000338,0.07653270395373445
ACH-000339,-0.058254111816629386
ACH-000341,-0.2823842809900555
ACH-000348,-0.2877485018998381
ACH-000350,-0.03538902476402412
