,PRDX2 (7001)
ACH-000004,-0.07378610898918382
ACH-000005,-0.2419430525242413
ACH-000007,-0.11948360523322953
ACH-000009,-0.03580762297926888
ACH-000011,-0.050296425171879586
ACH-000012,-0.0917091932632626
ACH-000013,-0.17062654223067628
ACH-000014,-0.19760030314577928
ACH-000015,-0.26935148996525426
ACH-000017,-0.12156051344173173
ACH-000018,-0.18399168005529304
ACH-000019,-0.21162057192225592
ACH-000021,-0.1583611945346249
ACH-000022,0.0696896383577398
ACH-000025,-0.1086876039813802
ACH-000028,-0.2359692966495358
ACH-000030,-0.12764309350483427
ACH-000035,-0.24263824134712206
ACH-000036,-0.34727500389450505
ACH-000037,-0.005112516878505775
ACH-000039,-0.21342709732411186
ACH-000040,-0.2434893949800145
ACH-000041,-0.0967066593573253
ACH-000042,-0.09476429306581696
ACH-000045,-0.27837172421799466
ACH-000047,-0.16064821913866828
ACH-000052,-0.1080414778767444
ACH-000053,-0.14751377140288782
ACH-000054,-0.2391058759729161
ACH-000055,-0.08231799582523075
ACH-000060,-0.15496561543918605
ACH-000067,-0.11363505002946955
ACH-000070,0.040421362875684375
ACH-000075,-0.18927849360672366
ACH-000078,-0.15813208458019495
ACH-000082,-0.06831861451210505
ACH-000085,-0.06494331218960565
ACH-000086,-0.2854926281551853
ACH-000087,-0.21421416070177896
ACH-000092,-0.14205180200414375
ACH-000095,-0.20175999321951935
ACH-000097,-0.0016419431968932696
ACH-000098,-0.2475138731290329
ACH-000099,-0.20204406684177034
ACH-000108,-0.12921912745926845
ACH-000113,-0.17554122651814213
ACH-000116,-0.12097194711477212
ACH-000118,-0.13335789338060472
ACH-000120,-0.048347326504759015
ACH-000123,-0.0838731587931181
ACH-000127,-0.19241376951468347
ACH-000128,-0.3905065405420069
ACH-000132,-0.10449244962009137
ACH-000133,-0.14865619614176867
ACH-000137,-0.1160042813268954
ACH-000138,-0.035755501091602165
ACH-000142,-0.1991878097008624
ACH-000143,-0.2691271569949147
ACH-000146,-0.10147127126010333
ACH-000148,-0.0519519920748502
ACH-000150,-0.3779645734099673
ACH-000152,-0.3152005279833462
ACH-000153,-0.04732667445225633
ACH-000159,-0.16603147297683216
ACH-000160,-0.0375958198836884
ACH-000163,-0.5655416571530703
ACH-000167,-0.1233436609091744
ACH-000168,-0.22083651093897624
ACH-000169,-0.0070505378616093845
ACH-000178,-0.06427414488359476
ACH-000183,-0.17591850453285254
ACH-000188,-0.3655399340472911
ACH-000189,0.013752650459254024
ACH-000190,-0.0927269474246186
ACH-000198,-0.15289625725547118
ACH-000203,0.1805746178650247
ACH-000204,-0.36975720718261496
ACH-000206,-0.08734270882102074
ACH-000207,-0.0766491466554622
ACH-000208,0.09450075811251137
ACH-000210,0.045182042777802967
ACH-000211,-0.2684333070067285
ACH-000215,-0.13522210197933954
ACH-000221,-0.07030682855410611
ACH-000222,0.019935673256640068
ACH-000223,-0.25389220926015804
ACH-000226,0.05600405613388331
ACH-000227,-0.11495472588396664
ACH-000228,-0.467716380049932
ACH-000231,-0.07200754879347168
ACH-000232,-0.05206302488202394
ACH-000233,-0.02632939494414288
ACH-000234,0.00476090488795564
ACH-000235,-0.1268559327155416
ACH-000237,-0.0709879544594852
ACH-000238,0.04847445121898747
ACH-000242,0.09897196916479407
ACH-000243,-0.229091117052483
ACH-000244,-0.3690411968970908
ACH-000246,-0.17845212865963986
ACH-000248,-0.15772126782948098
ACH-000250,-0.108385827450127
ACH-000251,-0.1737589170018594
ACH-000252,-0.1640622609093765
ACH-000253,-0.16212773711248732
ACH-000255,-0.17310392609203615
ACH-000256,-0.0472840081126014
ACH-000257,-0.3223404408559743
ACH-000258,-0.1446067942785197
ACH-000259,-0.06659057898154043
ACH-000260,-0.15698478091650184
ACH-000261,-0.16175703465702407
ACH-000262,-0.028552185148753895
ACH-000263,-0.14656242770090938
ACH-000264,-0.09345816582657046
ACH-000265,-0.2387539396096739
ACH-000266,-0.1454133657539988
ACH-000272,-0.06346444172885646
ACH-000274,-0.1748812279104088
ACH-000277,-0.09161534751647654
ACH-000278,-0.2586483078512465
ACH-000279,0.007043683154469607
ACH-000280,-0.1010456335233014
ACH-000281,-0.14285815398118534
ACH-000288,-0.06545096032530798
ACH-000291,-0.21875048723160856
ACH-000293,-0.03625471713616716
ACH-000294,-0.3260090343712899
ACH-000295,-0.14216460296243075
ACH-000296,-0.10760512996569954
ACH-000302,-0.2956742170369472
ACH-000304,-0.40057004369972293
ACH-000307,-0.08599099222475275
ACH-000308,-0.11516330409198478
ACH-000310,-0.19842296322506806
ACH-000311,-0.058769394541032825
ACH-000312,-0.11561236679108755
ACH-000315,-0.05053562979357863
ACH-000316,0.10472832265504647
ACH-000317,-0.06981573697492642
ACH-000318,-0.3232976749258186
ACH-000319,-0.18129406589010635
