,PCDH12 (51294)
ACH-000004,0.05008595133280012
ACH-000005,0.240521951396172
ACH-000007,0.1902122200573162
ACH-000009,0.08772751400414906
ACH-000011,0.2559211572417365
ACH-000012,0.14076219328258308
ACH-000013,0.20236176996137387
ACH-000014,0.2210980843577252
ACH-000015,0.08467493561867866
ACH-000017,0.21940953190359885
ACH-000018,0.009742057677906184
ACH-000019,0.030124484524118294
ACH-000021,0.16019948117577365
ACH-000022,0.12865812004502658
ACH-000025,0.2461465709969149
ACH-000028,0.17509432880726342
ACH-000030,0.12446312939257582
ACH-000035,0.11200982743509312
ACH-000036,0.2746831112845382
ACH-000037,0.1264551554501968
ACH-000039,0.2249113858297097
ACH-000040,0.20589227534064192
ACH-000041,0.13538289554306984
ACH-000042,0.035908004028274335
ACH-000045,0.2026625111809261
ACH-000047,0.25199201944555866
ACH-000052,0.2755774802978366
ACH-000053,0.08869809801124831
ACH-000054,0.1776149665831919
ACH-000055,0.07567991749810563
ACH-000060,0.07389401778693565
ACH-000067,0.20227297809151776
ACH-000070,0.07993083054180251
ACH-000075,0.1370759955272853
ACH-000078,0.1395594336718633
ACH-000082,0.17990473724766462
ACH-000085,0.0029808952811962567
ACH-000086,0.2637915448935725
ACH-000087,0.27558566521702005
ACH-000092,0.19465161241953266
ACH-000095,0.14209989153180028
ACH-000097,0.07383898077729267
ACH-000098,0.1260185742376809
ACH-000099,0.11165595878818
ACH-000108,0.2441783417810545
ACH-000113,0.13672804094232655
ACH-000116,0.2354782131648536
ACH-000118,0.22605313650695935
ACH-000120,0.21156628998062613
ACH-000123,0.0787325473394191
ACH-000127,0.09912118895226292
ACH-000128,0.14595273714559345
ACH-000132,0.17955802305094612
ACH-000133,0.16138184692975388
ACH-000137,0.34273456278612313
ACH-000138,0.11510284057114062
ACH-000142,0.1094350179151257
ACH-000143,0.2252577381755389
ACH-000146,0.20113704264025567
ACH-000148,0.23891906495538326
ACH-000150,0.09420784488293332
ACH-000152,0.13010527626826707
ACH-000153,0.0911599130862383
ACH-000159,0.08906015248029195
ACH-000160,-0.01582558244026214
ACH-000163,0.099209398264044
ACH-000167,0.1830986066721976
ACH-000168,0.11602639876247844
ACH-000169,0.19067857544864011
ACH-000178,0.24808452021984384
ACH-000183,0.08704548896449955
ACH-000188,0.2068451728661856
ACH-000189,0.18530721426865387
ACH-000190,0.08743433494630763
ACH-000198,0.08841321578788787
ACH-000203,0.39792907525557103
ACH-000204,0.14208312878052884
ACH-000206,0.15129678859152612
ACH-000207,0.2700705094600125
ACH-000208,0.3308512810039704
ACH-000210,-0.07906442998541864
ACH-000211,0.22380677994513454
ACH-000215,0.1777021609864176
ACH-000221,0.13051619649701698
ACH-000222,0.12600249947977904
ACH-000223,0.18874036712853112
ACH-000226,0.043570090065345915
ACH-000227,0.06999197967869179
ACH-000228,0.18737481800735686
ACH-000231,0.20477843570940624
ACH-000232,0.12472611480602805
ACH-000233,0.1755733988293852
ACH-000234,0.2803512037826848
ACH-000235,0.10102361400818337
ACH-000237,0.22880612804350176
ACH-000238,0.118189964296076
ACH-000242,0.08436385126012128
ACH-000243,0.1437516778151722
ACH-000244,0.16448682570527687
ACH-000246,0.14075312089103365
ACH-000248,0.1589741846372917
ACH-000250,0.09312797826106728
ACH-000251,-0.02094352266846639
ACH-000252,0.00553630253047901
ACH-000253,0.18230278044873025
ACH-000255,0.014424657137759174
ACH-000256,0.08818184051661128
ACH-000257,-0.17516281433251368
ACH-000258,0.2786712540682913
ACH-000259,0.15183012046843394
ACH-000260,0.19185712578718234
ACH-000261,0.1094100440913362
ACH-000262,0.07771629397960474
ACH-000263,0.19091810857350994
ACH-000264,0.1818039392629575
ACH-000265,0.20680990001123387
ACH-000266,0.15715375823785324
ACH-000272,0.13076281717663252
ACH-000274,0.10962471554594476
ACH-000277,0.2191232148211332
ACH-000278,0.16032579860746035
ACH-000279,0.13112563974421526
ACH-000280,0.307091618556228
ACH-000281,0.04276252135206775
ACH-000288,0.1574565852026116
ACH-000291,0.06449628660915188
ACH-000293,0.3099029049393209
ACH-000294,0.15943837763549434
ACH-000295,0.1712824533210292
ACH-000296,0.15899533992368264
ACH-000302,0.17144624054852375
ACH-000304,0.3722475232790531
ACH-000307,0.0026581628336440465
ACH-000308,0.14027908006821602
ACH-000310,0.27081408724166384
ACH-000311,0.18027944372561674
ACH-000312,0.1569525264306759
ACH-000315,-0.09822014748680503
ACH-000316,0.1808676352803165
ACH-000317,0.25130576669029514
ACH-000318,0.18960665915823385
ACH-000319,0.0789727175767045
ACH-000320,0.11112878848355183
ACH-000322,0.2968259344505505
ACH-000323,0.08930343493325878
ACH-000324,0.16925689578748526
ACH-000329,0.22829431323896104
ACH-000330,0.1516750129775406
ACH-000331,0.12500530531211554
ACH-000332,0.17623793498300588
