,BRAF (673)
ACH-000004,-0.009377418034744608
ACH-000005,0.10324797233874156
ACH-000007,-0.12481183508381248
ACH-000009,-0.12830453512567816
ACH-000011,-0.0395167753809923
ACH-000012,-0.1640042959536918
ACH-000013,0.1110728850200558
ACH-000014,-1.22235342807879
ACH-000015,-0.3590297494372552
ACH-000017,-0.00885655711044948
ACH-000018,-0.10521444253563736
ACH-000019,0.05208652460517693
ACH-000021,-0.32314223400217473
ACH-000022,-0.3392456172936577
ACH-000025,-0.1284131571999102
ACH-000028,-0.03451053208580847
ACH-000030,0.08747315231141929
ACH-000035,-0.15236170905040233
ACH-000036,-0.1190488183510059
ACH-000037,-0.14507005318545785
ACH-000039,0.022400310471787203
ACH-000040,-0.1625654735835577
ACH-000041,-0.13903951878295365
ACH-000042,-0.438651321268901
ACH-000045,-0.03108525511144835
ACH-000047,0.02658131524568423
ACH-000052,-0.6533536879831842
ACH-000053,0.09851966653843994
ACH-000054,-0.3349846824364352
ACH-000055,-0.022878668317920216
ACH-000060,-0.20824319244504666
ACH-000067,-0.22687006748922875
ACH-000070,-0.23956813852086156
ACH-000075,-0.2852547495492862
ACH-000078,-0.22525696371722956
ACH-000082,0.019985084427817598
ACH-000085,-0.0739658842098366
ACH-000086,0.02709977213342769
ACH-000087,-0.11417542214358008
ACH-000092,-0.027987525173931903
ACH-000095,-0.05659888371481495
ACH-000097,-0.05024412740598734
ACH-000098,-0.05573327745122348
ACH-000099,-0.33925131694056265
ACH-000108,-0.011350849203601474
ACH-000113,0.05931996523171989
ACH-000116,-0.05946296202847425
ACH-000118,0.06309894038382294
ACH-000120,-0.421050789062519
ACH-000123,-0.22709232850310296
ACH-000127,-0.04388216724517577
ACH-000128,-0.13110262529899142
ACH-000132,-0.2893492684016223
ACH-000133,-0.11691015275962735
ACH-000137,-0.07503638321427958
ACH-000138,0.06813964571000923
ACH-000142,-0.2046122409379236
ACH-000143,-0.2566704192887912
ACH-000146,-0.10666183033718904
ACH-000148,-0.09888992410390683
ACH-000150,-0.09659130266291252
ACH-000152,-0.14965922137697207
ACH-000153,-0.09772825731457528
ACH-000159,-0.05097731098844125
ACH-000160,-0.02204940114787599
ACH-000163,-0.09092418170187523
ACH-000167,-0.5823299534331416
ACH-000168,-0.2357878978183767
ACH-000169,-0.1168998747319583
ACH-000178,-0.23799252346436686
ACH-000183,-0.0031595490405942053
ACH-000188,-0.10989668705949
ACH-000189,-0.16993372570201942
ACH-000190,0.06089020823888886
ACH-000198,-0.2029440045256918
ACH-000203,-0.01453586991449922
ACH-000204,-0.22425016273887066
ACH-000206,0.18506786537756267
ACH-000207,-0.01368195757523208
ACH-000208,-0.13905084876069815
ACH-000210,-0.17502585219437686
ACH-000211,-0.0837090094964185
ACH-000215,-0.07400190601155422
ACH-000221,-0.053869915657540055
ACH-000222,-0.13220982319868138
ACH-000223,-0.0365548981595302
ACH-000226,-0.07794182073488119
ACH-000227,-0.15257691007527974
ACH-000228,-0.06094348331797216
ACH-000231,-0.04722355773433022
ACH-000232,-0.2684538153583374
ACH-000233,0.10453210729107897
ACH-000234,-0.03600932734523496
ACH-000235,-0.027575743772538814
ACH-000237,-0.08265815044756956
ACH-000238,-0.16593119102331905
ACH-000242,-0.12300832535814825
ACH-000243,0.022635751679399664
ACH-000244,-0.2080109968008943
ACH-000246,0.01507880863243644
ACH-000248,0.007198725899084307
ACH-000250,-0.1806559113196181
ACH-000251,-0.33323220704034284
ACH-000252,-0.25736021137034226
ACH-000253,-0.9187550594400016
ACH-000255,-0.19158281492822
ACH-000256,-0.1053257849728102
ACH-000257,-0.1516099677877703
ACH-000258,-1.1667815203026768
ACH-000259,-0.08763269574500307
ACH-000260,-0.08011016314227842
ACH-000261,-0.1367843304372506
ACH-000262,-0.2930892459934638
ACH-000263,-0.2438852683284121
ACH-000264,-0.2265459433508857
ACH-000265,-0.038681154094986216
ACH-000266,-0.20307430375654348
ACH-000272,-0.15774338296967816
ACH-000274,-0.22863062207852125
ACH-000277,-0.0359934145541428
ACH-000278,-0.09633792837884342
ACH-000279,-0.20230148667912007
ACH-000280,-0.04684581104764345
ACH-000281,-0.2419880365637703
ACH-000288,-0.07214330677515762
ACH-000291,-1.0074520039076773
ACH-000293,0.04377542184337938
ACH-000294,-0.5765200582058423
