,TMEM63C (57156)
ACH-000004,0.047320252270090735
ACH-000005,0.3353760188125539
ACH-000007,0.0035599454612400016
ACH-000009,-0.010511094045359768
ACH-000011,0.03962400285278639
ACH-000012,0.16290373107885078
ACH-000013,0.010511595822054944
ACH-000014,0.193548890068836
ACH-000015,0.07113210781626073
ACH-000017,0.10333731645459666
ACH-000018,0.08433875159013947
ACH-000019,0.14905448613998065
ACH-000021,0.11760612889682133
ACH-000022,0.1133036534976504
ACH-000025,0.09307746135417867
ACH-000028,0.014659476351877785
ACH-000030,0.13495022624406128
ACH-000035,0.020622671469128537
ACH-000036,-0.03195535416443003
ACH-000037,0.06572346440258338
ACH-000039,-0.09882483825407824
ACH-000040,0.03790375201464556
ACH-000041,0.04855899609819658
ACH-000042,0.06910421965990411
ACH-000045,-0.02545233358621881
ACH-000047,0.03798888545217043
ACH-000052,-0.03125135051241015
ACH-000053,0.05745577563500976
ACH-000054,-0.017336850833755878
ACH-000055,0.0019309099653961718
ACH-000060,-0.2283343219298827
ACH-000067,0.07925105240216491
ACH-000070,-0.01159050204175058
ACH-000075,-0.11300210191823815
ACH-000078,0.056162453291816385
ACH-000082,0.039362003544577064
ACH-000085,0.11291558750120564
ACH-000086,0.04121497329877805
ACH-000087,-0.2298514393223889
ACH-000092,-0.013945961687915898
ACH-000095,-0.04108861972821674
ACH-000097,-0.008956763580567973
ACH-000098,0.0036245898013629366
ACH-000099,-0.057017778289736615
ACH-000108,0.012224531700495913
ACH-000113,0.0555671953819188
ACH-000116,-0.022673824176832457
ACH-000118,0.06108896095038816
ACH-000120,-0.0766528352650281
ACH-000123,0.03435476940228751
ACH-000127,-0.04950249727789149
ACH-000128,-0.05559351519538858
ACH-000132,-0.027671391734179332
ACH-000133,0.07432597673075264
ACH-000137,0.010860077677081751
ACH-000138,0.08977539313921744
ACH-000142,0.1733909228908584
ACH-000143,-0.008840216933603425
ACH-000146,0.1146122331101015
ACH-000148,-0.004392271559079195
ACH-000150,0.15107271399262542
ACH-000152,0.0654963880765058
ACH-000153,-0.0611153893266807
ACH-000159,-0.028078328572965067
ACH-000160,-0.08832074963244843
ACH-000163,0.07359161652726802
ACH-000167,0.04088269287451173
ACH-000168,0.007849675063746356
ACH-000169,0.10447387768405617
ACH-000178,-0.07023389146340661
ACH-000183,0.017446470908213326
ACH-000188,0.09168347364901998
ACH-000189,0.3084401043704291
ACH-000190,0.0134634615998447
ACH-000198,-0.027545256145002958
ACH-000203,0.2869248693617665
ACH-000204,0.078742392246879
ACH-000206,-0.113977370500535
ACH-000207,-0.01382555271601802
ACH-000208,-0.3637831271649951
ACH-000210,0.5272350615330166
ACH-000211,0.0708116538952513
ACH-000215,-0.02692566357735293
ACH-000221,0.12277918568052915
ACH-000222,-0.012409679490979243
ACH-000223,0.03890434875007226
ACH-000226,-0.14436688460682326
ACH-000227,0.12540887926368866
ACH-000228,0.003487661594971604
ACH-000231,0.04486441402054524
ACH-000232,0.07108219405172396
ACH-000233,0.016842693675830557
ACH-000234,0.14414373860263074
ACH-000235,0.0514480413224585
ACH-000237,0.07646190534655667
ACH-000238,-0.008273634143534929
ACH-000242,0.1802355013131226
ACH-000243,-0.028547251801067108
ACH-000244,-0.11136500011201747
ACH-000246,0.06706891462960271
ACH-000248,0.1392501012417364
ACH-000250,0.08269326593318077
ACH-000251,-0.057826858213808174
ACH-000252,0.20115936055492029
ACH-000253,-0.07229962763143795
ACH-000255,0.05997348609993384
ACH-000256,0.13228028378650164
ACH-000257,-0.15400169224404808
ACH-000258,0.12934423056364788
ACH-000259,0.008658135926187045
ACH-000260,-0.013131288970588849
ACH-000261,0.08350513332741527
ACH-000262,0.13196157893189436
ACH-000263,0.14494599343604098
ACH-000264,0.05478835785322979
ACH-000265,0.09192090481935536
ACH-000266,0.05133826831800382
ACH-000272,0.0698934443175492
