,ARL4D (379)
ACH-000223,-0.3382229474289992
ACH-000226,-0.3976231468946056
ACH-000227,-0.4506405011594528
ACH-000228,-0.5273387590791829
ACH-000231,-0.4301478075561084
ACH-000232,-0.3977059368609168
ACH-000233,-0.2143142986235667
ACH-000234,-0.5534960789485127
ACH-000235,-0.4836089331368344
ACH-000237,-0.4676363656332691
ACH-000238,-0.3935089434174699
ACH-000242,-0.9825918386697852
ACH-000243,-0.5764768510969549
ACH-000244,-0.7724722762864571
ACH-000246,-0.3908155419705284
ACH-000248,-0.6000784362825374
ACH-000250,-0.4987519265877488
ACH-000251,-0.2457717012740668
ACH-000252,-0.4034844635488039
ACH-000253,-0.2833918413109364
ACH-000255,-0.4724148670452065
ACH-000256,-0.4548842700079786
ACH-000257,-0.3176825307971451
ACH-000258,-0.27106569434203753
ACH-000259,-0.5531577857719444
ACH-000260,-0.4609370021508018
ACH-000261,-0.4582542333945534
ACH-000262,-0.3363545262503239
ACH-000263,-0.6242353811291256
ACH-000264,-0.4478728345212441
ACH-000265,-0.5235036513807767
ACH-000266,-0.4257364706148348
ACH-000272,-0.4586307759655505
ACH-000274,-0.4675084033980466
ACH-000277,-0.5363576666489368
ACH-000278,-0.35735948000113776
ACH-000279,-0.4501950635429462
ACH-000280,-0.4468972385444585
ACH-000281,-0.4273418225436223
ACH-000288,-0.46247928709970004
ACH-000291,-0.4945372406913384
ACH-000293,-0.528692618136769
ACH-000294,-0.5361763226980503
ACH-000295,-0.5234146807871828
ACH-000296,-0.5505739521058545
ACH-000302,-0.4604586831599334
ACH-000304,-0.1580286605937979
ACH-000307,-0.3976139221442145
ACH-000308,-0.5030229034020206
ACH-000310,-0.4653149199564138
ACH-000311,-0.3644495331058812
ACH-000312,-0.5520124054852624
ACH-000315,-0.564002770401464
ACH-000316,-0.5834073960389694
ACH-000317,-0.35200162022375275
ACH-000318,-0.3925310967620613
ACH-000319,-0.43202900160130586
ACH-000320,-0.41218464321078535
ACH-000322,-0.5210817538889426
ACH-000323,-0.5569546048098152
ACH-000324,-0.5036508631649543
ACH-000329,-0.5050039324535549
ACH-000330,-0.4334634704213972
ACH-000331,-0.3910361751763826
ACH-000332,-0.5273149327447265
ACH-000334,-0.458578970490769
ACH-000335,-0.4770467986035548
ACH-000336,-0.12796801393591495
ACH-000337,-0.5126567685451822
ACH-000338,-0.5129557503066846
ACH-000339,-0.3361942274541473
ACH-000341,-0.24796083564002064
ACH-000348,-0.4005307476951425
ACH-000350,-0.484661674142874
ACH-000352,-0.4315276149507956
ACH-000356,-0.5712603857935847
ACH-000361,-0.2518518888787297
ACH-000362,-0.3780297292021485
ACH-000363,-0.391520497816882
ACH-000364,-0.464406732911146
ACH-000365,-0.4197657253560338
ACH-000366,-0.456854201366615
ACH-000368,-0.3404004489344223
ACH-000374,-0.5101698617229924
ACH-000375,-0.3951755805715673
ACH-000376,-0.4506196594696242
ACH-000381,-0.47511635226489
ACH-000383,-0.456212535349684
ACH-000387,-0.3884070999250565
ACH-000389,-0.4694972799749442
ACH-000390,-0.6139845774466376
ACH-000393,-0.3491163705763509
ACH-000395,-0.400384899484616
ACH-000396,-0.4031841108335113
ACH-000397,-0.5269495121779185
ACH-000401,-0.4184915238178956
ACH-000402,-0.5850307111629703
ACH-000403,-0.5235222472750981
ACH-000404,-0.8997431156068425
ACH-000406,-0.3605462417851662
ACH-000407,-0.4447028676109399
ACH-000408,-0.43084456324568654
ACH-000410,-0.4628458721711757
ACH-000411,-0.4223579089652943
ACH-000414,-0.4398244909881089
ACH-000415,-0.673037872145582
ACH-000416,-0.4326300360170711
ACH-000420,-0.3849593850564025
ACH-000421,-0.44383164677066206
ACH-000424,-0.1889869226381289
ACH-000425,-0.5294231942183247
ACH-000426,-0.4017947633068188
ACH-000427,-0.5898345971375518
ACH-000433,-0.584563931101562
ACH-000435,-0.1983860738299726
ACH-000436,-0.19475867264327165
ACH-000444,-0.5004396077925198
ACH-000445,-0.3819664570963773
ACH-000448,-0.2732450608922279
ACH-000450,-0.2789517519946725
ACH-000452,-0.5173926334260552
ACH-000454,-0.3954588340175305
ACH-000458,-0.2691888479864992
ACH-000459,-0.23241283714072614
ACH-000460,-0.5295593427756611
ACH-000461,-0.3824767803241889
ACH-000463,-0.4687807925077339
ACH-000464,-0.5404063264382724
ACH-000466,-0.5122620740061968
ACH-000467,-0.41607456236918217
ACH-000468,-0.5291613029509535
ACH-000469,-0.388209419234913
ACH-000470,-0.3681383888326025
ACH-000471,-0.5595880012289056
ACH-000472,-0.4780815543503618
ACH-000473,-0.4540657657295573
ACH-000475,-0.4265628375609018
ACH-000476,-0.4879594535004994
ACH-000477,-0.4282818278659643
ACH-000479,-0.1869403407304165
ACH-000480,-0.3934542956998607
ACH-000481,-0.5690348957929131
ACH-000483,-0.5088919595974772
ACH-000484,-0.4224985798271853
ACH-000485,-0.4593760684844066
ACH-000486,-0.5008139481691113
ACH-000487,-0.4482054727900364
ACH-000488,-0.44323331959781664
ACH-000490,-0.3479724468615536
ACH-000491,-0.4920162979384458
ACH-000495,-0.461679333495327
ACH-000496,-0.4975488543273245
ACH-000499,-0.5831956623179082
ACH-000500,-0.3328936514698468
ACH-000502,-0.3669083190148197
ACH-000503,-0.3971580018772496
ACH-000505,-0.4052066544329965
ACH-000507,-0.6027913494678551
ACH-000510,-0.3622544945892163
ACH-000511,-0.4637903777986681
ACH-000512,-0.5610073019350583
ACH-000516,-0.4569373697973285
ACH-000517,-0.4680428817386786
ACH-000518,-0.4804041389421083
ACH-000520,-0.42141945860926
ACH-000521,-0.5028063591632939
ACH-000522,-0.4118544606336295
ACH-000524,-0.5698302798602062
ACH-000527,-0.4948670735789778
ACH-000528,-0.5017737090451027
ACH-000537,-0.4518819682282847
ACH-000541,-0.4789820438273952
ACH-000542,-0.3856765054704102
ACH-000544,-0.35905921309642896
ACH-000545,-0.31573175305132845
ACH-000547,-0.4926133637069118
ACH-000548,-0.5336031179143311
ACH-000549,-0.4194666164348509
ACH-000550,-0.4391623304611909
ACH-000552,-0.50400091203954
ACH-000556,-0.41959896989490336
ACH-000557,-0.36808917121048496
ACH-000569,-0.6474655808079207
ACH-000570,-0.4352905637718397
ACH-000571,-0.5921993061506888
ACH-000573,-0.4207824488194752
ACH-000576,-0.4536599959934413
ACH-000579,-0.3808121300024702
ACH-000580,-0.2616977062917277
ACH-000584,-0.5476225694536079
ACH-000585,-0.4772630616329647
ACH-000588,-0.3521064797627121
ACH-000589,-0.32377449563877203
ACH-000591,-0.4063529108486832
ACH-000593,-0.5322652602636276
ACH-000600,-0.5218905854152008
ACH-000601,-0.4255878647103741
ACH-000605,-0.33033308201517114
ACH-000606,-0.5860322210119268
ACH-000608,-0.4626335708621719
ACH-000614,-0.3164237269593065
ACH-000616,-0.4323013264084902
ACH-000618,-0.41264087974116104
ACH-000619,-0.3825245511110508
ACH-000620,-0.4415424190914031
ACH-000621,-0.3840870987703574
ACH-000622,-0.4084560165372495
ACH-000623,-0.4042760875601008
ACH-000624,-0.5302293977550712
ACH-000627,-0.44942201067865867
ACH-000630,-0.4227281844920217
ACH-000631,-0.6198984326413222
ACH-000632,-0.4561248909042145
ACH-000633,-0.6098679635259491
ACH-000637,-0.6327802724860792
ACH-000638,-0.3692653984948612
ACH-000646,-0.5792437005922322
ACH-000647,-0.5198131100312227
ACH-000648,-0.2224956680854888
ACH-000649,-0.4463988023071253
ACH-000651,-0.4064986697250327
ACH-000652,-0.41926399070811055
ACH-000653,-0.31723622634639176
ACH-000657,-0.3614444468458372
ACH-000658,-0.5795823119597752
ACH-000661,-0.5751844576582064
ACH-000662,-0.7523099915104335
ACH-000663,-0.594351403553965
ACH-000665,-0.4010014787112557
ACH-000671,-0.4663217196525088
ACH-000672,-0.39311486478236013
ACH-000673,-0.3667603056035391
ACH-000676,-0.5755060604343307
ACH-000677,-0.4453174866383179
ACH-000681,-0.4676233825240105
ACH-000683,-0.4374919150471591
ACH-000684,-0.5404065339851445
ACH-000688,-0.5649393027148546
ACH-000693,-0.3906966011271944
ACH-000694,-0.3739153361395092
ACH-000695,-0.4789505773515576
ACH-000696,-0.5364203463696067
ACH-000697,-0.405885602815613
ACH-000699,-0.4176953750390266
ACH-000701,-0.4204655510176066
ACH-000706,-0.45031445146680943
ACH-000711,-0.3683848334782056
ACH-000713,-0.3379167570548716
ACH-000714,-0.4386828837256333
ACH-000718,-0.459144135486297
ACH-000720,-0.4374742530072648
ACH-000721,-0.4795805120204617
ACH-000724,-0.5129067009047282
ACH-000725,-0.3484885849062328
ACH-000732,-0.4770171829441189
ACH-000734,-0.4046025810045214
ACH-000735,-0.4247768083644784
ACH-000736,-0.4100000073859925
ACH-000738,-0.4806837541694077
ACH-000746,-0.3629121952714054
ACH-000747,-0.4955577398729546
ACH-000748,-0.4376605849858294
ACH-000753,-0.3529186636756725
ACH-000756,-0.4877871568807299
ACH-000757,-0.3460867084755325
ACH-000758,-0.5399364697782475
ACH-000760,-0.4284741535682156
ACH-000762,-0.38720904399990796
ACH-000763,-0.31402355844940244
ACH-000764,-0.4883797259031379
ACH-000765,-0.3962451761584238
ACH-000766,-0.4540951250670627
ACH-000767,-0.4721690136886661
ACH-000768,-0.4261770190500913
ACH-000769,-0.3705196073128514
ACH-000770,-0.43254550293590505
ACH-000771,-0.4226341218838888
ACH-000773,-0.3017412151556464
ACH-000776,-0.458545786639235
ACH-000777,-0.3647362961801915
ACH-000778,-0.4419444052274393
ACH-000781,-0.35680119345590483
ACH-000782,-0.5091210493642488
ACH-000783,-0.3847802443081647
ACH-000784,-0.3821641825120404
ACH-000785,-0.3863387581460882
ACH-000787,-0.4269675555052548
ACH-000788,-0.4748456194501768
ACH-000791,-0.4211570909601898
ACH-000792,-0.3621623687775127
ACH-000794,-0.4253713296259743
ACH-000796,-0.5072058529136177
ACH-000798,-0.473729056222833
ACH-000799,-0.41376042737382346
ACH-000800,-0.31900821051225325
ACH-000802,-0.3809326647330488
ACH-000804,-0.29937504258811903
ACH-000805,-0.36712520042282026
ACH-000809,-0.4840982803877256
ACH-000810,-0.4684694570133426
ACH-000811,-0.5536388523537716
ACH-000817,-0.4159923794290717
ACH-000819,-0.30914820304200263
ACH-000820,-0.4805252157207786
ACH-000821,-0.6153265144512898
ACH-000822,-0.5746250469904974
ACH-000823,-0.3384209770280762
ACH-000824,-0.3921363821779703
ACH-000827,-0.5068692344518559
ACH-000829,-0.19850458701840396
ACH-000831,-0.14739427839018376
ACH-000832,-0.3938153872391305
ACH-000833,-0.4966306311304225
ACH-000834,-0.47033743374444
ACH-000835,-0.42017527462912935
ACH-000836,-0.4550032078415813
ACH-000837,-0.5136661890909529
ACH-000838,-0.5899038654682509
ACH-000839,-0.4103870666640549
ACH-000840,-0.4751773012209688
ACH-000841,-0.2618819609833737
ACH-000843,-0.5645747800202144
ACH-000846,-0.4186711423819344
ACH-000847,-0.4577116661545767
ACH-000848,-0.4725918362927975
ACH-000849,-0.4528456145893289
ACH-000851,-0.6423789284622123
ACH-000855,-0.23555055498333016
ACH-000856,-0.3754406042249081
ACH-000858,-0.3585926158192567
ACH-000859,-0.8901089742206869
ACH-000861,-0.3465871043581374
ACH-000862,-0.3330187206482137
ACH-000865,-0.38944488079120093
ACH-000866,-0.3583302811987557
ACH-000867,-0.31657400812410885
ACH-000869,-0.4822056310725219
ACH-000872,-0.5675667808664412
ACH-000873,-0.38318979459504826
ACH-000876,-0.2793191391276664
ACH-000878,-0.39808435397906805
ACH-000880,-0.09230383583872348
ACH-000881,-0.3578297062267483
ACH-000882,-0.4564484293440794
ACH-000884,-0.4166002918392744
ACH-000885,-0.437288999243484
ACH-000887,-0.44553275140006143
ACH-000889,-0.4409929234005158
ACH-000896,-0.3876542825837953
ACH-000898,-0.34737546505392664
ACH-000900,-0.424710488357415
ACH-000901,-0.4562313485462209
ACH-000905,-0.4126998570003381
ACH-000906,-0.4398631579919423
ACH-000907,-0.3960215761038088
ACH-000910,-0.2904924821585546
ACH-000911,-0.3696097576876863
ACH-000912,-0.5111544511836548
ACH-000913,-0.4214064117495741
ACH-000915,-0.4967243904269736
ACH-000916,-0.5871169985725863
ACH-000917,-0.2918479331934135
ACH-000920,-0.3970079628769148
ACH-000921,-0.3293597753614622
ACH-000924,-0.4821789893599575
ACH-000926,-0.3623228216443729
ACH-000928,-0.3272458290732441
ACH-000929,-0.3936196129758379
ACH-000932,-0.3184013026112261
ACH-000935,-0.4247813147299209
ACH-000936,-0.5047649337504049
ACH-000937,-0.4548355615280341
ACH-000938,-0.3915018661067241
ACH-000939,-0.4247846357283003
ACH-000941,-0.30331402183905753
ACH-000943,-0.3889726480524967
ACH-000946,-0.3792422925682445
ACH-000947,-0.5664306228655721
ACH-000948,-0.5532686372722693
ACH-000950,-0.4316620849202479
ACH-000953,-0.4372602282713551
ACH-000954,-0.4111359032804896
ACH-000957,-0.5017452266374437
ACH-000958,-0.3664599328229511
ACH-000960,-0.3219124469526693
ACH-000963,-0.33730902688655073
ACH-000968,-0.40909080028302736
ACH-000969,-0.4073830041809065
ACH-000972,-0.5309670953610692
ACH-000973,-0.4671418100710198
ACH-000974,-0.4059631657456492
ACH-000978,-0.3739882188352289
ACH-000984,-0.667875412377915
ACH-000986,-0.4952419969284079
ACH-000988,-0.3473452917199485
ACH-000993,-0.3659522718372443
ACH-000994,-0.3484864357795299
ACH-000996,-0.4677603811384191
ACH-001001,-0.4519875477472528
ACH-001020,-0.5067616602990224
ACH-001028,-0.5125551904600201
ACH-001031,-0.5173104721466446
ACH-001038,-0.4817466627934885
ACH-001048,-0.42791095799704665
ACH-001050,-0.4303570567966202
ACH-001053,-0.4998548032881029
ACH-001054,-0.5768178740976221
ACH-001061,-0.4107437256627587
ACH-001067,-0.5565162713587537
ACH-001075,-0.4946459894718217
ACH-001096,-0.4133176558655546
ACH-001111,-0.396957207852484
ACH-001119,-0.3218162672484113
ACH-001128,-0.5727968289245097
ACH-001134,-0.3302660459837859
ACH-001151,-0.4616580535144098
ACH-001163,-0.6177000851579599
ACH-001164,-0.3887349337086149
ACH-001183,-0.42967470410385655
ACH-001192,-0.4383740765166069
ACH-001193,-0.5020240395540737
ACH-001196,-0.3906723259696501
ACH-001197,-0.607543225492277
ACH-001205,-0.1750335220300391
ACH-001211,-0.24685279896334164
ACH-001212,-0.5271104112982788
ACH-001228,-0.40003152776591855
ACH-001232,-0.4623305220154464
ACH-001239,-0.478955348550586
ACH-001270,-0.3588468232605848
ACH-001274,-0.6093954296249654
ACH-001275,-0.5563216350364529
ACH-001277,-0.5874845324368392
ACH-001278,-0.3202562544477144
ACH-001280,-0.3720744014147216
ACH-001283,-0.492635940929582
ACH-001289,-0.21918508424487065
ACH-001300,-0.5082884402100912
ACH-001301,-0.5206042656772955
ACH-001302,-0.6181822672465339
ACH-001306,-0.5368202681029342
ACH-001318,-0.3099131307530996
ACH-001322,-0.5213467635117547
ACH-001328,-0.5434205672593942
ACH-001332,-0.5649514887793654
ACH-001336,-0.5684642522886523
ACH-001346,-0.3429703004414333
ACH-001353,-0.4459910015314593
ACH-001354,-0.4779950251008028
ACH-001367,-0.5521672572272228
ACH-001368,-0.4295462158514206
ACH-001374,-0.4900172999102103
ACH-001377,-0.5055925779751755
ACH-001380,-0.498943065267308
ACH-001391,-0.39625433206673305
ACH-001408,-0.4194432839009391
ACH-001430,-0.266306044264692
ACH-001431,-0.3751392684081457
ACH-001450,-0.4259236685749482
ACH-001496,-0.3553480300501995
ACH-001500,-0.5264013059568322
ACH-001523,-0.4160051332818344
ACH-001532,-0.3798119942822232
ACH-001550,-0.32601797479052064
ACH-001552,-0.33106133486366873
ACH-001554,-0.3954622194252924
ACH-001654,-0.5365588611197515
ACH-001735,-0.3748767282972348
ACH-001736,-0.40659720934471416
ACH-001737,-0.6562045202591863
ACH-001740,-0.3424934878979595
ACH-001745,-0.2783201245432552
ACH-001765,-0.37137193530381946
