,CYSLTR2 (57105)
ACH-000004,0.22151592677939733
ACH-000005,0.053981248513764166
ACH-000007,0.06973711561195514
ACH-000009,0.19821135923587654
ACH-000011,0.14482081549805045
ACH-000012,0.04285424704599554
ACH-000013,0.12981276949402848
ACH-000014,0.043445773116078334
ACH-000015,0.03497829657299184
ACH-000017,0.08789590699442028
ACH-000018,0.1894749258889457
ACH-000019,0.19282716584279613
ACH-000021,0.09859672463769807
ACH-000022,0.12030070005383885
ACH-000025,0.19302876954122428
ACH-000028,0.2239271081740006
ACH-000030,0.04193649463875674
ACH-000035,0.13982731348091526
ACH-000036,0.16643881556490348
ACH-000037,0.2998269037511653
ACH-000039,0.043897051378613834
ACH-000040,0.08783195863262931
ACH-000041,0.11976398427340837
ACH-000042,0.04191208787043519
ACH-000045,0.11000646385765044
ACH-000047,-0.0977702203707157
ACH-000052,0.17796361520045384
ACH-000053,0.06945051835985427
ACH-000054,0.15536219654544
ACH-000055,-0.05741889069451265
ACH-000060,-0.002851373967713819
ACH-000067,0.03949091609966828
ACH-000070,0.25629648651605
ACH-000075,0.28814428061659264
ACH-000078,0.10260917850760172
ACH-000082,0.044066111267379936
ACH-000085,0.001997317503517996
ACH-000086,0.045481519475390315
ACH-000087,0.1971131712045515
ACH-000092,0.0014464375053539669
ACH-000095,0.09882463434532557
ACH-000097,0.15407312873772191
ACH-000098,0.16983910128014135
ACH-000099,0.14524953325476592
ACH-000108,0.24604207281638796
ACH-000113,0.09315188152553823
ACH-000116,0.04062860397659448
ACH-000118,-0.00827265081594603
ACH-000120,0.09401448706919346
ACH-000123,0.20493361287179
ACH-000127,0.07079199673424724
ACH-000128,-0.012128682561552676
ACH-000132,0.05774879880919041
ACH-000133,-0.0041099277516253845
ACH-000137,0.29525519274020745
ACH-000138,0.03802425622716468
ACH-000142,-0.017483749800846934
ACH-000143,0.007600967818995005
ACH-000146,0.1007010509233342
ACH-000148,-0.09663783839319584
ACH-000150,-0.0024699017648614594
ACH-000152,0.07037347367216057
ACH-000153,-0.0012587427385390404
ACH-000159,0.1482450791249884
ACH-000160,-0.00392824441779164
ACH-000163,0.19779888259392592
ACH-000167,0.09218226835163196
ACH-000168,0.17296629203033012
ACH-000169,0.351743756863358
ACH-000178,0.20885711484521868
ACH-000183,0.005837784825350758
ACH-000188,0.013698270280628515
ACH-000189,0.6033686178338266
ACH-000190,0.3725115255040301
ACH-000198,0.1409694939706831
ACH-000203,0.34528431435671303
ACH-000204,0.17424632086285827
ACH-000206,0.459844180679546
ACH-000207,-0.07304127019674274
ACH-000208,0.167785912621779
ACH-000210,0.1357458000891614
ACH-000211,0.17100652077502335
ACH-000215,0.01810140001248404
ACH-000221,0.204856018501383
ACH-000222,0.14057741420689113
ACH-000223,-0.06037713349823154
ACH-000226,0.21857155504211212
ACH-000227,0.08316113755384913
ACH-000228,-0.018316154543021674
ACH-000231,0.1299992061771163
ACH-000232,0.12030092187723755
ACH-000233,0.12508062689181004
ACH-000234,0.04491877373303605
ACH-000235,0.07625553986937658
ACH-000237,-0.002564162360179115
ACH-000238,0.0840549142194425
ACH-000242,0.4030036850670485
ACH-000243,-0.011421700305046521
ACH-000244,-0.1043172092801622
ACH-000246,0.13722945112205748
ACH-000248,0.0843159559762235
ACH-000250,0.1788187206690288
ACH-000251,0.11838098885693765
ACH-000252,-0.17391370307908935
ACH-000253,0.12531745948939005
ACH-000255,0.15341267951021648
ACH-000256,0.18626529152965746
ACH-000257,0.1370032595388086
ACH-000258,0.015954229397436362
ACH-000259,0.09001265749513984
ACH-000260,0.14624915518988355
ACH-000261,0.0892110948782852
ACH-000262,0.08716962818916567
ACH-000263,0.08580569927122972
ACH-000264,0.14685113585718426
ACH-000265,0.1008743227777645
ACH-000266,0.1107440602778136
ACH-000272,0.16212928448796168
ACH-000274,0.09170888749693676
ACH-000277,-0.0948996879355729
ACH-000278,0.10011570451296696
ACH-000279,0.15634445534037594
ACH-000280,-0.017491646813671328
ACH-000281,0.12158835419457735
ACH-000288,0.08466758640320866
ACH-000291,0.14697797741323926
ACH-000293,-0.05858629138357105
ACH-000294,-0.026180875633168132
ACH-000295,0.12546611461093152
ACH-000296,0.02015649629216733
ACH-000302,0.16943106028676513
ACH-000304,0.16049517151671186
ACH-000307,0.24668775918941754
ACH-000308,0.07146184234656312
ACH-000310,0.0547260565479914
ACH-000311,0.11264558923057083
ACH-000312,0.08496261028007104
ACH-000315,-0.03967979873985961
ACH-000316,0.09057509456294878
ACH-000317,0.00537941519173288
ACH-000318,0.054060567919398166
ACH-000319,0.1474345823879667
ACH-000320,0.030283436215518544
ACH-000322,0.3218025262736461
ACH-000323,-0.08224296158399491
ACH-000324,0.07534897992876012
ACH-000329,0.12834313626882887
ACH-000330,0.13982511181969928
ACH-000331,0.12884313721308213
ACH-000332,0.11510891895291706
ACH-000334,0.2905854147082875
ACH-000335,0.10057216728756173
ACH-000336,0.1821504153239967
ACH-000337,0.03061795308651521
ACH-000338,-0.34459733071326665
ACH-000339,0.1672523103918347
ACH-000341,0.16395178687073916
ACH-000348,0.15783941470725982
ACH-000350,0.16054850121480407
ACH-000352,0.010338504048678865
ACH-000356,0.21379634364201647
ACH-000361,0.19958246365478732
ACH-000362,0.06750168896332076
ACH-000363,-0.04748423398072752
ACH-000364,0.11815437262650458
ACH-000365,0.02405594472523231
ACH-000366,0.08887829387805221
ACH-000368,0.1358544181983001
ACH-000374,-0.012268079058352166
ACH-000375,-0.013399459736662277
ACH-000376,0.2164797073916911
ACH-000381,-0.014776725992665938
ACH-000383,0.08161996933252089
ACH-000387,0.0963711768593854
ACH-000389,0.07037369775692856
ACH-000390,0.041601473475702935
ACH-000393,0.012621087178413877
ACH-000395,0.1085419536937529
ACH-000396,-0.09872641463890364
ACH-000397,0.15440299166148544
ACH-000401,0.2752038753916098
ACH-000402,0.1126784643336731
ACH-000403,0.02309152860805644
ACH-000404,0.2767579382085143
ACH-000406,0.19629828838368327
ACH-000407,0.11384801684406795
ACH-000408,0.06770709948692047
ACH-000410,0.10229483714246132
