,CILP2 (148113)
ACH-000004,0.014215117994054656
ACH-000005,-0.1445588974887563
ACH-000007,-0.07787539043597554
ACH-000009,-0.10418990262527447
ACH-000011,-0.1773263933786911
ACH-000012,-0.1289867549382075
ACH-000013,-0.2375806876154582
ACH-000014,-0.13301408008737256
ACH-000015,-0.3345097432927489
ACH-000017,-0.08269157420655697
ACH-000018,-0.08532527149886397
ACH-000019,-0.2134488660212627
ACH-000021,-0.23692179456761264
ACH-000022,-0.24737444808120626
ACH-000025,-0.14498135711093338
ACH-000028,-0.2865750289033224
ACH-000030,-0.24597346693258665
ACH-000035,-0.26163047205844425
ACH-000036,-0.18930834932127968
ACH-000037,-0.21851514120522414
ACH-000039,-0.16683392689477552
ACH-000040,-0.13207142563937493
ACH-000041,-0.12663343461229853
ACH-000042,-0.176092679529501
ACH-000045,0.0173289703487716
ACH-000047,-0.12574663900164704
ACH-000052,-0.2395681420914844
ACH-000053,-0.11209532264700432
ACH-000054,-0.13354477477434845
ACH-000055,-0.2924574085921103
ACH-000060,-0.1334895108199192
ACH-000067,-0.11666092565800207
ACH-000070,-0.05738411385808469
ACH-000075,-0.3960072232335082
ACH-000078,-0.05648958265584065
ACH-000082,-0.0901289366014981
ACH-000085,-0.4054481890180308
ACH-000086,-0.25620501076226904
ACH-000087,-0.059142088023970835
ACH-000092,-0.18006570820849194
ACH-000095,-0.07812808896698067
ACH-000097,-0.14803118495331685
ACH-000098,-0.20887496311391884
ACH-000099,-0.14458473615210826
ACH-000108,-0.24754065725870136
ACH-000113,-0.3055915458454629
ACH-000116,-0.13007343948415054
ACH-000118,-0.11012942572578724
ACH-000120,-0.3378359092507099
ACH-000123,-0.17177060980986192
ACH-000127,-0.13371140831269684
ACH-000128,-0.3726620672987171
ACH-000132,-0.1633728937205866
ACH-000133,0.019252321942441662
ACH-000137,-0.11854674802481407
ACH-000138,-0.1988732781932471
ACH-000142,-0.1958377183274279
ACH-000143,-0.20146064775253303
ACH-000146,-0.05200230413546018
ACH-000148,-0.0513775024280531
ACH-000150,-0.16740352469874645
ACH-000152,-0.3101400541478319
ACH-000153,-0.2203925090079032
ACH-000159,-0.12640297704115544
ACH-000160,-0.3112302983420547
ACH-000163,-0.17008308944893055
ACH-000167,-0.25866594899036344
ACH-000168,-0.18902959769609934
ACH-000169,-0.12398977594601285
ACH-000178,-0.1320253050659978
ACH-000183,0.030685488620661887
ACH-000188,-0.3056657400327626
ACH-000189,-0.2608632170107505
ACH-000190,-0.1787771436428048
ACH-000198,0.005432679439488708
ACH-000203,-0.04457368323145792
ACH-000204,0.003981958031977903
ACH-000206,-0.15883458035405787
ACH-000207,-0.3487291574328636
ACH-000208,-0.5307008985968752
ACH-000210,0.1825730331805292
ACH-000211,-0.161360522900451
ACH-000215,-0.08910404029013748
ACH-000221,-0.349276655579873
ACH-000222,-0.2630430920476957
ACH-000223,-0.14129557213978447
ACH-000226,-0.30514385474455896
ACH-000227,-0.18529610671815208
ACH-000228,-0.2304358133188592
ACH-000231,-0.08563905242577766
ACH-000232,-0.23193398567817916
ACH-000233,-0.24398746565071336
