,TMEM88B (643965)
ACH-000004,-0.08971615543823958
ACH-000005,-0.449951862050726
ACH-000007,-0.045807008433247864
ACH-000009,-0.12568537340596272
ACH-000011,-0.3480139962563233
ACH-000012,-0.0686661867414524
ACH-000013,-0.25569646761929565
ACH-000014,-0.2661875398497061
ACH-000015,-0.10938555594415154
ACH-000017,-0.20086903019519176
ACH-000018,0.037483044445993034
ACH-000019,-0.14787134245544015
ACH-000021,-0.1798479488985199
ACH-000022,-0.12210173149064515
ACH-000025,-0.21604060043883752
ACH-000028,-0.08446245098193847
ACH-000030,-0.052797085670226916
ACH-000035,-0.1401396495751359
ACH-000036,-0.03710301211620888
ACH-000037,-0.2713011594413468
ACH-000039,-0.2553490970455253
ACH-000040,-0.33431499886831584
ACH-000041,-0.2649466538975842
ACH-000042,-0.06577353746660533
ACH-000045,-0.047776484810282266
ACH-000047,-0.3337204992741857
ACH-000052,0.08955681296919607
ACH-000053,-0.2513659263316327
ACH-000054,-0.22186631920097571
ACH-000055,-0.07642641683449879
ACH-000060,-0.2468057339321604
ACH-000067,-0.2634334895614417
ACH-000070,-0.18583439973396296
ACH-000075,-0.2673824057231671
ACH-000078,-0.1226719908255596
ACH-000082,-0.1767079433033403
ACH-000085,-0.16165635488249433
ACH-000086,-0.22535508813117994
ACH-000087,-0.0872957502768126
ACH-000092,-0.20471990598285614
ACH-000095,-0.16172244985017573
ACH-000097,-0.1825530597203662
ACH-000098,-0.1353645793490652
ACH-000099,-0.14399589331743248
ACH-000108,-0.20326008009250965
ACH-000113,-0.08465684267026323
ACH-000116,-0.1362020752192732
ACH-000118,-0.17808507822174194
ACH-000120,-0.2352137882298852
ACH-000123,-0.14530718556829367
ACH-000127,-0.08938710232169828
ACH-000128,-0.26833682425177224
ACH-000132,-0.21961426597797826
ACH-000133,-0.051334849864573706
ACH-000137,-0.10232580807419248
ACH-000138,-0.2009496795008276
ACH-000142,-0.11949127563601193
ACH-000143,-0.1302065804347394
ACH-000146,-0.22099893138053736
ACH-000148,-0.2086676597170422
ACH-000150,-0.35773480251820633
ACH-000152,-0.15597260076454214
ACH-000153,0.066932722618992
ACH-000159,-0.13947681189583028
ACH-000160,-0.16779322774808747
ACH-000163,-0.13924961996491447
ACH-000167,-0.4904617097172532
ACH-000168,-0.11522374275145787
ACH-000169,-0.11953359861472287
ACH-000178,-0.2974770436761031
ACH-000183,-0.05324669200769384
ACH-000188,-0.1703835497373228
ACH-000189,-0.18628965708117504
ACH-000190,-0.0641050377871121
ACH-000198,-0.09614601641848043
ACH-000203,-0.048238184265114885
ACH-000204,-0.35440240562967
ACH-000206,-0.2553136611381743
ACH-000207,-0.0688170496056817
ACH-000208,-0.131288567712425
ACH-000210,-0.050439851963008125
ACH-000211,-0.17002302577811035
ACH-000215,-0.3162770585885921
ACH-000221,-0.1983734278655208
ACH-000222,-0.18849655271653984
ACH-000223,-0.04718807618015409
ACH-000226,-0.10322075730219164
ACH-000227,-0.16633635269854175
ACH-000228,-0.099107622956157
ACH-000231,-0.10276572613037624
ACH-000232,-0.16173222033793175
ACH-000233,-0.134373703067124
ACH-000234,-0.2613558182664235
ACH-000235,-0.1769039512431985
ACH-000237,-0.2609065730028837
ACH-000238,-0.26767084180422746
ACH-000242,0.07748197094990646
ACH-000243,-0.04571532310765286
ACH-000244,0.08956250393717523
ACH-000246,-0.17099708325450186
ACH-000248,-0.09512211813699907
ACH-000250,-0.08498594663392123
ACH-000251,0.07061484420234447
ACH-000252,-0.14154762508634672
ACH-000253,-0.3248945313874396
ACH-000255,-0.25689961905588443
ACH-000256,0.028765348704022718
ACH-000257,-0.1262457365636404
ACH-000258,-0.2378482590713087
ACH-000259,-0.2677049889496769
ACH-000260,-0.2271979381854905
ACH-000261,-0.13589259031948306
ACH-000262,0.03326526949457124
ACH-000263,-0.14275994668018668
ACH-000264,-0.04308932004773447
ACH-000265,-0.101352180953536
ACH-000266,-0.19310958940707046
ACH-000272,-0.1599707073152834
ACH-000274,-0.307692176735117
ACH-000277,-0.2046106529601579
ACH-000278,-0.10395655506534744
ACH-000279,-0.31039219407724433
ACH-000280,-0.16041088805287446
ACH-000281,-0.20554973507800547
ACH-000288,-0.357126124538564
ACH-000291,-0.2463544919401235
ACH-000293,-0.24912247531189535
ACH-000294,-0.17742681502129626
ACH-000295,0.0016544860342057855
